"EarlyRound4ScoringAverage_RANKTHISWEEK_2013","EarlyRound4ScoringAverage_RANKLASTWEEK_2013","EarlyRound4ScoringAverage_PLAYERNAME_2013","EarlyRound4ScoringAverage__2013","EarlyRound4ScoringAverage_AVG_2013","EarlyRound4ScoringAverage_TOTALSTROKES_2013","EarlyRound4ScoringAverage_TOTALROUNDS_2013","stat_name","year"
1,1,"Aaron Watkins",NA,67.67,203,3,"EarlyRound4ScoringAverage",2013
2,2,"Bubba Watson",NA,67.8,339,5,"EarlyRound4ScoringAverage",2013
3,3,"Bryce Molder",NA,68.09,749,11,"EarlyRound4ScoringAverage",2013
4,4,"DH Lee",NA,68.2,341,5,"EarlyRound4ScoringAverage",2013
5,5,"Jimmy Walker",NA,68.25,546,8,"EarlyRound4ScoringAverage",2013
6,6,"Robert Streb",NA,68.33,410,6,"EarlyRound4ScoringAverage",2013
7,7,"Keegan Bradley",NA,69,483,7,"EarlyRound4ScoringAverage",2013
7,7,"Bud Cauley",NA,69,345,5,"EarlyRound4ScoringAverage",2013
7,7,"Rickie Fowler",NA,69,414,6,"EarlyRound4ScoringAverage",2013
7,7,"Matt Jones",NA,69,552,8,"EarlyRound4ScoringAverage",2013
7,7,"Justin Rose",NA,69,69,1,"EarlyRound4ScoringAverage",2013
12,12,"Aaron Baddeley",NA,69.2,346,5,"EarlyRound4ScoringAverage",2013
13,13,"Stephen Ames",NA,69.25,277,4,"EarlyRound4ScoringAverage",2013
14,14,"Angel Cabrera",NA,69.29,485,7,"EarlyRound4ScoringAverage",2013
15,15,"Doug LaBelle II",NA,69.4,694,10,"EarlyRound4ScoringAverage",2013
16,16,"Kevin Streelman",NA,69.43,486,7,"EarlyRound4ScoringAverage",2013
17,17,"Jason Day",NA,69.44,625,9,"EarlyRound4ScoringAverage",2013
18,18,"Charl Schwartzel",NA,69.5,278,4,"EarlyRound4ScoringAverage",2013
18,18,"Jordan Spieth",NA,69.5,417,6,"EarlyRound4ScoringAverage",2013
18,18,"Johnson Wagner",NA,69.5,139,2,"EarlyRound4ScoringAverage",2013
21,21,"Brendon de Jonge",NA,69.53,1182,17,"EarlyRound4ScoringAverage",2013
22,22,"Camilo Villegas",NA,69.56,626,9,"EarlyRound4ScoringAverage",2013
23,23,"DJ Trahan",NA,69.67,209,3,"EarlyRound4ScoringAverage",2013
24,24,"Rory McIlroy",NA,69.75,279,4,"EarlyRound4ScoringAverage",2013
24,24,"Andres Romero",NA,69.75,279,4,"EarlyRound4ScoringAverage",2013
26,26,"Luke List",NA,69.8,349,5,"EarlyRound4ScoringAverage",2013
27,27,"Ricky Barnes",NA,69.86,489,7,"EarlyRound4ScoringAverage",2013
27,27,"Luke Donald",NA,69.86,489,7,"EarlyRound4ScoringAverage",2013
29,29,"Bill Haas",NA,70,140,2,"EarlyRound4ScoringAverage",2013
29,29,"Peter Hanson",NA,70,140,2,"EarlyRound4ScoringAverage",2013
29,29,"Phil Mickelson",NA,70,490,7,"EarlyRound4ScoringAverage",2013
29,29,"Ian Poulter",NA,70,70,1,"EarlyRound4ScoringAverage",2013
29,29,"Brandt Snedeker",NA,70,350,5,"EarlyRound4ScoringAverage",2013
29,29,"Nick Watney",NA,70,490,7,"EarlyRound4ScoringAverage",2013
35,35,"Cameron Tringale",NA,70.08,841,12,"EarlyRound4ScoringAverage",2013
36,36,"Jason Dufner",NA,70.13,561,8,"EarlyRound4ScoringAverage",2013
36,36,"Billy Horschel",NA,70.13,561,8,"EarlyRound4ScoringAverage",2013
36,36,"Jerry Kelly",NA,70.13,561,8,"EarlyRound4ScoringAverage",2013
39,39,"Steve LeBrun",NA,70.14,491,7,"EarlyRound4ScoringAverage",2013
40,40,"Webb Simpson",NA,70.17,421,6,"EarlyRound4ScoringAverage",2013
40,40,"Henrik Stenson",NA,70.17,421,6,"EarlyRound4ScoringAverage",2013
40,40,"Lee Williams",NA,70.17,421,6,"EarlyRound4ScoringAverage",2013
43,43,"Martin Flores",NA,70.18,772,11,"EarlyRound4ScoringAverage",2013
44,44,"Will Claxton",NA,70.2,351,5,"EarlyRound4ScoringAverage",2013
44,44,"Bob Estes",NA,70.2,702,10,"EarlyRound4ScoringAverage",2013
44,44,"Hunter Mahan",NA,70.2,351,5,"EarlyRound4ScoringAverage",2013
47,47,"Ernie Els",NA,70.22,632,9,"EarlyRound4ScoringAverage",2013
48,48,"Matt Kuchar",NA,70.25,562,8,"EarlyRound4ScoringAverage",2013
49,49,"Roberto Castro",NA,70.29,492,7,"EarlyRound4ScoringAverage",2013
49,49,"Erik Compton",NA,70.29,492,7,"EarlyRound4ScoringAverage",2013
49,49,"George McNeill",NA,70.29,492,7,"EarlyRound4ScoringAverage",2013
52,52,"Graeme McDowell",NA,70.33,211,3,"EarlyRound4ScoringAverage",2013
52,52,"John Rollins",NA,70.33,422,6,"EarlyRound4ScoringAverage",2013
52,52,"Darron Stiles",NA,70.33,211,3,"EarlyRound4ScoringAverage",2013
55,55,"Michael Bradley",NA,70.5,141,2,"EarlyRound4ScoringAverage",2013
55,55,"Jim Furyk",NA,70.5,282,4,"EarlyRound4ScoringAverage",2013
55,55,"Ben Kohles",NA,70.5,423,6,"EarlyRound4ScoringAverage",2013
55,55,"Daniel Summerhays",NA,70.5,282,4,"EarlyRound4ScoringAverage",2013
59,59,"Bo Van Pelt",NA,70.56,635,9,"EarlyRound4ScoringAverage",2013
60,60,"Russell Henley",NA,70.63,565,8,"EarlyRound4ScoringAverage",2013
60,60,"Henrik Norlander",NA,70.63,565,8,"EarlyRound4ScoringAverage",2013
62,62,"Kevin Chappell",NA,70.64,777,11,"EarlyRound4ScoringAverage",2013
63,63,"James Driscoll",NA,70.67,424,6,"EarlyRound4ScoringAverage",2013
63,63,"Luke Guthrie",NA,70.67,424,6,"EarlyRound4ScoringAverage",2013
63,63,"Ryo Ishikawa",NA,70.67,424,6,"EarlyRound4ScoringAverage",2013
66,66,"Justin Leonard",NA,70.69,919,13,"EarlyRound4ScoringAverage",2013
67,67,"Jonas Blixt",NA,70.71,495,7,"EarlyRound4ScoringAverage",2013
67,67,"Patrick Reed",NA,70.71,495,7,"EarlyRound4ScoringAverage",2013
69,69,"Justin Hicks",NA,70.75,566,8,"EarlyRound4ScoringAverage",2013
70,70,"JJ Henry",NA,70.86,496,7,"EarlyRound4ScoringAverage",2013
70,70,"Shawn Stefani",NA,70.86,496,7,"EarlyRound4ScoringAverage",2013
70,70,"Michael Thompson",NA,70.86,496,7,"EarlyRound4ScoringAverage",2013
73,73,"Brian Davis",NA,70.88,567,8,"EarlyRound4ScoringAverage",2013
73,73,"Brandt Jobe",NA,70.88,567,8,"EarlyRound4ScoringAverage",2013
73,73,"Geoff Ogilvy",NA,70.88,567,8,"EarlyRound4ScoringAverage",2013
76,76,"Chris Stroud",NA,70.9,709,10,"EarlyRound4ScoringAverage",2013
77,77,"Brendan Steele",NA,70.91,780,11,"EarlyRound4ScoringAverage",2013
78,78,"Chad Campbell",NA,71,568,8,"EarlyRound4ScoringAverage",2013
78,78,"KJ Choi",NA,71,1065,15,"EarlyRound4ScoringAverage",2013
78,78,"Stewart Cink",NA,71,568,8,"EarlyRound4ScoringAverage",2013
78,78,"Derek Ernst",NA,71,284,4,"EarlyRound4ScoringAverage",2013
78,78,"David Hearn",NA,71,923,13,"EarlyRound4ScoringAverage",2013
78,78,"Freddie Jacobson",NA,71,426,6,"EarlyRound4ScoringAverage",2013
78,78,"William McGirt",NA,71,639,9,"EarlyRound4ScoringAverage",2013
78,78,"Ryan Palmer",NA,71,639,9,"EarlyRound4ScoringAverage",2013
