"GIRPutting25_RANKTHISWEEK_2014","GIRPutting25_RANKLASTWEEK_2014","GIRPutting25_PLAYERNAME_2014","GIRPutting25_ROUNDS_2014","GIRPutting25_Pct_2014","GIRPutting25_ATTEMPTS_2014","GIRPutting25_PUTTSMADE_2014","stat_name","year"
1,1,"Rory McIlroy",66,12.43,177,22,"GIRPutting25",2014
2,2,"YE Yang",79,9.33,225,21,"GIRPutting25",2014
3,3,"Danny Lee",84,9.16,262,24,"GIRPutting25",2014
4,4,"Sergio Garcia",61,8.98,167,15,"GIRPutting25",2014
5,5,"Brian Gay",81,8.94,235,21,"GIRPutting25",2014
6,6,"Adam Scott",68,8.92,213,19,"GIRPutting25",2014
7,7,"Henrik Stenson",56,8.43,166,14,"GIRPutting25",2014
8,8,"Graeme McDowell",66,7.91,177,14,"GIRPutting25",2014
9,9,"John Senden",99,7.88,368,29,"GIRPutting25",2014
10,10,"Brandt Snedeker",89,7.63,249,19,"GIRPutting25",2014
11,11,"Troy Merritt",62,7.5,200,15,"GIRPutting25",2014
12,12,"Greg Chalmers",85,7.42,283,21,"GIRPutting25",2014
13,13,"David Toms",64,7.41,216,16,"GIRPutting25",2014
14,14,"Camilo Villegas",95,7.29,343,25,"GIRPutting25",2014
15,15,"Matt Jones",83,7.26,234,17,"GIRPutting25",2014
16,16,"KJ Choi",80,7.23,249,18,"GIRPutting25",2014
17,17,"Brendan Steele",89,7.19,306,22,"GIRPutting25",2014
18,18,"Brooks Koepka",56,7.14,168,12,"GIRPutting25",2014
19,19,"Will Ma Kenzie",82,7.07,297,21,"GIRPutting25",2014
20,20,"DH Lee",54,7.06,170,12,"GIRPutting25",2014
21,21,"Russell Henley",92,7.05,312,22,"GIRPutting25",2014
22,22,"Dustin Johnson",58,7.04,142,10,"GIRPutting25",2014
23,23,"George McNeill",79,7.02,285,20,"GIRPutting25",2014
24,24,"Zach Johnson",97,6.89,334,23,"GIRPutting25",2014
25,25,"Rory Sabbatini",82,6.85,248,17,"GIRPutting25",2014
26,26,"Brendon Todd",108,6.84,351,24,"GIRPutting25",2014
27,27,"Stuart Appleby",92,6.82,337,23,"GIRPutting25",2014
28,28,"Seung Yul Noh",92,6.73,312,21,"GIRPutting25",2014
29,29,"Chris Kirk",105,6.71,328,22,"GIRPutting25",2014
30,30,"Daniel Summerhays",98,6.7,403,27,"GIRPutting25",2014
