"DrivingPct280300Measured_RANKTHISWEEK_2009","DrivingPct280300Measured_RANKLASTWEEK_2009","DrivingPct280300Measured_PLAYERNAME_2009","DrivingPct280300Measured_ROUNDS_2009","DrivingPct280300Measured_Pct_2009","DrivingPct280300Measured_TOTALDRIVESFOR280300_2009","DrivingPct280300Measured_TOTALDRVSOVERALL_2009","DrivingPct280300Measured_RELATIVETOPAR_2009","stat_name","year"
1,1,"Mathew Goggin",76,49.26,67,136,-0.16,"DrivingPct280300Measured",2009
2,2,"Steve Stricker",81,46.27,62,134,-0.39,"DrivingPct280300Measured",2009
3,3,"Nicholas Thompson",96,45.21,85,188,-0.19,"DrivingPct280300Measured",2009
4,4,"Woody Austin",84,44.05,74,168,-0.22,"DrivingPct280300Measured",2009
5,5,"Steve Marino",98,43.33,78,180,-0.05,"DrivingPct280300Measured",2009
6,6,"Stephen Ames",77,43.08,56,130,-0.2,"DrivingPct280300Measured",2009
7,7,"Charlie Wi",92,42.78,77,180,-0.29,"DrivingPct280300Measured",2009
8,8,"Rich Beem",77,42.75,59,138,-0.12,"DrivingPct280300Measured",2009
8,8,"Boo Weekley",79,42.75,59,138,0.05,"DrivingPct280300Measured",2009
10,10,"Greg Owen",97,42.7,76,178,-0.05,"DrivingPct280300Measured",2009
11,11,"Rocco Mediate",79,42.54,57,134,-0.16,"DrivingPct280300Measured",2009
12,12,"David Toms",98,41.67,75,180,-0.09,"DrivingPct280300Measured",2009
12,12,"Bo Van Pelt",100,41.67,75,180,-0.16,"DrivingPct280300Measured",2009
14,14,"Todd Hamilton",83,41.55,59,142,-0.15,"DrivingPct280300Measured",2009
15,15,"Matt Weibring",65,41.53,49,118,-0.04,"DrivingPct280300Measured",2009
16,16,"Jason Dufner",90,41.28,71,172,-0.2,"DrivingPct280300Measured",2009
17,17,"Bryce Molder",69,41.23,47,114,-0.15,"DrivingPct280300Measured",2009
18,18,"Steve Elkington",70,40.71,57,140,-0.12,"DrivingPct280300Measured",2009
18,18,"Pat Perez",74,40.71,57,140,-0.26,"DrivingPct280300Measured",2009
20,20,"Jason Day",61,40.57,43,106,0.02,"DrivingPct280300Measured",2009
21,21,"Ken Duke",87,40.51,64,158,-0.11,"DrivingPct280300Measured",2009
21,21,"Kenny Perry",92,40.51,64,158,-0.13,"DrivingPct280300Measured",2009
23,23,"Kevin Sutherland",96,40.36,67,166,-0.25,"DrivingPct280300Measured",2009
24,24,"Jerry Kelly",90,40.24,66,164,-0.21,"DrivingPct280300Measured",2009
25,25,"Scott McCarron",91,40.11,73,182,-0.26,"DrivingPct280300Measured",2009
26,26,"Webb Simpson",94,39.89,75,188,-0.07,"DrivingPct280300Measured",2009
27,27,"YE Yang",83,39.61,61,154,0.05,"DrivingPct280300Measured",2009
28,28,"Cameron Beckman",87,39.51,64,162,-0.19,"DrivingPct280300Measured",2009
29,29,"Vijay Singh",71,39.47,45,114,-0.02,"DrivingPct280300Measured",2009
30,30,"Will Ma Kenzie",69,39.13,54,138,-0.02,"DrivingPct280300Measured",2009
30,30,"Ian Poulter",59,39.13,36,92,-0.19,"DrivingPct280300Measured",2009
32,32,"Lucas Glover",93,39.08,68,174,-0.15,"DrivingPct280300Measured",2009
33,33,"Geoff Ogilvy",78,38.71,48,124,-0.25,"DrivingPct280300Measured",2009
34,34,"Casey Wittenberg",71,38.52,47,122,-0.19,"DrivingPct280300Measured",2009
35,35,"Mike Weir",85,38.51,57,148,-0.12,"DrivingPct280300Measured",2009
36,36,"Jason Gore",74,38.41,53,138,-0.09,"DrivingPct280300Measured",2009
37,37,"Patrick Sheehan",51,38.37,33,86,-0.24,"DrivingPct280300Measured",2009
38,38,"Justin Rose",71,38.33,46,120,-0.15,"DrivingPct280300Measured",2009
39,39,"Matt Bettencourt",98,38.3,72,188,-0.21,"DrivingPct280300Measured",2009
40,40,"John Senden",100,38.27,75,196,-0.24,"DrivingPct280300Measured",2009
41,41,"Brad Adamonis",70,38.24,52,136,-0.17,"DrivingPct280300Measured",2009
41,41,"Mark Calcavecchia",72,38.24,52,136,-0.06,"DrivingPct280300Measured",2009
43,43,"Rory Sabbatini",81,38.19,55,144,-0.18,"DrivingPct280300Measured",2009
44,44,"Phil Mickelson",66,38.18,42,110,-0.07,"DrivingPct280300Measured",2009
45,45,"Ted Purdy",101,38.17,71,186,0.03,"DrivingPct280300Measured",2009
46,46,"Tommy Armour III",58,37.93,44,116,-0.09,"DrivingPct280300Measured",2009
46,46,"Ernie Els",70,37.93,44,116,-0.02,"DrivingPct280300Measured",2009
48,48,"Hunter Mahan",94,37.8,62,164,0.02,"DrivingPct280300Measured",2009
48,48,"Chris Stroud",88,37.8,62,164,-0.1,"DrivingPct280300Measured",2009
50,50,"Steve Flesch",77,37.67,55,146,-0.09,"DrivingPct280300Measured",2009
51,51,"Johnson Wagner",81,37.65,61,162,-0.11,"DrivingPct280300Measured",2009
52,52,"Jason Bohn",88,37.5,66,176,-0.08,"DrivingPct280300Measured",2009
52,52,"David Mathis",82,37.5,57,152,-0.04,"DrivingPct280300Measured",2009
54,54,"Steve Lowery",83,37.35,62,166,-0.21,"DrivingPct280300Measured",2009
55,55,"Jeff Maggert",79,37.34,59,158,-0.14,"DrivingPct280300Measured",2009
56,56,"Billy Mayfair",83,36.99,54,146,-0.13,"DrivingPct280300Measured",2009
57,57,"Michael Allen",73,36.96,51,138,-0.14,"DrivingPct280300Measured",2009
57,57,"Michael Letzig",96,36.96,68,184,-0.16,"DrivingPct280300Measured",2009
59,59,"John Rollins",92,36.93,65,176,-0.23,"DrivingPct280300Measured",2009
60,60,"Zach Johnson",94,36.9,62,168,-0.23,"DrivingPct280300Measured",2009
61,61,"Stuart Appleby",79,36.76,50,136,-0.12,"DrivingPct280300Measured",2009
61,61,"Lee Janzen",74,36.76,50,136,-0.12,"DrivingPct280300Measured",2009
63,63,"Briny Baird",89,36.71,58,158,-0.14,"DrivingPct280300Measured",2009
64,64,"Robert Allenby",71,36.67,44,120,-0.05,"DrivingPct280300Measured",2009
64,64,"Kirk Triplett",60,36.67,44,120,-0.09,"DrivingPct280300Measured",2009
66,66,"Daniel Chopra",89,36.52,65,178,-0.09,"DrivingPct280300Measured",2009
67,67,"Stewart Cink",79,36.51,46,126,0.04,"DrivingPct280300Measured",2009
68,68,"Jeff Overton",92,36.31,61,168,-0.05,"DrivingPct280300Measured",2009
69,69,"JJ Henry",97,36.26,66,182,0.06,"DrivingPct280300Measured",2009
70,70,"Kent Jones",73,36.15,47,130,0.04,"DrivingPct280300Measured",2009
71,71,"Aaron Baddeley",66,36.07,44,122,0,"DrivingPct280300Measured",2009
72,72,"Chez Reavie",81,36,54,150,-0.07,"DrivingPct280300Measured",2009
73,73,"Derek Fathauer",63,35.96,41,114,-0.27,"DrivingPct280300Measured",2009
74,74,"Chris Riley",77,35.92,51,142,-0.27,"DrivingPct280300Measured",2009
75,75,"Bob Estes",78,35.9,56,156,-0.04,"DrivingPct280300Measured",2009
76,76,"Alex Cejka",82,35.71,55,154,-0.2,"DrivingPct280300Measured",2009
76,76,"Scott Verplank",88,35.71,60,168,-0.15,"DrivingPct280300Measured",2009
78,78,"Justin Leonard",95,35.54,59,166,-0.2,"DrivingPct280300Measured",2009
79,79,"Cliff Kresge",78,35.42,51,144,-0.18,"DrivingPct280300Measured",2009
80,80,"Brian Davis",103,35.35,70,198,-0.13,"DrivingPct280300Measured",2009
81,81,"Chad Campbell",90,35.26,55,156,-0.33,"DrivingPct280300Measured",2009
82,82,"Camilo Villegas",76,35.25,43,122,-0.09,"DrivingPct280300Measured",2009
83,83,"DA Points",99,34.95,65,186,-0.08,"DrivingPct280300Measured",2009
84,84,"Ben Crane",93,34.83,62,178,-0.19,"DrivingPct280300Measured",2009
85,85,"Jonathan Byrd",89,34.71,59,170,-0.12,"DrivingPct280300Measured",2009
86,86,"Ben Curtis",63,34.62,36,104,-0.25,"DrivingPct280300Measured",2009
86,86,"George McNeill",82,34.62,54,156,-0.24,"DrivingPct280300Measured",2009
86,86,"Carl Pettersson",86,34.62,54,156,-0.06,"DrivingPct280300Measured",2009
89,89,"Ryan Moore",89,34.57,56,162,-0.18,"DrivingPct280300Measured",2009
90,90,"Bill Haas",91,34.48,60,174,-0.07,"DrivingPct280300Measured",2009
91,91,"Jay Williamson",69,34.43,42,122,-0.26,"DrivingPct280300Measured",2009
92,92,"Marc Turnesa",77,34.42,53,154,0.13,"DrivingPct280300Measured",2009
93,93,"Heath Slocum",95,34.27,61,178,-0.05,"DrivingPct280300Measured",2009
94,94,"Ryuji Imada",85,34,51,150,-0.14,"DrivingPct280300Measured",2009
95,95,"Matt Kuchar",82,33.97,53,156,-0.13,"DrivingPct280300Measured",2009
96,96,"Brett Quigley",92,33.93,57,168,-0.14,"DrivingPct280300Measured",2009
97,97,"Chris DiMarco",97,33.87,63,186,-0.14,"DrivingPct280300Measured",2009
98,98,"Jimmy Walker",74,33.82,46,136,0.17,"DrivingPct280300Measured",2009
99,99,"Bob Heintz",59,33.64,37,110,-0.11,"DrivingPct280300Measured",2009
100,100,"Tom Pernice Jr",82,33.54,55,164,-0.11,"DrivingPct280300Measured",2009
101,101,"DJ Trahan",96,33.52,59,176,-0.14,"DrivingPct280300Measured",2009
