"YTDRoundsin60sStreak_RANKTHISWEEK_2014","YTDRoundsin60sStreak_RANKLASTWEEK_2014","YTDRoundsin60sStreak_PLAYERNAME_2014","YTDRoundsin60sStreak__2014","YTDRoundsin60sStreak_BESTSTREAK_2014","stat_name","year"
1,1,"Billy Horschel",NA,12,"YTDRoundsin60sStreak",2014
2,2,"Jim Furyk",NA,11,"YTDRoundsin60sStreak",2014
3,3,"Retief Goosen",NA,10,"YTDRoundsin60sStreak",2014
3,3,"Zach Johnson",NA,10,"YTDRoundsin60sStreak",2014
5,5,"Brendon Todd",NA,9,"YTDRoundsin60sStreak",2014
6,6,"Keegan Bradley",NA,8,"YTDRoundsin60sStreak",2014
6,6,"Matt Every",NA,8,"YTDRoundsin60sStreak",2014
6,6,"Jerry Kelly",NA,8,"YTDRoundsin60sStreak",2014
6,6,"Marc Leishman",NA,8,"YTDRoundsin60sStreak",2014
6,6,"Rory McIlroy",NA,8,"YTDRoundsin60sStreak",2014
6,6,"Carl Pettersson",NA,8,"YTDRoundsin60sStreak",2014
12,12,"Jason Bohn",NA,7,"YTDRoundsin60sStreak",2014
12,12,"Scott Brown",NA,7,"YTDRoundsin60sStreak",2014
12,12,"Tim Clark",NA,7,"YTDRoundsin60sStreak",2014
12,12,"Chad Collins",NA,7,"YTDRoundsin60sStreak",2014
12,12,"Harris English",NA,7,"YTDRoundsin60sStreak",2014
12,12,"Chesson Hadley",NA,7,"YTDRoundsin60sStreak",2014
12,12,"Kevin Kisner",NA,7,"YTDRoundsin60sStreak",2014
12,12,"Spencer Levin",NA,7,"YTDRoundsin60sStreak",2014
12,12,"Brandt Snedeker",NA,7,"YTDRoundsin60sStreak",2014
12,12,"David Toms",NA,7,"YTDRoundsin60sStreak",2014
12,12,"Will Wilcox",NA,7,"YTDRoundsin60sStreak",2014
23,23,"Charlie Beljan",NA,6,"YTDRoundsin60sStreak",2014
23,23,"Greg Chalmers",NA,6,"YTDRoundsin60sStreak",2014
23,23,"KJ Choi",NA,6,"YTDRoundsin60sStreak",2014
23,23,"Jason Day",NA,6,"YTDRoundsin60sStreak",2014
23,23,"Brendon de Jonge",NA,6,"YTDRoundsin60sStreak",2014
23,23,"Rickie Fowler",NA,6,"YTDRoundsin60sStreak",2014
23,23,"Brad Fritsch",NA,6,"YTDRoundsin60sStreak",2014
23,23,"James Hahn",NA,6,"YTDRoundsin60sStreak",2014
23,23,"Brian Harman",NA,6,"YTDRoundsin60sStreak",2014
23,23,"Justin Hicks",NA,6,"YTDRoundsin60sStreak",2014
23,23,"Charley Hoffman",NA,6,"YTDRoundsin60sStreak",2014
23,23,"Russell Knox",NA,6,"YTDRoundsin60sStreak",2014
23,23,"Jason Kokrak",NA,6,"YTDRoundsin60sStreak",2014
23,23,"Matt Kuchar",NA,6,"YTDRoundsin60sStreak",2014
23,23,"Justin Leonard",NA,6,"YTDRoundsin60sStreak",2014
23,23,"Phil Mickelson",NA,6,"YTDRoundsin60sStreak",2014
23,23,"Kevin Na",NA,6,"YTDRoundsin60sStreak",2014
23,23,"Pat Perez",NA,6,"YTDRoundsin60sStreak",2014
23,23,"John Peterson",NA,6,"YTDRoundsin60sStreak",2014
23,23,"Webb Simpson",NA,6,"YTDRoundsin60sStreak",2014
23,23,"Vijay Singh",NA,6,"YTDRoundsin60sStreak",2014
23,23,"Chris Stroud",NA,6,"YTDRoundsin60sStreak",2014
23,23,"Daniel Summerhays",NA,6,"YTDRoundsin60sStreak",2014
23,23,"Bubba Watson",NA,6,"YTDRoundsin60sStreak",2014
23,23,"Charlie Wi",NA,6,"YTDRoundsin60sStreak",2014
48,48,"Stuart Appleby",NA,5,"YTDRoundsin60sStreak",2014
48,48,"Ricky Barnes",NA,5,"YTDRoundsin60sStreak",2014
48,48,"Thomas Bjorn",NA,5,"YTDRoundsin60sStreak",2014
48,48,"Patrick Cantlay",NA,5,"YTDRoundsin60sStreak",2014
48,48,"Paul Casey",NA,5,"YTDRoundsin60sStreak",2014
48,48,"Jason Dufner",NA,5,"YTDRoundsin60sStreak",2014
48,48,"Sergio Garcia",NA,5,"YTDRoundsin60sStreak",2014
48,48,"Brice Garnett",NA,5,"YTDRoundsin60sStreak",2014
48,48,"Luke Guthrie",NA,5,"YTDRoundsin60sStreak",2014
48,48,"Max Homa",NA,5,"YTDRoundsin60sStreak",2014
48,48,"Charles Howell III",NA,5,"YTDRoundsin60sStreak",2014
48,48,"Billy Hurley III",NA,5,"YTDRoundsin60sStreak",2014
48,48,"Freddie Jacobson",NA,5,"YTDRoundsin60sStreak",2014
48,48,"Dustin Johnson",NA,5,"YTDRoundsin60sStreak",2014
48,48,"Chris Kirk",NA,5,"YTDRoundsin60sStreak",2014
48,48,"Martin Laird",NA,5,"YTDRoundsin60sStreak",2014
48,48,"Danny Lee",NA,5,"YTDRoundsin60sStreak",2014
48,48,"Richard Lee",NA,5,"YTDRoundsin60sStreak",2014
48,48,"Ben Martin",NA,5,"YTDRoundsin60sStreak",2014
48,48,"Hideki Matsuyama",NA,5,"YTDRoundsin60sStreak",2014
48,48,"Graeme McDowell",NA,5,"YTDRoundsin60sStreak",2014
48,48,"Ryan Moore",NA,5,"YTDRoundsin60sStreak",2014
48,48,"Jeff Overton",NA,5,"YTDRoundsin60sStreak",2014
48,48,"Ryan Palmer",NA,5,"YTDRoundsin60sStreak",2014
