"LateRound2ScoringAverage_RANKTHISWEEK_2009","LateRound2ScoringAverage_RANKLASTWEEK_2009","LateRound2ScoringAverage_PLAYERNAME_2009","LateRound2ScoringAverage__2009","LateRound2ScoringAverage_AVG_2009","LateRound2ScoringAverage_TOTALSTROKES_2009","LateRound2ScoringAverage_TOTALROUNDS_2009","stat_name","year"
60,60,"Bo Van Pelt",NA,70.26,1335,19,"LateRound2ScoringAverage",2009
61,61,"Alex Cejka",NA,70.3,703,10,"LateRound2ScoringAverage",2009
61,61,"Zach Johnson",NA,70.3,703,10,"LateRound2ScoringAverage",2009
63,63,"Bob Estes",NA,70.33,633,9,"LateRound2ScoringAverage",2009
64,64,"Bubba Watson",NA,70.36,774,11,"LateRound2ScoringAverage",2009
64,64,"Mike Weir",NA,70.36,985,14,"LateRound2ScoringAverage",2009
66,66,"Chris DiMarco",NA,70.38,1126,16,"LateRound2ScoringAverage",2009
66,66,"Scott Verplank",NA,70.38,1126,16,"LateRound2ScoringAverage",2009
68,68,"Ian Poulter",NA,70.4,352,5,"LateRound2ScoringAverage",2009
69,69,"John Rollins",NA,70.43,986,14,"LateRound2ScoringAverage",2009
69,69,"Gary Woodland",NA,70.43,493,7,"LateRound2ScoringAverage",2009
71,71,"DA Points",NA,70.47,1198,17,"LateRound2ScoringAverage",2009
72,72,"Ricky Barnes",NA,70.5,705,10,"LateRound2ScoringAverage",2009
72,72,"Tom Lehman",NA,70.5,564,8,"LateRound2ScoringAverage",2009
74,74,"John Senden",NA,70.53,1058,15,"LateRound2ScoringAverage",2009
75,75,"YE Yang",NA,70.55,776,11,"LateRound2ScoringAverage",2009
76,76,"Spencer Levin",NA,70.58,847,12,"LateRound2ScoringAverage",2009
76,76,"Greg Owen",NA,70.58,847,12,"LateRound2ScoringAverage",2009
76,76,"Rick Price",NA,70.58,847,12,"LateRound2ScoringAverage",2009
79,79,"Robert Allenby",NA,70.6,706,10,"LateRound2ScoringAverage",2009
80,80,"John Mallinger",NA,70.62,918,13,"LateRound2ScoringAverage",2009
81,81,"Vaughn Taylor",NA,70.63,1130,16,"LateRound2ScoringAverage",2009
82,82,"Charles Howell III",NA,70.64,989,14,"LateRound2ScoringAverage",2009
83,83,"Ben Crane",NA,70.65,1201,17,"LateRound2ScoringAverage",2009
83,83,"Carl Pettersson",NA,70.65,1201,17,"LateRound2ScoringAverage",2009
85,85,"Mark Brooks",NA,70.67,424,6,"LateRound2ScoringAverage",2009
85,85,"Luke Donald",NA,70.67,848,12,"LateRound2ScoringAverage",2009
85,85,"Kenny Perry",NA,70.67,636,9,"LateRound2ScoringAverage",2009
88,88,"Ted Purdy",NA,70.69,919,13,"LateRound2ScoringAverage",2009
89,89,"Leif Olson",NA,70.7,707,10,"LateRound2ScoringAverage",2009
89,89,"Jimmy Walker",NA,70.7,707,10,"LateRound2ScoringAverage",2009
91,91,"Woody Austin",NA,70.71,990,14,"LateRound2ScoringAverage",2009
91,91,"Brian Gay",NA,70.71,990,14,"LateRound2ScoringAverage",2009
93,93,"Brian Davis",NA,70.76,1203,17,"LateRound2ScoringAverage",2009
94,94,"Cliff Kresge",NA,70.77,920,13,"LateRound2ScoringAverage",2009
95,95,"Fred Couples",NA,70.8,708,10,"LateRound2ScoringAverage",2009
95,95,"Jim Furyk",NA,70.8,708,10,"LateRound2ScoringAverage",2009
95,95,"Heath Slocum",NA,70.8,1062,15,"LateRound2ScoringAverage",2009
95,95,"Johnson Wagner",NA,70.8,708,10,"LateRound2ScoringAverage",2009
99,99,"Peter Lonard",NA,70.81,1133,16,"LateRound2ScoringAverage",2009
100,100,"Dean Wilson",NA,70.82,1204,17,"LateRound2ScoringAverage",2009
101,101,"Rich Beem",NA,70.83,850,12,"LateRound2ScoringAverage",2009
101,101,"Robert Garrigus",NA,70.83,850,12,"LateRound2ScoringAverage",2009
101,101,"Peter Tomasulo",NA,70.83,850,12,"LateRound2ScoringAverage",2009
104,104,"Jason Gore",NA,70.85,921,13,"LateRound2ScoringAverage",2009
105,105,"Patrick Sheehan",NA,70.86,496,7,"LateRound2ScoringAverage",2009
105,105,"Marc Turnesa",NA,70.86,992,14,"LateRound2ScoringAverage",2009
107,107,"JB Holmes",NA,70.9,709,10,"LateRound2ScoringAverage",2009
107,107,"Charles Warren",NA,70.9,709,10,"LateRound2ScoringAverage",2009
109,109,"Kirk Triplett",NA,70.92,851,12,"LateRound2ScoringAverage",2009
110,110,"Paul Goydos",NA,71,923,13,"LateRound2ScoringAverage",2009
110,110,"Matt Kuchar",NA,71,852,12,"LateRound2ScoringAverage",2009
110,110,"Corey Pavin",NA,71,852,12,"LateRound2ScoringAverage",2009
110,110,"Tim Petrovic",NA,71,923,13,"LateRound2ScoringAverage",2009
110,110,"DJ Trahan",NA,71,1207,17,"LateRound2ScoringAverage",2009
115,115,"Chez Reavie",NA,71.07,995,14,"LateRound2ScoringAverage",2009
116,116,"Marc Leishman",NA,71.08,924,13,"LateRound2ScoringAverage",2009
116,116,"Brett Quigley",NA,71.08,853,12,"LateRound2ScoringAverage",2009
118,118,"Geoff Ogilvy",NA,71.1,711,10,"LateRound2ScoringAverage",2009
119,119,"Briny Baird",NA,71.12,1209,17,"LateRound2ScoringAverage",2009
120,120,"Brendon de Jonge",NA,71.17,854,12,"LateRound2ScoringAverage",2009
120,120,"Andres Romero",NA,71.17,427,6,"LateRound2ScoringAverage",2009
122,122,"Matt Bettencourt",NA,71.18,783,11,"LateRound2ScoringAverage",2009
123,123,"Angel Cabrera",NA,71.2,356,5,"LateRound2ScoringAverage",2009
123,123,"Nathan Green",NA,71.2,1068,15,"LateRound2ScoringAverage",2009
123,123,"Davis Love III",NA,71.2,1068,15,"LateRound2ScoringAverage",2009
123,123,"Jay Williamson",NA,71.2,712,10,"LateRound2ScoringAverage",2009
127,127,"Camilo Villegas",NA,71.21,997,14,"LateRound2ScoringAverage",2009
127,127,"Nick Watney",NA,71.21,997,14,"LateRound2ScoringAverage",2009
129,129,"Steve Elkington",NA,71.22,641,9,"LateRound2ScoringAverage",2009
130,130,"Todd Hamilton",NA,71.23,926,13,"LateRound2ScoringAverage",2009
130,130,"Jeff Klauk",NA,71.23,926,13,"LateRound2ScoringAverage",2009
132,132,"Kent Jones",NA,71.25,855,12,"LateRound2ScoringAverage",2009
133,133,"Michael Allen",NA,71.29,499,7,"LateRound2ScoringAverage",2009
134,134,"Aron Price",NA,71.3,713,10,"LateRound2ScoringAverage",2009
135,135,"Steve Lowery",NA,71.31,1141,16,"LateRound2ScoringAverage",2009
136,136,"Jeff Quinney",NA,71.36,785,11,"LateRound2ScoringAverage",2009
137,137,"Brian Vranesh",NA,71.38,571,8,"LateRound2ScoringAverage",2009
138,138,"Joe Ogilvie",NA,71.39,1285,18,"LateRound2ScoringAverage",2009
139,139,"Martin Laird",NA,71.41,1214,17,"LateRound2ScoringAverage",2009
140,140,"Lee Janzen",NA,71.46,929,13,"LateRound2ScoringAverage",2009
141,141,"Stuart Appleby",NA,71.47,1072,15,"LateRound2ScoringAverage",2009
142,142,"Will Ma Kenzie",NA,71.5,1001,14,"LateRound2ScoringAverage",2009
142,142,"David Mathis",NA,71.5,715,10,"LateRound2ScoringAverage",2009
144,144,"Joe Durant",NA,71.56,644,9,"LateRound2ScoringAverage",2009
144,144,"Padraig Harrington",NA,71.56,644,9,"LateRound2ScoringAverage",2009
144,144,"Vijay Singh",NA,71.56,644,9,"LateRound2ScoringAverage",2009
147,147,"George McNeill",NA,71.6,1074,15,"LateRound2ScoringAverage",2009
148,148,"Rod Pampling",NA,71.62,931,13,"LateRound2ScoringAverage",2009
149,149,"Kevin Stadler",NA,71.63,573,8,"LateRound2ScoringAverage",2009
150,150,"Scott Piercy",NA,71.64,1003,14,"LateRound2ScoringAverage",2009
151,151,"Justin Rose",NA,71.69,932,13,"LateRound2ScoringAverage",2009
152,152,"Stewart Cink",NA,71.7,717,10,"LateRound2ScoringAverage",2009
152,152,"Steve Stricker",NA,71.7,717,10,"LateRound2ScoringAverage",2009
154,154,"Kevin Sutherland",NA,71.71,1004,14,"LateRound2ScoringAverage",2009
155,155,"Dustin Johnson",NA,71.75,861,12,"LateRound2ScoringAverage",2009
156,156,"Jonathan Byrd",NA,71.77,933,13,"LateRound2ScoringAverage",2009
157,157,"Sergio Garcia",NA,71.78,646,9,"LateRound2ScoringAverage",2009
158,158,"Brad Adamonis",NA,71.83,862,12,"LateRound2ScoringAverage",2009
158,158,"Nick OHern",NA,71.83,862,12,"LateRound2ScoringAverage",2009
160,160,"KJ Choi",NA,71.89,647,9,"LateRound2ScoringAverage",2009
161,161,"Ryan Palmer",NA,71.92,935,13,"LateRound2ScoringAverage",2009
162,162,"Kevin Streelman",NA,71.93,1007,14,"LateRound2ScoringAverage",2009
163,163,"Richard Johnson",NA,72,936,13,"LateRound2ScoringAverage",2009
164,164,"Billy Mayfair",NA,72.06,1225,17,"LateRound2ScoringAverage",2009
165,165,"Tommy Armour III",NA,72.08,865,12,"LateRound2ScoringAverage",2009
166,166,"Charlie Wi",NA,72.09,793,11,"LateRound2ScoringAverage",2009
167,167,"Colt Knost",NA,72.14,1010,14,"LateRound2ScoringAverage",2009
167,167,"Nicholas Thompson",NA,72.14,1010,14,"LateRound2ScoringAverage",2009
169,169,"Brian Bateman",NA,72.18,794,11,"LateRound2ScoringAverage",2009
170,170,"David Duval",NA,72.2,1083,15,"LateRound2ScoringAverage",2009
170,170,"Pat Perez",NA,72.2,722,10,"LateRound2ScoringAverage",2009
172,172,"Aaron Baddeley",NA,72.22,650,9,"LateRound2ScoringAverage",2009
173,173,"Darron Stiles",NA,72.5,725,10,"LateRound2ScoringAverage",2009
174,174,"Mark Calcavecchia",NA,72.54,943,13,"LateRound2ScoringAverage",2009
175,175,"Derek Fathauer",NA,72.55,798,11,"LateRound2ScoringAverage",2009
176,176,"Parker McLachlin",NA,72.56,1161,16,"LateRound2ScoringAverage",2009
177,177,"Greg Kraft",NA,72.7,727,10,"LateRound2ScoringAverage",2009
178,178,"Eric Axley",NA,72.73,800,11,"LateRound2ScoringAverage",2009
179,179,"Brandt Snedeker",NA,72.75,873,12,"LateRound2ScoringAverage",2009
180,180,"Ken Duke",NA,72.78,1310,18,"LateRound2ScoringAverage",2009
180,180,"Brendon Todd",NA,72.78,655,9,"LateRound2ScoringAverage",2009
182,182,"Adam Scott",NA,72.88,583,8,"LateRound2ScoringAverage",2009
183,183,"Brad Faxon",NA,73.71,1032,14,"LateRound2ScoringAverage",2009
184,184,"Mathew Goggin",NA,73.73,811,11,"LateRound2ScoringAverage",2009
