"GIRPuttingAvg3035_RANKTHISWEEK_2016","GIRPuttingAvg3035_RANKLASTWEEK_2016","GIRPuttingAvg3035_PLAYERNAME_2016","GIRPuttingAvg3035_ROUNDS_2016","GIRPuttingAvg3035_PctMADE_2016","GIRPuttingAvg3035_ATTEMPTS_2016","GIRPuttingAvg3035_PUTTSMADE_2016","stat_name","year"
1,2,"Matthew Fitzpatrick",23,2.31,13,3,"GIRPuttingAvg3035",2016
1,2,"Jordan Spieth",34,2.31,13,3,"GIRPuttingAvg3035",2016
3,5,"George McNeill",33,2.27,22,5,"GIRPuttingAvg3035",2016
4,1,"Steven Bowditch",40,2.22,18,4,"GIRPuttingAvg3035",2016
5,4,"Ollie Schniederjans",23,2,20,4,"GIRPuttingAvg3035",2016
6,7,"Lucas Lee",22,1.82,11,2,"GIRPuttingAvg3035",2016
6,6,"Francesco Molinari",36,1.82,22,4,"GIRPuttingAvg3035",2016
6,7,"Louis Oosthuizen",25,1.82,11,2,"GIRPuttingAvg3035",2016
9,11,"Kevin Kisner",49,1.56,32,5,"GIRPuttingAvg3035",2016
10,10,"Cameron Smith",45,1.54,26,4,"GIRPuttingAvg3035",2016
11,7,"Adam Scott",39,1.48,27,4,"GIRPuttingAvg3035",2016
12,12,"Ben Martin",48,1.47,34,5,"GIRPuttingAvg3035",2016
13,21,"Thomas Aiken",42,1.43,28,4,"GIRPuttingAvg3035",2016
13,13,"Brian Gay",22,1.43,14,2,"GIRPuttingAvg3035",2016
15,29,"Morgan Hoffmann",43,1.38,29,4,"GIRPuttingAvg3035",2016
16,58,"James Hahn",45,1.33,30,4,"GIRPuttingAvg3035",2016
16,13,"DH Lee",35,1.33,15,2,"GIRPuttingAvg3035",2016
16,15,"Davis Love III",40,1.33,30,4,"GIRPuttingAvg3035",2016
19,18,"Jason Dufner",53,1.3,23,3,"GIRPuttingAvg3035",2016
20,15,"Carlos Ortiz",47,1.29,31,4,"GIRPuttingAvg3035",2016
21,19,"Branden Grace",31,1.25,16,2,"GIRPuttingAvg3035",2016
22,19,"David Lingmerth",54,1.2,25,3,"GIRPuttingAvg3035",2016
23,17,"Rob Oppenheim",37,1.15,26,3,"GIRPuttingAvg3035",2016
24,21,"Kevin Chappell",49,1.11,27,3,"GIRPuttingAvg3035",2016
24,24,"John Huh",51,1.11,36,4,"GIRPuttingAvg3035",2016
24,24,"Zach Johnson",42,1.11,27,3,"GIRPuttingAvg3035",2016
24,23,"Si Woo Kim",63,1.11,45,5,"GIRPuttingAvg3035",2016
24,49,"Danny Lee",53,1.11,27,3,"GIRPuttingAvg3035",2016
24,24,"Steve Marino",40,1.11,18,2,"GIRPuttingAvg3035",2016
24,24,"Chez Reavie",56,1.11,45,5,"GIRPuttingAvg3035",2016
31,29,"Vijay Singh",42,1.07,28,3,"GIRPuttingAvg3035",2016
32,31,"Brice Garnett",29,1.05,19,2,"GIRPuttingAvg3035",2016
32,72,"Brian Stuard",24,1.05,19,2,"GIRPuttingAvg3035",2016
34,32,"Zac Blair",56,1.03,39,4,"GIRPuttingAvg3035",2016
34,43,"Kyle Reifers",63,1.03,29,3,"GIRPuttingAvg3035",2016
36,34,"Byeong Hun An",23,1,10,1,"GIRPuttingAvg3035",2016
36,84,"Alex Cejka",47,1,20,2,"GIRPuttingAvg3035",2016
36,34,"Smylie Kaufman",57,1,30,3,"GIRPuttingAvg3035",2016
36,34,"Ryan Moore",40,1,20,2,"GIRPuttingAvg3035",2016
40,34,"Fabian Gomez",49,0.97,31,3,"GIRPuttingAvg3035",2016
41,39,"Hiroshi Iwata",51,0.94,32,3,"GIRPuttingAvg3035",2016
42,34,"Hideki Matsuyama",40,0.91,22,2,"GIRPuttingAvg3035",2016
42,24,"Rory McIlroy",37,0.91,22,2,"GIRPuttingAvg3035",2016
42,40,"Webb Simpson",34,0.91,22,2,"GIRPuttingAvg3035",2016
45,41,"Blayne Barber",44,0.88,34,3,"GIRPuttingAvg3035",2016
45,32,"Scott Pinckney",53,0.88,34,3,"GIRPuttingAvg3035",2016
47,71,"Sean OHair",45,0.87,46,4,"GIRPuttingAvg3035",2016
47,43,"Tyrone Van Aswegen",67,0.87,46,4,"GIRPuttingAvg3035",2016
49,49,"Aaron Baddeley",51,0.83,24,2,"GIRPuttingAvg3035",2016
49,49,"Charlie Beljan",26,0.83,12,1,"GIRPuttingAvg3035",2016
49,48,"Charles Howell III",63,0.83,48,4,"GIRPuttingAvg3035",2016
49,49,"Brooks Koepka",39,0.83,12,1,"GIRPuttingAvg3035",2016
49,49,"Rory Sabbatini",40,0.83,12,1,"GIRPuttingAvg3035",2016
54,49,"Matt Every",34,0.8,25,2,"GIRPuttingAvg3035",2016
54,118,"Phil Mickelson",37,0.8,25,2,"GIRPuttingAvg3035",2016
54,49,"Patrick Reed",53,0.8,25,2,"GIRPuttingAvg3035",2016
54,43,"Jhonattan Vegas",49,0.8,25,2,"GIRPuttingAvg3035",2016
54,125,"Boo Weekley",53,0.8,25,2,"GIRPuttingAvg3035",2016
59,43,"Paul Casey",39,0.77,26,2,"GIRPuttingAvg3035",2016
59,77,"Brian Harman",60,0.77,39,3,"GIRPuttingAvg3035",2016
59,61,"Jason Kokrak",52,0.77,39,3,"GIRPuttingAvg3035",2016
59,61,"Pat Perez",28,0.77,13,1,"GIRPuttingAvg3035",2016
59,61,"Darron Stiles",28,0.77,13,1,"GIRPuttingAvg3035",2016
59,61,"Steve Stricker",25,0.77,13,1,"GIRPuttingAvg3035",2016
65,60,"William McGirt",54,0.75,53,4,"GIRPuttingAvg3035",2016
65,57,"Kyle Stanley",57,0.75,40,3,"GIRPuttingAvg3035",2016
65,42,"Nick Taylor",57,0.75,40,3,"GIRPuttingAvg3035",2016
68,132,"Ernie Els",34,0.74,27,2,"GIRPuttingAvg3035",2016
68,61,"Tony Finau",49,0.74,27,2,"GIRPuttingAvg3035",2016
68,125,"Hunter Mahan",43,0.74,27,2,"GIRPuttingAvg3035",2016
71,59,"Peter Malnati",53,0.73,41,3,"GIRPuttingAvg3035",2016
71,61,"Johnson Wagner",44,0.73,41,3,"GIRPuttingAvg3035",2016
73,72,"Kevin Na",52,0.71,28,2,"GIRPuttingAvg3035",2016
73,61,"Shawn Stefani",45,0.71,28,2,"GIRPuttingAvg3035",2016
73,43,"Robert Streb",51,0.71,28,2,"GIRPuttingAvg3035",2016
76,76,"Chris Kirk",51,0.69,29,2,"GIRPuttingAvg3035",2016
76,61,"Dawie van der Walt",48,0.69,29,2,"GIRPuttingAvg3035",2016
78,61,"Mark Hubbard",73,0.68,44,3,"GIRPuttingAvg3035",2016
78,115,"Michael Kim",62,0.68,44,3,"GIRPuttingAvg3035",2016
80,72,"Scott Brown",59,0.67,30,2,"GIRPuttingAvg3035",2016
80,77,"Miguel Angel Carballo",24,0.67,15,1,"GIRPuttingAvg3035",2016
80,49,"Robert Garrigus",34,0.67,15,1,"GIRPuttingAvg3035",2016
80,77,"Andrew Landry",24,0.67,15,1,"GIRPuttingAvg3035",2016
80,70,"Kevin Streelman",46,0.67,30,2,"GIRPuttingAvg3035",2016
85,144,"Retief Goosen",37,0.65,31,2,"GIRPuttingAvg3035",2016
86,145,"Stuart Appleby",39,0.63,32,2,"GIRPuttingAvg3035",2016
86,84,"Rhein Gibson",36,0.63,16,1,"GIRPuttingAvg3035",2016
86,84,"Luke Guthrie",31,0.63,16,1,"GIRPuttingAvg3035",2016
86,84,"Dustin Johnson",37,0.63,16,1,"GIRPuttingAvg3035",2016
86,84,"Brandt Snedeker",47,0.63,32,2,"GIRPuttingAvg3035",2016
86,77,"Michael Thompson",46,0.63,32,2,"GIRPuttingAvg3035",2016
92,83,"Will Ma Kenzie",54,0.61,33,2,"GIRPuttingAvg3035",2016
93,93,"Abraham Ancer",26,0.59,17,1,"GIRPuttingAvg3035",2016
93,93,"Bronson Burgoon",53,0.59,34,2,"GIRPuttingAvg3035",2016
93,84,"Chad Campbell",54,0.59,34,2,"GIRPuttingAvg3035",2016
93,93,"Stewart Cink",45,0.59,34,2,"GIRPuttingAvg3035",2016
93,93,"Jason Day",36,0.59,17,1,"GIRPuttingAvg3035",2016
93,77,"Harris English",51,0.59,34,2,"GIRPuttingAvg3035",2016
93,93,"Freddie Jacobson",54,0.59,34,2,"GIRPuttingAvg3035",2016
93,93,"Carl Pettersson",31,0.59,17,1,"GIRPuttingAvg3035",2016
93,93,"Dicky Pride",33,0.59,17,1,"GIRPuttingAvg3035",2016
93,91,"Patrick Rodgers",49,0.59,34,2,"GIRPuttingAvg3035",2016
93,93,"Charl Schwartzel",29,0.59,17,1,"GIRPuttingAvg3035",2016
93,77,"Chris Stroud",52,0.59,34,2,"GIRPuttingAvg3035",2016
93,93,"Andy Sullivan",25,0.59,17,1,"GIRPuttingAvg3035",2016
93,72,"Vaughn Taylor",30,0.59,17,1,"GIRPuttingAvg3035",2016
107,103,"KJ Choi",47,0.57,35,2,"GIRPuttingAvg3035",2016
107,103,"Bryce Molder",50,0.57,35,2,"GIRPuttingAvg3035",2016
107,103,"Seung Yul Noh",54,0.57,35,2,"GIRPuttingAvg3035",2016
110,109,"Jon Curran",55,0.56,36,2,"GIRPuttingAvg3035",2016
110,109,"Matt Kuchar",46,0.56,36,2,"GIRPuttingAvg3035",2016
110,84,"Scott Stallings",46,0.56,18,1,"GIRPuttingAvg3035",2016
113,91,"Roberto Castro",55,0.54,37,2,"GIRPuttingAvg3035",2016
113,103,"John Senden",48,0.54,37,2,"GIRPuttingAvg3035",2016
115,109,"Justin Hicks",26,0.53,19,1,"GIRPuttingAvg3035",2016
115,109,"Henrik Norlander",41,0.53,19,1,"GIRPuttingAvg3035",2016
117,109,"Graham DeLaet",50,0.51,39,2,"GIRPuttingAvg3035",2016
117,103,"Lucas Glover",53,0.51,39,2,"GIRPuttingAvg3035",2016
119,93,"Erik Compton",45,0.5,20,1,"GIRPuttingAvg3035",2016
119,109,"Jamie Lovemark",57,0.5,40,2,"GIRPuttingAvg3035",2016
119,103,"Steve Wheatcroft",53,0.5,40,2,"GIRPuttingAvg3035",2016
122,122,"Russell Henley",42,0.49,41,2,"GIRPuttingAvg3035",2016
123,118,"Adam Hadwin",53,0.48,42,2,"GIRPuttingAvg3035",2016
123,123,"Charley Hoffman",49,0.48,21,1,"GIRPuttingAvg3035",2016
123,115,"Martin Piller",37,0.48,21,1,"GIRPuttingAvg3035",2016
123,115,"David Toms",38,0.48,21,1,"GIRPuttingAvg3035",2016
127,118,"Brett Stegmaier",57,0.47,43,2,"GIRPuttingAvg3035",2016
128,166,"Jonas Blixt",46,0.45,22,1,"GIRPuttingAvg3035",2016
128,124,"Brendon Todd",43,0.45,22,1,"GIRPuttingAvg3035",2016
130,166,"Robert Allenby",35,0.43,23,1,"GIRPuttingAvg3035",2016
130,118,"Shane Lowry",35,0.43,23,1,"GIRPuttingAvg3035",2016
130,125,"Wes Roach",33,0.43,23,1,"GIRPuttingAvg3035",2016
133,132,"Geoff Ogilvy",37,0.42,24,1,"GIRPuttingAvg3035",2016
133,125,"Tim Wilkinson",40,0.42,24,1,"GIRPuttingAvg3035",2016
133,132,"Gary Woodland",45,0.42,24,1,"GIRPuttingAvg3035",2016
136,166,"Angel Cabrera",42,0.4,25,1,"GIRPuttingAvg3035",2016
136,135,"Jerry Kelly",44,0.4,25,1,"GIRPuttingAvg3035",2016
136,135,"Jimmy Walker",43,0.4,25,1,"GIRPuttingAvg3035",2016
139,125,"Luke Donald",49,0.38,26,1,"GIRPuttingAvg3035",2016
139,125,"Jason Gore",51,0.38,26,1,"GIRPuttingAvg3035",2016
139,135,"Bill Haas",42,0.38,26,1,"GIRPuttingAvg3035",2016
139,135,"Padraig Harrington",38,0.38,26,1,"GIRPuttingAvg3035",2016
143,141,"Keegan Bradley",40,0.37,27,1,"GIRPuttingAvg3035",2016
143,125,"Emiliano Grillo",47,0.37,27,1,"GIRPuttingAvg3035",2016
143,141,"Troy Merritt",41,0.37,27,1,"GIRPuttingAvg3035",2016
146,135,"Tom Hoge",47,0.34,29,1,"GIRPuttingAvg3035",2016
147,135,"Daniel Berger",52,0.33,30,1,"GIRPuttingAvg3035",2016
148,145,"Ryan Palmer",46,0.32,31,1,"GIRPuttingAvg3035",2016
149,143,"Luke List",51,0.31,32,1,"GIRPuttingAvg3035",2016
150,145,"Spencer Levin",62,0.3,33,1,"GIRPuttingAvg3035",2016
150,166,"Andrew Loupe",50,0.3,33,1,"GIRPuttingAvg3035",2016
150,145,"Daniel Summerhays",55,0.3,33,1,"GIRPuttingAvg3035",2016
150,150,"Hudson Swafford",52,0.3,33,1,"GIRPuttingAvg3035",2016
154,150,"Jason Bohn",37,0.29,34,1,"GIRPuttingAvg3035",2016
154,150,"Sung Kang",51,0.29,34,1,"GIRPuttingAvg3035",2016
154,145,"Patton Kizzire",57,0.29,34,1,"GIRPuttingAvg3035",2016
157,153,"Will Wilcox",47,0.28,36,1,"GIRPuttingAvg3035",2016
158,153,"Tyler Aldridge",53,0.27,37,1,"GIRPuttingAvg3035",2016
158,155,"Whee Kim",54,0.27,37,1,"GIRPuttingAvg3035",2016
