"TenthTeeLateRound3ScoringAverage_RANKTHISWEEK_2008","TenthTeeLateRound3ScoringAverage_RANKLASTWEEK_2008","TenthTeeLateRound3ScoringAverage_PLAYERNAME_2008","TenthTeeLateRound3ScoringAverage__2008","TenthTeeLateRound3ScoringAverage_AVG_2008","TenthTeeLateRound3ScoringAverage_TOTALSTROKES_2008","TenthTeeLateRound3ScoringAverage_TOTALROUNDS_2008","stat_name","year"
1,1,"Mark Calcavecchia",NA,64,64,1,"TenthTeeLateRound3ScoringAverage",2008
1,1,"Peter Lonard",NA,64,64,1,"TenthTeeLateRound3ScoringAverage",2008
3,3,"Retief Goosen",NA,65,65,1,"TenthTeeLateRound3ScoringAverage",2008
3,3,"Craig Kanada",NA,65,65,1,"TenthTeeLateRound3ScoringAverage",2008
5,5,"Olin Browne",NA,66,66,1,"TenthTeeLateRound3ScoringAverage",2008
5,5,"Stewart Cink",NA,66,66,1,"TenthTeeLateRound3ScoringAverage",2008
5,5,"Tim Clark",NA,66,66,1,"TenthTeeLateRound3ScoringAverage",2008
5,5,"Anthony Kim",NA,66,66,1,"TenthTeeLateRound3ScoringAverage",2008
5,5,"Cliff Kresge",NA,66,66,1,"TenthTeeLateRound3ScoringAverage",2008
5,5,"Camilo Villegas",NA,66,66,1,"TenthTeeLateRound3ScoringAverage",2008
5,5,"Bubba Watson",NA,66,66,1,"TenthTeeLateRound3ScoringAverage",2008
12,12,"Brian Gay",NA,67,67,1,"TenthTeeLateRound3ScoringAverage",2008
12,12,"John Merrick",NA,67,67,1,"TenthTeeLateRound3ScoringAverage",2008
12,12,"Scott Verplank",NA,67,67,1,"TenthTeeLateRound3ScoringAverage",2008
15,15,"Glen Day",NA,67.33,202,3,"TenthTeeLateRound3ScoringAverage",2008
15,15,"Bob Estes",NA,67.33,202,3,"TenthTeeLateRound3ScoringAverage",2008
17,17,"Chris Stroud",NA,67.5,135,2,"TenthTeeLateRound3ScoringAverage",2008
17,17,"Vaughn Taylor",NA,67.5,135,2,"TenthTeeLateRound3ScoringAverage",2008
19,19,"Angel Cabrera",NA,68,68,1,"TenthTeeLateRound3ScoringAverage",2008
19,19,"Justin Leonard",NA,68,136,2,"TenthTeeLateRound3ScoringAverage",2008
19,19,"Kevin Na",NA,68,68,1,"TenthTeeLateRound3ScoringAverage",2008
19,19,"Tag Ridings",NA,68,68,1,"TenthTeeLateRound3ScoringAverage",2008
19,19,"Rory Sabbatini",NA,68,68,1,"TenthTeeLateRound3ScoringAverage",2008
19,19,"Kevin Stadler",NA,68,136,2,"TenthTeeLateRound3ScoringAverage",2008
19,19,"Steve Stricker",NA,68,68,1,"TenthTeeLateRound3ScoringAverage",2008
26,26,"Jeff Quinney",NA,68.33,205,3,"TenthTeeLateRound3ScoringAverage",2008
27,27,"Rich Beem",NA,68.5,137,2,"TenthTeeLateRound3ScoringAverage",2008
27,27,"Richard Johnson",NA,68.5,137,2,"TenthTeeLateRound3ScoringAverage",2008
27,27,"Jerry Kelly",NA,68.5,137,2,"TenthTeeLateRound3ScoringAverage",2008
27,27,"Martin Laird",NA,68.5,137,2,"TenthTeeLateRound3ScoringAverage",2008
27,27,"Sean OHair",NA,68.5,137,2,"TenthTeeLateRound3ScoringAverage",2008
27,27,"Bob Tway",NA,68.5,137,2,"TenthTeeLateRound3ScoringAverage",2008
33,33,"Bart Bryant",NA,68.67,206,3,"TenthTeeLateRound3ScoringAverage",2008
34,34,"Chad Campbell",NA,69,69,1,"TenthTeeLateRound3ScoringAverage",2008
34,34,"Steve Elkington",NA,69,69,1,"TenthTeeLateRound3ScoringAverage",2008
34,34,"Lucas Glover",NA,69,138,2,"TenthTeeLateRound3ScoringAverage",2008
34,34,"JJ Henry",NA,69,69,1,"TenthTeeLateRound3ScoringAverage",2008
34,34,"Ryan Palmer",NA,69,69,1,"TenthTeeLateRound3ScoringAverage",2008
34,34,"Kenny Perry",NA,69,138,2,"TenthTeeLateRound3ScoringAverage",2008
40,40,"JB Holmes",NA,69.33,208,3,"TenthTeeLateRound3ScoringAverage",2008
40,40,"Tom Pernice Jr",NA,69.33,208,3,"TenthTeeLateRound3ScoringAverage",2008
42,42,"Alejandro Canizares",NA,69.5,139,2,"TenthTeeLateRound3ScoringAverage",2008
42,42,"Ernie Els",NA,69.5,139,2,"TenthTeeLateRound3ScoringAverage",2008
42,42,"Steve Flesch",NA,69.5,139,2,"TenthTeeLateRound3ScoringAverage",2008
42,42,"Jon Mills",NA,69.5,139,2,"TenthTeeLateRound3ScoringAverage",2008
42,42,"Corey Pavin",NA,69.5,278,4,"TenthTeeLateRound3ScoringAverage",2008
47,47,"Michael Letzig",NA,69.67,209,3,"TenthTeeLateRound3ScoringAverage",2008
47,47,"Jim McGovern",NA,69.67,209,3,"TenthTeeLateRound3ScoringAverage",2008
49,49,"Brad Adamonis",NA,70,140,2,"TenthTeeLateRound3ScoringAverage",2008
49,49,"Stuart Appleby",NA,70,70,1,"TenthTeeLateRound3ScoringAverage",2008
49,49,"Aaron Baddeley",NA,70,140,2,"TenthTeeLateRound3ScoringAverage",2008
49,49,"Shane Bertsch",NA,70,210,3,"TenthTeeLateRound3ScoringAverage",2008
49,49,"Alex Cejka",NA,70,70,1,"TenthTeeLateRound3ScoringAverage",2008
49,49,"Gavin Coles",NA,70,70,1,"TenthTeeLateRound3ScoringAverage",2008
49,49,"Marco Dawson",NA,70,70,1,"TenthTeeLateRound3ScoringAverage",2008
49,49,"Carlos Franco",NA,70,70,1,"TenthTeeLateRound3ScoringAverage",2008
49,49,"Bill Haas",NA,70,70,1,"TenthTeeLateRound3ScoringAverage",2008
49,49,"Dudley Hart",NA,70,140,2,"TenthTeeLateRound3ScoringAverage",2008
49,49,"Stephen Leaney",NA,70,70,1,"TenthTeeLateRound3ScoringAverage",2008
49,49,"Billy Mayfair",NA,70,70,1,"TenthTeeLateRound3ScoringAverage",2008
49,49,"Jeff Overton",NA,70,140,2,"TenthTeeLateRound3ScoringAverage",2008
49,49,"Tim Petrovic",NA,70,70,1,"TenthTeeLateRound3ScoringAverage",2008
49,49,"DJ Trahan",NA,70,70,1,"TenthTeeLateRound3ScoringAverage",2008
64,64,"Lee Janzen",NA,70.2,351,5,"TenthTeeLateRound3ScoringAverage",2008
65,65,"Robert Gamez",NA,70.33,211,3,"TenthTeeLateRound3ScoringAverage",2008
65,65,"Steve Marino",NA,70.33,211,3,"TenthTeeLateRound3ScoringAverage",2008
65,65,"Patrick Sheehan",NA,70.33,211,3,"TenthTeeLateRound3ScoringAverage",2008
68,68,"Ben Crane",NA,70.5,141,2,"TenthTeeLateRound3ScoringAverage",2008
68,68,"Brian Davis",NA,70.5,141,2,"TenthTeeLateRound3ScoringAverage",2008
68,68,"Paul Goydos",NA,70.5,141,2,"TenthTeeLateRound3ScoringAverage",2008
68,68,"Jin Park",NA,70.5,423,6,"TenthTeeLateRound3ScoringAverage",2008
72,72,"James Driscoll",NA,71,213,3,"TenthTeeLateRound3ScoringAverage",2008
72,72,"Joe Durant",NA,71,71,1,"TenthTeeLateRound3ScoringAverage",2008
72,72,"Kenneth Ferrie",NA,71,71,1,"TenthTeeLateRound3ScoringAverage",2008
72,72,"Sergio Garcia",NA,71,213,3,"TenthTeeLateRound3ScoringAverage",2008
72,72,"Jason Gore",NA,71,142,2,"TenthTeeLateRound3ScoringAverage",2008
72,72,"Mathias Gronberg",NA,71,71,1,"TenthTeeLateRound3ScoringAverage",2008
72,72,"Padraig Harrington",NA,71,71,1,"TenthTeeLateRound3ScoringAverage",2008
72,72,"Charley Hoffman",NA,71,71,1,"TenthTeeLateRound3ScoringAverage",2008
72,72,"John Huston",NA,71,71,1,"TenthTeeLateRound3ScoringAverage",2008
72,72,"Kent Jones",NA,71,284,4,"TenthTeeLateRound3ScoringAverage",2008
72,72,"Matt Kuchar",NA,71,142,2,"TenthTeeLateRound3ScoringAverage",2008
72,72,"Rocco Mediate",NA,71,142,2,"TenthTeeLateRound3ScoringAverage",2008
72,72,"Phil Mickelson",NA,71,71,1,"TenthTeeLateRound3ScoringAverage",2008
72,72,"Brenden Pappas",NA,71,71,1,"TenthTeeLateRound3ScoringAverage",2008
72,72,"Kevin Sutherland",NA,71,71,1,"TenthTeeLateRound3ScoringAverage",2008
72,72,"Boo Weekley",NA,71,71,1,"TenthTeeLateRound3ScoringAverage",2008
72,72,"Jay Williamson",NA,71,142,2,"TenthTeeLateRound3ScoringAverage",2008
89,89,"Omar Uresti",NA,71.33,214,3,"TenthTeeLateRound3ScoringAverage",2008
90,90,"Marc Turnesa",NA,71.4,357,5,"TenthTeeLateRound3ScoringAverage",2008
91,91,"Michael Allen",NA,71.5,143,2,"TenthTeeLateRound3ScoringAverage",2008
92,92,"Briny Baird",NA,71.67,215,3,"TenthTeeLateRound3ScoringAverage",2008
93,93,"Billy Andrade",NA,72,144,2,"TenthTeeLateRound3ScoringAverage",2008
93,93,"Ryan Armour",NA,72,144,2,"TenthTeeLateRound3ScoringAverage",2008
93,93,"Cameron Beckman",NA,72,288,4,"TenthTeeLateRound3ScoringAverage",2008
93,93,"Jonathan Byrd",NA,72,72,1,"TenthTeeLateRound3ScoringAverage",2008
93,93,"Chad Collins",NA,72,216,3,"TenthTeeLateRound3ScoringAverage",2008
93,93,"Jason Day",NA,72,288,4,"TenthTeeLateRound3ScoringAverage",2008
93,93,"Nick Flanagan",NA,72,144,2,"TenthTeeLateRound3ScoringAverage",2008
93,93,"Nathan Green",NA,72,216,3,"TenthTeeLateRound3ScoringAverage",2008
93,93,"Freddie Jacobson",NA,72,216,3,"TenthTeeLateRound3ScoringAverage",2008
93,93,"Zach Johnson",NA,72,72,1,"TenthTeeLateRound3ScoringAverage",2008
93,93,"Davis Love III",NA,72,72,1,"TenthTeeLateRound3ScoringAverage",2008
93,93,"Shigeki Maruyama",NA,72,216,3,"TenthTeeLateRound3ScoringAverage",2008
93,93,"Scott McCarron",NA,72,144,2,"TenthTeeLateRound3ScoringAverage",2008
93,93,"Tom Scherrer",NA,72,72,1,"TenthTeeLateRound3ScoringAverage",2008
93,93,"Bo Van Pelt",NA,72,72,1,"TenthTeeLateRound3ScoringAverage",2008
93,93,"Nick Watney",NA,72,144,2,"TenthTeeLateRound3ScoringAverage",2008
109,109,"Ron Whittaker",NA,72.25,289,4,"TenthTeeLateRound3ScoringAverage",2008
110,110,"Chez Reavie",NA,72.29,506,7,"TenthTeeLateRound3ScoringAverage",2008
111,111,"Tim Herron",NA,72.33,217,3,"TenthTeeLateRound3ScoringAverage",2008
111,111,"Ryan Moore",NA,72.33,217,3,"TenthTeeLateRound3ScoringAverage",2008
113,113,"Eric Axley",NA,72.5,145,2,"TenthTeeLateRound3ScoringAverage",2008
113,113,"John Mallinger",NA,72.5,145,2,"TenthTeeLateRound3ScoringAverage",2008
115,115,"Heath Slocum",NA,72.67,218,3,"TenthTeeLateRound3ScoringAverage",2008
116,116,"Stephen Ames",NA,73,73,1,"TenthTeeLateRound3ScoringAverage",2008
116,116,"Paul Claxton",NA,73,73,1,"TenthTeeLateRound3ScoringAverage",2008
116,116,"Ben Curtis",NA,73,73,1,"TenthTeeLateRound3ScoringAverage",2008
116,116,"Chris DiMarco",NA,73,219,3,"TenthTeeLateRound3ScoringAverage",2008
116,116,"Harrison Frazar",NA,73,219,3,"TenthTeeLateRound3ScoringAverage",2008
116,116,"David Lutterus",NA,73,73,1,"TenthTeeLateRound3ScoringAverage",2008
116,116,"Troy Matteson",NA,73,73,1,"TenthTeeLateRound3ScoringAverage",2008
116,116,"Carl Pettersson",NA,73,73,1,"TenthTeeLateRound3ScoringAverage",2008
116,116,"Andres Romero",NA,73,73,1,"TenthTeeLateRound3ScoringAverage",2008
116,116,"Johnson Wagner",NA,73,73,1,"TenthTeeLateRound3ScoringAverage",2008
116,116,"Tim Wilkinson",NA,73,73,1,"TenthTeeLateRound3ScoringAverage",2008
116,116,"Mark Wilson",NA,73,146,2,"TenthTeeLateRound3ScoringAverage",2008
116,116,"YE Yang",NA,73,73,1,"TenthTeeLateRound3ScoringAverage",2008
129,129,"Justin Bolli",NA,73.25,293,4,"TenthTeeLateRound3ScoringAverage",2008
130,130,"Jeff Maggert",NA,73.33,220,3,"TenthTeeLateRound3ScoringAverage",2008
131,131,"Scott Sterling",NA,73.5,147,2,"TenthTeeLateRound3ScoringAverage",2008
131,131,"Dean Wilson",NA,73.5,147,2,"TenthTeeLateRound3ScoringAverage",2008
133,133,"Steve Allan",NA,74,74,1,"TenthTeeLateRound3ScoringAverage",2008
133,133,"KJ Choi",NA,74,74,1,"TenthTeeLateRound3ScoringAverage",2008
133,133,"Cody Freeman",NA,74,222,3,"TenthTeeLateRound3ScoringAverage",2008
133,133,"Trevor Immelman",NA,74,148,2,"TenthTeeLateRound3ScoringAverage",2008
133,133,"Parker McLachlin",NA,74,148,2,"TenthTeeLateRound3ScoringAverage",2008
133,133,"Kevin Streelman",NA,74,74,1,"TenthTeeLateRound3ScoringAverage",2008
133,133,"Kyle Thompson",NA,74,148,2,"TenthTeeLateRound3ScoringAverage",2008
140,140,"Ken Duke",NA,74.5,149,2,"TenthTeeLateRound3ScoringAverage",2008
140,140,"Frank Lickliter II",NA,74.5,149,2,"TenthTeeLateRound3ScoringAverage",2008
143,143,"Jimmy Walker",NA,74.67,224,3,"TenthTeeLateRound3ScoringAverage",2008
144,144,"Charles Howell III",NA,75,75,1,"TenthTeeLateRound3ScoringAverage",2008
144,144,"Will Ma Kenzie",NA,75,75,1,"TenthTeeLateRound3ScoringAverage",2008
144,144,"George McNeill",NA,75,75,1,"TenthTeeLateRound3ScoringAverage",2008
144,144,"Travis Perkins",NA,75,225,3,"TenthTeeLateRound3ScoringAverage",2008
148,148,"Greg Kraft",NA,75.33,226,3,"TenthTeeLateRound3ScoringAverage",2008
149,149,"Doug LaBelle II",NA,75.5,151,2,"TenthTeeLateRound3ScoringAverage",2008
149,149,"Ted Purdy",NA,75.5,151,2,"TenthTeeLateRound3ScoringAverage",2008
151,151,"Todd Hamilton",NA,76,76,1,"TenthTeeLateRound3ScoringAverage",2008
151,151,"Brett Quigley",NA,76,76,1,"TenthTeeLateRound3ScoringAverage",2008
153,153,"Jesper Parnevik",NA,77,77,1,"TenthTeeLateRound3ScoringAverage",2008
153,153,"Brett Rumford",NA,77,77,1,"TenthTeeLateRound3ScoringAverage",2008
155,155,"Mark Hensby",NA,78,78,1,"TenthTeeLateRound3ScoringAverage",2008
