"PuttsMadePerEventOver10_RANKTHISWEEK_2005","PuttsMadePerEventOver10_RANKLASTWEEK_2005","PuttsMadePerEventOver10_PLAYERNAME_2005","PuttsMadePerEventOver10_ROUNDS_2005","PuttsMadePerEventOver10_PUTTSMADE_2005","stat_name","year"
29,29,"Dan Forsman",52,5.9,"PuttsMadePerEventOver10",2005
29,29,"Richard Johnson",50,5.9,"PuttsMadePerEventOver10",2005
29,29,"Geoff Ogilvy",97,5.9,"PuttsMadePerEventOver10",2005
29,29,"Bo Van Pelt",112,5.9,"PuttsMadePerEventOver10",2005
34,34,"Tommy Armour III",103,5.8,"PuttsMadePerEventOver10",2005
34,34,"Brandt Jobe",96,5.8,"PuttsMadePerEventOver10",2005
34,34,"Billy Mayfair",114,5.8,"PuttsMadePerEventOver10",2005
34,34,"Joe Ogilvie",103,5.8,"PuttsMadePerEventOver10",2005
34,34,"Lee Westwood",50,5.8,"PuttsMadePerEventOver10",2005
39,39,"Billy Andrade",83,5.7,"PuttsMadePerEventOver10",2005
39,39,"Kent Jones",99,5.7,"PuttsMadePerEventOver10",2005
39,39,"Ryan Palmer",101,5.7,"PuttsMadePerEventOver10",2005
39,39,"Dean Wilson",86,5.7,"PuttsMadePerEventOver10",2005
43,43,"Steve Allan",102,5.6,"PuttsMadePerEventOver10",2005
43,43,"Stuart Appleby",84,5.6,"PuttsMadePerEventOver10",2005
43,43,"Woody Austin",100,5.6,"PuttsMadePerEventOver10",2005
43,43,"Olin Browne",99,5.6,"PuttsMadePerEventOver10",2005
43,43,"Zach Johnson",96,5.6,"PuttsMadePerEventOver10",2005
43,43,"Davis Love III",80,5.6,"PuttsMadePerEventOver10",2005
43,43,"Hunter Mahan",103,5.6,"PuttsMadePerEventOver10",2005
43,43,"Shigeki Maruyama",99,5.6,"PuttsMadePerEventOver10",2005
43,43,"Ted Purdy",122,5.6,"PuttsMadePerEventOver10",2005
52,52,"Briny Baird",98,5.5,"PuttsMadePerEventOver10",2005
52,52,"Tim Clark",92,5.5,"PuttsMadePerEventOver10",2005
52,52,"Steve Lowery",100,5.5,"PuttsMadePerEventOver10",2005
52,52,"Phillip Price",77,5.5,"PuttsMadePerEventOver10",2005
52,52,"Scott Verplank",87,5.5,"PuttsMadePerEventOver10",2005
57,57,"Chris DiMarco",83,5.4,"PuttsMadePerEventOver10",2005
57,57,"Steve Elkington",67,5.4,"PuttsMadePerEventOver10",2005
57,57,"Fred Funk",102,5.4,"PuttsMadePerEventOver10",2005
57,57,"Sergio Garcia",73,5.4,"PuttsMadePerEventOver10",2005
57,57,"Mathias Gronberg",60,5.4,"PuttsMadePerEventOver10",2005
57,57,"Freddie Jacobson",72,5.4,"PuttsMadePerEventOver10",2005
57,57,"Jesper Parnevik",84,5.4,"PuttsMadePerEventOver10",2005
57,57,"Mario Tiziani",67,5.4,"PuttsMadePerEventOver10",2005
65,65,"Aaron Baddeley",84,5.3,"PuttsMadePerEventOver10",2005
65,65,"KJ Choi",78,5.3,"PuttsMadePerEventOver10",2005
65,65,"Harrison Frazar",105,5.3,"PuttsMadePerEventOver10",2005
65,65,"Robert Gamez",91,5.3,"PuttsMadePerEventOver10",2005
65,65,"Brian Gay",101,5.3,"PuttsMadePerEventOver10",2005
65,65,"Joey Sindelar",104,5.3,"PuttsMadePerEventOver10",2005
65,65,"Heath Slocum",103,5.3,"PuttsMadePerEventOver10",2005
65,65,"Kirk Triplett",55,5.3,"PuttsMadePerEventOver10",2005
73,73,"Jonathan Byrd",103,5.2,"PuttsMadePerEventOver10",2005
73,73,"Daniel Chopra",108,5.2,"PuttsMadePerEventOver10",2005
73,73,"Brian Davis",75,5.2,"PuttsMadePerEventOver10",2005
73,73,"Brent Geiberger",61,5.2,"PuttsMadePerEventOver10",2005
73,73,"Retief Goosen",71,5.2,"PuttsMadePerEventOver10",2005
73,73,"Justin Rose",99,5.2,"PuttsMadePerEventOver10",2005
73,73,"Patrick Sheehan",114,5.2,"PuttsMadePerEventOver10",2005
73,73,"Jeff Sluman",94,5.2,"PuttsMadePerEventOver10",2005
73,73,"Steve Stricker",62,5.2,"PuttsMadePerEventOver10",2005
82,82,"Robert Allenby",95,5.1,"PuttsMadePerEventOver10",2005
82,82,"Mark Calcavecchia",92,5.1,"PuttsMadePerEventOver10",2005
82,82,"Gavin Coles",70,5.1,"PuttsMadePerEventOver10",2005
82,82,"Jonathan Kaye",77,5.1,"PuttsMadePerEventOver10",2005
82,82,"Tom Lehman",69,5.1,"PuttsMadePerEventOver10",2005
82,82,"Frank Lickliter II",100,5.1,"PuttsMadePerEventOver10",2005
82,82,"Jeff Maggert",79,5.1,"PuttsMadePerEventOver10",2005
82,82,"Scott McCarron",78,5.1,"PuttsMadePerEventOver10",2005
82,82,"Kevin Na",88,5.1,"PuttsMadePerEventOver10",2005
82,82,"Tom Pernice Jr",111,5.1,"PuttsMadePerEventOver10",2005
82,82,"Rory Sabbatini",81,5.1,"PuttsMadePerEventOver10",2005
82,82,"Charlie Wi",67,5.1,"PuttsMadePerEventOver10",2005
82,82,"Jay Williamson",53,5.1,"PuttsMadePerEventOver10",2005
82,82,"Mark Wilson",74,5.1,"PuttsMadePerEventOver10",2005
96,96,"Jason Bohn",91,5,"PuttsMadePerEventOver10",2005
96,96,"Tom Byrum",83,5,"PuttsMadePerEventOver10",2005
96,96,"Luke Donald",67,5,"PuttsMadePerEventOver10",2005
96,96,"Carlos Franco",78,5,"PuttsMadePerEventOver10",2005
96,96,"Matt Gogel",78,5,"PuttsMadePerEventOver10",2005
96,96,"Bernhard Langer",67,5,"PuttsMadePerEventOver10",2005
96,96,"Len Mattiace",86,5,"PuttsMadePerEventOver10",2005
96,96,"Brett Quigley",96,5,"PuttsMadePerEventOver10",2005
96,96,"Kevin Sutherland",89,5,"PuttsMadePerEventOver10",2005
105,105,"Lucas Glover",88,4.9,"PuttsMadePerEventOver10",2005
105,105,"Scott Gutschewski",86,4.9,"PuttsMadePerEventOver10",2005
105,105,"Hunter Haas",83,4.9,"PuttsMadePerEventOver10",2005
105,105,"Todd Hamilton",94,4.9,"PuttsMadePerEventOver10",2005
105,105,"Matt Kuchar",60,4.9,"PuttsMadePerEventOver10",2005
105,105,"Hank Kuehne",84,4.9,"PuttsMadePerEventOver10",2005
105,105,"Neal Lancaster",95,4.9,"PuttsMadePerEventOver10",2005
105,105,"Greg Owen",84,4.9,"PuttsMadePerEventOver10",2005
105,105,"Corey Pavin",77,4.9,"PuttsMadePerEventOver10",2005
105,105,"Darron Stiles",78,4.9,"PuttsMadePerEventOver10",2005
105,105,"Tjaart van der Walt",56,4.9,"PuttsMadePerEventOver10",2005
116,116,"John Cook",72,4.8,"PuttsMadePerEventOver10",2005
116,116,"Fred Couples",72,4.8,"PuttsMadePerEventOver10",2005
116,116,"Glen Day",80,4.8,"PuttsMadePerEventOver10",2005
116,116,"James Driscoll",73,4.8,"PuttsMadePerEventOver10",2005
116,116,"Steve Flesch",90,4.8,"PuttsMadePerEventOver10",2005
116,116,"Bob Heintz",67,4.8,"PuttsMadePerEventOver10",2005
116,116,"Justin Leonard",78,4.8,"PuttsMadePerEventOver10",2005
116,116,"Shaun Micheel",81,4.8,"PuttsMadePerEventOver10",2005
116,116,"Mark OMeara",66,4.8,"PuttsMadePerEventOver10",2005
116,116,"Arron Oberholser",65,4.8,"PuttsMadePerEventOver10",2005
116,116,"Pat Perez",89,4.8,"PuttsMadePerEventOver10",2005
116,116,"Tag Ridings",93,4.8,"PuttsMadePerEventOver10",2005
116,116,"Chris Smith",93,4.8,"PuttsMadePerEventOver10",2005
116,116,"Charles Warren",89,4.8,"PuttsMadePerEventOver10",2005
116,116,"Nick Watney",91,4.8,"PuttsMadePerEventOver10",2005
131,131,"Jerry Kelly",101,4.7,"PuttsMadePerEventOver10",2005
131,131,"Stephen Leaney",89,4.7,"PuttsMadePerEventOver10",2005
131,131,"Peter Lonard",85,4.7,"PuttsMadePerEventOver10",2005
131,131,"Tim Petrovic",97,4.7,"PuttsMadePerEventOver10",2005
131,131,"Carl Pettersson",109,4.7,"PuttsMadePerEventOver10",2005
131,131,"Joey Snyder III",102,4.7,"PuttsMadePerEventOver10",2005
137,137,"Jeff Brehaut",71,4.6,"PuttsMadePerEventOver10",2005
137,137,"Paul Gow",78,4.6,"PuttsMadePerEventOver10",2005
137,137,"Brendan Jones",81,4.6,"PuttsMadePerEventOver10",2005
137,137,"JL Lewis",98,4.6,"PuttsMadePerEventOver10",2005
137,137,"John Rollins",97,4.6,"PuttsMadePerEventOver10",2005
137,137,"John Senden",101,4.6,"PuttsMadePerEventOver10",2005
137,137,"Vaughn Taylor",99,4.6,"PuttsMadePerEventOver10",2005
137,137,"Omar Uresti",84,4.6,"PuttsMadePerEventOver10",2005
145,145,"Brian Bateman",98,4.5,"PuttsMadePerEventOver10",2005
145,145,"Cameron Beckman",96,4.5,"PuttsMadePerEventOver10",2005
145,145,"John Huston",90,4.5,"PuttsMadePerEventOver10",2005
145,145,"Roland Thatcher",75,4.5,"PuttsMadePerEventOver10",2005
145,145,"DJ Trahan",81,4.5,"PuttsMadePerEventOver10",2005
150,150,"Hidemichi Tanaka",106,4.4,"PuttsMadePerEventOver10",2005
151,151,"Scott Hend",75,4.3,"PuttsMadePerEventOver10",2005
151,151,"Lee Janzen",75,4.3,"PuttsMadePerEventOver10",2005
151,151,"Franklin Langham",91,4.3,"PuttsMadePerEventOver10",2005
151,151,"Will Ma Kenzie",75,4.3,"PuttsMadePerEventOver10",2005
151,151,"Kevin Stadler",96,4.3,"PuttsMadePerEventOver10",2005
151,151,"Mike Weir",71,4.3,"PuttsMadePerEventOver10",2005
151,151,"Brett Wetterich",76,4.3,"PuttsMadePerEventOver10",2005
158,158,"Alex Cejka",84,4.2,"PuttsMadePerEventOver10",2005
158,158,"Tom Gillis",77,4.2,"PuttsMadePerEventOver10",2005
158,158,"JJ Henry",102,4.2,"PuttsMadePerEventOver10",2005
158,158,"Ian Poulter",62,4.2,"PuttsMadePerEventOver10",2005
158,158,"Duffy Waldorf",86,4.2,"PuttsMadePerEventOver10",2005
163,163,"Michael Allen",90,4.1,"PuttsMadePerEventOver10",2005
163,163,"Craig Barlow",81,4.1,"PuttsMadePerEventOver10",2005
163,163,"DJ Brigman",76,4.1,"PuttsMadePerEventOver10",2005
163,163,"John Daly",78,4.1,"PuttsMadePerEventOver10",2005
163,163,"Robert Damron",89,4.1,"PuttsMadePerEventOver10",2005
163,163,"Joe Durant",81,4.1,"PuttsMadePerEventOver10",2005
163,163,"Todd Fischer",99,4.1,"PuttsMadePerEventOver10",2005
163,163,"Glen Hnatiuk",59,4.1,"PuttsMadePerEventOver10",2005
163,163,"Bradley Hughes",52,4.1,"PuttsMadePerEventOver10",2005
163,163,"Rocco Mediate",73,4.1,"PuttsMadePerEventOver10",2005
163,163,"DA Points",94,4.1,"PuttsMadePerEventOver10",2005
174,174,"Chris Anderson",66,4,"PuttsMadePerEventOver10",2005
174,174,"Paul Azinger",66,4,"PuttsMadePerEventOver10",2005
174,174,"Justin Bolli",65,4,"PuttsMadePerEventOver10",2005
174,174,"Jeff Hart",63,4,"PuttsMadePerEventOver10",2005
174,174,"JP Hayes",63,4,"PuttsMadePerEventOver10",2005
174,174,"David Hearn",68,4,"PuttsMadePerEventOver10",2005
174,174,"Thomas Levet",54,4,"PuttsMadePerEventOver10",2005
181,181,"Jason Allred",75,3.9,"PuttsMadePerEventOver10",2005
181,181,"Jose Coceres",56,3.9,"PuttsMadePerEventOver10",2005
181,181,"Matt Davidson",53,3.9,"PuttsMadePerEventOver10",2005
181,181,"Ryuji Imada",78,3.9,"PuttsMadePerEventOver10",2005
185,185,"Doug Barron",70,3.8,"PuttsMadePerEventOver10",2005
185,185,"Paul Claxton",79,3.8,"PuttsMadePerEventOver10",2005
185,185,"Michael Long",72,3.8,"PuttsMadePerEventOver10",2005
188,188,"Rich Beem",66,3.7,"PuttsMadePerEventOver10",2005
188,188,"Ben Curtis",65,3.7,"PuttsMadePerEventOver10",2005
188,188,"John Elliott",58,3.7,"PuttsMadePerEventOver10",2005
188,188,"Rob Rashell",65,3.7,"PuttsMadePerEventOver10",2005
192,192,"Andrew Magee",82,3.6,"PuttsMadePerEventOver10",2005
193,193,"Danny Briggs",70,3.5,"PuttsMadePerEventOver10",2005
193,193,"Skip Kendall",80,3.5,"PuttsMadePerEventOver10",2005
195,195,"Bill Glasson",54,3.4,"PuttsMadePerEventOver10",2005
195,195,"Dennis Paulson",63,3.4,"PuttsMadePerEventOver10",2005
197,197,"Craig Perks",67,3.3,"PuttsMadePerEventOver10",2005
197,197,"Chris Riley",67,3.3,"PuttsMadePerEventOver10",2005
199,199,"Steve Jones",56,3.2,"PuttsMadePerEventOver10",2005
200,200,"Hideto Tanihara",50,3,"PuttsMadePerEventOver10",2005
201,201,"Mark Brooks",72,2.9,"PuttsMadePerEventOver10",2005
202,202,"Jim Carter",62,2.6,"PuttsMadePerEventOver10",2005
