"BestYTD1PuttorBetterStreak_RANKTHISWEEK_2011","BestYTD1PuttorBetterStreak_RANKLASTWEEK_2011","BestYTD1PuttorBetterStreak_PLAYERNAME_2011","BestYTD1PuttorBetterStreak_EVENTS_2011","BestYTD1PuttorBetterStreak_VALUE_2011","stat_name","year"
1,1,"Matt McQuillan",21,12,"BestYTD1PuttorBetterStreak",2011
2,2,"Hunter Haas",30,11,"BestYTD1PuttorBetterStreak",2011
2,2,"Martin Laird",23,11,"BestYTD1PuttorBetterStreak",2011
2,2,"Rory Sabbatini",24,11,"BestYTD1PuttorBetterStreak",2011
2,2,"Kevin Streelman",26,11,"BestYTD1PuttorBetterStreak",2011
6,6,"Shane Bertsch",20,10,"BestYTD1PuttorBetterStreak",2011
6,6,"Bud Cauley",8,10,"BestYTD1PuttorBetterStreak",2011
6,6,"Nathan Green",26,10,"BestYTD1PuttorBetterStreak",2011
6,6,"Freddie Jacobson",25,10,"BestYTD1PuttorBetterStreak",2011
6,6,"Zach Johnson",23,10,"BestYTD1PuttorBetterStreak",2011
6,6,"Phil Mickelson",21,10,"BestYTD1PuttorBetterStreak",2011
6,6,"Ryan Moore",22,10,"BestYTD1PuttorBetterStreak",2011
6,6,"Rod Pampling",21,10,"BestYTD1PuttorBetterStreak",2011
6,6,"Kyle Stanley",28,10,"BestYTD1PuttorBetterStreak",2011
6,6,"Garrett Willis",24,10,"BestYTD1PuttorBetterStreak",2011
6,6,"Gary Woodland",25,10,"BestYTD1PuttorBetterStreak",2011
17,17,"Woody Austin",18,9,"BestYTD1PuttorBetterStreak",2011
17,17,"Steven Bowditch",28,9,"BestYTD1PuttorBetterStreak",2011
17,17,"Ben Crane",23,9,"BestYTD1PuttorBetterStreak",2011
17,17,"Brian Davis",30,9,"BestYTD1PuttorBetterStreak",2011
17,17,"Steve Elkington",17,9,"BestYTD1PuttorBetterStreak",2011
17,17,"Fred Funk",7,9,"BestYTD1PuttorBetterStreak",2011
17,17,"Sergio Garcia",16,9,"BestYTD1PuttorBetterStreak",2011
17,17,"Ryo Ishikawa",10,9,"BestYTD1PuttorBetterStreak",2011
17,17,"Kent Jones",25,9,"BestYTD1PuttorBetterStreak",2011
17,17,"Anthony Kim",26,9,"BestYTD1PuttorBetterStreak",2011
17,17,"Jeff Klauk",8,9,"BestYTD1PuttorBetterStreak",2011
17,17,"Michael Letzig",13,9,"BestYTD1PuttorBetterStreak",2011
17,17,"Spencer Levin",31,9,"BestYTD1PuttorBetterStreak",2011
17,17,"Jarrod Lyle",29,9,"BestYTD1PuttorBetterStreak",2011
17,17,"Bryce Molder",27,9,"BestYTD1PuttorBetterStreak",2011
17,17,"Pat Perez",24,9,"BestYTD1PuttorBetterStreak",2011
17,17,"Kenny Perry",13,9,"BestYTD1PuttorBetterStreak",2011
17,17,"Carl Pettersson",27,9,"BestYTD1PuttorBetterStreak",2011
17,17,"Scott Piercy",23,9,"BestYTD1PuttorBetterStreak",2011
17,17,"DA Points",26,9,"BestYTD1PuttorBetterStreak",2011
17,17,"Chez Reavie",27,9,"BestYTD1PuttorBetterStreak",2011
17,17,"Andres Romero",22,9,"BestYTD1PuttorBetterStreak",2011
17,17,"Michael Sim",19,9,"BestYTD1PuttorBetterStreak",2011
17,17,"Brandt Snedeker",26,9,"BestYTD1PuttorBetterStreak",2011
17,17,"Steve Stricker",19,9,"BestYTD1PuttorBetterStreak",2011
17,17,"Chris Stroud",28,9,"BestYTD1PuttorBetterStreak",2011
17,17,"Daniel Summerhays",29,9,"BestYTD1PuttorBetterStreak",2011
17,17,"YE Yang",18,9,"BestYTD1PuttorBetterStreak",2011
45,45,"Blake Adams",34,8,"BestYTD1PuttorBetterStreak",2011
45,45,"Stephen Ames",22,8,"BestYTD1PuttorBetterStreak",2011
45,45,"Stuart Appleby",24,8,"BestYTD1PuttorBetterStreak",2011
45,45,"Ricky Barnes",23,8,"BestYTD1PuttorBetterStreak",2011
45,45,"Kris Blanks",29,8,"BestYTD1PuttorBetterStreak",2011
45,45,"Joseph Bramlett",25,8,"BestYTD1PuttorBetterStreak",2011
45,45,"Angel Cabrera",17,8,"BestYTD1PuttorBetterStreak",2011
45,45,"Kevin Chappell",26,8,"BestYTD1PuttorBetterStreak",2011
45,45,"Stewart Cink",22,8,"BestYTD1PuttorBetterStreak",2011
45,45,"Erik Compton",6,8,"BestYTD1PuttorBetterStreak",2011
45,45,"John Daly",18,8,"BestYTD1PuttorBetterStreak",2011
45,45,"Jason Day",21,8,"BestYTD1PuttorBetterStreak",2011
45,45,"Brendon de Jonge",30,8,"BestYTD1PuttorBetterStreak",2011
45,45,"James Driscoll",24,8,"BestYTD1PuttorBetterStreak",2011
45,45,"Steve Flesch",27,8,"BestYTD1PuttorBetterStreak",2011
45,45,"Tommy Gainey",34,8,"BestYTD1PuttorBetterStreak",2011
45,45,"Bobby Gates",29,8,"BestYTD1PuttorBetterStreak",2011
45,45,"Brian Gay",26,8,"BestYTD1PuttorBetterStreak",2011
45,45,"Lucas Glover",23,8,"BestYTD1PuttorBetterStreak",2011
