"ScramblingfromOtherLocations_RANKTHISWEEK_2009","ScramblingfromOtherLocations_RANKLASTWEEK_2009","ScramblingfromOtherLocations_PLAYERNAME_2009","ScramblingfromOtherLocations_ROUNDS_2009","ScramblingfromOtherLocations_Pct_2009","ScramblingfromOtherLocations_SUCCESSES_2009","ScramblingfromOtherLocations_ATTEMPTS_2009","stat_name","year"
117,117,"Boo Weekley",79,54.81,57,104,"ScramblingfromOtherLocations",2009
118,118,"David Mathis",82,54.72,87,159,"ScramblingfromOtherLocations",2009
119,119,"Sergio Garcia",59,54.67,41,75,"ScramblingfromOtherLocations",2009
120,120,"Steve Flesch",77,54.64,53,97,"ScramblingfromOtherLocations",2009
121,121,"Carl Pettersson",86,54.61,83,152,"ScramblingfromOtherLocations",2009
122,122,"Angel Cabrera",55,54.55,36,66,"ScramblingfromOtherLocations",2009
123,123,"Dustin Johnson",85,54.46,55,101,"ScramblingfromOtherLocations",2009
124,124,"Matt Bettencourt",98,54.43,86,158,"ScramblingfromOtherLocations",2009
125,125,"Peter Lonard",86,54.32,88,162,"ScramblingfromOtherLocations",2009
125,125,"Charles Warren",63,54.32,44,81,"ScramblingfromOtherLocations",2009
127,127,"Daniel Chopra",89,54.3,82,151,"ScramblingfromOtherLocations",2009
128,128,"Joe Durant",62,54.29,38,70,"ScramblingfromOtherLocations",2009
129,129,"Jeff Maggert",79,54.21,58,107,"ScramblingfromOtherLocations",2009
130,130,"Nicholas Thompson",96,54.1,66,122,"ScramblingfromOtherLocations",2009
131,131,"Kent Jones",73,54.08,53,98,"ScramblingfromOtherLocations",2009
132,132,"Brendon de Jonge",90,54.03,67,124,"ScramblingfromOtherLocations",2009
133,133,"Tom Lehman",55,53.85,28,52,"ScramblingfromOtherLocations",2009
133,133,"Kevin Stadler",65,53.85,56,104,"ScramblingfromOtherLocations",2009
135,135,"Pat Perez",74,53.72,65,121,"ScramblingfromOtherLocations",2009
136,136,"Jeff Quinney",78,53.69,80,149,"ScramblingfromOtherLocations",2009
137,137,"Will Ma Kenzie",69,53.64,59,110,"ScramblingfromOtherLocations",2009
138,138,"Chris Stroud",88,53.6,67,125,"ScramblingfromOtherLocations",2009
139,139,"Mark Calcavecchia",72,53.57,60,112,"ScramblingfromOtherLocations",2009
140,140,"Parker McLachlin",71,53.42,78,146,"ScramblingfromOtherLocations",2009
141,141,"Tag Ridings",50,53.25,41,77,"ScramblingfromOtherLocations",2009
142,142,"Andres Romero",58,53.23,33,62,"ScramblingfromOtherLocations",2009
143,143,"Ted Purdy",101,53.15,76,143,"ScramblingfromOtherLocations",2009
144,144,"Fred Couples",54,53.13,51,96,"ScramblingfromOtherLocations",2009
145,145,"Leif Olson",51,53.03,35,66,"ScramblingfromOtherLocations",2009
146,146,"Kris Blanks",60,52.81,47,89,"ScramblingfromOtherLocations",2009
147,147,"Jason Gore",74,52.76,67,127,"ScramblingfromOtherLocations",2009
148,148,"Sean OHair",80,52.63,40,76,"ScramblingfromOtherLocations",2009
149,149,"JB Holmes",74,52.59,61,116,"ScramblingfromOtherLocations",2009
150,150,"Jeff Overton",92,52.55,72,137,"ScramblingfromOtherLocations",2009
151,151,"Patrick Sheehan",51,52.54,31,59,"ScramblingfromOtherLocations",2009
152,152,"Colt Knost",71,52.5,63,120,"ScramblingfromOtherLocations",2009
153,153,"Kevin Streelman",97,52.44,86,164,"ScramblingfromOtherLocations",2009
154,154,"Billy Mayfair",83,52.38,55,105,"ScramblingfromOtherLocations",2009
154,154,"Nick OHern",90,52.38,77,147,"ScramblingfromOtherLocations",2009
156,156,"Eric Axley",71,52.23,82,157,"ScramblingfromOtherLocations",2009
157,157,"Lucas Glover",93,52.11,74,142,"ScramblingfromOtherLocations",2009
158,158,"Rory Sabbatini",81,52.03,64,123,"ScramblingfromOtherLocations",2009
159,159,"Brian Bateman",55,51.92,54,104,"ScramblingfromOtherLocations",2009
160,160,"Lee Janzen",74,51.72,60,116,"ScramblingfromOtherLocations",2009
161,161,"Retief Goosen",74,51.58,49,95,"ScramblingfromOtherLocations",2009
162,162,"Adam Scott",53,51.56,33,64,"ScramblingfromOtherLocations",2009
163,163,"Steve Elkington",70,51.35,57,111,"ScramblingfromOtherLocations",2009
164,164,"DA Points",99,51.3,79,154,"ScramblingfromOtherLocations",2009
165,165,"Harrison Frazar",93,51.27,81,158,"ScramblingfromOtherLocations",2009
166,166,"Ricky Barnes",67,51.14,45,88,"ScramblingfromOtherLocations",2009
167,167,"Brendon Todd",53,51,51,100,"ScramblingfromOtherLocations",2009
168,168,"Briny Baird",89,50.91,56,110,"ScramblingfromOtherLocations",2009
169,169,"John Senden",100,50.86,59,116,"ScramblingfromOtherLocations",2009
170,170,"Marc Leishman",91,50.81,63,124,"ScramblingfromOtherLocations",2009
171,171,"KJ Choi",65,50,41,82,"ScramblingfromOtherLocations",2009
171,171,"Phil Mickelson",66,50,40,80,"ScramblingfromOtherLocations",2009
171,171,"Bubba Watson",73,50,57,114,"ScramblingfromOtherLocations",2009
174,174,"Martin Laird",72,49.6,62,125,"ScramblingfromOtherLocations",2009
175,175,"Stephen Ames",77,49.07,53,108,"ScramblingfromOtherLocations",2009
176,176,"Bart Bryant",58,48.39,45,93,"ScramblingfromOtherLocations",2009
177,177,"JJ Henry",97,48.28,84,174,"ScramblingfromOtherLocations",2009
178,178,"Vaughn Taylor",88,48.25,69,143,"ScramblingfromOtherLocations",2009
179,179,"Marc Turnesa",77,48.06,62,129,"ScramblingfromOtherLocations",2009
180,180,"Dean Wilson",81,47.62,70,147,"ScramblingfromOtherLocations",2009
181,181,"Rick Price",54,43.94,29,66,"ScramblingfromOtherLocations",2009
182,182,"Greg Kraft",51,41.43,29,70,"ScramblingfromOtherLocations",2009
183,183,"David Duval",56,38.04,35,92,"ScramblingfromOtherLocations",2009
184,184,"Gary Woodland",53,37.18,29,78,"ScramblingfromOtherLocations",2009
