"Approachesfrom50125yardsRgh_RANKTHISWEEK_2010","Approachesfrom50125yardsRgh_RANKLASTWEEK_2010","Approachesfrom50125yardsRgh_PLAYERNAME_2010","Approachesfrom50125yardsRgh_ROUNDS_2010","Approachesfrom50125yardsRgh_AVG_2010","Approachesfrom50125yardsRgh_TOTALDISTANCEFEET_2010","Approachesfrom50125yardsRgh_OFATTEMPTS_2010","Approachesfrom50125yardsRgh_RELATIVETOPAR_2010","stat_name","year"
1,1,"Rocco Mediate",71,NA,923,50,-3,"Approachesfrom50125yardsRgh",2010
2,2,"Kevin Sutherland",86,NA,1077.167,56,-13,"Approachesfrom50125yardsRgh",2010
3,3,"Garth Mulroy",53,NA,776.917,39,-1,"Approachesfrom50125yardsRgh",2010
4,4,"Padraig Harrington",57,NA,904.25,44,-1,"Approachesfrom50125yardsRgh",2010
5,5,"John Mallinger",78,NA,930.083,45,1,"Approachesfrom50125yardsRgh",2010
6,6,"Jay Williamson",76,NA,809.667,39,1,"Approachesfrom50125yardsRgh",2010
7,7,"Ricky Barnes",103,NA,1250.167,60,-6,"Approachesfrom50125yardsRgh",2010
7,7,"Mark Calcavecchia",50,NA,458.417,22,-2,"Approachesfrom50125yardsRgh",2010
9,9,"Roland Thatcher",72,NA,1368.25,65,5,"Approachesfrom50125yardsRgh",2010
10,10,"Craig Bowden",56,NA,883.417,41,3,"Approachesfrom50125yardsRgh",2010
11,11,"Chad Campbell",95,NA,936.167,43,-1,"Approachesfrom50125yardsRgh",2010
12,12,"Tim Herron",79,NA,1729.25,78,4,"Approachesfrom50125yardsRgh",2010
12,12,"Michael Sim",64,NA,1131.5,51,5,"Approachesfrom50125yardsRgh",2010
14,14,"Paul Goydos",78,NA,980.083,44,9,"Approachesfrom50125yardsRgh",2010
15,15,"Rory Sabbatini",79,NA,1542.75,69,0,"Approachesfrom50125yardsRgh",2010
16,16,"Hunter Mahan",85,NA,1276.917,57,-2,"Approachesfrom50125yardsRgh",2010
17,17,"Woody Austin",93,NA,1467.833,65,-5,"Approachesfrom50125yardsRgh",2010
17,17,"JJ Henry",92,NA,1175.833,52,-4,"Approachesfrom50125yardsRgh",2010
19,19,"Chad Collins",87,NA,1271.333,56,1,"Approachesfrom50125yardsRgh",2010
20,20,"Johnson Wagner",85,NA,1027.667,45,6,"Approachesfrom50125yardsRgh",2010
21,21,"Freddie Jacobson",83,NA,1735.5,75,-2,"Approachesfrom50125yardsRgh",2010
22,22,"Brent Delahoussaye",57,NA,722.083,31,2,"Approachesfrom50125yardsRgh",2010
22,22,"Roger Tambellini",77,NA,1166.333,50,5,"Approachesfrom50125yardsRgh",2010
24,24,"Bill Lunde",79,NA,1545.083,66,5,"Approachesfrom50125yardsRgh",2010
25,25,"Greg Chalmers",93,NA,2165.5,92,-11,"Approachesfrom50125yardsRgh",2010
25,25,"Will Ma Kenzie",72,NA,1384.25,59,-6,"Approachesfrom50125yardsRgh",2010
25,25,"Tim Petrovic",105,NA,1506.583,64,2,"Approachesfrom50125yardsRgh",2010
25,25,"Bubba Watson",77,NA,2236.083,95,-10,"Approachesfrom50125yardsRgh",2010
29,29,"David Duval",71,NA,1213.25,51,2,"Approachesfrom50125yardsRgh",2010
29,29,"Vijay Singh",75,NA,1304.333,55,-7,"Approachesfrom50125yardsRgh",2010
29,29,"Charlie Wi",95,NA,1330.167,56,3,"Approachesfrom50125yardsRgh",2010
32,32,"Steve Stricker",73,NA,1024.583,43,-3,"Approachesfrom50125yardsRgh",2010
33,33,"Chris Riley",73,NA,1250.167,52,12,"Approachesfrom50125yardsRgh",2010
33,33,"Vance Veazey",58,NA,940.083,39,5,"Approachesfrom50125yardsRgh",2010
35,35,"Jason Bohn",84,NA,1378.25,57,7,"Approachesfrom50125yardsRgh",2010
36,36,"Mike Weir",59,NA,970.083,40,9,"Approachesfrom50125yardsRgh",2010
37,37,"Geoff Ogilvy",62,NA,1412.667,58,5,"Approachesfrom50125yardsRgh",2010
37,37,"Brandt Snedeker",89,NA,1410.833,58,-1,"Approachesfrom50125yardsRgh",2010
39,39,"Nick Watney",91,NA,1806.917,74,4,"Approachesfrom50125yardsRgh",2010
40,40,"David Toms",86,NA,955.583,39,-1,"Approachesfrom50125yardsRgh",2010
41,41,"James Nitties",92,NA,1560.833,63,11,"Approachesfrom50125yardsRgh",2010
41,41,"Pat Perez",90,NA,1610,65,12,"Approachesfrom50125yardsRgh",2010
41,41,"Jimmy Walker",82,NA,1584.167,64,-4,"Approachesfrom50125yardsRgh",2010
44,44,"Sergio Garcia",58,NA,794.75,32,-2,"Approachesfrom50125yardsRgh",2010
44,44,"Mathew Goggin",85,NA,1539.667,62,3,"Approachesfrom50125yardsRgh",2010
44,44,"Jeff Gove",57,NA,745,30,1,"Approachesfrom50125yardsRgh",2010
44,44,"Phil Mickelson",76,NA,1964.667,79,2,"Approachesfrom50125yardsRgh",2010
44,44,"Jeev Milkha Singh",59,NA,1140.583,46,-2,"Approachesfrom50125yardsRgh",2010
49,49,"Chris DiMarco",88,NA,1617.917,65,2,"Approachesfrom50125yardsRgh",2010
50,50,"Jonathan Byrd",85,NA,1898.583,76,-3,"Approachesfrom50125yardsRgh",2010
51,51,"Bob Estes",79,NA,1353.25,54,-1,"Approachesfrom50125yardsRgh",2010
52,52,"Heath Slocum",97,NA,1208.917,48,1,"Approachesfrom50125yardsRgh",2010
52,52,"Chris Stroud",90,NA,1864.167,74,-8,"Approachesfrom50125yardsRgh",2010
54,54,"Dean Wilson",54,NA,883,35,-8,"Approachesfrom50125yardsRgh",2010
55,55,"KJ Choi",82,NA,1290.417,51,8,"Approachesfrom50125yardsRgh",2010
56,56,"Steve Marino",81,NA,1650.417,65,1,"Approachesfrom50125yardsRgh",2010
56,56,"Brett Quigley",96,NA,1730.25,68,11,"Approachesfrom50125yardsRgh",2010
58,58,"DA Points",90,NA,1604.333,63,-1,"Approachesfrom50125yardsRgh",2010
58,58,"Aron Price",70,NA,917.75,36,6,"Approachesfrom50125yardsRgh",2010
60,60,"Rickie Fowler",98,NA,2327.417,91,0,"Approachesfrom50125yardsRgh",2010
60,60,"Charles Howell III",103,NA,2326.583,91,-1,"Approachesfrom50125yardsRgh",2010
60,60,"Spencer Levin",110,NA,2122.417,83,1,"Approachesfrom50125yardsRgh",2010
63,63,"Cameron Percy",73,NA,1642.583,64,-4,"Approachesfrom50125yardsRgh",2010
63,63,"Scott Verplank",74,NA,923.167,36,2,"Approachesfrom50125yardsRgh",2010
63,63,"Camilo Villegas",78,NA,1206.25,47,0,"Approachesfrom50125yardsRgh",2010
66,66,"Kevin Na",94,NA,1235.167,48,4,"Approachesfrom50125yardsRgh",2010
67,67,"Andrew McLardy",52,NA,1319.167,51,3,"Approachesfrom50125yardsRgh",2010
67,67,"Garrett Willis",82,NA,1241.667,48,11,"Approachesfrom50125yardsRgh",2010
69,69,"Scott Piercy",88,NA,2410.833,93,1,"Approachesfrom50125yardsRgh",2010
70,70,"Lee Janzen",77,NA,1301.25,50,4,"Approachesfrom50125yardsRgh",2010
71,71,"Joe Ogilvie",99,NA,2330.583,89,5,"Approachesfrom50125yardsRgh",2010
71,71,"Steve Wheatcroft",74,NA,1726.75,66,17,"Approachesfrom50125yardsRgh",2010
73,73,"Ben Curtis",78,NA,1287,49,4,"Approachesfrom50125yardsRgh",2010
73,73,"Ernie Els",72,NA,1520.333,58,3,"Approachesfrom50125yardsRgh",2010
73,73,"Billy Mayfair",78,NA,1180.75,45,-2,"Approachesfrom50125yardsRgh",2010
76,76,"Shaun Micheel",70,NA,1209.833,46,2,"Approachesfrom50125yardsRgh",2010
77,77,"John Daly",63,NA,2058.833,78,11,"Approachesfrom50125yardsRgh",2010
77,77,"Brad Faxon",58,NA,844,32,9,"Approachesfrom50125yardsRgh",2010
