"FirstTeeLateRound1ScoringAverage_RANKTHISWEEK_2005","FirstTeeLateRound1ScoringAverage_RANKLASTWEEK_2005","FirstTeeLateRound1ScoringAverage_PLAYERNAME_2005","FirstTeeLateRound1ScoringAverage__2005","FirstTeeLateRound1ScoringAverage_AVG_2005","FirstTeeLateRound1ScoringAverage_TOTALSTROKES_2005","FirstTeeLateRound1ScoringAverage_TOTALROUNDS_2005","stat_name","year"
1,1,"Arjun Atwal",NA,67.5,270,4,"FirstTeeLateRound1ScoringAverage",2005
2,2,"Tiger Woods",NA,68,272,4,"FirstTeeLateRound1ScoringAverage",2005
3,3,"Joe Durant",NA,68.5,274,4,"FirstTeeLateRound1ScoringAverage",2005
4,4,"Retief Goosen",NA,68.63,549,8,"FirstTeeLateRound1ScoringAverage",2005
5,5,"Lucas Glover",NA,68.67,618,9,"FirstTeeLateRound1ScoringAverage",2005
6,6,"Bob Tway",NA,68.86,482,7,"FirstTeeLateRound1ScoringAverage",2005
7,7,"Sean OHair",NA,68.89,620,9,"FirstTeeLateRound1ScoringAverage",2005
8,8,"James Driscoll",NA,69,276,4,"FirstTeeLateRound1ScoringAverage",2005
9,9,"Ted Purdy",NA,69.1,691,10,"FirstTeeLateRound1ScoringAverage",2005
9,9,"Brett Wetterich",NA,69.1,691,10,"FirstTeeLateRound1ScoringAverage",2005
11,11,"Peter Lonard",NA,69.33,416,6,"FirstTeeLateRound1ScoringAverage",2005
12,12,"Ben Crane",NA,69.4,347,5,"FirstTeeLateRound1ScoringAverage",2005
12,12,"Luke Donald",NA,69.4,347,5,"FirstTeeLateRound1ScoringAverage",2005
14,14,"Cameron Beckman",NA,69.5,417,6,"FirstTeeLateRound1ScoringAverage",2005
15,15,"Omar Uresti",NA,69.56,626,9,"FirstTeeLateRound1ScoringAverage",2005
16,16,"Duffy Waldorf",NA,69.57,487,7,"FirstTeeLateRound1ScoringAverage",2005
17,17,"Hank Kuehne",NA,69.6,348,5,"FirstTeeLateRound1ScoringAverage",2005
18,18,"Marco Dawson",NA,69.71,488,7,"FirstTeeLateRound1ScoringAverage",2005
19,19,"Jim Furyk",NA,69.75,558,8,"FirstTeeLateRound1ScoringAverage",2005
20,20,"Geoff Ogilvy",NA,69.78,628,9,"FirstTeeLateRound1ScoringAverage",2005
21,21,"Bart Bryant",NA,69.8,698,10,"FirstTeeLateRound1ScoringAverage",2005
21,21,"Rod Pampling",NA,69.8,349,5,"FirstTeeLateRound1ScoringAverage",2005
23,23,"Darron Stiles",NA,69.83,419,6,"FirstTeeLateRound1ScoringAverage",2005
24,24,"Dean Wilson",NA,69.86,489,7,"FirstTeeLateRound1ScoringAverage",2005
25,25,"Jeff Brehaut",NA,70,420,6,"FirstTeeLateRound1ScoringAverage",2005
25,25,"Dan Forsman",NA,70,210,3,"FirstTeeLateRound1ScoringAverage",2005
25,25,"Brent Geiberger",NA,70,210,3,"FirstTeeLateRound1ScoringAverage",2005
25,25,"Matt Gogel",NA,70,350,5,"FirstTeeLateRound1ScoringAverage",2005
25,25,"Mathias Gronberg",NA,70,350,5,"FirstTeeLateRound1ScoringAverage",2005
25,25,"Kenny Perry",NA,70,490,7,"FirstTeeLateRound1ScoringAverage",2005
25,25,"Loren Roberts",NA,70,70,1,"FirstTeeLateRound1ScoringAverage",2005
