"ProximitytoHolefromFringe_RANKTHISWEEK_2006","ProximitytoHolefromFringe_RANKLASTWEEK_2006","ProximitytoHolefromFringe_PLAYERNAME_2006","ProximitytoHolefromFringe_ROUNDS_2006","ProximitytoHolefromFringe_AVGDTP_2006","ProximitytoHolefromFringe_TOTALDISTANCEFEET_2006","ProximitytoHolefromFringe_OFSHOTS_2006","ProximitytoHolefromFringe_SCRAMBLINGRANK_2006","stat_name","year"
1,1,"Jose Maria Olazabal",62,NA,89.25,41,95,"ProximitytoHolefromFringe",2006
2,2,"Rod Pampling",89,NA,218.917,84,85,"ProximitytoHolefromFringe",2006
3,3,"Tiger Woods",55,NA,117.25,44,10,"ProximitytoHolefromFringe",2006
4,4,"Aaron Baddeley",78,NA,243.083,88,51,"ProximitytoHolefromFringe",2006
4,4,"Justin Leonard",83,NA,231.75,85,77,"ProximitytoHolefromFringe",2006
4,4,"Dean Wilson",115,NA,362.833,130,51,"ProximitytoHolefromFringe",2006
7,7,"Chad Campbell",91,NA,282.083,101,93,"ProximitytoHolefromFringe",2006
7,7,"Scott Verplank",88,NA,316.167,113,12,"ProximitytoHolefromFringe",2006
9,9,"Luke Donald",66,NA,112.75,39,3,"ProximitytoHolefromFringe",2006
9,9,"Charley Hoffman",100,NA,316.083,109,137,"ProximitytoHolefromFringe",2006
9,9,"Corey Pavin",74,NA,245,84,1,"ProximitytoHolefromFringe",2006
12,12,"Brad Faxon",78,NA,354.417,117,110,"ProximitytoHolefromFringe",2006
12,12,"Bob May",65,NA,225.333,75,144,"ProximitytoHolefromFringe",2006
12,12,"Steve Stricker",64,NA,176.583,59,2,"ProximitytoHolefromFringe",2006
15,15,"Steve Flesch",119,NA,462.917,150,22,"ProximitytoHolefromFringe",2006
15,15,"Todd Hamilton",72,NA,242,79,191,"ProximitytoHolefromFringe",2006
15,15,"Peter Lonard",77,NA,297.333,97,87,"ProximitytoHolefromFringe",2006
15,15,"Justin Rose",98,NA,393.167,128,84,"ProximitytoHolefromFringe",2006
15,15,"Bubba Watson",83,NA,297,96,83,"ProximitytoHolefromFringe",2006
20,20,"KJ Choi",93,NA,369.333,117,67,"ProximitytoHolefromFringe",2006
20,20,"Robert Gamez",94,NA,381.833,122,135,"ProximitytoHolefromFringe",2006
20,20,"Scott Gutschewski",53,NA,185.583,58,190,"ProximitytoHolefromFringe",2006
20,20,"Padraig Harrington",54,NA,171.083,54,36,"ProximitytoHolefromFringe",2006
20,20,"Vijay Singh",103,NA,390.583,124,39,"ProximitytoHolefromFringe",2006
20,20,"David Toms",76,NA,246.833,78,54,"ProximitytoHolefromFringe",2006
26,26,"Todd Fischer",101,NA,470.333,145,117,"ProximitytoHolefromFringe",2006
26,26,"Ryuji Imada",105,NA,311,96,24,"ProximitytoHolefromFringe",2006
26,26,"Shigeki Maruyama",94,NA,401.167,124,21,"ProximitytoHolefromFringe",2006
26,26,"Larry Mize",53,NA,174.167,53,33,"ProximitytoHolefromFringe",2006
26,26,"Ian Poulter",53,NA,166,51,36,"ProximitytoHolefromFringe",2006
