"BonusPutting_RANKTHISWEEK_2005","BonusPutting_RANKLASTWEEK_2005","BonusPutting_PLAYERNAME_2005","BonusPutting_ROUNDS_2005","BonusPutting_VALUE_2005","BonusPutting_ATTEMPTS_2005","BonusPutting_TOTMADE20_2005","BonusPutting_TOTMADE_2005","stat_name","year"
1,1,"Richard Johnson",50,102.76,617,31,603,"BonusPutting",2005
2,2,"Brad Faxon",75,102.38,756,33,741,"BonusPutting",2005
3,3,"Phil Mickelson",81,101.78,673,32,653,"BonusPutting",2005
3,3,"Bob Tway",87,101.78,900,40,876,"BonusPutting",2005
5,5,"Stewart Cink",98,101.76,964,35,946,"BonusPutting",2005
6,6,"Dudley Hart",84,101.75,972,40,949,"BonusPutting",2005
7,7,"Gavin Coles",70,101.64,855,40,829,"BonusPutting",2005
8,8,"Matt Gogel",78,101.61,934,40,909,"BonusPutting",2005
9,9,"Jeff Brehaut",71,101.6,876,35,855,"BonusPutting",2005
10,10,"Scott McCarron",78,101.54,845,39,819,"BonusPutting",2005
11,11,"Freddie Jacobson",72,101.5,732,30,713,"BonusPutting",2005
12,12,"Tom Gillis",77,101.47,954,40,928,"BonusPutting",2005
13,13,"John Cook",72,101.37,804,27,788,"BonusPutting",2005
13,13,"Patrick Sheehan",114,101.37,1318,55,1281,"BonusPutting",2005
15,15,"Tiger Woods",76,101.31,762,29,743,"BonusPutting",2005
16,16,"Mario Tiziani",67,101.3,848,31,828,"BonusPutting",2005
17,17,"Arron Oberholser",65,101.27,710,29,690,"BonusPutting",2005
18,18,"Chris Anderson",66,101.23,812,34,788,"BonusPutting",2005
18,18,"Hunter Mahan",103,101.23,1297,51,1262,"BonusPutting",2005
20,20,"Zach Johnson",96,101.22,1144,40,1118,"BonusPutting",2005
21,21,"David Toms",87,101.2,833,34,809,"BonusPutting",2005
22,22,"Bart Bryant",91,101.15,1042,38,1016,"BonusPutting",2005
23,23,"Steve Stricker",62,101.14,788,24,773,"BonusPutting",2005
24,24,"Dan Forsman",52,101.07,657,39,625,"BonusPutting",2005
25,25,"Tom Pernice Jr",111,101.06,1227,47,1193,"BonusPutting",2005
25,25,"Loren Roberts",54,101.06,663,23,647,"BonusPutting",2005
27,27,"Ian Poulter",62,101.04,483,14,474,"BonusPutting",2005
28,28,"Ryan Palmer",101,101.03,1067,39,1039,"BonusPutting",2005
29,29,"Steve Elkington",67,101.02,787,29,766,"BonusPutting",2005
30,30,"Steve Lowery",100,100.99,1210,50,1172,"BonusPutting",2005
31,31,"Chad Campbell",95,100.97,1026,43,993,"BonusPutting",2005
32,32,"Bernhard Langer",67,100.94,640,26,620,"BonusPutting",2005
33,33,"Ben Crane",78,100.93,863,34,837,"BonusPutting",2005
33,33,"Tim Herron",100,100.93,1070,45,1035,"BonusPutting",2005
35,35,"Phillip Price",77,100.91,879,32,855,"BonusPutting",2005
36,36,"Jesper Parnevik",84,100.87,924,32,900,"BonusPutting",2005
37,37,"Kent Jones",99,100.84,1195,48,1157,"BonusPutting",2005
38,38,"Olin Browne",99,100.79,1140,38,1111,"BonusPutting",2005
39,39,"Brett Quigley",96,100.78,1159,39,1129,"BonusPutting",2005
40,40,"Brenden Pappas",51,100.75,671,29,647,"BonusPutting",2005
41,41,"Len Mattiace",86,100.7,997,42,962,"BonusPutting",2005
42,42,"KJ Choi",78,100.67,750,28,727,"BonusPutting",2005
43,43,"Jerry Kelly",101,100.65,1073,33,1047,"BonusPutting",2005
44,44,"Brian Gay",101,100.63,1270,40,1238,"BonusPutting",2005
45,45,"Bob Estes",92,100.62,1126,37,1096,"BonusPutting",2005
46,46,"Tom Byrum",83,100.58,1043,41,1008,"BonusPutting",2005
47,47,"Stuart Appleby",84,100.57,882,36,851,"BonusPutting",2005
48,48,"Kevin Stadler",96,100.52,1163,47,1122,"BonusPutting",2005
49,49,"Corey Pavin",77,100.47,857,32,829,"BonusPutting",2005
49,49,"Bo Van Pelt",112,100.47,1285,51,1240,"BonusPutting",2005
51,51,"Mark OMeara",66,100.43,702,27,678,"BonusPutting",2005
52,52,"Jim Furyk",94,100.41,971,32,943,"BonusPutting",2005
52,52,"Brent Geiberger",61,100.41,724,22,705,"BonusPutting",2005
52,52,"Vijay Singh",111,100.41,1208,33,1180,"BonusPutting",2005
55,55,"Charlie Wi",67,100.38,800,25,778,"BonusPutting",2005
56,56,"Arjun Atwal",65,100.37,815,33,785,"BonusPutting",2005
56,56,"Dean Wilson",86,100.37,1078,33,1049,"BonusPutting",2005
58,58,"Fred Funk",102,100.35,1131,32,1103,"BonusPutting",2005
59,59,"Michael Long",72,100.33,917,32,888,"BonusPutting",2005
59,59,"Jeff Sluman",94,100.33,1204,42,1166,"BonusPutting",2005
61,61,"Aaron Baddeley",84,100.3,1012,38,977,"BonusPutting",2005
61,61,"Charles Howell III",95,100.3,1008,39,972,"BonusPutting",2005
63,63,"Michael Allen",90,100.28,1089,33,1059,"BonusPutting",2005
64,64,"JL Lewis",98,100.27,1107,44,1066,"BonusPutting",2005
65,65,"Shaun Micheel",81,100.22,898,35,865,"BonusPutting",2005
66,66,"Geoff Ogilvy",97,100.2,1021,32,991,"BonusPutting",2005
67,67,"Sean OHair",103,100.17,1171,44,1129,"BonusPutting",2005
67,67,"Kirk Triplett",55,100.17,602,16,587,"BonusPutting",2005
69,69,"John Senden",101,100.16,1285,42,1245,"BonusPutting",2005
70,70,"Joey Snyder III",102,100.15,1305,46,1261,"BonusPutting",2005
70,70,"Mike Weir",71,100.15,667,23,645,"BonusPutting",2005
70,70,"Jay Williamson",53,100.15,654,24,631,"BonusPutting",2005
73,73,"Heath Slocum",103,100.08,1253,40,1214,"BonusPutting",2005
74,74,"Jonathan Byrd",103,100,1331,47,1284,"BonusPutting",2005
74,74,"Luke Donald",67,100,562,13,549,"BonusPutting",2005
74,74,"James Driscoll",73,100,886,26,860,"BonusPutting",2005
74,74,"Harrison Frazar",105,100,1295,47,1248,"BonusPutting",2005
