"BonusPutting_RANKTHISWEEK_2005","BonusPutting_RANKLASTWEEK_2005","BonusPutting_PLAYERNAME_2005","BonusPutting_ROUNDS_2005","BonusPutting_VALUE_2005","BonusPutting_ATTEMPTS_2005","BonusPutting_TOTMADE20_2005","BonusPutting_TOTMADE_2005","stat_name","year"
74,74,"Retief Goosen",71,100,617,14,603,"BonusPutting",2005
74,74,"Mark Hensby",70,100,693,20,673,"BonusPutting",2005
74,74,"Lee Janzen",75,100,835,32,803,"BonusPutting",2005
74,74,"Shigeki Maruyama",99,100,1177,31,1146,"BonusPutting",2005
74,74,"Larry Mize",54,100,620,19,601,"BonusPutting",2005
74,74,"Tag Ridings",93,100,1133,32,1101,"BonusPutting",2005
74,74,"Nick Watney",91,100,1110,36,1074,"BonusPutting",2005
85,85,"Robert Gamez",91,99.91,1095,31,1063,"BonusPutting",2005
86,86,"Hunter Haas",83,99.9,1009,36,972,"BonusPutting",2005
86,86,"Brendan Jones",81,99.9,1003,32,970,"BonusPutting",2005
86,86,"Peter Lonard",85,99.9,954,34,919,"BonusPutting",2005
89,89,"Kenny Perry",82,99.88,834,26,807,"BonusPutting",2005
90,90,"Tjaart van der Walt",56,99.87,756,22,733,"BonusPutting",2005
91,91,"Briny Baird",98,99.84,1248,43,1203,"BonusPutting",2005
91,91,"JJ Henry",102,99.84,1268,39,1227,"BonusPutting",2005
93,93,"Padraig Harrington",50,99.82,545,16,528,"BonusPutting",2005
94,94,"Todd Hamilton",94,99.81,1052,36,1014,"BonusPutting",2005
95,95,"Chris Smith",93,99.76,1237,47,1187,"BonusPutting",2005
96,96,"Mathias Gronberg",60,99.75,804,27,775,"BonusPutting",2005
97,97,"John Elliott",58,99.73,729,25,702,"BonusPutting",2005
97,97,"Lucas Glover",88,99.73,1093,35,1055,"BonusPutting",2005
99,99,"Ben Curtis",65,99.72,702,18,682,"BonusPutting",2005
99,99,"Kevin Na",88,99.72,1081,35,1043,"BonusPutting",2005
101,101,"Rich Beem",66,99.71,681,22,657,"BonusPutting",2005
102,102,"Duffy Waldorf",86,99.7,991,29,959,"BonusPutting",2005
103,103,"Scott Gutschewski",86,99.69,981,32,946,"BonusPutting",2005
104,104,"Chris DiMarco",83,99.64,826,22,801,"BonusPutting",2005
105,105,"Davis Love III",80,99.62,781,26,752,"BonusPutting",2005
106,106,"Rod Pampling",89,99.59,980,30,946,"BonusPutting",2005
106,106,"Adam Scott",72,99.59,736,22,711,"BonusPutting",2005
108,108,"Ryuji Imada",78,99.58,944,25,915,"BonusPutting",2005
109,109,"Rocco Mediate",73,99.57,927,27,896,"BonusPutting",2005
110,110,"Craig Barlow",81,99.56,904,34,866,"BonusPutting",2005
111,111,"Brandt Jobe",96,99.55,1117,32,1080,"BonusPutting",2005
111,111,"Tim Petrovic",97,99.55,1101,35,1061,"BonusPutting",2005
113,113,"Carl Pettersson",109,99.54,1314,39,1269,"BonusPutting",2005
114,114,"Stephen Ames",82,99.52,842,23,815,"BonusPutting",2005
115,115,"Jeff Hart",63,99.51,812,23,785,"BonusPutting",2005
116,116,"Hidemichi Tanaka",106,99.48,1339,40,1292,"BonusPutting",2005
117,117,"Tommy Armour III",103,99.47,1313,33,1273,"BonusPutting",2005
117,117,"Rob Rashell",65,99.47,761,25,732,"BonusPutting",2005
119,119,"Jose Maria Olazabal",55,99.46,556,16,537,"BonusPutting",2005
120,120,"JP Hayes",63,99.45,728,23,701,"BonusPutting",2005
121,121,"Brian Bateman",98,99.43,1226,45,1174,"BonusPutting",2005
121,121,"Danny Briggs",70,99.43,872,33,834,"BonusPutting",2005
121,121,"Mark Calcavecchia",92,99.43,1061,31,1024,"BonusPutting",2005
124,124,"Robert Allenby",95,99.41,1024,32,986,"BonusPutting",2005
124,124,"Billy Andrade",83,99.41,1011,29,976,"BonusPutting",2005
126,126,"Dennis Paulson",63,99.39,816,27,784,"BonusPutting",2005
127,127,"Darron Stiles",78,99.36,944,28,910,"BonusPutting",2005
128,128,"Scott Verplank",87,99.34,909,23,880,"BonusPutting",2005
129,129,"Hank Kuehne",84,99.32,1028,32,989,"BonusPutting",2005
130,130,"Glen Hnatiuk",59,99.31,724,21,698,"BonusPutting",2005
131,131,"Daniel Chopra",108,99.29,1267,34,1224,"BonusPutting",2005
131,131,"Vaughn Taylor",99,99.29,1265,42,1214,"BonusPutting",2005
133,133,"Todd Fischer",99,99.27,1227,33,1185,"BonusPutting",2005
134,134,"Franklin Langham",91,99.26,1079,29,1042,"BonusPutting",2005
135,135,"Joey Sindelar",104,99.23,1425,40,1374,"BonusPutting",2005
136,136,"Tom Lehman",69,99.19,743,22,715,"BonusPutting",2005
137,137,"Carlos Franco",78,99.16,951,29,914,"BonusPutting",2005
138,138,"Glen Day",80,99.15,1053,34,1010,"BonusPutting",2005
138,138,"Kevin Sutherland",89,99.15,1065,25,1031,"BonusPutting",2005
140,140,"Woody Austin",100,99.13,1262,38,1213,"BonusPutting",2005
141,141,"Pat Perez",89,99.12,1019,30,980,"BonusPutting",2005
142,142,"Cameron Beckman",96,99.08,1194,34,1149,"BonusPutting",2005
143,143,"Justin Leonard",78,99.07,756,19,730,"BonusPutting",2005
144,144,"Jeff Maggert",79,99.04,834,18,808,"BonusPutting",2005
145,145,"Jonathan Kaye",77,99.02,917,24,884,"BonusPutting",2005
146,146,"Billy Mayfair",114,99.01,1417,47,1356,"BonusPutting",2005
147,147,"Tim Clark",92,99,900,29,862,"BonusPutting",2005
148,148,"Jason Allred",75,98.98,884,28,847,"BonusPutting",2005
149,149,"Matt Kuchar",60,98.97,779,20,751,"BonusPutting",2005
150,150,"Steve Jones",56,98.94,663,14,642,"BonusPutting",2005
150,150,"Charles Warren",89,98.94,1136,38,1086,"BonusPutting",2005
152,152,"Jay Haas",54,98.92,556,17,533,"BonusPutting",2005
153,153,"Mark Wilson",74,98.88,890,24,856,"BonusPutting",2005
154,154,"Frank Lickliter II",100,98.86,1228,45,1169,"BonusPutting",2005
155,155,"Mark Brooks",72,98.76,890,21,858,"BonusPutting",2005
156,156,"Steve Flesch",90,98.75,877,28,838,"BonusPutting",2005
156,156,"Paul Gow",78,98.75,959,29,918,"BonusPutting",2005
158,158,"John Rollins",97,98.72,1174,25,1134,"BonusPutting",2005
159,159,"Skip Kendall",80,98.7,999,28,958,"BonusPutting",2005
160,160,"Andrew Magee",82,98.69,993,25,955,"BonusPutting",2005
161,161,"Justin Bolli",65,98.67,824,19,794,"BonusPutting",2005
162,162,"Bill Glasson",54,98.66,599,9,582,"BonusPutting",2005
163,163,"Rory Sabbatini",81,98.64,807,30,766,"BonusPutting",2005
164,164,"DA Points",94,98.63,1165,32,1117,"BonusPutting",2005
165,165,"Craig Perks",67,98.59,850,21,817,"BonusPutting",2005
166,166,"Justin Rose",99,98.57,1261,44,1199,"BonusPutting",2005
167,167,"Paul Azinger",66,98.52,809,18,779,"BonusPutting",2005
167,167,"Greg Owen",84,98.52,1015,29,971,"BonusPutting",2005
169,169,"Robert Damron",89,98.49,1129,32,1080,"BonusPutting",2005
169,169,"Bob Heintz",67,98.49,863,28,822,"BonusPutting",2005
169,169,"Joe Ogilvie",103,98.49,1059,34,1009,"BonusPutting",2005
169,169,"Hideto Tanihara",50,98.49,664,17,637,"BonusPutting",2005
173,173,"Roland Thatcher",75,98.44,962,26,921,"BonusPutting",2005
174,174,"Thomas Levet",54,98.43,510,20,482,"BonusPutting",2005
175,175,"Stephen Leaney",89,98.42,1076,33,1026,"BonusPutting",2005
176,176,"DJ Trahan",81,98.41,1008,37,955,"BonusPutting",2005
177,177,"Marco Dawson",82,98.37,1104,33,1053,"BonusPutting",2005
178,178,"Lee Westwood",50,98.34,482,14,460,"BonusPutting",2005
179,179,"Paul Claxton",79,98.33,957,31,910,"BonusPutting",2005
180,180,"Bradley Hughes",52,98.31,712,18,682,"BonusPutting",2005
181,181,"Doug Barron",70,98.27,927,19,892,"BonusPutting",2005
182,182,"Ted Purdy",122,98.26,1436,37,1374,"BonusPutting",2005
183,183,"Matt Davidson",53,98.25,687,13,662,"BonusPutting",2005
184,184,"John Daly",78,98.24,796,16,766,"BonusPutting",2005
184,184,"Chris Riley",67,98.24,624,14,599,"BonusPutting",2005
184,184,"Brett Wetterich",76,98.24,966,21,928,"BonusPutting",2005
187,187,"Neal Lancaster",95,98.18,1207,28,1157,"BonusPutting",2005
188,188,"Jason Bohn",91,98.1,1159,19,1118,"BonusPutting",2005
189,189,"Steve Allan",102,98.07,1246,40,1182,"BonusPutting",2005
190,190,"Scott Hend",75,98.03,915,28,869,"BonusPutting",2005
191,191,"Omar Uresti",84,97.75,1065,27,1014,"BonusPutting",2005
192,192,"DJ Brigman",76,97.62,884,23,840,"BonusPutting",2005
193,193,"Will Ma Kenzie",75,97.54,977,24,929,"BonusPutting",2005
194,194,"David Hearn",68,97.35,905,26,855,"BonusPutting",2005
195,195,"Sergio Garcia",73,97.23,759,17,721,"BonusPutting",2005
196,196,"Jose Coceres",56,97.14,734,18,695,"BonusPutting",2005
197,197,"John Huston",90,97.13,1148,30,1085,"BonusPutting",2005
198,198,"Joe Durant",81,97.05,1018,22,966,"BonusPutting",2005
199,199,"Alex Cejka",84,96.9,1000,27,942,"BonusPutting",2005
200,200,"Jim Carter",62,96.85,794,13,756,"BonusPutting",2005
201,201,"Brian Davis",75,96.6,912,23,858,"BonusPutting",2005
202,202,"Fred Couples",72,95.01,641,15,594,"BonusPutting",2005
