"Front9Round1ScoringAverage_RANKTHISWEEK_2011","Front9Round1ScoringAverage_RANKLASTWEEK_2011","Front9Round1ScoringAverage_PLAYERNAME_2011","Front9Round1ScoringAverage__2011","Front9Round1ScoringAverage_AVG_2011","Front9Round1ScoringAverage_TOTALSTROKES_2011","Front9Round1ScoringAverage_TOTALROUNDS_2011","stat_name","year"
1,1,"Luke Donald",NA,34.17,615,18,"Front9Round1ScoringAverage",2011
2,2,"Matt Kuchar",NA,34.22,787,23,"Front9Round1ScoringAverage",2011
3,3,"Stewart Cink",NA,34.52,725,21,"Front9Round1ScoringAverage",2011
3,3,"Nick Watney",NA,34.52,725,21,"Front9Round1ScoringAverage",2011
5,5,"Brendon de Jonge",NA,34.6,1038,30,"Front9Round1ScoringAverage",2011
6,6,"Kyle Stanley",NA,34.61,969,28,"Front9Round1ScoringAverage",2011
7,7,"Brian Gay",NA,34.62,900,26,"Front9Round1ScoringAverage",2011
8,8,"Briny Baird",NA,34.63,658,19,"Front9Round1ScoringAverage",2011
9,9,"Chris Couch",NA,34.67,728,21,"Front9Round1ScoringAverage",2011
9,9,"Rod Pampling",NA,34.67,728,21,"Front9Round1ScoringAverage",2011
11,11,"Webb Simpson",NA,34.69,902,26,"Front9Round1ScoringAverage",2011
12,12,"Retief Goosen",NA,34.73,521,15,"Front9Round1ScoringAverage",2011
13,13,"Sergio Garcia",NA,34.75,556,16,"Front9Round1ScoringAverage",2011
14,14,"George McNeill",NA,34.76,730,21,"Front9Round1ScoringAverage",2011
15,15,"John Merrick",NA,34.81,731,21,"Front9Round1ScoringAverage",2011
16,16,"YE Yang",NA,34.82,592,17,"Front9Round1ScoringAverage",2011
17,17,"Joe Ogilvie",NA,34.88,837,24,"Front9Round1ScoringAverage",2011
17,17,"DA Points",NA,34.88,907,26,"Front9Round1ScoringAverage",2011
19,19,"Aron Price",NA,34.89,628,18,"Front9Round1ScoringAverage",2011
20,20,"Ben Crane",NA,34.91,768,22,"Front9Round1ScoringAverage",2011
20,20,"Justin Rose",NA,34.91,768,22,"Front9Round1ScoringAverage",2011
22,22,"John Senden",NA,34.92,908,26,"Front9Round1ScoringAverage",2011
23,23,"Steve Stricker",NA,34.94,629,18,"Front9Round1ScoringAverage",2011
24,24,"Ricky Barnes",NA,34.96,804,23,"Front9Round1ScoringAverage",2011
24,24,"Rickie Fowler",NA,34.96,804,23,"Front9Round1ScoringAverage",2011
24,24,"Ben Martin",NA,34.96,874,25,"Front9Round1ScoringAverage",2011
27,27,"Aaron Baddeley",NA,35,770,22,"Front9Round1ScoringAverage",2011
27,27,"Chad Campbell",NA,35,1015,29,"Front9Round1ScoringAverage",2011
27,27,"Jim Furyk",NA,35,875,25,"Front9Round1ScoringAverage",2011
27,27,"Freddie Jacobson",NA,35,875,25,"Front9Round1ScoringAverage",2011
27,27,"Bill Lunde",NA,35,945,27,"Front9Round1ScoringAverage",2011
32,32,"Chez Reavie",NA,35.04,946,27,"Front9Round1ScoringAverage",2011
32,32,"John Rollins",NA,35.04,946,27,"Front9Round1ScoringAverage",2011
34,34,"KJ Choi",NA,35.05,736,21,"Front9Round1ScoringAverage",2011
34,34,"Martin Laird",NA,35.05,771,22,"Front9Round1ScoringAverage",2011
36,36,"Padraig Harrington",NA,35.06,596,17,"Front9Round1ScoringAverage",2011
37,37,"Bill Haas",NA,35.08,877,25,"Front9Round1ScoringAverage",2011
37,37,"Jerry Kelly",NA,35.08,912,26,"Front9Round1ScoringAverage",2011
39,39,"Jason Dufner",NA,35.09,807,23,"Front9Round1ScoringAverage",2011
39,39,"Scott Piercy",NA,35.09,807,23,"Front9Round1ScoringAverage",2011
39,39,"Alexandre Rocha",NA,35.09,772,22,"Front9Round1ScoringAverage",2011
42,42,"Spencer Levin",NA,35.1,1088,31,"Front9Round1ScoringAverage",2011
43,43,"Tom Gillis",NA,35.11,667,19,"Front9Round1ScoringAverage",2011
44,44,"Fabian Gomez",NA,35.12,913,26,"Front9Round1ScoringAverage",2011
44,44,"Adam Scott",NA,35.12,597,17,"Front9Round1ScoringAverage",2011
46,46,"William McGirt",NA,35.13,1124,32,"Front9Round1ScoringAverage",2011
46,46,"Ryan Palmer",NA,35.13,808,23,"Front9Round1ScoringAverage",2011
48,48,"Sung Kang",NA,35.14,738,21,"Front9Round1ScoringAverage",2011
49,49,"Geoff Ogilvy",NA,35.15,703,20,"Front9Round1ScoringAverage",2011
50,50,"Lee Janzen",NA,35.16,668,19,"Front9Round1ScoringAverage",2011
50,50,"Chris Riley",NA,35.16,879,25,"Front9Round1ScoringAverage",2011
50,50,"Cameron Tringale",NA,35.16,1125,32,"Front9Round1ScoringAverage",2011
53,53,"Steve Marino",NA,35.17,809,23,"Front9Round1ScoringAverage",2011
54,54,"Brandt Jobe",NA,35.18,985,28,"Front9Round1ScoringAverage",2011
54,54,"Tag Ridings",NA,35.18,985,28,"Front9Round1ScoringAverage",2011
56,56,"Shaun Micheel",NA,35.19,950,27,"Front9Round1ScoringAverage",2011
57,57,"Jason Day",NA,35.2,704,20,"Front9Round1ScoringAverage",2011
57,57,"Charles Howell III",NA,35.2,1056,30,"Front9Round1ScoringAverage",2011
57,57,"David Mathis",NA,35.2,880,25,"Front9Round1ScoringAverage",2011
57,57,"Ian Poulter",NA,35.2,528,15,"Front9Round1ScoringAverage",2011
57,57,"Charlie Wi",NA,35.2,880,25,"Front9Round1ScoringAverage",2011
57,57,"Mark Wilson",NA,35.2,880,25,"Front9Round1ScoringAverage",2011
63,63,"Michael Bradley",NA,35.21,845,24,"Front9Round1ScoringAverage",2011
63,63,"Nick OHern",NA,35.21,1021,29,"Front9Round1ScoringAverage",2011
65,65,"Charley Hoffman",NA,35.23,916,26,"Front9Round1ScoringAverage",2011
66,66,"Kris Blanks",NA,35.24,1022,29,"Front9Round1ScoringAverage",2011
66,66,"Jhonattan Vegas",NA,35.24,881,25,"Front9Round1ScoringAverage",2011
68,68,"Tim Herron",NA,35.25,987,28,"Front9Round1ScoringAverage",2011
68,68,"Troy Matteson",NA,35.25,987,28,"Front9Round1ScoringAverage",2011
70,70,"Lucas Glover",NA,35.27,776,22,"Front9Round1ScoringAverage",2011
70,70,"David Hearn",NA,35.27,917,26,"Front9Round1ScoringAverage",2011
72,72,"Robert Allenby",NA,35.29,847,24,"Front9Round1ScoringAverage",2011
72,72,"JJ Henry",NA,35.29,988,28,"Front9Round1ScoringAverage",2011
72,72,"Robert Karlsson",NA,35.29,600,17,"Front9Round1ScoringAverage",2011
72,72,"Chris Stroud",NA,35.29,988,28,"Front9Round1ScoringAverage",2011
76,76,"Brian Davis",NA,35.3,1059,30,"Front9Round1ScoringAverage",2011
76,76,"Carl Pettersson",NA,35.3,953,27,"Front9Round1ScoringAverage",2011
78,78,"Blake Adams",NA,35.32,1201,34,"Front9Round1ScoringAverage",2011
78,78,"Stephen Ames",NA,35.32,777,22,"Front9Round1ScoringAverage",2011
78,78,"Jim Herman",NA,35.32,777,22,"Front9Round1ScoringAverage",2011
78,78,"Chris Kirk",NA,35.32,989,28,"Front9Round1ScoringAverage",2011
78,78,"Michael Thompson",NA,35.32,883,25,"Front9Round1ScoringAverage",2011
78,78,"Johnson Wagner",NA,35.32,883,25,"Front9Round1ScoringAverage",2011
84,84,"James Driscoll",NA,35.33,848,24,"Front9Round1ScoringAverage",2011
85,85,"Tim Petrovic",NA,35.34,1025,29,"Front9Round1ScoringAverage",2011
86,86,"Dustin Johnson",NA,35.35,707,20,"Front9Round1ScoringAverage",2011
86,86,"Phil Mickelson",NA,35.35,707,20,"Front9Round1ScoringAverage",2011
88,88,"Jason Bohn",NA,35.36,778,22,"Front9Round1ScoringAverage",2011
88,88,"Davis Love III",NA,35.36,778,22,"Front9Round1ScoringAverage",2011
88,88,"Jeff Overton",NA,35.36,884,25,"Front9Round1ScoringAverage",2011
91,91,"Steve Flesch",NA,35.37,955,27,"Front9Round1ScoringAverage",2011
92,92,"Arjun Atwal",NA,35.38,1026,29,"Front9Round1ScoringAverage",2011
92,92,"Tommy Gainey",NA,35.38,1203,34,"Front9Round1ScoringAverage",2011
92,92,"Billy Mayfair",NA,35.38,1026,29,"Front9Round1ScoringAverage",2011
92,92,"Bubba Watson",NA,35.38,743,21,"Front9Round1ScoringAverage",2011
96,96,"Robert Garrigus",NA,35.4,885,25,"Front9Round1ScoringAverage",2011
96,96,"Paul Goydos",NA,35.4,885,25,"Front9Round1ScoringAverage",2011
96,96,"Marc Turnesa",NA,35.4,708,20,"Front9Round1ScoringAverage",2011
99,99,"Angel Cabrera",NA,35.41,602,17,"Front9Round1ScoringAverage",2011
99,99,"David Toms",NA,35.41,779,22,"Front9Round1ScoringAverage",2011
101,101,"Michael Connell",NA,35.42,921,26,"Front9Round1ScoringAverage",2011
101,101,"Hunter Mahan",NA,35.42,850,24,"Front9Round1ScoringAverage",2011
103,103,"Hunter Haas",NA,35.43,1063,30,"Front9Round1ScoringAverage",2011
103,103,"Dean Wilson",NA,35.43,744,21,"Front9Round1ScoringAverage",2011
105,105,"Bio Kim",NA,35.44,886,25,"Front9Round1ScoringAverage",2011
106,106,"Chris DiMarco",NA,35.45,1099,31,"Front9Round1ScoringAverage",2011
106,106,"Ernie Els",NA,35.45,709,20,"Front9Round1ScoringAverage",2011
108,108,"DJ Trahan",NA,35.47,1064,30,"Front9Round1ScoringAverage",2011
109,109,"Keegan Bradley",NA,35.5,994,28,"Front9Round1ScoringAverage",2011
109,109,"Justin Leonard",NA,35.5,923,26,"Front9Round1ScoringAverage",2011
109,109,"Bryce Molder",NA,35.5,923,26,"Front9Round1ScoringAverage",2011
109,109,"Andres Romero",NA,35.5,781,22,"Front9Round1ScoringAverage",2011
109,109,"Rory Sabbatini",NA,35.5,852,24,"Front9Round1ScoringAverage",2011
109,109,"Brandt Snedeker",NA,35.5,923,26,"Front9Round1ScoringAverage",2011
115,115,"Anthony Kim",NA,35.52,888,25,"Front9Round1ScoringAverage",2011
115,115,"Sean OHair",NA,35.52,817,23,"Front9Round1ScoringAverage",2011
117,117,"Paul Stankowski",NA,35.54,853,24,"Front9Round1ScoringAverage",2011
117,117,"Bo Van Pelt",NA,35.54,924,26,"Front9Round1ScoringAverage",2011
119,119,"Jonathan Byrd",NA,35.56,889,25,"Front9Round1ScoringAverage",2011
120,120,"Steven Bowditch",NA,35.57,996,28,"Front9Round1ScoringAverage",2011
120,120,"Alex Cejka",NA,35.57,747,21,"Front9Round1ScoringAverage",2011
120,120,"Scott Stallings",NA,35.57,996,28,"Front9Round1ScoringAverage",2011
123,123,"Josh Teater",NA,35.58,1103,31,"Front9Round1ScoringAverage",2011
124,124,"JB Holmes",NA,35.6,534,15,"Front9Round1ScoringAverage",2011
125,125,"Scott Gutschewski",NA,35.61,819,23,"Front9Round1ScoringAverage",2011
126,126,"Ryan Moore",NA,35.62,748,21,"Front9Round1ScoringAverage",2011
127,127,"Vaughn Taylor",NA,35.63,962,27,"Front9Round1ScoringAverage",2011
128,128,"Trevor Immelman",NA,35.64,891,25,"Front9Round1ScoringAverage",2011
128,128,"Matt Jones",NA,35.64,891,25,"Front9Round1ScoringAverage",2011
130,130,"Kevin Chappell",NA,35.65,927,26,"Front9Round1ScoringAverage",2011
130,130,"Steve Elkington",NA,35.65,606,17,"Front9Round1ScoringAverage",2011
130,130,"Nathan Green",NA,35.65,927,26,"Front9Round1ScoringAverage",2011
133,133,"Greg Chalmers",NA,35.67,963,27,"Front9Round1ScoringAverage",2011
134,134,"Joe Durant",NA,35.68,892,25,"Front9Round1ScoringAverage",2011
134,134,"Kent Jones",NA,35.68,892,25,"Front9Round1ScoringAverage",2011
136,136,"Pat Perez",NA,35.71,857,24,"Front9Round1ScoringAverage",2011
136,136,"Charl Schwartzel",NA,35.71,500,14,"Front9Round1ScoringAverage",2011
138,138,"Woody Austin",NA,35.72,643,18,"Front9Round1ScoringAverage",2011
138,138,"Bobby Gates",NA,35.72,1036,29,"Front9Round1ScoringAverage",2011
138,138,"Derek Lamely",NA,35.72,893,25,"Front9Round1ScoringAverage",2011
138,138,"Jarrod Lyle",NA,35.72,1036,29,"Front9Round1ScoringAverage",2011
138,138,"Gary Woodland",NA,35.72,893,25,"Front9Round1ScoringAverage",2011
143,143,"DJ Brigman",NA,35.74,822,23,"Front9Round1ScoringAverage",2011
143,143,"Troy Merritt",NA,35.74,822,23,"Front9Round1ScoringAverage",2011
143,143,"Brendan Steele",NA,35.74,965,27,"Front9Round1ScoringAverage",2011
146,146,"Shane Bertsch",NA,35.75,715,20,"Front9Round1ScoringAverage",2011
146,146,"Nate Smith",NA,35.75,858,24,"Front9Round1ScoringAverage",2011
146,146,"Jimmy Walker",NA,35.75,858,24,"Front9Round1ScoringAverage",2011
149,149,"Garrett Willis",NA,35.79,859,24,"Front9Round1ScoringAverage",2011
150,150,"Joseph Bramlett",NA,35.8,895,25,"Front9Round1ScoringAverage",2011
150,150,"Vijay Singh",NA,35.8,895,25,"Front9Round1ScoringAverage",2011
152,152,"David Duval",NA,35.83,860,24,"Front9Round1ScoringAverage",2011
153,153,"Marc Leishman",NA,35.85,968,27,"Front9Round1ScoringAverage",2011
154,154,"Rich Beem",NA,35.86,753,21,"Front9Round1ScoringAverage",2011
154,154,"Zach Johnson",NA,35.86,789,22,"Front9Round1ScoringAverage",2011
154,154,"Heath Slocum",NA,35.86,1004,28,"Front9Round1ScoringAverage",2011
157,157,"JP Hayes",NA,35.89,682,19,"Front9Round1ScoringAverage",2011
158,158,"Ryuji Imada",NA,35.9,1041,29,"Front9Round1ScoringAverage",2011
159,159,"Matt Bettencourt",NA,35.93,1042,29,"Front9Round1ScoringAverage",2011
160,160,"Scott McCarron",NA,35.95,791,22,"Front9Round1ScoringAverage",2011
160,160,"Boo Weekley",NA,35.95,791,22,"Front9Round1ScoringAverage",2011
162,162,"Kevin Streelman",NA,35.96,935,26,"Front9Round1ScoringAverage",2011
163,163,"Colt Knost",NA,36,972,27,"Front9Round1ScoringAverage",2011
163,163,"Kevin Na",NA,36,936,26,"Front9Round1ScoringAverage",2011
165,165,"Camilo Villegas",NA,36.04,829,23,"Front9Round1ScoringAverage",2011
166,166,"Matt McQuillan",NA,36.05,757,21,"Front9Round1ScoringAverage",2011
166,166,"Rocco Mediate",NA,36.05,793,22,"Front9Round1ScoringAverage",2011
166,166,"Roland Thatcher",NA,36.05,793,22,"Front9Round1ScoringAverage",2011
169,169,"Graeme McDowell",NA,36.07,541,15,"Front9Round1ScoringAverage",2011
170,170,"Richard Johnson",NA,36.09,830,23,"Front9Round1ScoringAverage",2011
170,170,"Jim Renner",NA,36.09,794,22,"Front9Round1ScoringAverage",2011
172,172,"Michael Putnam",NA,36.1,758,21,"Front9Round1ScoringAverage",2011
173,173,"Harrison Frazar",NA,36.11,686,19,"Front9Round1ScoringAverage",2011
174,174,"Billy Horschel",NA,36.12,903,25,"Front9Round1ScoringAverage",2011
175,175,"Cameron Beckman",NA,36.17,868,24,"Front9Round1ScoringAverage",2011
