"Front9Round1ScoringAverage_RANKTHISWEEK_2016","Front9Round1ScoringAverage_RANKLASTWEEK_2016","Front9Round1ScoringAverage_PLAYERNAME_2016","Front9Round1ScoringAverage__2016","Front9Round1ScoringAverage_AVG_2016","Front9Round1ScoringAverage_TOTALSTROKES_2016","Front9Round1ScoringAverage_TOTALROUNDS_2016","stat_name","year"
1,1,"Dustin Johnson",NA,33.38,267,8,"Front9Round1ScoringAverage",2016
2,2,"Scott Piercy",NA,33.82,372,11,"Front9Round1ScoringAverage",2016
3,4,"Patton Kizzire",NA,34.07,511,15,"Front9Round1ScoringAverage",2016
4,3,"Charles Howell III",NA,34.12,580,17,"Front9Round1ScoringAverage",2016
5,6,"Bubba Watson",NA,34.14,239,7,"Front9Round1ScoringAverage",2016
6,7,"Charley Hoffman",NA,34.15,444,13,"Front9Round1ScoringAverage",2016
7,8,"Retief Goosen",NA,34.2,342,10,"Front9Round1ScoringAverage",2016
8,5,"Justin Rose",NA,34.22,308,9,"Front9Round1ScoringAverage",2016
9,15,"Martin Laird",NA,34.31,446,13,"Front9Round1ScoringAverage",2016
10,11,"Ryan Palmer",NA,34.33,412,12,"Front9Round1ScoringAverage",2016
11,10,"Jamie Lovemark",NA,34.35,584,17,"Front9Round1ScoringAverage",2016
12,12,"Johnson Wagner",NA,34.36,481,14,"Front9Round1ScoringAverage",2016
13,19,"Danny Lee",NA,34.4,516,15,"Front9Round1ScoringAverage",2016
13,8,"Francesco Molinari",NA,34.4,344,10,"Front9Round1ScoringAverage",2016
15,17,"Freddie Jacobson",NA,34.44,551,16,"Front9Round1ScoringAverage",2016
16,19,"Tim Wilkinson",NA,34.45,379,11,"Front9Round1ScoringAverage",2016
17,19,"Jordan Spieth",NA,34.5,276,8,"Front9Round1ScoringAverage",2016
18,13,"Rickie Fowler",NA,34.55,380,11,"Front9Round1ScoringAverage",2016
19,24,"Scott Brown",NA,34.59,588,17,"Front9Round1ScoringAverage",2016
20,19,"Jason Gore",NA,34.6,519,15,"Front9Round1ScoringAverage",2016
21,25,"Branden Grace",NA,34.63,277,8,"Front9Round1ScoringAverage",2016
21,25,"Billy Hurley III",NA,34.63,277,8,"Front9Round1ScoringAverage",2016
23,27,"Jason Dufner",NA,34.64,485,14,"Front9Round1ScoringAverage",2016
23,18,"Sean OHair",NA,34.64,485,14,"Front9Round1ScoringAverage",2016
23,13,"David Toms",NA,34.64,381,11,"Front9Round1ScoringAverage",2016
23,27,"Jimmy Walker",NA,34.64,381,11,"Front9Round1ScoringAverage",2016
27,23,"Chesson Hadley",NA,34.69,555,16,"Front9Round1ScoringAverage",2016
27,30,"Kevin Na",NA,34.69,451,13,"Front9Round1ScoringAverage",2016
29,38,"David Lingmerth",NA,34.71,486,14,"Front9Round1ScoringAverage",2016
30,35,"Jerry Kelly",NA,34.75,417,12,"Front9Round1ScoringAverage",2016
30,50,"Anirban Lahiri",NA,34.75,417,12,"Front9Round1ScoringAverage",2016
32,32,"Ricky Barnes",NA,34.78,626,18,"Front9Round1ScoringAverage",2016
32,45,"Brian Harman",NA,34.78,626,18,"Front9Round1ScoringAverage",2016
34,40,"Alex Cejka",NA,34.8,522,15,"Front9Round1ScoringAverage",2016
34,41,"Smylie Kaufman",NA,34.8,522,15,"Front9Round1ScoringAverage",2016
36,33,"Gary Woodland",NA,34.83,418,12,"Front9Round1ScoringAverage",2016
37,29,"Kevin Kisner",NA,34.85,453,13,"Front9Round1ScoringAverage",2016
38,38,"Brendan Steele",NA,34.86,488,14,"Front9Round1ScoringAverage",2016
39,53,"Adam Hadwin",NA,34.88,558,16,"Front9Round1ScoringAverage",2016
39,73,"Rory McIlroy",NA,34.88,279,8,"Front9Round1ScoringAverage",2016
39,45,"Steve Stricker",NA,34.88,279,8,"Front9Round1ScoringAverage",2016
42,47,"Shane Bertsch",NA,34.89,314,9,"Front9Round1ScoringAverage",2016
42,47,"Brice Garnett",NA,34.89,314,9,"Front9Round1ScoringAverage",2016
42,37,"Hiroshi Iwata",NA,34.89,628,18,"Front9Round1ScoringAverage",2016
45,51,"Angel Cabrera",NA,34.92,454,13,"Front9Round1ScoringAverage",2016
46,56,"Kevin Chappell",NA,34.93,489,14,"Front9Round1ScoringAverage",2016
46,53,"Tony Finau",NA,34.93,524,15,"Front9Round1ScoringAverage",2016
48,53,"Roberto Castro",NA,34.94,559,16,"Front9Round1ScoringAverage",2016
48,33,"Camilo Villegas",NA,34.94,559,16,"Front9Round1ScoringAverage",2016
50,66,"Robert Garrigus",NA,35,385,11,"Front9Round1ScoringAverage",2016
50,43,"Colt Knost",NA,35,525,15,"Front9Round1ScoringAverage",2016
50,31,"Hideki Matsuyama",NA,35,385,11,"Front9Round1ScoringAverage",2016
50,51,"Henrik Norlander",NA,35,455,13,"Front9Round1ScoringAverage",2016
50,56,"Pat Perez",NA,35,385,11,"Front9Round1ScoringAverage",2016
50,43,"Brian Stuard",NA,35,280,8,"Front9Round1ScoringAverage",2016
56,85,"Luke List",NA,35.06,596,17,"Front9Round1ScoringAverage",2016
56,107,"Andrew Loupe",NA,35.06,561,16,"Front9Round1ScoringAverage",2016
58,56,"William McGirt",NA,35.07,526,15,"Front9Round1ScoringAverage",2016
59,62,"Rhein Gibson",NA,35.08,456,13,"Front9Round1ScoringAverage",2016
60,56,"David Hearn",NA,35.11,632,18,"Front9Round1ScoringAverage",2016
60,70,"Whee Kim",NA,35.11,632,18,"Front9Round1ScoringAverage",2016
60,79,"Si Woo Kim",NA,35.11,667,19,"Front9Round1ScoringAverage",2016
60,35,"Shane Lowry",NA,35.11,316,9,"Front9Round1ScoringAverage",2016
64,72,"Aaron Baddeley",NA,35.13,527,15,"Front9Round1ScoringAverage",2016
64,16,"Henrik Stenson",NA,35.13,281,8,"Front9Round1ScoringAverage",2016
66,73,"Keegan Bradley",NA,35.14,492,14,"Front9Round1ScoringAverage",2016
66,62,"Matt Jones",NA,35.14,492,14,"Front9Round1ScoringAverage",2016
66,73,"Charl Schwartzel",NA,35.14,246,7,"Front9Round1ScoringAverage",2016
66,56,"Cameron Smith",NA,35.14,492,14,"Front9Round1ScoringAverage",2016
66,42,"Michael Thompson",NA,35.14,492,14,"Front9Round1ScoringAverage",2016
71,79,"Scott Langley",NA,35.15,457,13,"Front9Round1ScoringAverage",2016
71,77,"Brandt Snedeker",NA,35.15,457,13,"Front9Round1ScoringAverage",2016
73,79,"Jon Curran",NA,35.17,633,18,"Front9Round1ScoringAverage",2016
