"3PuttAvoidanceRound2_RANKTHISWEEK_2010","3PuttAvoidanceRound2_RANKLASTWEEK_2010","3PuttAvoidanceRound2_PLAYERNAME_2010","3PuttAvoidanceRound2__2010","3PuttAvoidanceRound2_Pct_2010","3PuttAvoidanceRound2_TOTAL3PUTTS_2010","3PuttAvoidanceRound2_TOTALHOLES_2010","stat_name","year"
1,1,"Luke Donald",NA,0.58,2,342,"3PuttAvoidanceRound2",2010
2,2,"Steve Stricker",NA,0.93,3,324,"3PuttAvoidanceRound2",2010
3,3,"Aaron Baddeley",NA,1.07,5,468,"3PuttAvoidanceRound2",2010
4,4,"Phil Mickelson",NA,1.11,4,360,"3PuttAvoidanceRound2",2010
5,5,"Shaun Micheel",NA,1.32,5,378,"3PuttAvoidanceRound2",2010
6,6,"Charles Howell III",NA,1.39,7,504,"3PuttAvoidanceRound2",2010
7,7,"Chris DiMarco",NA,1.45,6,414,"3PuttAvoidanceRound2",2010
8,8,"Chad Collins",NA,1.5,7,468,"3PuttAvoidanceRound2",2010
9,9,"Zach Johnson",NA,1.62,7,432,"3PuttAvoidanceRound2",2010
10,10,"Padraig Harrington",NA,1.63,5,306,"3PuttAvoidanceRound2",2010
11,11,"JJ Henry",NA,1.65,8,486,"3PuttAvoidanceRound2",2010
12,12,"Brendon de Jonge",NA,1.74,10,576,"3PuttAvoidanceRound2",2010
13,13,"Joe Durant",NA,1.75,6,342,"3PuttAvoidanceRound2",2010
13,13,"Michael Sim",NA,1.75,6,342,"3PuttAvoidanceRound2",2010
15,15,"Mark Wilson",NA,1.79,9,504,"3PuttAvoidanceRound2",2010
16,16,"David Duval",NA,1.85,8,432,"3PuttAvoidanceRound2",2010
16,16,"Richard Johnson",NA,1.85,9,486,"3PuttAvoidanceRound2",2010
16,16,"Chris Riley",NA,1.85,8,432,"3PuttAvoidanceRound2",2010
16,16,"Paul Stankowski",NA,1.85,6,324,"3PuttAvoidanceRound2",2010
16,16,"Dean Wilson",NA,1.85,6,324,"3PuttAvoidanceRound2",2010
21,21,"Brandt Snedeker",NA,1.92,9,468,"3PuttAvoidanceRound2",2010
