"TenthTeeEarlyRound3ScoringAverage_RANKTHISWEEK_2011","TenthTeeEarlyRound3ScoringAverage_RANKLASTWEEK_2011","TenthTeeEarlyRound3ScoringAverage_PLAYERNAME_2011","TenthTeeEarlyRound3ScoringAverage__2011","TenthTeeEarlyRound3ScoringAverage_AVG_2011","TenthTeeEarlyRound3ScoringAverage_TOTALSTROKES_2011","TenthTeeEarlyRound3ScoringAverage_TOTALROUNDS_2011","stat_name","year"
1,1,"Jim Renner",NA,62,62,1,"TenthTeeEarlyRound3ScoringAverage",2011
2,2,"Steve Elkington",NA,64,64,1,"TenthTeeEarlyRound3ScoringAverage",2011
2,2,"Nick Watney",NA,64,64,1,"TenthTeeEarlyRound3ScoringAverage",2011
4,4,"Harrison Frazar",NA,65,65,1,"TenthTeeEarlyRound3ScoringAverage",2011
5,5,"Colt Knost",NA,65.33,196,3,"TenthTeeEarlyRound3ScoringAverage",2011
6,6,"Brian Gay",NA,66,66,1,"TenthTeeEarlyRound3ScoringAverage",2011
6,6,"Martin Laird",NA,66,132,2,"TenthTeeEarlyRound3ScoringAverage",2011
6,6,"Nate Smith",NA,66,66,1,"TenthTeeEarlyRound3ScoringAverage",2011
6,6,"Kevin Streelman",NA,66,132,2,"TenthTeeEarlyRound3ScoringAverage",2011
10,10,"David Duval",NA,66.5,133,2,"TenthTeeEarlyRound3ScoringAverage",2011
10,10,"Trevor Immelman",NA,66.5,133,2,"TenthTeeEarlyRound3ScoringAverage",2011
12,12,"Robert Allenby",NA,67,67,1,"TenthTeeEarlyRound3ScoringAverage",2011
12,12,"Alex Cejka",NA,67,134,2,"TenthTeeEarlyRound3ScoringAverage",2011
12,12,"Jason Dufner",NA,67,67,1,"TenthTeeEarlyRound3ScoringAverage",2011
12,12,"Robert Garrigus",NA,67,67,1,"TenthTeeEarlyRound3ScoringAverage",2011
12,12,"Nathan Green",NA,67,67,1,"TenthTeeEarlyRound3ScoringAverage",2011
12,12,"Brandt Jobe",NA,67,134,2,"TenthTeeEarlyRound3ScoringAverage",2011
12,12,"Matt Kuchar",NA,67,268,4,"TenthTeeEarlyRound3ScoringAverage",2011
12,12,"Davis Love III",NA,67,67,1,"TenthTeeEarlyRound3ScoringAverage",2011
12,12,"John Merrick",NA,67,67,1,"TenthTeeEarlyRound3ScoringAverage",2011
12,12,"Kevin Na",NA,67,134,2,"TenthTeeEarlyRound3ScoringAverage",2011
12,12,"Chris Stroud",NA,67,67,1,"TenthTeeEarlyRound3ScoringAverage",2011
12,12,"Dean Wilson",NA,67,67,1,"TenthTeeEarlyRound3ScoringAverage",2011
24,24,"Tommy Gainey",NA,67.33,202,3,"TenthTeeEarlyRound3ScoringAverage",2011
25,25,"Brendon de Jonge",NA,67.5,135,2,"TenthTeeEarlyRound3ScoringAverage",2011
25,25,"Bo Van Pelt",NA,67.5,135,2,"TenthTeeEarlyRound3ScoringAverage",2011
27,27,"Jason Bohn",NA,67.67,203,3,"TenthTeeEarlyRound3ScoringAverage",2011
28,28,"Greg Chalmers",NA,68,272,4,"TenthTeeEarlyRound3ScoringAverage",2011
28,28,"Ben Crane",NA,68,68,1,"TenthTeeEarlyRound3ScoringAverage",2011
28,28,"Jim Furyk",NA,68,136,2,"TenthTeeEarlyRound3ScoringAverage",2011
28,28,"Bill Haas",NA,68,68,1,"TenthTeeEarlyRound3ScoringAverage",2011
28,28,"JJ Henry",NA,68,204,3,"TenthTeeEarlyRound3ScoringAverage",2011
28,28,"Jerry Kelly",NA,68,204,3,"TenthTeeEarlyRound3ScoringAverage",2011
28,28,"Anthony Kim",NA,68,68,1,"TenthTeeEarlyRound3ScoringAverage",2011
28,28,"Graeme McDowell",NA,68,68,1,"TenthTeeEarlyRound3ScoringAverage",2011
28,28,"William McGirt",NA,68,68,1,"TenthTeeEarlyRound3ScoringAverage",2011
28,28,"John Senden",NA,68,136,2,"TenthTeeEarlyRound3ScoringAverage",2011
28,28,"Mark Wilson",NA,68,68,1,"TenthTeeEarlyRound3ScoringAverage",2011
39,39,"Tom Gillis",NA,68.33,205,3,"TenthTeeEarlyRound3ScoringAverage",2011
40,40,"Chad Campbell",NA,68.5,137,2,"TenthTeeEarlyRound3ScoringAverage",2011
40,40,"Michael Connell",NA,68.5,137,2,"TenthTeeEarlyRound3ScoringAverage",2011
40,40,"DJ Trahan",NA,68.5,137,2,"TenthTeeEarlyRound3ScoringAverage",2011
40,40,"YE Yang",NA,68.5,137,2,"TenthTeeEarlyRound3ScoringAverage",2011
44,44,"Derek Lamely",NA,68.67,206,3,"TenthTeeEarlyRound3ScoringAverage",2011
44,44,"Scott McCarron",NA,68.67,206,3,"TenthTeeEarlyRound3ScoringAverage",2011
44,44,"Pat Perez",NA,68.67,206,3,"TenthTeeEarlyRound3ScoringAverage",2011
47,47,"Stephen Ames",NA,69,69,1,"TenthTeeEarlyRound3ScoringAverage",2011
47,47,"Stewart Cink",NA,69,69,1,"TenthTeeEarlyRound3ScoringAverage",2011
47,47,"Joe Durant",NA,69,207,3,"TenthTeeEarlyRound3ScoringAverage",2011
47,47,"Rickie Fowler",NA,69,69,1,"TenthTeeEarlyRound3ScoringAverage",2011
47,47,"Bobby Gates",NA,69,69,1,"TenthTeeEarlyRound3ScoringAverage",2011
47,47,"Jim Herman",NA,69,69,1,"TenthTeeEarlyRound3ScoringAverage",2011
47,47,"Ryuji Imada",NA,69,207,3,"TenthTeeEarlyRound3ScoringAverage",2011
47,47,"Freddie Jacobson",NA,69,69,1,"TenthTeeEarlyRound3ScoringAverage",2011
47,47,"Lee Janzen",NA,69,138,2,"TenthTeeEarlyRound3ScoringAverage",2011
47,47,"Zach Johnson",NA,69,138,2,"TenthTeeEarlyRound3ScoringAverage",2011
47,47,"Troy Matteson",NA,69,69,1,"TenthTeeEarlyRound3ScoringAverage",2011
47,47,"Joe Ogilvie",NA,69,69,1,"TenthTeeEarlyRound3ScoringAverage",2011
47,47,"Chris Riley",NA,69,69,1,"TenthTeeEarlyRound3ScoringAverage",2011
47,47,"Alexandre Rocha",NA,69,69,1,"TenthTeeEarlyRound3ScoringAverage",2011
47,47,"Vijay Singh",NA,69,69,1,"TenthTeeEarlyRound3ScoringAverage",2011
47,47,"Bubba Watson",NA,69,69,1,"TenthTeeEarlyRound3ScoringAverage",2011
