"TenthTeeEarlyPar5ScoringAverage_RANKTHISWEEK_2013","TenthTeeEarlyPar5ScoringAverage_RANKLASTWEEK_2013","TenthTeeEarlyPar5ScoringAverage_PLAYERNAME_2013","TenthTeeEarlyPar5ScoringAverage_ROUNDS_2013","TenthTeeEarlyPar5ScoringAverage_AVG_2013","TenthTeeEarlyPar5ScoringAverage_TOTALSTROKES_2013","TenthTeeEarlyPar5ScoringAverage_TOTALHOLES_2013","stat_name","year"
1,1,"Steve Stricker",51,4.23,93,22,"TenthTeeEarlyPar5ScoringAverage",2013
2,2,"Scott Stallings",79,4.35,161,37,"TenthTeeEarlyPar5ScoringAverage",2013
3,3,"Freddie Jacobson",63,4.36,61,14,"TenthTeeEarlyPar5ScoringAverage",2013
4,4,"Charl Schwartzel",69,4.39,101,23,"TenthTeeEarlyPar5ScoringAverage",2013
5,5,"Peter Hanson",45,4.43,93,21,"TenthTeeEarlyPar5ScoringAverage",2013
6,6,"Kevin Streelman",86,4.45,209,47,"TenthTeeEarlyPar5ScoringAverage",2013
7,7,"Brendon de Jonge",110,4.49,328,73,"TenthTeeEarlyPar5ScoringAverage",2013
7,7,"Russell Henley",80,4.49,175,39,"TenthTeeEarlyPar5ScoringAverage",2013
7,7,"Rory Sabbatini",86,4.49,184,41,"TenthTeeEarlyPar5ScoringAverage",2013
7,7,"Adam Scott",61,4.49,184,41,"TenthTeeEarlyPar5ScoringAverage",2013
11,11,"Sergio Garcia",65,4.5,117,26,"TenthTeeEarlyPar5ScoringAverage",2013
12,12,"Keegan Bradley",88,4.51,338,75,"TenthTeeEarlyPar5ScoringAverage",2013
12,12,"Kevin Chappell",80,4.51,203,45,"TenthTeeEarlyPar5ScoringAverage",2013
14,14,"Boo Weekley",100,4.52,208,46,"TenthTeeEarlyPar5ScoringAverage",2013
15,15,"Eric Meierdierks",48,4.53,145,32,"TenthTeeEarlyPar5ScoringAverage",2013
15,15,"Josh Teater",86,4.53,213,47,"TenthTeeEarlyPar5ScoringAverage",2013
17,17,"Ben Crane",62,4.54,109,24,"TenthTeeEarlyPar5ScoringAverage",2013
17,17,"James Hahn",78,4.54,218,48,"TenthTeeEarlyPar5ScoringAverage",2013
17,17,"Tim Herron",45,4.54,127,28,"TenthTeeEarlyPar5ScoringAverage",2013
17,17,"Jason Kokrak",78,4.54,236,52,"TenthTeeEarlyPar5ScoringAverage",2013
17,17,"Matt Kuchar",93,4.54,295,65,"TenthTeeEarlyPar5ScoringAverage",2013
17,17,"DH Lee",65,4.54,159,35,"TenthTeeEarlyPar5ScoringAverage",2013
23,23,"Roberto Castro",97,4.55,200,44,"TenthTeeEarlyPar5ScoringAverage",2013
24,24,"Graham DeLaet",94,4.56,237,52,"TenthTeeEarlyPar5ScoringAverage",2013
24,24,"Lee Williams",62,4.56,246,54,"TenthTeeEarlyPar5ScoringAverage",2013
26,26,"Jason Day",86,4.57,210,46,"TenthTeeEarlyPar5ScoringAverage",2013
26,26,"Bob Estes",66,4.57,233,51,"TenthTeeEarlyPar5ScoringAverage",2013
26,26,"Graeme McDowell",53,4.57,160,35,"TenthTeeEarlyPar5ScoringAverage",2013
26,26,"Bryce Molder",82,4.57,215,47,"TenthTeeEarlyPar5ScoringAverage",2013
26,26,"Tiger Woods",61,4.57,192,42,"TenthTeeEarlyPar5ScoringAverage",2013
31,31,"Aaron Baddeley",68,4.58,165,36,"TenthTeeEarlyPar5ScoringAverage",2013
31,31,"Carl Pettersson",82,4.58,110,24,"TenthTeeEarlyPar5ScoringAverage",2013
31,31,"Daniel Summerhays",83,4.58,284,62,"TenthTeeEarlyPar5ScoringAverage",2013
31,31,"Vaughn Taylor",50,4.58,119,26,"TenthTeeEarlyPar5ScoringAverage",2013
31,31,"Jimmy Walker",84,4.58,197,43,"TenthTeeEarlyPar5ScoringAverage",2013
36,36,"Bud Cauley",67,4.59,211,46,"TenthTeeEarlyPar5ScoringAverage",2013
36,36,"Martin Flores",83,4.59,225,49,"TenthTeeEarlyPar5ScoringAverage",2013
36,36,"Luke List",65,4.59,266,58,"TenthTeeEarlyPar5ScoringAverage",2013
36,36,"Phil Mickelson",78,4.59,317,69,"TenthTeeEarlyPar5ScoringAverage",2013
36,36,"Webb Simpson",92,4.59,248,54,"TenthTeeEarlyPar5ScoringAverage",2013
36,36,"Shawn Stefani",63,4.59,147,32,"TenthTeeEarlyPar5ScoringAverage",2013
36,36,"Mike Weir",60,4.59,211,46,"TenthTeeEarlyPar5ScoringAverage",2013
43,43,"Steven Bowditch",67,4.6,230,50,"TenthTeeEarlyPar5ScoringAverage",2013
43,43,"Scott Gardiner",61,4.6,115,25,"TenthTeeEarlyPar5ScoringAverage",2013
43,43,"Luke Guthrie",82,4.6,267,58,"TenthTeeEarlyPar5ScoringAverage",2013
43,43,"Billy Horschel",96,4.6,322,70,"TenthTeeEarlyPar5ScoringAverage",2013
43,43,"Dustin Johnson",71,4.6,221,48,"TenthTeeEarlyPar5ScoringAverage",2013
43,43,"Henrik Stenson",65,4.6,115,25,"TenthTeeEarlyPar5ScoringAverage",2013
49,49,"Justin Hicks",79,4.61,249,54,"TenthTeeEarlyPar5ScoringAverage",2013
49,49,"Doug LaBelle II",72,4.61,263,57,"TenthTeeEarlyPar5ScoringAverage",2013
49,49,"Rod Pampling",46,4.61,152,33,"TenthTeeEarlyPar5ScoringAverage",2013
49,49,"Cameron Percy",68,4.61,152,33,"TenthTeeEarlyPar5ScoringAverage",2013
49,49,"DA Points",87,4.61,203,44,"TenthTeeEarlyPar5ScoringAverage",2013
49,49,"DJ Trahan",48,4.61,189,41,"TenthTeeEarlyPar5ScoringAverage",2013
55,55,"Stephen Ames",49,4.62,134,29,"TenthTeeEarlyPar5ScoringAverage",2013
55,55,"Sangmoon Bae",83,4.62,314,68,"TenthTeeEarlyPar5ScoringAverage",2013
55,55,"Angel Cabrera",73,4.62,180,39,"TenthTeeEarlyPar5ScoringAverage",2013
55,55,"Rickie Fowler",75,4.62,300,65,"TenthTeeEarlyPar5ScoringAverage",2013
55,55,"Justin Leonard",86,4.62,268,58,"TenthTeeEarlyPar5ScoringAverage",2013
55,55,"William McGirt",75,4.62,180,39,"TenthTeeEarlyPar5ScoringAverage",2013
55,55,"Rory McIlroy",56,4.62,157,34,"TenthTeeEarlyPar5ScoringAverage",2013
55,55,"Justin Rose",62,4.62,171,37,"TenthTeeEarlyPar5ScoringAverage",2013
55,55,"John Senden",79,4.62,180,39,"TenthTeeEarlyPar5ScoringAverage",2013
55,55,"Nick Watney",88,4.62,217,47,"TenthTeeEarlyPar5ScoringAverage",2013
55,55,"Gary Woodland",94,4.62,268,58,"TenthTeeEarlyPar5ScoringAverage",2013
66,66,"Jason Dufner",78,4.63,162,35,"TenthTeeEarlyPar5ScoringAverage",2013
66,66,"Ken Duke",87,4.63,199,43,"TenthTeeEarlyPar5ScoringAverage",2013
66,66,"Tom Gillis",69,4.63,296,64,"TenthTeeEarlyPar5ScoringAverage",2013
66,66,"Ryan Palmer",79,4.63,213,46,"TenthTeeEarlyPar5ScoringAverage",2013
66,66,"Pat Perez",69,4.63,222,48,"TenthTeeEarlyPar5ScoringAverage",2013
66,66,"Patrick Reed",83,4.63,250,54,"TenthTeeEarlyPar5ScoringAverage",2013
66,66,"Brandt Snedeker",79,4.63,213,46,"TenthTeeEarlyPar5ScoringAverage",2013
66,66,"Brendan Steele",86,4.63,259,56,"TenthTeeEarlyPar5ScoringAverage",2013
66,66,"Robert Streb",75,4.63,190,41,"TenthTeeEarlyPar5ScoringAverage",2013
75,75,"Chad Campbell",78,4.64,209,45,"TenthTeeEarlyPar5ScoringAverage",2013
75,75,"Lucas Glover",65,4.64,209,45,"TenthTeeEarlyPar5ScoringAverage",2013
75,75,"Charley Hoffman",84,4.64,246,53,"TenthTeeEarlyPar5ScoringAverage",2013
75,75,"Hunter Mahan",91,4.64,209,45,"TenthTeeEarlyPar5ScoringAverage",2013
75,75,"Kevin Stadler",83,4.64,153,33,"TenthTeeEarlyPar5ScoringAverage",2013
75,75,"Kyle Stanley",71,4.64,218,47,"TenthTeeEarlyPar5ScoringAverage",2013
75,75,"Nicholas Thompson",99,4.64,283,61,"TenthTeeEarlyPar5ScoringAverage",2013
82,82,"Brian Davis",91,4.65,256,55,"TenthTeeEarlyPar5ScoringAverage",2013
82,82,"Fabian Gomez",65,4.65,256,55,"TenthTeeEarlyPar5ScoringAverage",2013
82,82,"Morgan Hoffmann",64,4.65,107,23,"TenthTeeEarlyPar5ScoringAverage",2013
82,82,"Richard Lee",81,4.65,228,49,"TenthTeeEarlyPar5ScoringAverage",2013
82,82,"Bubba Watson",76,4.65,214,46,"TenthTeeEarlyPar5ScoringAverage",2013
82,82,"Charlie Wi",75,4.65,316,68,"TenthTeeEarlyPar5ScoringAverage",2013
88,88,"Stewart Cink",71,4.66,191,41,"TenthTeeEarlyPar5ScoringAverage",2013
88,88,"Robert Garrigus",69,4.66,205,44,"TenthTeeEarlyPar5ScoringAverage",2013
88,88,"Jerry Kelly",75,4.66,191,41,"TenthTeeEarlyPar5ScoringAverage",2013
88,88,"George McNeill",68,4.66,289,62,"TenthTeeEarlyPar5ScoringAverage",2013
88,88,"Tag Ridings",69,4.66,177,38,"TenthTeeEarlyPar5ScoringAverage",2013
88,88,"Jordan Spieth",82,4.66,205,44,"TenthTeeEarlyPar5ScoringAverage",2013
94,94,"Scott Brown",65,4.67,84,18,"TenthTeeEarlyPar5ScoringAverage",2013
94,94,"Luke Donald",60,4.67,182,39,"TenthTeeEarlyPar5ScoringAverage",2013
94,94,"Derek Ernst",58,4.67,215,46,"TenthTeeEarlyPar5ScoringAverage",2013
94,94,"Zach Johnson",84,4.67,154,33,"TenthTeeEarlyPar5ScoringAverage",2013
94,94,"Scott Langley",79,4.67,224,48,"TenthTeeEarlyPar5ScoringAverage",2013
94,94,"Steve LeBrun",66,4.67,201,43,"TenthTeeEarlyPar5ScoringAverage",2013
94,94,"Henrik Norlander",70,4.67,224,48,"TenthTeeEarlyPar5ScoringAverage",2013
101,101,"Charlie Beljan",62,4.68,145,31,"TenthTeeEarlyPar5ScoringAverage",2013
101,101,"Michael Bradley",56,4.68,145,31,"TenthTeeEarlyPar5ScoringAverage",2013
101,101,"Colt Knost",69,4.68,192,41,"TenthTeeEarlyPar5ScoringAverage",2013
101,101,"Scott Piercy",78,4.68,145,31,"TenthTeeEarlyPar5ScoringAverage",2013
105,105,"Jim Furyk",80,4.69,244,52,"TenthTeeEarlyPar5ScoringAverage",2013
105,105,"Brian Harman",89,4.69,314,67,"TenthTeeEarlyPar5ScoringAverage",2013
105,105,"Padraig Harrington",52,4.69,122,26,"TenthTeeEarlyPar5ScoringAverage",2013
105,105,"Martin Kaymer",61,4.69,122,26,"TenthTeeEarlyPar5ScoringAverage",2013
105,105,"John Rollins",77,4.69,225,48,"TenthTeeEarlyPar5ScoringAverage",2013
110,110,"Jonas Blixt",76,4.7,268,57,"TenthTeeEarlyPar5ScoringAverage",2013
110,110,"KJ Choi",85,4.7,216,46,"TenthTeeEarlyPar5ScoringAverage",2013
110,110,"Harris English",95,4.7,329,70,"TenthTeeEarlyPar5ScoringAverage",2013
110,110,"Bobby Gates",49,4.7,202,43,"TenthTeeEarlyPar5ScoringAverage",2013
110,110,"Troy Matteson",68,4.7,155,33,"TenthTeeEarlyPar5ScoringAverage",2013
110,110,"John Merrick",79,4.7,127,27,"TenthTeeEarlyPar5ScoringAverage",2013
110,110,"Darron Stiles",51,4.7,127,27,"TenthTeeEarlyPar5ScoringAverage",2013
110,110,"Mark Wilson",56,4.7,174,37,"TenthTeeEarlyPar5ScoringAverage",2013
110,110,"Casey Wittenberg",72,4.7,174,37,"TenthTeeEarlyPar5ScoringAverage",2013
119,119,"James Driscoll",76,4.71,273,58,"TenthTeeEarlyPar5ScoringAverage",2013
119,119,"David Lingmerth",68,4.71,226,48,"TenthTeeEarlyPar5ScoringAverage",2013
119,119,"David Lynn",70,4.71,193,41,"TenthTeeEarlyPar5ScoringAverage",2013
119,119,"Aaron Watkins",46,4.71,212,45,"TenthTeeEarlyPar5ScoringAverage",2013
123,123,"Brian Gay",79,4.72,203,43,"TenthTeeEarlyPar5ScoringAverage",2013
123,123,"JJ Henry",83,4.72,250,53,"TenthTeeEarlyPar5ScoringAverage",2013
123,123,"Bo Van Pelt",72,4.72,222,47,"TenthTeeEarlyPar5ScoringAverage",2013
126,126,"Greg Chalmers",77,4.73,265,56,"TenthTeeEarlyPar5ScoringAverage",2013
126,126,"Bill Haas",85,4.73,194,41,"TenthTeeEarlyPar5ScoringAverage",2013
126,126,"Brandt Jobe",62,4.73,246,52,"TenthTeeEarlyPar5ScoringAverage",2013
126,126,"Greg Owen",73,4.73,232,49,"TenthTeeEarlyPar5ScoringAverage",2013
126,126,"Chris Stroud",88,4.73,241,51,"TenthTeeEarlyPar5ScoringAverage",2013
131,131,"Matt Jones",83,4.74,251,53,"TenthTeeEarlyPar5ScoringAverage",2013
131,131,"Robert Karlsson",56,4.74,166,35,"TenthTeeEarlyPar5ScoringAverage",2013
131,131,"Vijay Singh",61,4.74,180,38,"TenthTeeEarlyPar5ScoringAverage",2013
134,134,"Nicolas Colsaerts",50,4.75,152,32,"TenthTeeEarlyPar5ScoringAverage",2013
134,134,"Ernie Els",63,4.75,228,48,"TenthTeeEarlyPar5ScoringAverage",2013
134,134,"Brad Fritsch",81,4.75,299,63,"TenthTeeEarlyPar5ScoringAverage",2013
134,134,"Chris Kirk",89,4.75,152,32,"TenthTeeEarlyPar5ScoringAverage",2013
134,134,"Andrew Svoboda",46,4.75,171,36,"TenthTeeEarlyPar5ScoringAverage",2013
134,134,"Camilo Villegas",79,4.75,318,67,"TenthTeeEarlyPar5ScoringAverage",2013
140,140,"Stuart Appleby",88,4.76,471,99,"TenthTeeEarlyPar5ScoringAverage",2013
140,140,"Tim Clark",64,4.76,138,29,"TenthTeeEarlyPar5ScoringAverage",2013
140,140,"Will Claxton",67,4.76,243,51,"TenthTeeEarlyPar5ScoringAverage",2013
140,140,"Jeff Overton",78,4.76,276,58,"TenthTeeEarlyPar5ScoringAverage",2013
140,140,"Chez Reavie",72,4.76,195,41,"TenthTeeEarlyPar5ScoringAverage",2013
145,145,"Jim Herman",59,4.77,148,31,"TenthTeeEarlyPar5ScoringAverage",2013
145,145,"Alistair Presnell",59,4.77,186,39,"TenthTeeEarlyPar5ScoringAverage",2013
145,145,"Andres Romero",63,4.77,248,52,"TenthTeeEarlyPar5ScoringAverage",2013
145,145,"Brian Stuard",78,4.77,348,73,"TenthTeeEarlyPar5ScoringAverage",2013
149,149,"Justin Bolli",59,4.78,191,40,"TenthTeeEarlyPar5ScoringAverage",2013
