"EarlyRound4ScoringAverage_RANKTHISWEEK_2009","EarlyRound4ScoringAverage_RANKLASTWEEK_2009","EarlyRound4ScoringAverage_PLAYERNAME_2009","EarlyRound4ScoringAverage__2009","EarlyRound4ScoringAverage_AVG_2009","EarlyRound4ScoringAverage_TOTALSTROKES_2009","EarlyRound4ScoringAverage_TOTALROUNDS_2009","stat_name","year"
1,1,"Tiger Woods",NA,66,132,2,"EarlyRound4ScoringAverage",2009
2,2,"Tim Petrovic",NA,67,536,8,"EarlyRound4ScoringAverage",2009
3,3,"Scott Piercy",NA,67.86,475,7,"EarlyRound4ScoringAverage",2009
4,4,"Greg Chalmers",NA,68,204,3,"EarlyRound4ScoringAverage",2009
4,4,"Tim Clark",NA,68,408,6,"EarlyRound4ScoringAverage",2009
4,4,"Matt Kuchar",NA,68,272,4,"EarlyRound4ScoringAverage",2009
7,7,"Corey Pavin",NA,68.14,477,7,"EarlyRound4ScoringAverage",2009
8,8,"Kevin Streelman",NA,68.2,682,10,"EarlyRound4ScoringAverage",2009
9,9,"Matt Weibring",NA,68.5,274,4,"EarlyRound4ScoringAverage",2009
10,10,"KJ Choi",NA,68.67,206,3,"EarlyRound4ScoringAverage",2009
11,11,"Justin Rose",NA,68.71,481,7,"EarlyRound4ScoringAverage",2009
11,11,"Rory Sabbatini",NA,68.71,481,7,"EarlyRound4ScoringAverage",2009
13,13,"Bob Heintz",NA,68.75,275,4,"EarlyRound4ScoringAverage",2009
14,14,"Lucas Glover",NA,68.8,344,5,"EarlyRound4ScoringAverage",2009
15,15,"Mathew Goggin",NA,68.83,413,6,"EarlyRound4ScoringAverage",2009
16,16,"Ben Crane",NA,68.9,689,10,"EarlyRound4ScoringAverage",2009
16,16,"Greg Owen",NA,68.9,689,10,"EarlyRound4ScoringAverage",2009
18,18,"Joe Ogilvie",NA,69,414,6,"EarlyRound4ScoringAverage",2009
18,18,"Rod Pampling",NA,69,345,5,"EarlyRound4ScoringAverage",2009
18,18,"Vijay Singh",NA,69,345,5,"EarlyRound4ScoringAverage",2009
21,21,"Chris Riley",NA,69.11,622,9,"EarlyRound4ScoringAverage",2009
22,22,"Aaron Baddeley",NA,69.13,553,8,"EarlyRound4ScoringAverage",2009
23,23,"Kevin Stadler",NA,69.17,415,6,"EarlyRound4ScoringAverage",2009
24,24,"Johnson Wagner",NA,69.22,623,9,"EarlyRound4ScoringAverage",2009
25,25,"Ernie Els",NA,69.25,554,8,"EarlyRound4ScoringAverage",2009
26,26,"Alex Cejka",NA,69.29,485,7,"EarlyRound4ScoringAverage",2009
26,26,"Bubba Watson",NA,69.29,485,7,"EarlyRound4ScoringAverage",2009
26,26,"Jay Williamson",NA,69.29,485,7,"EarlyRound4ScoringAverage",2009
29,29,"Chris Stroud",NA,69.3,693,10,"EarlyRound4ScoringAverage",2009
30,30,"Kris Blanks",NA,69.33,416,6,"EarlyRound4ScoringAverage",2009
