"Par5BirdieorBetterLeaders_RANKTHISWEEK_2007","Par5BirdieorBetterLeaders_RANKLASTWEEK_2007","Par5BirdieorBetterLeaders_PLAYERNAME_2007","Par5BirdieorBetterLeaders_ROUNDS_2007","Par5BirdieorBetterLeaders_Pct_2007","Par5BirdieorBetterLeaders_PAR5BIRDIESORBETTER_2007","Par5BirdieorBetterLeaders_PAR5HOLES_2007","stat_name","year"
1,1,"Phil Mickelson",73,55.56,120,216,"Par5BirdieorBetterLeaders",2007
2,2,"Tiger Woods",63,51.7,91,176,"Par5BirdieorBetterLeaders",2007
3,3,"Adam Scott",69,51.44,107,208,"Par5BirdieorBetterLeaders",2007
4,4,"Mark Calcavecchia",93,49.65,141,284,"Par5BirdieorBetterLeaders",2007
5,5,"Bubba Watson",80,49.62,131,264,"Par5BirdieorBetterLeaders",2007
6,6,"Jonathan Byrd",73,49.34,113,229,"Par5BirdieorBetterLeaders",2007
7,7,"Bill Haas",93,49,147,300,"Par5BirdieorBetterLeaders",2007
8,8,"Jason Bohn",57,48.59,86,177,"Par5BirdieorBetterLeaders",2007
9,9,"Aaron Baddeley",83,48.13,116,241,"Par5BirdieorBetterLeaders",2007
10,10,"Pat Perez",84,47.81,109,228,"Par5BirdieorBetterLeaders",2007
11,11,"John Daly",59,47.54,87,183,"Par5BirdieorBetterLeaders",2007
12,12,"Sergio Garcia",68,47.4,91,192,"Par5BirdieorBetterLeaders",2007
13,13,"Nathan Green",103,46.88,150,320,"Par5BirdieorBetterLeaders",2007
14,14,"Robert Allenby",90,46.77,123,263,"Par5BirdieorBetterLeaders",2007
15,15,"Justin Rose",63,46.63,76,163,"Par5BirdieorBetterLeaders",2007
16,16,"Anthony Kim",93,46.59,130,279,"Par5BirdieorBetterLeaders",2007
17,17,"Rich Beem",89,46.57,129,277,"Par5BirdieorBetterLeaders",2007
18,18,"Vijay Singh",102,46.44,137,295,"Par5BirdieorBetterLeaders",2007
19,19,"Nick Watney",87,46.21,128,277,"Par5BirdieorBetterLeaders",2007
20,20,"Carl Pettersson",111,46.06,158,343,"Par5BirdieorBetterLeaders",2007
21,21,"John Senden",97,45.93,141,307,"Par5BirdieorBetterLeaders",2007
22,22,"Vaughn Taylor",91,45.91,129,281,"Par5BirdieorBetterLeaders",2007
23,23,"Charles Warren",101,45.85,149,325,"Par5BirdieorBetterLeaders",2007
24,24,"Ernie Els",59,45.83,77,168,"Par5BirdieorBetterLeaders",2007
24,24,"Rod Pampling",92,45.83,121,264,"Par5BirdieorBetterLeaders",2007
26,26,"Kevin Sutherland",85,45.82,126,275,"Par5BirdieorBetterLeaders",2007
27,27,"Craig Barlow",52,45.81,82,179,"Par5BirdieorBetterLeaders",2007
28,28,"Steve Marino",106,45.77,157,343,"Par5BirdieorBetterLeaders",2007
29,29,"KJ Choi",87,45.7,117,256,"Par5BirdieorBetterLeaders",2007
30,30,"Alex Cejka",80,45.38,118,260,"Par5BirdieorBetterLeaders",2007
31,31,"Jesper Parnevik",88,45.26,129,285,"Par5BirdieorBetterLeaders",2007
32,32,"JJ Henry",86,45.02,113,251,"Par5BirdieorBetterLeaders",2007
33,33,"Charlie Wi",90,44.78,133,297,"Par5BirdieorBetterLeaders",2007
34,34,"Bo Van Pelt",104,44.62,141,316,"Par5BirdieorBetterLeaders",2007
35,35,"Kevin Na",84,44.57,123,276,"Par5BirdieorBetterLeaders",2007
36,36,"Troy Matteson",87,44.44,120,270,"Par5BirdieorBetterLeaders",2007
36,36,"Jeff Overton",60,44.44,88,198,"Par5BirdieorBetterLeaders",2007
38,38,"Charles Howell III",89,44.36,118,266,"Par5BirdieorBetterLeaders",2007
39,39,"Lucas Glover",98,44.24,142,321,"Par5BirdieorBetterLeaders",2007
40,40,"Charley Hoffman",97,44.16,140,317,"Par5BirdieorBetterLeaders",2007
41,41,"Jim Furyk",84,44.13,109,247,"Par5BirdieorBetterLeaders",2007
42,42,"JB Holmes",71,44.1,101,229,"Par5BirdieorBetterLeaders",2007
43,43,"Brett Wetterich",88,44.06,115,261,"Par5BirdieorBetterLeaders",2007
44,44,"Hunter Mahan",91,43.89,115,262,"Par5BirdieorBetterLeaders",2007
45,45,"Darron Stiles",65,43.75,91,208,"Par5BirdieorBetterLeaders",2007
46,46,"Briny Baird",115,43.63,161,369,"Par5BirdieorBetterLeaders",2007
47,47,"Johnson Wagner",97,43.34,140,323,"Par5BirdieorBetterLeaders",2007
48,48,"DJ Trahan",99,43.13,135,313,"Par5BirdieorBetterLeaders",2007
49,49,"Mathias Gronberg",95,42.99,135,314,"Par5BirdieorBetterLeaders",2007
50,50,"Steve Lowery",74,42.97,107,249,"Par5BirdieorBetterLeaders",2007
51,51,"Joe Ogilvie",102,42.95,137,319,"Par5BirdieorBetterLeaders",2007
52,52,"Sean OHair",98,42.9,130,303,"Par5BirdieorBetterLeaders",2007
53,53,"Tag Ridings",52,42.86,78,182,"Par5BirdieorBetterLeaders",2007
54,54,"Cameron Beckman",96,42.77,136,318,"Par5BirdieorBetterLeaders",2007
55,55,"Billy Andrade",88,42.71,126,295,"Par5BirdieorBetterLeaders",2007
56,56,"Billy Mayfair",98,42.57,126,296,"Par5BirdieorBetterLeaders",2007
57,57,"Tim Petrovic",106,42.55,140,329,"Par5BirdieorBetterLeaders",2007
58,58,"Paul Stankowski",52,42.53,74,174,"Par5BirdieorBetterLeaders",2007
59,59,"Tom Johnson",74,42.51,105,247,"Par5BirdieorBetterLeaders",2007
60,60,"Scott Gutschewski",67,42.2,92,218,"Par5BirdieorBetterLeaders",2007
61,61,"John Merrick",92,42.18,124,294,"Par5BirdieorBetterLeaders",2007
62,62,"Kenny Perry",83,42.13,107,254,"Par5BirdieorBetterLeaders",2007
