"RoughTendency_RANKTHISWEEK_2016","RoughTendency_RANKLASTWEEK_2016","RoughTendency_PLAYERNAME_2016","RoughTendency_ROUNDS_2016","RoughTendency_Pct_2016","RoughTendency_TOTALROUGH_2016","RoughTendency_POSSIBLEFWYS_2016","RoughTendency_RELATIVETOPAR_2016","stat_name","year"
1,1,"Matthew Fitzpatrick",23,14.88,25,168,-0.8,"RoughTendency",2016
2,2,"Andrew Landry",24,19.05,32,168,0,"RoughTendency",2016
3,3,"Zac Blair",56,19.69,115,584,1.3,"RoughTendency",2016
4,4,"Thomas Aiken",42,20.06,72,359,0.14,"RoughTendency",2016
5,6,"Colt Knost",56,20.48,120,586,1.17,"RoughTendency",2016
6,8,"Lucas Lee",22,20.87,43,206,2.56,"RoughTendency",2016
7,9,"Darron Stiles",28,20.98,47,224,2.55,"RoughTendency",2016
8,7,"Davis Love III",40,21.43,99,462,0.71,"RoughTendency",2016
9,11,"Jerry Kelly",44,22.02,85,386,0.35,"RoughTendency",2016
10,14,"Shane Lowry",35,22.22,62,279,0.97,"RoughTendency",2016
11,16,"Henrik Stenson",30,22.58,56,248,-1.25,"RoughTendency",2016
12,10,"Jason Bohn",37,22.66,92,406,0.11,"RoughTendency",2016
13,19,"Billy Hurley III",22,22.98,54,235,0.56,"RoughTendency",2016
13,19,"Graeme McDowell",33,22.98,74,322,0.95,"RoughTendency",2016
15,21,"Zach Johnson",42,23.06,107,464,-0.28,"RoughTendency",2016
16,15,"David Lingmerth",54,23.27,118,507,2.12,"RoughTendency",2016
17,17,"Emiliano Grillo",47,23.33,115,493,0.78,"RoughTendency",2016
18,32,"Justin Hicks",26,23.49,78,332,2.18,"RoughTendency",2016
19,12,"Roberto Castro",55,23.52,151,642,0.4,"RoughTendency",2016
20,25,"Chad Campbell",54,23.54,141,599,0.43,"RoughTendency",2016
21,26,"Jordan Spieth",34,23.57,66,280,-1.06,"RoughTendency",2016
22,30,"Russell Knox",48,23.7,96,405,0.52,"RoughTendency",2016
22,5,"Vaughn Taylor",30,23.7,82,346,0.61,"RoughTendency",2016
24,13,"Danny Lee",53,23.71,119,502,0.25,"RoughTendency",2016
25,31,"John Huh",51,23.81,145,609,0.48,"RoughTendency",2016
26,33,"Chez Reavie",56,24.1,154,639,0.32,"RoughTendency",2016
27,22,"Lucas Glover",53,24.27,159,655,-0.31,"RoughTendency",2016
28,26,"Kevin Kisner",49,24.52,114,465,1.32,"RoughTendency",2016
28,37,"Boo Weekley",53,24.52,140,571,0.64,"RoughTendency",2016
30,23,"Mark Wilson",42,24.59,119,484,0.92,"RoughTendency",2016
31,24,"Kyle Reifers",63,24.62,164,666,1.04,"RoughTendency",2016
32,28,"David Toms",38,24.66,110,446,0.45,"RoughTendency",2016
33,38,"Justin Leonard",28,24.67,75,304,0.93,"RoughTendency",2016
34,18,"DA Points",32,24.91,69,277,0.72,"RoughTendency",2016
35,36,"Bill Haas",42,24.94,97,389,0.72,"RoughTendency",2016
36,39,"Russell Henley",42,25,128,512,0.16,"RoughTendency",2016
36,29,"Brian Stuard",24,25,63,252,-0.16,"RoughTendency",2016
38,40,"Dicky Pride",33,25.08,80,319,0.38,"RoughTendency",2016
39,41,"Jon Curran",55,25.09,140,558,1.29,"RoughTendency",2016
40,42,"Keegan Bradley",40,25.13,94,374,0.85,"RoughTendency",2016
41,35,"Rickie Fowler",42,25.39,114,449,-1.23,"RoughTendency",2016
42,48,"Brice Garnett",29,25.48,53,208,0.75,"RoughTendency",2016
43,47,"Mark Hubbard",73,25.52,209,819,0.48,"RoughTendency",2016
44,55,"Kyle Stanley",57,25.71,164,638,0.73,"RoughTendency",2016
45,53,"KJ Choi",47,25.72,142,552,0.56,"RoughTendency",2016
46,44,"Matt Every",34,25.94,103,397,0.97,"RoughTendency",2016
47,51,"Blayne Barber",44,25.95,137,528,1.68,"RoughTendency",2016
48,46,"Si Woo Kim",63,26,188,723,1.06,"RoughTendency",2016
49,52,"William McGirt",54,26.01,174,669,0.34,"RoughTendency",2016
50,49,"Ben Crane",48,26.07,134,514,-0.22,"RoughTendency",2016
51,56,"Ken Duke",26,26.09,72,276,1.11,"RoughTendency",2016
52,59,"David Hearn",55,26.12,152,582,0.99,"RoughTendency",2016
53,34,"Chesson Hadley",51,26.2,137,523,1.17,"RoughTendency",2016
54,57,"Geoff Ogilvy",37,26.27,109,415,1.01,"RoughTendency",2016
55,43,"Jim Herman",55,26.28,139,529,1.37,"RoughTendency",2016
55,54,"Kevin Streelman",46,26.28,113,430,0.62,"RoughTendency",2016
57,68,"Ian Poulter",37,26.5,84,317,1.55,"RoughTendency",2016
58,63,"Andy Sullivan",25,26.7,59,221,1.19,"RoughTendency",2016
59,45,"Sean OHair",45,26.71,148,554,-0.07,"RoughTendency",2016
60,61,"Ryan Moore",40,26.74,100,374,0.2,"RoughTendency",2016
61,64,"Brian Gay",22,26.91,67,249,1.34,"RoughTendency",2016
62,65,"Matt Kuchar",46,26.93,115,427,0.35,"RoughTendency",2016
63,67,"Cameron Percy",22,27.04,53,196,-0.19,"RoughTendency",2016
64,60,"Cameron Smith",45,27.17,97,357,0.62,"RoughTendency",2016
65,71,"Marc Leishman",41,27.38,95,347,0.11,"RoughTendency",2016
66,73,"Kevin Na",52,27.57,126,457,-0.16,"RoughTendency",2016
67,69,"Spencer Levin",62,27.61,185,670,1.41,"RoughTendency",2016
68,66,"Scott Brown",59,27.62,153,554,0.59,"RoughTendency",2016
69,78,"Chris Kirk",51,27.76,151,544,-0.73,"RoughTendency",2016
70,74,"Steve Wheatcroft",53,27.88,162,581,0.68,"RoughTendency",2016
71,81,"Ryan Palmer",46,27.98,162,579,-0.43,"RoughTendency",2016
71,81,"Bernd Wiesberger",23,27.98,47,168,0.43,"RoughTendency",2016
73,61,"Webb Simpson",34,28.02,109,389,0.37,"RoughTendency",2016
74,79,"Fabian Gomez",49,28.04,166,592,0.6,"RoughTendency",2016
75,85,"Brooks Koepka",39,28.09,109,388,-1.74,"RoughTendency",2016
76,86,"Jason Dufner",53,28.1,136,484,-0.66,"RoughTendency",2016
77,88,"Troy Merritt",41,28.22,114,404,0.35,"RoughTendency",2016
78,89,"Billy Horschel",45,28.27,134,474,0.52,"RoughTendency",2016
79,50,"Alex Cejka",47,28.28,123,435,1.38,"RoughTendency",2016
80,95,"Branden Grace",31,28.34,70,247,-1.29,"RoughTendency",2016
81,97,"Brandt Snedeker",47,28.45,136,478,-0.74,"RoughTendency",2016
82,98,"Scott Piercy",45,28.5,112,393,0.45,"RoughTendency",2016
83,77,"Adam Hadwin",53,28.53,186,652,1.02,"RoughTendency",2016
84,70,"Byeong Hun An",23,28.57,52,182,0.96,"RoughTendency",2016
84,75,"Jason Gore",51,28.57,142,497,0.35,"RoughTendency",2016
84,84,"Will Ma Kenzie",54,28.57,158,553,1.71,"RoughTendency",2016
84,100,"Rory Sabbatini",40,28.57,98,343,1.12,"RoughTendency",2016
84,100,"Hudson Swafford",52,28.57,154,539,-0.19,"RoughTendency",2016
89,102,"Louis Oosthuizen",25,28.68,39,136,-0.26,"RoughTendency",2016
90,103,"Abraham Ancer",26,28.7,64,223,2.03,"RoughTendency",2016
91,104,"Andres Romero",22,28.73,52,181,-0.96,"RoughTendency",2016
92,114,"Greg Owen",56,28.79,171,594,0.64,"RoughTendency",2016
93,109,"Bryce Molder",50,28.97,157,542,0.76,"RoughTendency",2016
94,107,"Scott Langley",41,29,125,431,0.32,"RoughTendency",2016
95,110,"Wes Roach",33,29.01,85,293,0.35,"RoughTendency",2016
96,96,"Brendon Todd",43,29.03,137,472,0.15,"RoughTendency",2016
97,87,"Martin Piller",37,29.17,105,360,-0.19,"RoughTendency",2016
98,75,"Cameron Tringale",47,29.24,162,554,0.49,"RoughTendency",2016
99,117,"Brian Harman",60,29.27,192,656,0.73,"RoughTendency",2016
100,116,"Shane Bertsch",30,29.32,78,266,0.38,"RoughTendency",2016
101,80,"Erik Compton",45,29.35,130,443,1.38,"RoughTendency",2016
102,112,"Morgan Hoffmann",43,29.42,143,486,0.56,"RoughTendency",2016
102,104,"Michael Kim",62,29.42,208,707,1.06,"RoughTendency",2016
104,120,"DJ Trahan",23,29.45,43,146,-0.7,"RoughTendency",2016
105,115,"Francesco Molinari",36,29.54,135,457,0.15,"RoughTendency",2016
106,93,"Adam Scott",39,29.55,99,335,0.1,"RoughTendency",2016
107,92,"Paul Casey",39,29.6,95,321,0.21,"RoughTendency",2016
108,91,"Robert Streb",51,29.63,136,459,0.59,"RoughTendency",2016
109,99,"Henrik Norlander",41,29.64,107,361,0.84,"RoughTendency",2016
110,106,"James Hahn",45,29.71,153,515,0.26,"RoughTendency",2016
110,94,"Padraig Harrington",38,29.71,131,441,0.15,"RoughTendency",2016
112,135,"Jeff Overton",51,29.79,182,611,0.99,"RoughTendency",2016
113,108,"Johnson Wagner",44,29.81,141,473,-0.07,"RoughTendency",2016
114,81,"Matt Jones",45,29.82,116,389,0.52,"RoughTendency",2016
115,126,"Jason Day",36,29.9,93,311,-0.75,"RoughTendency",2016
116,123,"Chris Stroud",52,29.91,169,565,-0.3,"RoughTendency",2016
117,128,"Steve Stricker",25,29.97,86,287,0.93,"RoughTendency",2016
118,89,"Brendan Steele",48,30,159,530,0.88,"RoughTendency",2016
119,121,"Jhonattan Vegas",49,30.06,150,499,0.2,"RoughTendency",2016
120,118,"Justin Thomas",53,30.14,154,511,-0.19,"RoughTendency",2016
121,111,"Hiroshi Iwata",51,30.28,142,469,0.42,"RoughTendency",2016
122,137,"Will Wilcox",47,30.37,164,540,0.79,"RoughTendency",2016
123,122,"Stuart Appleby",39,30.38,151,497,0.4,"RoughTendency",2016
124,136,"Vijay Singh",42,30.45,155,509,-0.13,"RoughTendency",2016
125,130,"Whee Kim",54,30.51,173,567,0.58,"RoughTendency",2016
126,140,"Sergio Garcia",28,30.56,55,180,0.36,"RoughTendency",2016
127,113,"Patrick Reed",53,30.63,136,444,-0.22,"RoughTendency",2016
