"RoughTendency_RANKTHISWEEK_2016","RoughTendency_RANKLASTWEEK_2016","RoughTendency_PLAYERNAME_2016","RoughTendency_ROUNDS_2016","RoughTendency_Pct_2016","RoughTendency_TOTALROUGH_2016","RoughTendency_POSSIBLEFWYS_2016","RoughTendency_RELATIVETOPAR_2016","stat_name","year"
128,72,"Tim Wilkinson",40,30.66,111,362,-0.45,"RoughTendency",2016
129,131,"Angel Cabrera",42,30.72,137,446,0.58,"RoughTendency",2016
130,132,"Kevin Chappell",49,30.76,171,556,-0.18,"RoughTendency",2016
131,133,"Sung Kang",51,30.85,174,564,0.17,"RoughTendency",2016
132,129,"Daniel Summerhays",55,30.87,184,596,0.38,"RoughTendency",2016
133,146,"George McNeill",33,30.91,119,385,1.43,"RoughTendency",2016
134,143,"Bronson Burgoon",53,30.92,162,524,0.43,"RoughTendency",2016
135,124,"Scott Pinckney",53,30.93,167,540,0.12,"RoughTendency",2016
136,138,"Peter Malnati",53,31.07,183,589,0.33,"RoughTendency",2016
137,134,"JJ Henry",44,31.08,175,563,0.97,"RoughTendency",2016
138,163,"Graham DeLaet",50,31.09,180,579,-0.17,"RoughTendency",2016
139,125,"Rory McIlroy",37,31.15,95,305,-0.95,"RoughTendency",2016
140,141,"Brett Stegmaier",57,31.17,202,648,1.14,"RoughTendency",2016
141,149,"Nick Taylor",57,31.21,191,612,1.62,"RoughTendency",2016
142,139,"Retief Goosen",37,31.42,137,436,0.66,"RoughTendency",2016
143,154,"Chad Collins",45,31.46,157,499,1.15,"RoughTendency",2016
144,151,"Sam Saunders",40,31.53,111,352,0.45,"RoughTendency",2016
145,144,"Patrick Rodgers",49,31.6,170,538,0.06,"RoughTendency",2016
146,153,"Steve Marino",40,31.64,118,373,1.36,"RoughTendency",2016
147,159,"Charley Hoffman",49,31.79,158,497,0.25,"RoughTendency",2016
148,145,"Michael Thompson",46,31.8,138,434,1.59,"RoughTendency",2016
148,160,"Bubba Watson",30,31.8,76,239,-1.05,"RoughTendency",2016
150,155,"Ben Martin",48,31.84,178,559,0.67,"RoughTendency",2016
151,119,"Phil Mickelson",37,31.99,119,372,-0.42,"RoughTendency",2016
152,150,"Brendon de Jonge",55,32.04,173,540,0.98,"RoughTendency",2016
153,152,"Jonas Blixt",46,32.09,163,508,0,"RoughTendency",2016
154,148,"Dawie van der Walt",48,32.14,152,473,1.12,"RoughTendency",2016
155,168,"Jamie Lovemark",57,32.17,222,690,-0.41,"RoughTendency",2016
156,157,"Jason Kokrak",52,32.27,182,564,-0.05,"RoughTendency",2016
157,169,"Harold Varner III",58,32.35,219,677,0.91,"RoughTendency",2016
158,158,"Robert Allenby",35,32.36,111,343,2.52,"RoughTendency",2016
159,147,"Martin Laird",46,32.51,171,526,0.18,"RoughTendency",2016
159,166,"Hideki Matsuyama",40,32.51,118,363,0.17,"RoughTendency",2016
159,156,"Shawn Stefani",45,32.51,157,483,0.51,"RoughTendency",2016
162,127,"Hunter Mahan",43,32.55,139,427,0.58,"RoughTendency",2016
163,142,"JB Holmes",39,32.64,125,383,0.32,"RoughTendency",2016
164,171,"Jimmy Walker",43,32.81,145,442,-0.76,"RoughTendency",2016
165,162,"Daniel Berger",52,32.93,164,498,0.3,"RoughTendency",2016
166,174,"Stewart Cink",45,33.19,152,458,0.72,"RoughTendency",2016
167,175,"Tom Hoge",47,33.2,160,482,0.5,"RoughTendency",2016
168,165,"Scott Stallings",46,33.46,176,526,0,"RoughTendency",2016
169,179,"Aaron Baddeley",51,33.54,163,486,-0.43,"RoughTendency",2016
170,177,"Tyrone Van Aswegen",67,33.57,239,712,0.29,"RoughTendency",2016
171,180,"Freddie Jacobson",54,33.64,181,538,0.17,"RoughTendency",2016
172,170,"Derek Ernst",36,33.66,103,306,1.46,"RoughTendency",2016
173,181,"Charl Schwartzel",29,33.7,91,270,-0.77,"RoughTendency",2016
174,173,"Justin Rose",35,33.81,118,349,-0.34,"RoughTendency",2016
175,182,"Smylie Kaufman",57,33.86,192,567,-0.47,"RoughTendency",2016
176,184,"Tyler Aldridge",53,33.98,193,568,1.09,"RoughTendency",2016
177,178,"Gary Woodland",45,34.1,163,478,-0.98,"RoughTendency",2016
178,176,"John Senden",48,34.23,190,555,0.32,"RoughTendency",2016
179,172,"Anirban Lahiri",44,34.25,124,362,0.73,"RoughTendency",2016
180,161,"Harris English",51,34.26,161,470,-0.19,"RoughTendency",2016
181,185,"Luke Guthrie",31,34.27,98,286,-0.31,"RoughTendency",2016
182,194,"Steven Bowditch",40,34.46,132,383,1.44,"RoughTendency",2016
183,167,"Ernie Els",34,34.55,133,385,0.75,"RoughTendency",2016
183,188,"Seung Yul Noh",54,34.55,208,602,-0.43,"RoughTendency",2016
185,190,"Andres Gonzales",46,34.7,161,464,0.93,"RoughTendency",2016
186,192,"Dustin Johnson",37,34.88,98,281,-1.33,"RoughTendency",2016
187,193,"Ricky Barnes",57,35.16,212,603,0.85,"RoughTendency",2016
188,164,"Kelly Kraft",35,35.25,98,278,1.02,"RoughTendency",2016
189,198,"Patton Kizzire",57,35.37,214,605,-0.09,"RoughTendency",2016
190,183,"Derek Fathauer",58,35.42,209,590,0.81,"RoughTendency",2016
190,186,"DH Lee",35,35.42,119,336,1.34,"RoughTendency",2016
192,191,"Camilo Villegas",50,35.7,206,577,1.12,"RoughTendency",2016
193,187,"Carlos Ortiz",47,35.79,165,461,-0.06,"RoughTendency",2016
194,197,"Luke List",51,35.85,190,530,-0.74,"RoughTendency",2016
195,199,"Pat Perez",28,36.02,85,236,1.65,"RoughTendency",2016
196,189,"Luke Donald",49,36.28,164,452,0.3,"RoughTendency",2016
197,196,"Charles Howell III",63,36.34,250,688,-0.12,"RoughTendency",2016
198,202,"Rob Oppenheim",37,36.48,139,381,0.07,"RoughTendency",2016
199,207,"Robert Garrigus",34,36.59,116,317,0.78,"RoughTendency",2016
200,200,"Charlie Beljan",26,36.6,86,235,1.74,"RoughTendency",2016
201,194,"Jamie Donaldson",28,37.24,108,290,1.67,"RoughTendency",2016
202,201,"Rhein Gibson",36,37.46,133,355,0.83,"RoughTendency",2016
203,204,"Tony Finau",49,37.6,191,508,-0.31,"RoughTendency",2016
204,203,"Miguel Angel Carballo",24,37.82,73,193,-0.14,"RoughTendency",2016
205,205,"Andrew Loupe",50,38.6,215,557,0.19,"RoughTendency",2016
206,206,"Carl Pettersson",31,39.18,152,388,0.86,"RoughTendency",2016
207,208,"Ollie Schniederjans",23,39.53,102,258,1.27,"RoughTendency",2016
