"Back9LowestRound_RANKTHISWEEK_2011","Back9LowestRound_RANKLASTWEEK_2011","Back9LowestRound_PLAYERNAME_2011","Back9LowestRound_ROUNDS_2011","Back9LowestRound_LOWRND_2011","stat_name","year"
1,1,"Nick Watney",80,27,"Back9LowestRound",2011
2,2,"Chris Stroud",88,28,"Back9LowestRound",2011
3,3,"Chris Couch",73,29,"Back9LowestRound",2011
3,3,"Rickie Fowler",84,29,"Back9LowestRound",2011
3,3,"David Hearn",88,29,"Back9LowestRound",2011
3,3,"Trevor Immelman",84,29,"Back9LowestRound",2011
3,3,"Pat Perez",76,29,"Back9LowestRound",2011
3,3,"Jim Renner",65,29,"Back9LowestRound",2011
3,3,"Webb Simpson",98,29,"Back9LowestRound",2011
3,3,"Heath Slocum",89,29,"Back9LowestRound",2011
3,3,"Brandt Snedeker",85,29,"Back9LowestRound",2011
3,3,"Kevin Streelman",90,29,"Back9LowestRound",2011
3,3,"Michael Thompson",79,29,"Back9LowestRound",2011
3,3,"Bo Van Pelt",92,29,"Back9LowestRound",2011
15,15,"Stuart Appleby",65,30,"Back9LowestRound",2011
15,15,"Cameron Beckman",71,30,"Back9LowestRound",2011
15,15,"Jason Bohn",74,30,"Back9LowestRound",2011
15,15,"Steven Bowditch",86,30,"Back9LowestRound",2011
15,15,"Michael Bradley",74,30,"Back9LowestRound",2011
15,15,"Chad Campbell",99,30,"Back9LowestRound",2011
15,15,"Ben Crane",76,30,"Back9LowestRound",2011
15,15,"Brian Davis",105,30,"Back9LowestRound",2011
15,15,"Brendon de Jonge",105,30,"Back9LowestRound",2011
15,15,"Luke Donald",73,30,"Back9LowestRound",2011
15,15,"James Driscoll",71,30,"Back9LowestRound",2011
15,15,"Steve Flesch",88,30,"Back9LowestRound",2011
15,15,"Tommy Gainey",104,30,"Back9LowestRound",2011
15,15,"Sergio Garcia",61,30,"Back9LowestRound",2011
15,15,"Andres Gonzales",60,30,"Back9LowestRound",2011
15,15,"Nathan Green",81,30,"Back9LowestRound",2011
15,15,"Hunter Haas",96,30,"Back9LowestRound",2011
15,15,"Bill Haas",93,30,"Back9LowestRound",2011
15,15,"Billy Horschel",75,30,"Back9LowestRound",2011
15,15,"Ryuji Imada",83,30,"Back9LowestRound",2011
15,15,"Zach Johnson",79,30,"Back9LowestRound",2011
15,15,"Sung Kang",63,30,"Back9LowestRound",2011
15,15,"Martin Laird",77,30,"Back9LowestRound",2011
15,15,"Justin Leonard",82,30,"Back9LowestRound",2011
15,15,"Spencer Levin",113,30,"Back9LowestRound",2011
15,15,"Hunter Mahan",92,30,"Back9LowestRound",2011
15,15,"Steve Marino",76,30,"Back9LowestRound",2011
