"EarlyPar5ScoringAverage_RANKTHISWEEK_2015","EarlyPar5ScoringAverage_RANKLASTWEEK_2015","EarlyPar5ScoringAverage_PLAYERNAME_2015","EarlyPar5ScoringAverage_ROUNDS_2015","EarlyPar5ScoringAverage_AVG_2015","EarlyPar5ScoringAverage_TOTALSTROKES_2015","EarlyPar5ScoringAverage_TOTALHOLES_2015","stat_name","year"
1,1,"Keegan Bradley",87,4.48,632,141,"EarlyPar5ScoringAverage",2015
1,1,"Matt Kuchar",97,4.48,569,127,"EarlyPar5ScoringAverage",2015
3,3,"Jason Day",75,4.49,404,90,"EarlyPar5ScoringAverage",2015
3,3,"Matt Jones",89,4.49,588,131,"EarlyPar5ScoringAverage",2015
3,3,"Webb Simpson",81,4.49,543,121,"EarlyPar5ScoringAverage",2015
3,3,"Henrik Stenson",63,4.49,332,74,"EarlyPar5ScoringAverage",2015
7,7,"Dustin Johnson",75,4.5,441,98,"EarlyPar5ScoringAverage",2015
7,7,"Justin Thomas",106,4.5,630,140,"EarlyPar5ScoringAverage",2015
9,9,"Angel Cabrera",53,4.51,424,94,"EarlyPar5ScoringAverage",2015
9,9,"Paul Casey",87,4.51,519,115,"EarlyPar5ScoringAverage",2015
11,11,"Aaron Baddeley",76,4.53,589,130,"EarlyPar5ScoringAverage",2015
11,11,"Roberto Castro",54,4.53,358,79,"EarlyPar5ScoringAverage",2015
11,11,"Carlos Ortiz",100,4.53,711,157,"EarlyPar5ScoringAverage",2015
14,14,"Patrick Reed",103,4.54,640,141,"EarlyPar5ScoringAverage",2015
14,14,"Roger Sloan",56,4.54,354,78,"EarlyPar5ScoringAverage",2015
14,14,"Will Wilcox",58,4.54,368,81,"EarlyPar5ScoringAverage",2015
17,17,"JB Holmes",89,4.55,578,127,"EarlyPar5ScoringAverage",2015
18,18,"Daniel Berger",97,4.56,597,131,"EarlyPar5ScoringAverage",2015
18,18,"Hideki Matsuyama",95,4.56,593,130,"EarlyPar5ScoringAverage",2015
20,20,"Kevin Chappell",86,4.57,649,142,"EarlyPar5ScoringAverage",2015
20,20,"Jason Kokrak",88,4.57,649,142,"EarlyPar5ScoringAverage",2015
20,20,"Jimmy Walker",89,4.57,626,137,"EarlyPar5ScoringAverage",2015
23,23,"Derek Fathauer",81,4.58,517,113,"EarlyPar5ScoringAverage",2015
23,23,"Tony Finau",106,4.58,747,163,"EarlyPar5ScoringAverage",2015
