"LatePar3ScoringAverage_RANKTHISWEEK_2013","LatePar3ScoringAverage_RANKLASTWEEK_2013","LatePar3ScoringAverage_PLAYERNAME_2013","LatePar3ScoringAverage_ROUNDS_2013","LatePar3ScoringAverage_AVG_2013","LatePar3ScoringAverage_TOTALSTROKES_2013","LatePar3ScoringAverage_TOTALHOLES_2013","stat_name","year"
1,1,"Justin Bolli",59,2.88,320,111,"LatePar3ScoringAverage",2013
2,2,"Richard Lee",81,2.9,418,144,"LatePar3ScoringAverage",2013
3,3,"Jeff Overton",78,2.92,438,150,"LatePar3ScoringAverage",2013
4,4,"Greg Chalmers",77,2.94,412,140,"LatePar3ScoringAverage",2013
4,4,"Doug LaBelle II",72,2.94,356,121,"LatePar3ScoringAverage",2013
6,6,"Carl Pettersson",82,2.96,338,114,"LatePar3ScoringAverage",2013
7,7,"Stephen Ames",49,2.97,303,102,"LatePar3ScoringAverage",2013
7,7,"Jason Bohn",70,2.97,401,135,"LatePar3ScoringAverage",2013
7,7,"Tim Clark",64,2.97,371,125,"LatePar3ScoringAverage",2013
10,10,"Zach Johnson",84,2.98,623,209,"LatePar3ScoringAverage",2013
10,10,"John Rollins",77,2.98,498,167,"LatePar3ScoringAverage",2013
12,12,"Brian Davis",91,2.99,521,174,"LatePar3ScoringAverage",2013
12,12,"Peter Hanson",45,2.99,263,88,"LatePar3ScoringAverage",2013
12,12,"Chris Kirk",89,2.99,541,181,"LatePar3ScoringAverage",2013
12,12,"Tiger Woods",61,2.99,431,144,"LatePar3ScoringAverage",2013
16,16,"Brendon de Jonge",110,3,616,205,"LatePar3ScoringAverage",2013
16,16,"James Driscoll",76,3,465,155,"LatePar3ScoringAverage",2013
16,16,"Brad Fritsch",81,3,426,142,"LatePar3ScoringAverage",2013
16,16,"Charles Howell III",87,3,555,185,"LatePar3ScoringAverage",2013
16,16,"Ryan Palmer",79,3,471,157,"LatePar3ScoringAverage",2013
16,16,"Henrik Stenson",65,3,468,156,"LatePar3ScoringAverage",2013
16,16,"Chris Stroud",88,3,486,162,"LatePar3ScoringAverage",2013
16,16,"Cameron Tringale",80,3,420,140,"LatePar3ScoringAverage",2013
24,24,"John Merrick",79,3.01,473,157,"LatePar3ScoringAverage",2013
24,24,"Phil Mickelson",78,3.01,512,170,"LatePar3ScoringAverage",2013
