"Approaches125150yardsRghRTP_RANKTHISWEEK_2007","Approaches125150yardsRghRTP_RANKLASTWEEK_2007","Approaches125150yardsRghRTP_PLAYERNAME_2007","Approaches125150yardsRghRTP_ROUNDS_2007","Approaches125150yardsRghRTP_AVGRTP_2007","stat_name","year"
1,1,"Michael Boyd",61,-0.1,"Approaches125150yardsRghRTP",2007
2,2,"Bob Estes",88,-0.091,"Approaches125150yardsRghRTP",2007
3,3,"Brandt Snedeker",105,-0.081,"Approaches125150yardsRghRTP",2007
4,4,"Luke Donald",69,-0.069,"Approaches125150yardsRghRTP",2007
4,4,"Tiger Woods",63,-0.069,"Approaches125150yardsRghRTP",2007
6,6,"Jesper Parnevik",88,-0.061,"Approaches125150yardsRghRTP",2007
7,7,"Steve Flesch",100,-0.048,"Approaches125150yardsRghRTP",2007
7,7,"Padraig Harrington",64,-0.048,"Approaches125150yardsRghRTP",2007
9,9,"Heath Slocum",101,-0.044,"Approaches125150yardsRghRTP",2007
10,10,"Bob Heintz",85,-0.04,"Approaches125150yardsRghRTP",2007
11,11,"Bob Tway",103,-0.033,"Approaches125150yardsRghRTP",2007
12,12,"Jason Bohn",57,-0.029,"Approaches125150yardsRghRTP",2007
13,13,"Gavin Coles",87,-0.028,"Approaches125150yardsRghRTP",2007
14,14,"Jeff Quinney",95,-0.026,"Approaches125150yardsRghRTP",2007
15,15,"Brian Davis",101,-0.023,"Approaches125150yardsRghRTP",2007
15,15,"Pat Perez",84,-0.023,"Approaches125150yardsRghRTP",2007
15,15,"Tom Pernice Jr",104,-0.023,"Approaches125150yardsRghRTP",2007
18,18,"Stephen Ames",81,0,"Approaches125150yardsRghRTP",2007
18,18,"Ken Duke",112,0,"Approaches125150yardsRghRTP",2007
18,18,"Jim Furyk",84,0,"Approaches125150yardsRghRTP",2007
18,18,"Justin Leonard",95,0,"Approaches125150yardsRghRTP",2007
18,18,"Troy Matteson",87,0,"Approaches125150yardsRghRTP",2007
18,18,"Justin Rose",63,0,"Approaches125150yardsRghRTP",2007
24,24,"Daniel Chopra",106,0.011,"Approaches125150yardsRghRTP",2007
25,25,"Joe Ogilvie",102,0.017,"Approaches125150yardsRghRTP",2007
26,26,"Kent Jones",97,0.018,"Approaches125150yardsRghRTP",2007
27,27,"Steve Allan",63,0.019,"Approaches125150yardsRghRTP",2007
28,28,"Billy Mayfair",98,0.021,"Approaches125150yardsRghRTP",2007
28,28,"Vaughn Taylor",91,0.021,"Approaches125150yardsRghRTP",2007
30,30,"Sergio Garcia",68,0.024,"Approaches125150yardsRghRTP",2007
30,30,"Geoff Ogilvy",84,0.024,"Approaches125150yardsRghRTP",2007
32,32,"Tommy Armour III",81,0.026,"Approaches125150yardsRghRTP",2007
32,32,"Rory Sabbatini",81,0.026,"Approaches125150yardsRghRTP",2007
34,34,"Hunter Mahan",91,0.027,"Approaches125150yardsRghRTP",2007
35,35,"Carl Pettersson",111,0.028,"Approaches125150yardsRghRTP",2007
36,36,"Tim Petrovic",106,0.033,"Approaches125150yardsRghRTP",2007
37,37,"John Senden",97,0.038,"Approaches125150yardsRghRTP",2007
38,38,"Craig Kanada",109,0.039,"Approaches125150yardsRghRTP",2007
39,39,"Marco Dawson",73,0.04,"Approaches125150yardsRghRTP",2007
39,39,"Ryan Moore",92,0.04,"Approaches125150yardsRghRTP",2007
41,41,"Jarrod Lyle",77,0.041,"Approaches125150yardsRghRTP",2007
42,42,"Fred Funk",65,0.045,"Approaches125150yardsRghRTP",2007
43,43,"John Rollins",102,0.047,"Approaches125150yardsRghRTP",2007
44,44,"Chris DiMarco",79,0.048,"Approaches125150yardsRghRTP",2007
45,45,"Kevin Na",84,0.052,"Approaches125150yardsRghRTP",2007
45,45,"Johnson Wagner",97,0.052,"Approaches125150yardsRghRTP",2007
47,47,"Jerry Kelly",101,0.053,"Approaches125150yardsRghRTP",2007
48,48,"Craig Bowden",78,0.056,"Approaches125150yardsRghRTP",2007
49,49,"John Mallinger",96,0.057,"Approaches125150yardsRghRTP",2007
50,50,"Tom Johnson",74,0.059,"Approaches125150yardsRghRTP",2007
50,50,"Tom Lehman",62,0.059,"Approaches125150yardsRghRTP",2007
52,52,"Steve Marino",106,0.06,"Approaches125150yardsRghRTP",2007
53,53,"Briny Baird",115,0.063,"Approaches125150yardsRghRTP",2007
53,53,"Charles Howell III",89,0.063,"Approaches125150yardsRghRTP",2007
55,55,"Jason Gore",86,0.064,"Approaches125150yardsRghRTP",2007
55,55,"Peter Lonard",85,0.064,"Approaches125150yardsRghRTP",2007
57,57,"Michael Sim",52,0.065,"Approaches125150yardsRghRTP",2007
58,58,"Tim Clark",66,0.067,"Approaches125150yardsRghRTP",2007
59,59,"Jason Dufner",100,0.072,"Approaches125150yardsRghRTP",2007
60,60,"Brett Quigley",79,0.075,"Approaches125150yardsRghRTP",2007
61,61,"Scott Gutschewski",67,0.077,"Approaches125150yardsRghRTP",2007
62,62,"Mike Weir",82,0.079,"Approaches125150yardsRghRTP",2007
63,63,"Ernie Els",59,0.081,"Approaches125150yardsRghRTP",2007
64,64,"Charlie Wi",90,0.082,"Approaches125150yardsRghRTP",2007
65,65,"Robert Garrigus",95,0.083,"Approaches125150yardsRghRTP",2007
66,66,"DJ Trahan",99,0.086,"Approaches125150yardsRghRTP",2007
67,67,"Ryuji Imada",104,0.091,"Approaches125150yardsRghRTP",2007
67,67,"Nick OHern",72,0.091,"Approaches125150yardsRghRTP",2007
69,69,"Aaron Baddeley",83,0.095,"Approaches125150yardsRghRTP",2007
69,69,"Stephen Leaney",82,0.095,"Approaches125150yardsRghRTP",2007
71,71,"Andrew Buckle",77,0.096,"Approaches125150yardsRghRTP",2007
71,71,"Sean OHair",98,0.096,"Approaches125150yardsRghRTP",2007
73,73,"Rich Barcelo",80,0.097,"Approaches125150yardsRghRTP",2007
74,74,"Mathew Goggin",97,0.098,"Approaches125150yardsRghRTP",2007
75,75,"Bo Van Pelt",104,0.099,"Approaches125150yardsRghRTP",2007
76,76,"Duffy Waldorf",69,0.1,"Approaches125150yardsRghRTP",2007
77,77,"Michael Putnam",96,0.105,"Approaches125150yardsRghRTP",2007
78,78,"Joe Durant",88,0.108,"Approaches125150yardsRghRTP",2007
79,79,"Chad Campbell",96,0.111,"Approaches125150yardsRghRTP",2007
79,79,"Doug LaBelle II",104,0.111,"Approaches125150yardsRghRTP",2007
79,79,"Davis Love III",66,0.111,"Approaches125150yardsRghRTP",2007
79,79,"Ian Poulter",63,0.111,"Approaches125150yardsRghRTP",2007
83,83,"Robert Allenby",90,0.113,"Approaches125150yardsRghRTP",2007
83,83,"Jeff Gove",103,0.113,"Approaches125150yardsRghRTP",2007
83,83,"George McNeill",95,0.113,"Approaches125150yardsRghRTP",2007
86,86,"Dean Wilson",92,0.114,"Approaches125150yardsRghRTP",2007
87,87,"Richard Johnson",93,0.115,"Approaches125150yardsRghRTP",2007
88,88,"Mark Wilson",87,0.116,"Approaches125150yardsRghRTP",2007
89,89,"Cliff Kresge",107,0.117,"Approaches125150yardsRghRTP",2007
90,90,"Billy Andrade",88,0.119,"Approaches125150yardsRghRTP",2007
91,91,"Glen Day",85,0.122,"Approaches125150yardsRghRTP",2007
91,91,"Boo Weekley",101,0.122,"Approaches125150yardsRghRTP",2007
93,93,"Charles Warren",101,0.123,"Approaches125150yardsRghRTP",2007
94,94,"KJ Choi",87,0.125,"Approaches125150yardsRghRTP",2007
94,94,"Stewart Cink",91,0.125,"Approaches125150yardsRghRTP",2007
94,94,"Chris Tidland",59,0.125,"Approaches125150yardsRghRTP",2007
97,97,"Nathan Green",103,0.128,"Approaches125150yardsRghRTP",2007
97,97,"Matt Kuchar",85,0.128,"Approaches125150yardsRghRTP",2007
99,99,"Brian Bateman",55,0.13,"Approaches125150yardsRghRTP",2007
99,99,"Shigeki Maruyama",84,0.13,"Approaches125150yardsRghRTP",2007
99,99,"Phil Mickelson",73,0.13,"Approaches125150yardsRghRTP",2007
99,99,"Henrik Stenson",52,0.13,"Approaches125150yardsRghRTP",2007
103,103,"Brian Gay",107,0.133,"Approaches125150yardsRghRTP",2007
103,103,"Chris Riley",59,0.133,"Approaches125150yardsRghRTP",2007
105,105,"Camilo Villegas",82,0.136,"Approaches125150yardsRghRTP",2007
106,106,"Freddie Jacobson",70,0.137,"Approaches125150yardsRghRTP",2007
107,107,"Tripp Isenhour",86,0.139,"Approaches125150yardsRghRTP",2007
107,107,"David Toms",80,0.139,"Approaches125150yardsRghRTP",2007
109,109,"JJ Henry",86,0.14,"Approaches125150yardsRghRTP",2007
110,110,"Vijay Singh",102,0.143,"Approaches125150yardsRghRTP",2007
111,111,"Craig Lile",77,0.146,"Approaches125150yardsRghRTP",2007
111,111,"Daisuke Maruyama",86,0.146,"Approaches125150yardsRghRTP",2007
113,113,"Craig Barlow",52,0.147,"Approaches125150yardsRghRTP",2007
114,114,"Lee Janzen",66,0.15,"Approaches125150yardsRghRTP",2007
115,115,"Jeff Brehaut",59,0.152,"Approaches125150yardsRghRTP",2007
115,115,"JP Hayes",89,0.152,"Approaches125150yardsRghRTP",2007
117,117,"Ryan Palmer",91,0.156,"Approaches125150yardsRghRTP",2007
117,117,"Darron Stiles",65,0.156,"Approaches125150yardsRghRTP",2007
119,119,"Mathias Gronberg",95,0.157,"Approaches125150yardsRghRTP",2007
120,120,"Lucas Glover",98,0.161,"Approaches125150yardsRghRTP",2007
121,121,"John Merrick",92,0.162,"Approaches125150yardsRghRTP",2007
122,122,"Michael Allen",74,0.164,"Approaches125150yardsRghRTP",2007
122,122,"Ryan Armour",107,0.164,"Approaches125150yardsRghRTP",2007
122,122,"Rod Pampling",92,0.164,"Approaches125150yardsRghRTP",2007
125,125,"Bart Bryant",87,0.167,"Approaches125150yardsRghRTP",2007
125,125,"Paul Gow",70,0.167,"Approaches125150yardsRghRTP",2007
125,125,"Tim Herron",98,0.167,"Approaches125150yardsRghRTP",2007
125,125,"JB Holmes",71,0.167,"Approaches125150yardsRghRTP",2007
125,125,"Scott Verplank",82,0.167,"Approaches125150yardsRghRTP",2007
130,130,"DJ Brigman",67,0.17,"Approaches125150yardsRghRTP",2007
130,130,"Kevin Sutherland",85,0.17,"Approaches125150yardsRghRTP",2007
132,132,"Will Ma Kenzie",100,0.171,"Approaches125150yardsRghRTP",2007
133,133,"Mark Hensby",81,0.172,"Approaches125150yardsRghRTP",2007
133,133,"Trevor Immelman",74,0.172,"Approaches125150yardsRghRTP",2007
133,133,"Corey Pavin",81,0.172,"Approaches125150yardsRghRTP",2007
136,136,"Ted Purdy",102,0.173,"Approaches125150yardsRghRTP",2007
137,137,"Cameron Beckman",96,0.184,"Approaches125150yardsRghRTP",2007
138,138,"Robert Gamez",88,0.188,"Approaches125150yardsRghRTP",2007
138,138,"Zach Johnson",76,0.188,"Approaches125150yardsRghRTP",2007
140,140,"Tag Ridings",52,0.19,"Approaches125150yardsRghRTP",2007
141,141,"Woody Austin",95,0.193,"Approaches125150yardsRghRTP",2007
142,142,"Stuart Appleby",74,0.196,"Approaches125150yardsRghRTP",2007
142,142,"Bryce Molder",56,0.196,"Approaches125150yardsRghRTP",2007
142,142,"Chris Stroud",66,0.196,"Approaches125150yardsRghRTP",2007
142,142,"Bubba Watson",80,0.196,"Approaches125150yardsRghRTP",2007
146,146,"Parker McLachlin",83,0.197,"Approaches125150yardsRghRTP",2007
147,147,"David Branshaw",83,0.2,"Approaches125150yardsRghRTP",2007
147,147,"Dicky Pride",71,0.2,"Approaches125150yardsRghRTP",2007
147,147,"Jason Schultz",63,0.2,"Approaches125150yardsRghRTP",2007
150,150,"Greg Owen",81,0.203,"Approaches125150yardsRghRTP",2007
151,151,"Steve Wheatcroft",73,0.204,"Approaches125150yardsRghRTP",2007
152,152,"Mark Calcavecchia",93,0.208,"Approaches125150yardsRghRTP",2007
152,152,"Anthony Kim",93,0.208,"Approaches125150yardsRghRTP",2007
154,154,"Bill Haas",93,0.212,"Approaches125150yardsRghRTP",2007
155,155,"Tom Byrum",50,0.214,"Approaches125150yardsRghRTP",2007
156,156,"Rocco Mediate",72,0.216,"Approaches125150yardsRghRTP",2007
157,157,"Jaco Van Zyl",51,0.219,"Approaches125150yardsRghRTP",2007
158,158,"Brendon de Jonge",76,0.22,"Approaches125150yardsRghRTP",2007
159,159,"Kenny Perry",83,0.222,"Approaches125150yardsRghRTP",2007
159,159,"Joey Sindelar",75,0.222,"Approaches125150yardsRghRTP",2007
159,159,"Steve Stricker",81,0.222,"Approaches125150yardsRghRTP",2007
162,162,"Eric Axley",107,0.224,"Approaches125150yardsRghRTP",2007
163,163,"Paul Stankowski",52,0.226,"Approaches125150yardsRghRTP",2007
164,164,"Anders Hansen",55,0.227,"Approaches125150yardsRghRTP",2007
165,165,"Steve Elkington",87,0.229,"Approaches125150yardsRghRTP",2007
166,166,"Kyle Reifers",71,0.231,"Approaches125150yardsRghRTP",2007
167,167,"Brett Wetterich",88,0.241,"Approaches125150yardsRghRTP",2007
168,168,"Kevin Stadler",95,0.242,"Approaches125150yardsRghRTP",2007
169,169,"Ben Curtis",80,0.243,"Approaches125150yardsRghRTP",2007
170,170,"Adam Scott",69,0.244,"Approaches125150yardsRghRTP",2007
171,171,"Mark Brooks",53,0.25,"Approaches125150yardsRghRTP",2007
171,171,"Steve Lowery",74,0.25,"Approaches125150yardsRghRTP",2007
171,171,"Jeff Maggert",79,0.25,"Approaches125150yardsRghRTP",2007
174,174,"Jeff Overton",60,0.256,"Approaches125150yardsRghRTP",2007
175,175,"Matt Hendrix",63,0.261,"Approaches125150yardsRghRTP",2007
176,176,"Frank Lickliter II",95,0.266,"Approaches125150yardsRghRTP",2007
177,177,"Paul Goydos",60,0.267,"Approaches125150yardsRghRTP",2007
178,178,"Harrison Frazar",88,0.273,"Approaches125150yardsRghRTP",2007
179,179,"Jay Williamson",50,0.276,"Approaches125150yardsRghRTP",2007
180,180,"Jim Rutledge",59,0.278,"Approaches125150yardsRghRTP",2007
181,181,"Charley Hoffman",97,0.281,"Approaches125150yardsRghRTP",2007
182,182,"Rich Beem",89,0.283,"Approaches125150yardsRghRTP",2007
182,182,"Jonathan Byrd",73,0.283,"Approaches125150yardsRghRTP",2007
184,184,"Arron Oberholser",69,0.286,"Approaches125150yardsRghRTP",2007
184,184,"Jeff Sluman",60,0.286,"Approaches125150yardsRghRTP",2007
186,186,"Alex Cejka",80,0.288,"Approaches125150yardsRghRTP",2007
187,187,"John Daly",59,0.293,"Approaches125150yardsRghRTP",2007
188,188,"Nick Watney",87,0.31,"Approaches125150yardsRghRTP",2007
189,189,"Todd Hamilton",76,0.311,"Approaches125150yardsRghRTP",2007
190,190,"Chris Couch",76,0.317,"Approaches125150yardsRghRTP",2007
191,191,"Jose Coceres",50,0.318,"Approaches125150yardsRghRTP",2007
192,192,"Bubba Dickerson",51,0.333,"Approaches125150yardsRghRTP",2007
192,192,"Shaun Micheel",91,0.333,"Approaches125150yardsRghRTP",2007
192,192,"Kirk Triplett",77,0.333,"Approaches125150yardsRghRTP",2007
195,195,"Retief Goosen",50,0.375,"Approaches125150yardsRghRTP",2007
196,196,"Jose Maria Olazabal",52,0.4,"Approaches125150yardsRghRTP",2007
