"BirdieorBetterPercentage200yards_RANKTHISWEEK_2016","BirdieorBetterPercentage200yards_RANKLASTWEEK_2016","BirdieorBetterPercentage200yards_PLAYERNAME_2016","BirdieorBetterPercentage200yards_ROUNDS_2016","BirdieorBetterPercentage200yards_Pct_2016","BirdieorBetterPercentage200yards_TOTALBIRDIES_2016","BirdieorBetterPercentage200yards_TOTALHOLES_2016","stat_name","year"
80,82,"Fabian Gomez",49,29.73,55,185,"BirdieorBetterPercentage200yards",2016
81,82,"DJ Trahan",23,29.63,16,54,"BirdieorBetterPercentage200yards",2016
82,67,"Morgan Hoffmann",43,29.58,42,142,"BirdieorBetterPercentage200yards",2016
83,55,"Francesco Molinari",36,29.23,38,130,"BirdieorBetterPercentage200yards",2016
84,87,"Chris Kirk",51,29.19,47,161,"BirdieorBetterPercentage200yards",2016
85,90,"Roberto Castro",55,29.15,58,199,"BirdieorBetterPercentage200yards",2016
86,113,"Steven Bowditch",40,29.06,34,117,"BirdieorBetterPercentage200yards",2016
87,89,"Louis Oosthuizen",25,28.95,11,38,"BirdieorBetterPercentage200yards",2016
88,59,"Webb Simpson",34,28.93,35,121,"BirdieorBetterPercentage200yards",2016
89,85,"Scott Brown",59,28.85,45,156,"BirdieorBetterPercentage200yards",2016
90,123,"Daniel Berger",52,28.83,47,163,"BirdieorBetterPercentage200yards",2016
91,91,"Stewart Cink",45,28.8,36,125,"BirdieorBetterPercentage200yards",2016
92,99,"Alex Cejka",47,28.79,38,132,"BirdieorBetterPercentage200yards",2016
93,93,"Andy Sullivan",25,28.75,23,80,"BirdieorBetterPercentage200yards",2016
94,94,"Aaron Baddeley",51,28.67,43,150,"BirdieorBetterPercentage200yards",2016
95,76,"Paul Casey",39,28.57,30,105,"BirdieorBetterPercentage200yards",2016
95,95,"Troy Merritt",41,28.57,42,147,"BirdieorBetterPercentage200yards",2016
97,60,"Martin Piller",37,28.43,29,102,"BirdieorBetterPercentage200yards",2016
98,97,"Nick Taylor",57,28.4,46,162,"BirdieorBetterPercentage200yards",2016
99,104,"Ricky Barnes",57,28.31,47,166,"BirdieorBetterPercentage200yards",2016
100,109,"Spencer Levin",62,28.27,54,191,"BirdieorBetterPercentage200yards",2016
101,98,"Jim Herman",55,28.19,42,149,"BirdieorBetterPercentage200yards",2016
101,104,"Billy Horschel",45,28.19,42,149,"BirdieorBetterPercentage200yards",2016
103,106,"Matthew Fitzpatrick",23,28.07,16,57,"BirdieorBetterPercentage200yards",2016
104,150,"James Hahn",45,27.95,45,161,"BirdieorBetterPercentage200yards",2016
105,111,"Tom Hoge",47,27.94,38,136,"BirdieorBetterPercentage200yards",2016
106,92,"Chad Collins",45,27.85,44,158,"BirdieorBetterPercentage200yards",2016
107,109,"Kevin Streelman",46,27.73,33,119,"BirdieorBetterPercentage200yards",2016
108,101,"Brett Stegmaier",57,27.6,53,192,"BirdieorBetterPercentage200yards",2016
109,108,"David Lingmerth",54,27.52,41,149,"BirdieorBetterPercentage200yards",2016
110,100,"Chad Campbell",54,27.51,52,189,"BirdieorBetterPercentage200yards",2016
111,128,"Brendon de Jonge",55,27.39,43,157,"BirdieorBetterPercentage200yards",2016
112,114,"Greg Owen",56,27.33,47,172,"BirdieorBetterPercentage200yards",2016
113,88,"Hiroshi Iwata",51,27.27,36,132,"BirdieorBetterPercentage200yards",2016
114,115,"Freddie Jacobson",54,27.22,46,169,"BirdieorBetterPercentage200yards",2016
115,133,"Retief Goosen",37,27.21,40,147,"BirdieorBetterPercentage200yards",2016
116,117,"Shane Lowry",35,27.16,22,81,"BirdieorBetterPercentage200yards",2016
117,118,"Andres Romero",22,27.12,16,59,"BirdieorBetterPercentage200yards",2016
118,142,"Erik Compton",45,27.08,39,144,"BirdieorBetterPercentage200yards",2016
118,119,"Graeme McDowell",33,27.08,26,96,"BirdieorBetterPercentage200yards",2016
120,120,"Matt Kuchar",46,27.05,33,122,"BirdieorBetterPercentage200yards",2016
121,121,"John Huh",51,27.03,50,185,"BirdieorBetterPercentage200yards",2016
122,122,"Zach Johnson",42,26.98,34,126,"BirdieorBetterPercentage200yards",2016
123,102,"Derek Fathauer",58,26.88,43,160,"BirdieorBetterPercentage200yards",2016
124,140,"Steve Wheatcroft",53,26.79,45,168,"BirdieorBetterPercentage200yards",2016
125,112,"Kyle Stanley",57,26.71,43,161,"BirdieorBetterPercentage200yards",2016
126,95,"Cameron Tringale",47,26.63,49,184,"BirdieorBetterPercentage200yards",2016
127,127,"Michael Kim",62,26.56,51,192,"BirdieorBetterPercentage200yards",2016
128,130,"Bryce Molder",50,26.45,41,155,"BirdieorBetterPercentage200yards",2016
129,132,"Abraham Ancer",26,26.42,14,53,"BirdieorBetterPercentage200yards",2016
130,131,"Mark Hubbard",73,26.38,67,254,"BirdieorBetterPercentage200yards",2016
131,135,"Luke Guthrie",31,26.25,21,80,"BirdieorBetterPercentage200yards",2016
132,138,"Jason Dufner",53,26.15,34,130,"BirdieorBetterPercentage200yards",2016
133,150,"Chesson Hadley",51,26.14,40,153,"BirdieorBetterPercentage200yards",2016
134,107,"Tyler Aldridge",53,26.09,36,138,"BirdieorBetterPercentage200yards",2016
134,139,"Keegan Bradley",40,26.09,30,115,"BirdieorBetterPercentage200yards",2016
134,157,"Brian Harman",60,26.09,48,184,"BirdieorBetterPercentage200yards",2016
137,137,"Andres Gonzales",46,25.93,35,135,"BirdieorBetterPercentage200yards",2016
138,129,"Matt Every",34,25.9,36,139,"BirdieorBetterPercentage200yards",2016
139,125,"Jason Bohn",37,25.83,31,120,"BirdieorBetterPercentage200yards",2016
140,158,"JJ Henry",44,25.81,40,155,"BirdieorBetterPercentage200yards",2016
140,141,"Lucas Lee",22,25.81,16,62,"BirdieorBetterPercentage200yards",2016
142,116,"Steve Marino",40,25.71,27,105,"BirdieorBetterPercentage200yards",2016
143,135,"Whee Kim",54,25.58,44,172,"BirdieorBetterPercentage200yards",2016
143,124,"Davis Love III",40,25.58,33,129,"BirdieorBetterPercentage200yards",2016
145,167,"Scott Langley",41,25.55,35,137,"BirdieorBetterPercentage200yards",2016
146,143,"Si Woo Kim",63,25.42,60,236,"BirdieorBetterPercentage200yards",2016
147,146,"Cameron Percy",22,25.4,16,63,"BirdieorBetterPercentage200yards",2016
148,134,"Tyrone Van Aswegen",67,25.34,56,221,"BirdieorBetterPercentage200yards",2016
149,147,"Rory Sabbatini",40,25.23,27,107,"BirdieorBetterPercentage200yards",2016
150,145,"Will Wilcox",47,25.15,42,167,"BirdieorBetterPercentage200yards",2016
151,144,"David Hearn",55,25,37,148,"BirdieorBetterPercentage200yards",2016
151,150,"Chez Reavie",56,25,46,184,"BirdieorBetterPercentage200yards",2016
153,162,"Vijay Singh",42,24.84,40,161,"BirdieorBetterPercentage200yards",2016
154,172,"Sam Saunders",40,24.79,29,117,"BirdieorBetterPercentage200yards",2016
155,126,"Thomas Aiken",42,24.75,25,101,"BirdieorBetterPercentage200yards",2016
155,156,"Kyle Reifers",63,24.75,49,198,"BirdieorBetterPercentage200yards",2016
157,160,"Steve Stricker",25,24.72,22,89,"BirdieorBetterPercentage200yards",2016
158,173,"John Senden",48,24.69,40,162,"BirdieorBetterPercentage200yards",2016
159,161,"Brice Garnett",29,24.56,14,57,"BirdieorBetterPercentage200yards",2016
160,149,"Bronson Burgoon",53,24.54,40,163,"BirdieorBetterPercentage200yards",2016
160,159,"Chris Stroud",52,24.54,40,163,"BirdieorBetterPercentage200yards",2016
162,150,"Ernie Els",34,24.41,31,127,"BirdieorBetterPercentage200yards",2016
163,163,"Kevin Na",52,24.26,33,136,"BirdieorBetterPercentage200yards",2016
164,150,"DH Lee",35,24.14,21,87,"BirdieorBetterPercentage200yards",2016
165,165,"Jason Gore",51,24,30,125,"BirdieorBetterPercentage200yards",2016
166,147,"Shawn Stefani",45,23.77,29,122,"BirdieorBetterPercentage200yards",2016
167,167,"Vaughn Taylor",30,23.71,23,97,"BirdieorBetterPercentage200yards",2016
168,170,"Hunter Mahan",43,23.62,30,127,"BirdieorBetterPercentage200yards",2016
169,169,"Carl Pettersson",31,23.6,21,89,"BirdieorBetterPercentage200yards",2016
170,171,"Brian Stuard",24,23.29,17,73,"BirdieorBetterPercentage200yards",2016
171,164,"Jeff Overton",51,23.24,43,185,"BirdieorBetterPercentage200yards",2016
172,174,"Cameron Smith",45,22.83,21,92,"BirdieorBetterPercentage200yards",2016
173,166,"Brendon Todd",43,22.66,29,128,"BirdieorBetterPercentage200yards",2016
174,176,"KJ Choi",47,22.58,35,155,"BirdieorBetterPercentage200yards",2016
175,175,"Geoff Ogilvy",37,22.32,25,112,"BirdieorBetterPercentage200yards",2016
176,184,"Stuart Appleby",39,21.48,29,135,"BirdieorBetterPercentage200yards",2016
177,183,"Bernd Wiesberger",23,21.15,11,52,"BirdieorBetterPercentage200yards",2016
178,181,"Colt Knost",56,20.96,35,167,"BirdieorBetterPercentage200yards",2016
179,197,"George McNeill",33,20.87,24,115,"BirdieorBetterPercentage200yards",2016
180,179,"Luke Donald",49,20.8,26,125,"BirdieorBetterPercentage200yards",2016
181,178,"David Toms",38,20.74,28,135,"BirdieorBetterPercentage200yards",2016
182,188,"Ken Duke",26,20.51,16,78,"BirdieorBetterPercentage200yards",2016
183,176,"Henrik Norlander",41,20.35,23,113,"BirdieorBetterPercentage200yards",2016
184,182,"Zac Blair",56,20.34,36,177,"BirdieorBetterPercentage200yards",2016
185,191,"Shane Bertsch",30,20,13,65,"BirdieorBetterPercentage200yards",2016
185,187,"Ben Crane",48,20,28,140,"BirdieorBetterPercentage200yards",2016
185,191,"Dicky Pride",33,20,18,90,"BirdieorBetterPercentage200yards",2016
188,193,"Peter Malnati",53,19.88,33,166,"BirdieorBetterPercentage200yards",2016
189,186,"Will Ma Kenzie",54,19.85,26,131,"BirdieorBetterPercentage200yards",2016
190,194,"Billy Hurley III",22,19.72,14,71,"BirdieorBetterPercentage200yards",2016
191,180,"Tim Wilkinson",40,19.59,19,97,"BirdieorBetterPercentage200yards",2016
192,190,"Ryan Moore",40,19.44,21,108,"BirdieorBetterPercentage200yards",2016
193,199,"DA Points",32,19.28,16,83,"BirdieorBetterPercentage200yards",2016
194,184,"Kelly Kraft",35,18.92,14,74,"BirdieorBetterPercentage200yards",2016
195,195,"Jerry Kelly",44,18.81,19,101,"BirdieorBetterPercentage200yards",2016
196,201,"Jamie Donaldson",28,18.37,18,98,"BirdieorBetterPercentage200yards",2016
197,200,"Rhein Gibson",36,18.02,20,111,"BirdieorBetterPercentage200yards",2016
198,188,"Justin Hicks",26,17.98,16,89,"BirdieorBetterPercentage200yards",2016
199,196,"Robert Allenby",35,17.78,16,90,"BirdieorBetterPercentage200yards",2016
200,198,"Rob Oppenheim",37,17.5,21,120,"BirdieorBetterPercentage200yards",2016
201,202,"Mark Wilson",42,16.8,21,125,"BirdieorBetterPercentage200yards",2016
202,203,"Jon Curran",55,15.63,25,160,"BirdieorBetterPercentage200yards",2016
203,204,"Charlie Beljan",26,15.52,9,58,"BirdieorBetterPercentage200yards",2016
204,205,"Andrew Landry",24,13.95,6,43,"BirdieorBetterPercentage200yards",2016
205,206,"Brian Gay",22,13.64,9,66,"BirdieorBetterPercentage200yards",2016
206,207,"Justin Leonard",28,12.5,9,72,"BirdieorBetterPercentage200yards",2016
207,208,"Darron Stiles",28,9.26,5,54,"BirdieorBetterPercentage200yards",2016
