"StrokesGainedTeetoGreen_RANKTHISWEEK_2008","StrokesGainedTeetoGreen_RANKLASTWEEK_2008","StrokesGainedTeetoGreen_PLAYERNAME_2008","StrokesGainedTeetoGreen_ROUNDS_2008","StrokesGainedTeetoGreen_AVERAGE_2008","StrokesGainedTeetoGreen_TOTALSGT2G_2008","StrokesGainedTeetoGreen_SGTOTAL_2008","StrokesGainedTeetoGreen_TOTALSGP_2008","StrokesGainedTeetoGreen_MEASUREDROUNDS_2008","stat_name","year"
50,NA,"Rod Pampling",83,0.504,34.245,13.434,-20.811,68,"StrokesGainedTeetoGreen",2008
51,NA,"Rory Sabbatini",77,0.484,30.482,22.903,-7.579,63,"StrokesGainedTeetoGreen",2008
52,NA,"Retief Goosen",59,0.478,20.093,14.898,-5.195,42,"StrokesGainedTeetoGreen",2008
53,NA,"Nick Watney",96,0.463,38.921,34.751,-4.17,84,"StrokesGainedTeetoGreen",2008
54,NA,"John Huston",56,0.454,21.787,31.033,9.246,48,"StrokesGainedTeetoGreen",2008
55,NA,"Charlie Wi",97,0.449,39.555,40.783,1.228,88,"StrokesGainedTeetoGreen",2008
56,NA,"Michael Letzig",88,0.437,32.303,26.524,-5.779,74,"StrokesGainedTeetoGreen",2008
57,NA,"George McNeill",97,0.43,38.67,31.792,-6.878,90,"StrokesGainedTeetoGreen",2008
58,NA,"Jeff Gove",50,0.425,18.705,-5.729,-24.434,44,"StrokesGainedTeetoGreen",2008
59,NA,"Michael Allen",91,0.42,31.943,32.984,1.041,76,"StrokesGainedTeetoGreen",2008
60,NA,"Kevin Streelman",114,0.406,39.334,31.181,-8.153,97,"StrokesGainedTeetoGreen",2008
61,NA,"Ben Curtis",80,0.402,25.34,45.625,20.285,63,"StrokesGainedTeetoGreen",2008
62,NA,"John Riegger",73,0.401,25.24,-1.437,-26.677,63,"StrokesGainedTeetoGreen",2008
63,NA,"John Merrick",98,0.397,30.567,-1.364,-31.931,77,"StrokesGainedTeetoGreen",2008
64,NA,"Alex Cejka",75,0.391,23.477,-2.992,-26.469,60,"StrokesGainedTeetoGreen",2008
65,NA,"Brian Davis",108,0.387,39.117,30.601,-8.516,101,"StrokesGainedTeetoGreen",2008
66,NA,"Harrison Frazar",73,0.368,22.444,-35.57,-58.014,61,"StrokesGainedTeetoGreen",2008
67,NA,"Matt Kuchar",88,0.364,25.131,37.468,12.337,69,"StrokesGainedTeetoGreen",2008
68,NA,"Omar Uresti",74,0.358,22.215,-10.213,-32.428,62,"StrokesGainedTeetoGreen",2008
69,NA,"KJ Choi",74,0.352,20.044,47.811,27.767,57,"StrokesGainedTeetoGreen",2008
70,NA,"Kevin Na",97,0.34,30.596,31.217,0.621,90,"StrokesGainedTeetoGreen",2008
71,NA,"Robert Garrigus",90,0.334,28.742,14.681,-14.061,86,"StrokesGainedTeetoGreen",2008
72,NA,"Glen Day",64,0.318,17.465,20.141,2.676,55,"StrokesGainedTeetoGreen",2008
73,NA,"Bob Estes",90,0.317,26.905,39.124,12.219,85,"StrokesGainedTeetoGreen",2008
74,NA,"Brett Quigley",80,0.313,22.875,29.929,7.054,73,"StrokesGainedTeetoGreen",2008
75,NA,"Tom Pernice Jr",104,0.287,27.838,51.432,23.594,97,"StrokesGainedTeetoGreen",2008
76,NA,"Jonathan Byrd",88,0.276,21.258,21.41,0.152,77,"StrokesGainedTeetoGreen",2008
77,NA,"Rocco Mediate",87,0.265,18.286,-0.385,-18.671,69,"StrokesGainedTeetoGreen",2008
78,NA,"Bill Haas",99,0.262,23.032,31.612,8.58,88,"StrokesGainedTeetoGreen",2008
79,NA,"Nicholas Thompson",113,0.256,24.337,-15.331,-39.668,95,"StrokesGainedTeetoGreen",2008
80,NA,"Ryan Palmer",69,0.246,14.498,40.77,26.272,59,"StrokesGainedTeetoGreen",2008
81,NA,"Steve Elkington",84,0.234,16.851,46.759,29.908,72,"StrokesGainedTeetoGreen",2008
82,NA,"Angel Cabrera",55,0.23,8.975,-1.456,-10.431,39,"StrokesGainedTeetoGreen",2008
83,NA,"Rich Beem",90,0.193,15.279,1.67,-13.609,79,"StrokesGainedTeetoGreen",2008
83,NA,"Brian Gay",102,0.193,16.427,60.902,44.475,85,"StrokesGainedTeetoGreen",2008
85,NA,"Carl Pettersson",110,0.182,17.691,69.569,51.878,97,"StrokesGainedTeetoGreen",2008
86,NA,"John Rollins",94,0.153,12.107,20.669,8.562,79,"StrokesGainedTeetoGreen",2008
87,NA,"Brandt Snedeker",85,0.14,9.388,17.466,8.078,67,"StrokesGainedTeetoGreen",2008
88,NA,"Ryuji Imada",80,0.138,9.398,41.327,31.929,68,"StrokesGainedTeetoGreen",2008
88,NA,"Martin Laird",98,0.138,11.72,13.042,1.322,85,"StrokesGainedTeetoGreen",2008
90,NA,"Cameron Beckman",87,0.133,9.551,-11.514,-21.065,72,"StrokesGainedTeetoGreen",2008
91,NA,"Mark Wilson",107,0.132,13.594,61.721,48.127,103,"StrokesGainedTeetoGreen",2008
92,NA,"Chez Reavie",102,0.119,10.603,-7.467,-18.07,89,"StrokesGainedTeetoGreen",2008
93,NA,"Jerry Kelly",89,0.111,8.237,11.407,3.17,74,"StrokesGainedTeetoGreen",2008
94,NA,"Gavin Coles",54,0.1,4.413,13.724,9.311,44,"StrokesGainedTeetoGreen",2008
94,NA,"Bo Van Pelt",101,0.1,9.339,-4.345,-13.684,93,"StrokesGainedTeetoGreen",2008
96,NA,"Robert Gamez",79,0.097,6.776,-57.202,-63.978,70,"StrokesGainedTeetoGreen",2008
96,NA,"Peter Lonard",92,0.097,7.729,5.646,-2.083,80,"StrokesGainedTeetoGreen",2008
98,NA,"Ben Crane",86,0.096,7.173,62.374,55.201,75,"StrokesGainedTeetoGreen",2008
99,NA,"Ken Duke",116,0.092,9.645,58.445,48.8,105,"StrokesGainedTeetoGreen",2008
100,NA,"Steve Flesch",95,0.09,7.178,-1.538,-8.716,80,"StrokesGainedTeetoGreen",2008
101,NA,"Jay Williamson",96,0.079,6.29,-31.514,-37.804,80,"StrokesGainedTeetoGreen",2008
102,NA,"Aaron Baddeley",76,0.071,4.175,50.767,46.592,59,"StrokesGainedTeetoGreen",2008
103,NA,"Freddie Jacobson",78,0.069,4.374,33.531,29.157,63,"StrokesGainedTeetoGreen",2008
104,NA,"Brad Adamonis",87,0.066,4.881,-19.555,-24.436,74,"StrokesGainedTeetoGreen",2008
105,NA,"John Mallinger",95,0.043,3.551,30.116,26.565,83,"StrokesGainedTeetoGreen",2008
106,NA,"Scott Sterling",89,0.038,2.788,-5.205,-7.993,74,"StrokesGainedTeetoGreen",2008
107,NA,"Troy Matteson",94,0.036,3.179,-9.16,-12.339,88,"StrokesGainedTeetoGreen",2008
108,NA,"Bob Tway",70,0.029,1.594,48.649,47.055,55,"StrokesGainedTeetoGreen",2008
108,NA,"Tim Wilkinson",95,0.029,2.287,16.003,13.716,80,"StrokesGainedTeetoGreen",2008
110,NA,"Jason Gore",94,0.026,2.153,2.849,0.696,84,"StrokesGainedTeetoGreen",2008
111,NA,"Charley Hoffman",94,0.025,2.179,-8.057,-10.236,86,"StrokesGainedTeetoGreen",2008
112,NA,"Kent Jones",68,0.021,1.168,-1.305,-2.473,55,"StrokesGainedTeetoGreen",2008
113,NA,"Jeff Overton",103,0.011,0.97,18.092,17.122,90,"StrokesGainedTeetoGreen",2008
114,NA,"Dustin Johnson",92,0.004,0.289,-24.768,-25.057,79,"StrokesGainedTeetoGreen",2008
115,NA,"JJ Henry",108,-0.015,-1.507,6.942,8.449,98,"StrokesGainedTeetoGreen",2008
116,NA,"Shane Bertsch",96,-0.018,-1.645,10.429,12.074,90,"StrokesGainedTeetoGreen",2008
117,NA,"Charles Warren",79,-0.028,-2.068,-71.339,-69.271,73,"StrokesGainedTeetoGreen",2008
118,NA,"Cliff Kresge",84,-0.036,-2.618,-11.931,-9.313,72,"StrokesGainedTeetoGreen",2008
119,NA,"Ted Purdy",68,-0.045,-2.573,-35.001,-32.428,57,"StrokesGainedTeetoGreen",2008
120,NA,"Vaughn Taylor",103,-0.048,-4.477,24.414,28.891,94,"StrokesGainedTeetoGreen",2008
121,NA,"Tim Petrovic",97,-0.081,-6.59,5.872,12.462,81,"StrokesGainedTeetoGreen",2008
122,NA,"Tag Ridings",88,-0.092,-7.279,-10.484,-3.205,79,"StrokesGainedTeetoGreen",2008
123,NA,"Tim Herron",97,-0.102,-8.847,26.269,35.116,87,"StrokesGainedTeetoGreen",2008
123,NA,"Parker McLachlin",88,-0.102,-7.981,27.042,35.023,78,"StrokesGainedTeetoGreen",2008
125,NA,"Ian Poulter",51,-0.133,-4.804,13.696,18.5,36,"StrokesGainedTeetoGreen",2008
126,NA,"Jeff Maggert",86,-0.137,-10.715,-24.861,-14.146,78,"StrokesGainedTeetoGreen",2008
127,NA,"Kevin Stadler",90,-0.139,-10.183,-28.796,-18.613,73,"StrokesGainedTeetoGreen",2008
128,NA,"Dudley Hart",74,-0.146,-9.609,35.053,44.662,66,"StrokesGainedTeetoGreen",2008
129,NA,"Brandt Jobe",52,-0.185,-8.507,-13.143,-4.636,46,"StrokesGainedTeetoGreen",2008
130,NA,"Chris Stroud",81,-0.191,-12.611,-40.694,-28.083,66,"StrokesGainedTeetoGreen",2008
131,NA,"Tommy Armour III",77,-0.192,-12.485,-11.492,0.993,65,"StrokesGainedTeetoGreen",2008
132,NA,"Johnson Wagner",83,-0.197,-13.169,-3.139,10.03,67,"StrokesGainedTeetoGreen",2008
133,NA,"Paul Goydos",78,-0.208,-13.941,-12.395,1.546,67,"StrokesGainedTeetoGreen",2008
134,NA,"Todd Hamilton",92,-0.222,-15.956,6.913,22.869,72,"StrokesGainedTeetoGreen",2008
135,NA,"Will Ma Kenzie",62,-0.227,-12.963,-40.959,-27.996,57,"StrokesGainedTeetoGreen",2008
136,NA,"Dean Wilson",109,-0.25,-23.232,30.168,53.4,93,"StrokesGainedTeetoGreen",2008
137,NA,"Carlos Franco",73,-0.254,-15.987,-1.98,14.007,63,"StrokesGainedTeetoGreen",2008
138,NA,"Jeff Quinney",87,-0.26,-18.987,28.623,47.61,73,"StrokesGainedTeetoGreen",2008
139,NA,"Joe Ogilvie",100,-0.302,-25.382,14.709,40.091,84,"StrokesGainedTeetoGreen",2008
140,NA,"Frank Lickliter II",107,-0.315,-31.474,-33.516,-2.042,100,"StrokesGainedTeetoGreen",2008
141,NA,"YE Yang",89,-0.325,-26.036,-33.808,-7.772,80,"StrokesGainedTeetoGreen",2008
142,NA,"Scott McCarron",63,-0.326,-17.269,-7.581,9.688,53,"StrokesGainedTeetoGreen",2008
142,NA,"Jon Mills",95,-0.326,-24.743,-46.588,-21.845,76,"StrokesGainedTeetoGreen",2008
144,NA,"Ryan Moore",72,-0.33,-20.787,-7.771,13.016,63,"StrokesGainedTeetoGreen",2008
145,NA,"Jason Day",81,-0.34,-25.819,-9.292,16.527,76,"StrokesGainedTeetoGreen",2008
146,NA,"Chris DiMarco",87,-0.353,-26.849,-17.64,9.209,76,"StrokesGainedTeetoGreen",2008
147,NA,"Olin Browne",77,-0.37,-25.507,-55.859,-30.352,69,"StrokesGainedTeetoGreen",2008
148,NA,"Marco Dawson",64,-0.38,-20.518,-22.673,-2.155,54,"StrokesGainedTeetoGreen",2008
149,NA,"Lee Janzen",89,-0.389,-28.807,-21.952,6.855,74,"StrokesGainedTeetoGreen",2008
150,NA,"Patrick Sheehan",124,-0.393,-41.234,-0.29,40.944,105,"StrokesGainedTeetoGreen",2008
151,NA,"Andres Romero",69,-0.401,-19.631,-19.369,0.262,49,"StrokesGainedTeetoGreen",2008
152,NA,"Matt Jones",95,-0.41,-34.022,-30.392,3.63,83,"StrokesGainedTeetoGreen",2008
153,NA,"Jesper Parnevik",88,-0.422,-31.668,9.994,41.662,75,"StrokesGainedTeetoGreen",2008
154,NA,"Brenden Pappas",66,-0.423,-23.263,-4.753,18.51,55,"StrokesGainedTeetoGreen",2008
155,NA,"James Driscoll",85,-0.46,-34.975,-18.272,16.703,76,"StrokesGainedTeetoGreen",2008
156,NA,"Mathias Gronberg",87,-0.489,-37.679,-40.397,-2.718,77,"StrokesGainedTeetoGreen",2008
157,NA,"Tommy Gainey",60,-0.493,-22.167,-64.489,-42.322,45,"StrokesGainedTeetoGreen",2008
158,NA,"Justin Bolli",87,-0.502,-36.635,-64.722,-28.087,73,"StrokesGainedTeetoGreen",2008
159,NA,"Alejandro Canizares",52,-0.521,-21.341,-17.668,3.673,41,"StrokesGainedTeetoGreen",2008
160,NA,"Ron Whittaker",54,-0.546,-21.83,-32.303,-10.473,40,"StrokesGainedTeetoGreen",2008
161,NA,"Shigeki Maruyama",50,-0.559,-23.488,-14.755,8.733,42,"StrokesGainedTeetoGreen",2008
162,NA,"Nick Flanagan",89,-0.57,-44.465,-67.008,-22.543,78,"StrokesGainedTeetoGreen",2008
163,NA,"Nathan Green",95,-0.572,-52.029,-2.679,49.35,91,"StrokesGainedTeetoGreen",2008
163,NA,"Jimmy Walker",73,-0.572,-34.895,-30.069,4.826,61,"StrokesGainedTeetoGreen",2008
165,NA,"Kenneth Ferrie",72,-0.574,-34.414,-44.981,-10.567,60,"StrokesGainedTeetoGreen",2008
166,NA,"Brett Rumford",72,-0.586,-35.754,-55.606,-19.852,61,"StrokesGainedTeetoGreen",2008
167,NA,"Mark Hensby",71,-0.592,-37.907,-36.978,0.929,64,"StrokesGainedTeetoGreen",2008
168,NA,"Todd Demsey",80,-0.593,-40.914,-43.099,-2.185,69,"StrokesGainedTeetoGreen",2008
169,NA,"Corey Pavin",69,-0.594,-33.289,20.723,54.012,56,"StrokesGainedTeetoGreen",2008
170,NA,"Jim McGovern",75,-0.608,-38.277,-61.79,-23.513,63,"StrokesGainedTeetoGreen",2008
171,NA,"Marc Turnesa",87,-0.64,-48.666,10.905,59.571,76,"StrokesGainedTeetoGreen",2008
172,NA,"Tom Scherrer",56,-0.647,-28.456,-31.847,-3.391,44,"StrokesGainedTeetoGreen",2008
173,NA,"Steve Lowery",74,-0.651,-42.951,-35.861,7.09,66,"StrokesGainedTeetoGreen",2008
174,NA,"Billy Andrade",71,-0.657,-40.759,-59.979,-19.22,62,"StrokesGainedTeetoGreen",2008
175,NA,"Craig Kanada",65,-0.661,-36.33,-14.245,22.085,55,"StrokesGainedTeetoGreen",2008
176,NA,"Richard Johnson",60,-0.68,-32.647,-13.414,19.233,48,"StrokesGainedTeetoGreen",2008
177,NA,"Chris Riley",51,-0.708,-28.313,-19.987,8.326,40,"StrokesGainedTeetoGreen",2008
178,NA,"Daniel Chopra",84,-0.721,-49.771,4.406,54.177,69,"StrokesGainedTeetoGreen",2008
179,NA,"Brad Elder",67,-0.723,-39.029,-24.683,14.346,54,"StrokesGainedTeetoGreen",2008
180,NA,"Doug LaBelle II",65,-0.775,-37.967,-16.899,21.068,49,"StrokesGainedTeetoGreen",2008
181,NA,"Greg Kraft",63,-0.811,-40.562,-15.973,24.589,50,"StrokesGainedTeetoGreen",2008
182,NA,"Ryan Armour",87,-0.832,-63.255,-61.972,1.283,76,"StrokesGainedTeetoGreen",2008
182,NA,"David Lutterus",59,-0.832,-41.584,-86.92,-45.336,50,"StrokesGainedTeetoGreen",2008
184,NA,"Jason Allred",63,-0.886,-44.277,-61.148,-16.871,50,"StrokesGainedTeetoGreen",2008
185,NA,"Stephen Leaney",53,-0.89,-40.061,-25.367,14.694,45,"StrokesGainedTeetoGreen",2008
186,NA,"JP Hayes",67,-0.899,-56.645,-60.389,-3.744,63,"StrokesGainedTeetoGreen",2008
187,NA,"Jin Park",85,-0.927,-64.862,-63.954,0.908,70,"StrokesGainedTeetoGreen",2008
188,NA,"Cody Freeman",66,-0.939,-51.654,-70.5,-18.846,55,"StrokesGainedTeetoGreen",2008
189,NA,"Steve Allan",58,-0.948,-44.549,-36.349,8.2,47,"StrokesGainedTeetoGreen",2008
190,NA,"Bob Sowards",61,-0.958,-48.851,-44.259,4.592,51,"StrokesGainedTeetoGreen",2008
191,NA,"Eric Axley",113,-1.018,-99.722,-40.35,59.372,98,"StrokesGainedTeetoGreen",2008
192,NA,"Paul Claxton",63,-1.03,-51.476,-56.96,-5.484,50,"StrokesGainedTeetoGreen",2008
193,NA,"Chad Collins",72,-1.126,-70.944,-30.708,40.236,63,"StrokesGainedTeetoGreen",2008
195,NA,"Kyle Thompson",70,-1.273,-71.306,-89.768,-18.462,56,"StrokesGainedTeetoGreen",2008
196,NA,"Travis Perkins",53,-1.278,-51.134,-73.965,-22.831,40,"StrokesGainedTeetoGreen",2008
197,NA,"David Duval",51,-1.763,-72.294,-78.598,-6.304,41,"StrokesGainedTeetoGreen",2008
