"Round2ScoringAverage_RANKTHISWEEK_2016","Round2ScoringAverage_RANKLASTWEEK_2016","Round2ScoringAverage_PLAYERNAME_2016","Round2ScoringAverage__2016","Round2ScoringAverage_AVG_2016","Round2ScoringAverage_TOTALSTROKES_2016","Round2ScoringAverage_TOTALROUNDS_2016","stat_name","year"
1,1,"Dustin Johnson",NA,68.63,549,8,"Round2ScoringAverage",2016
2,4,"Adam Scott",NA,69.33,624,9,"Round2ScoringAverage",2016
3,2,"Kevin Kisner",NA,69.38,902,13,"Round2ScoringAverage",2016
3,6,"Russell Knox",NA,69.38,902,13,"Round2ScoringAverage",2016
5,5,"Graham DeLaet",NA,69.43,972,14,"Round2ScoringAverage",2016
6,10,"Rickie Fowler",NA,69.45,764,11,"Round2ScoringAverage",2016
7,9,"Rory McIlroy",NA,69.5,556,8,"Round2ScoringAverage",2016
8,3,"Jason Bohn",NA,69.55,765,11,"Round2ScoringAverage",2016
9,11,"Michael Kim",NA,69.78,1256,18,"Round2ScoringAverage",2016
10,14,"Patton Kizzire",NA,69.87,1048,15,"Round2ScoringAverage",2016
11,6,"Derek Fathauer",NA,69.88,1188,17,"Round2ScoringAverage",2016
11,12,"Steve Stricker",NA,69.88,559,8,"Round2ScoringAverage",2016
13,15,"Luke Donald",NA,69.92,909,13,"Round2ScoringAverage",2016
14,13,"Brendan Steele",NA,69.93,979,14,"Round2ScoringAverage",2016
14,8,"Justin Thomas",NA,69.93,979,14,"Round2ScoringAverage",2016
16,15,"Jordan Spieth",NA,70,560,8,"Round2ScoringAverage",2016
16,15,"Bubba Watson",NA,70,490,7,"Round2ScoringAverage",2016
18,15,"Sung Kang",NA,70.13,1122,16,"Round2ScoringAverage",2016
18,32,"Colt Knost",NA,70.13,1052,15,"Round2ScoringAverage",2016
20,24,"Stewart Cink",NA,70.14,982,14,"Round2ScoringAverage",2016
21,15,"Gary Woodland",NA,70.17,842,12,"Round2ScoringAverage",2016
22,45,"Roberto Castro",NA,70.19,1123,16,"Round2ScoringAverage",2016
22,26,"John Huh",NA,70.19,1123,16,"Round2ScoringAverage",2016
24,25,"Daniel Berger",NA,70.21,983,14,"Round2ScoringAverage",2016
25,28,"Kevin Na",NA,70.23,913,13,"Round2ScoringAverage",2016
26,29,"Jason Day",NA,70.25,562,8,"Round2ScoringAverage",2016
26,23,"Jason Kokrak",NA,70.25,1124,16,"Round2ScoringAverage",2016
26,29,"Chez Reavie",NA,70.25,1124,16,"Round2ScoringAverage",2016
29,31,"Billy Horschel",NA,70.27,773,11,"Round2ScoringAverage",2016
30,35,"Brice Garnett",NA,70.33,633,9,"Round2ScoringAverage",2016
30,21,"William McGirt",NA,70.33,1055,15,"Round2ScoringAverage",2016
32,45,"Mark Hubbard",NA,70.35,1407,20,"Round2ScoringAverage",2016
33,38,"Matt Kuchar",NA,70.36,774,11,"Round2ScoringAverage",2016
33,22,"Tim Wilkinson",NA,70.36,774,11,"Round2ScoringAverage",2016
35,35,"Jeff Overton",NA,70.38,1126,16,"Round2ScoringAverage",2016
36,27,"Spencer Levin",NA,70.42,1338,19,"Round2ScoringAverage",2016
37,40,"Charl Schwartzel",NA,70.43,493,7,"Round2ScoringAverage",2016
38,37,"Kyle Reifers",NA,70.44,1268,18,"Round2ScoringAverage",2016
39,41,"Marc Leishman",NA,70.45,775,11,"Round2ScoringAverage",2016
39,41,"Scott Piercy",NA,70.45,775,11,"Round2ScoringAverage",2016
41,53,"Lucas Glover",NA,70.5,1128,16,"Round2ScoringAverage",2016
41,54,"Jason Gore",NA,70.5,987,14,"Round2ScoringAverage",2016
41,48,"Brooks Koepka",NA,70.5,705,10,"Round2ScoringAverage",2016
44,48,"Danny Lee",NA,70.53,1058,15,"Round2ScoringAverage",2016
45,57,"Ryan Palmer",NA,70.58,847,12,"Round2ScoringAverage",2016
46,59,"Seung Yul Noh",NA,70.59,1200,17,"Round2ScoringAverage",2016
