"ScramblingAverageDistancetoHole_RANKTHISWEEK_2014","ScramblingAverageDistancetoHole_RANKLASTWEEK_2014","ScramblingAverageDistancetoHole_PLAYERNAME_2014","ScramblingAverageDistancetoHole_ROUNDS_2014","ScramblingAverageDistancetoHole_AVGDTP_2014","ScramblingAverageDistancetoHole_TOTALDISTANCEFEET_2014","ScramblingAverageDistancetoHole_ATTEMPTS_2014","stat_name","year"
62,62,"Heath Slocum",71,NA,2609.917,317,"ScramblingAverageDistancetoHole",2014
70,70,"Chad Campbell",57,NA,1649.417,197,"ScramblingAverageDistancetoHole",2014
70,70,"Tim Clark",75,NA,2810.75,336,"ScramblingAverageDistancetoHole",2014
70,70,"Matt Every",85,NA,3213.5,387,"ScramblingAverageDistancetoHole",2014
70,70,"Spencer Levin",59,NA,2479.75,299,"ScramblingAverageDistancetoHole",2014
70,70,"Jeff Maggert",54,NA,2060.5,247,"ScramblingAverageDistancetoHole",2014
70,70,"William McGirt",96,NA,4149,496,"ScramblingAverageDistancetoHole",2014
70,70,"Henrik Stenson",56,NA,1564.833,188,"ScramblingAverageDistancetoHole",2014
70,70,"Josh Teater",90,NA,3457.333,413,"ScramblingAverageDistancetoHole",2014
70,70,"Gary Woodland",93,NA,3243.917,389,"ScramblingAverageDistancetoHole",2014
79,79,"KJ Choi",80,NA,3460.333,411,"ScramblingAverageDistancetoHole",2014
79,79,"Ben Crane",81,NA,3827.917,454,"ScramblingAverageDistancetoHole",2014
79,79,"Chris Kirk",105,NA,4155.917,494,"ScramblingAverageDistancetoHole",2014
79,79,"Bronson La Cassie",51,NA,1944.667,231,"ScramblingAverageDistancetoHole",2014
79,79,"Richard Lee",80,NA,3393.75,402,"ScramblingAverageDistancetoHole",2014
79,79,"Troy Merritt",62,NA,2562.917,304,"ScramblingAverageDistancetoHole",2014
79,79,"Ian Poulter",57,NA,2052,244,"ScramblingAverageDistancetoHole",2014
79,79,"Kevin Tway",64,NA,2119.5,251,"ScramblingAverageDistancetoHole",2014
79,79,"Will Wilcox",51,NA,1781.75,212,"ScramblingAverageDistancetoHole",2014
79,79,"Mark Wilson",69,NA,2755.5,326,"ScramblingAverageDistancetoHole",2014
89,89,"Sangmoon Bae",76,NA,3185.25,376,"ScramblingAverageDistancetoHole",2014
89,89,"Keegan Bradley",89,NA,3028.917,355,"ScramblingAverageDistancetoHole",2014
89,89,"Scott Brown",100,NA,3956.083,466,"ScramblingAverageDistancetoHole",2014
89,89,"Martin Flores",85,NA,3044,358,"ScramblingAverageDistancetoHole",2014
89,89,"Sean OHair",77,NA,3216.833,379,"ScramblingAverageDistancetoHole",2014
89,89,"Daniel Summerhays",98,NA,4001.667,472,"ScramblingAverageDistancetoHole",2014
95,95,"Stewart Cink",91,NA,3111.667,364,"ScramblingAverageDistancetoHole",2014
95,95,"Brendon de Jonge",109,NA,4375.167,512,"ScramblingAverageDistancetoHole",2014
95,95,"David Hearn",97,NA,3844,450,"ScramblingAverageDistancetoHole",2014
95,95,"John Huh",87,NA,3430.083,401,"ScramblingAverageDistancetoHole",2014
95,95,"Jason Kokrak",65,NA,2880.417,335,"ScramblingAverageDistancetoHole",2014
95,95,"Danny Lee",84,NA,3535.5,411,"ScramblingAverageDistancetoHole",2014
95,95,"Graeme McDowell",66,NA,2165.75,253,"ScramblingAverageDistancetoHole",2014
95,95,"Andres Romero",81,NA,3790.083,442,"ScramblingAverageDistancetoHole",2014
95,95,"Robert Streb",75,NA,3088.167,359,"ScramblingAverageDistancetoHole",2014
95,95,"Cameron Tringale",111,NA,4324.917,504,"ScramblingAverageDistancetoHole",2014
95,95,"Camilo Villegas",95,NA,3681.333,430,"ScramblingAverageDistancetoHole",2014
106,106,"Briny Baird",50,NA,2156.75,249,"ScramblingAverageDistancetoHole",2014
106,106,"Morgan Hoffmann",103,NA,4260,492,"ScramblingAverageDistancetoHole",2014
106,106,"Brooks Koepka",56,NA,1910.917,221,"ScramblingAverageDistancetoHole",2014
106,106,"Ted Potter Jr",68,NA,2908.333,335,"ScramblingAverageDistancetoHole",2014
106,106,"Michael Putnam",106,NA,4233.667,490,"ScramblingAverageDistancetoHole",2014
106,106,"John Senden",99,NA,3542.25,408,"ScramblingAverageDistancetoHole",2014
106,106,"Brendan Steele",89,NA,3261.5,378,"ScramblingAverageDistancetoHole",2014
106,106,"Kevin Streelman",79,NA,2877.25,332,"ScramblingAverageDistancetoHole",2014
106,106,"Brian Stuard",91,NA,3832.333,444,"ScramblingAverageDistancetoHole",2014
115,115,"Jason Bohn",81,NA,3457.583,394,"ScramblingAverageDistancetoHole",2014
115,115,"Greg Chalmers",85,NA,4077.417,467,"ScramblingAverageDistancetoHole",2014
115,115,"Robert Garrigus",80,NA,3507,400,"ScramblingAverageDistancetoHole",2014
115,115,"Trevor Immelman",84,NA,3291.583,376,"ScramblingAverageDistancetoHole",2014
115,115,"Matt Jones",83,NA,3168.583,362,"ScramblingAverageDistancetoHole",2014
115,115,"DH Lee",54,NA,2539.667,291,"ScramblingAverageDistancetoHole",2014
115,115,"Davis Love III",74,NA,3159.5,362,"ScramblingAverageDistancetoHole",2014
115,115,"John Merrick",87,NA,3128.917,359,"ScramblingAverageDistancetoHole",2014
115,115,"Ryan Moore",86,NA,2954.583,337,"ScramblingAverageDistancetoHole",2014
115,115,"Jeff Overton",80,NA,3241.5,372,"ScramblingAverageDistancetoHole",2014
115,115,"Brandt Snedeker",89,NA,3243.25,369,"ScramblingAverageDistancetoHole",2014
115,115,"Jimmy Walker",98,NA,3196,365,"ScramblingAverageDistancetoHole",2014
127,127,"George McNeill",79,NA,3315.083,376,"ScramblingAverageDistancetoHole",2014
127,127,"Rory Sabbatini",82,NA,3179.167,359,"ScramblingAverageDistancetoHole",2014
127,127,"Andrew Svoboda",77,NA,3159.583,357,"ScramblingAverageDistancetoHole",2014
127,127,"Bubba Watson",76,NA,2506.333,284,"ScramblingAverageDistancetoHole",2014
131,131,"James Hahn",82,NA,3740.333,419,"ScramblingAverageDistancetoHole",2014
131,131,"JJ Henry",91,NA,3396.083,380,"ScramblingAverageDistancetoHole",2014
131,131,"Dustin Johnson",58,NA,1734.333,195,"ScramblingAverageDistancetoHole",2014
131,131,"Louis Oosthuizen",50,NA,1402.333,158,"ScramblingAverageDistancetoHole",2014
131,131,"John Rollins",84,NA,3195.333,360,"ScramblingAverageDistancetoHole",2014
131,131,"Adam Scott",68,NA,2498.25,280,"ScramblingAverageDistancetoHole",2014
131,131,"Michael Thompson",74,NA,2875.417,321,"ScramblingAverageDistancetoHole",2014
131,131,"YE Yang",79,NA,3301.917,371,"ScramblingAverageDistancetoHole",2014
139,139,"Robert Allenby",83,NA,3267.083,362,"ScramblingAverageDistancetoHole",2014
139,139,"Woody Austin",63,NA,3124.167,348,"ScramblingAverageDistancetoHole",2014
139,139,"Ben Curtis",77,NA,3404.75,379,"ScramblingAverageDistancetoHole",2014
139,139,"Brad Fritsch",50,NA,1929.583,215,"ScramblingAverageDistancetoHole",2014
139,139,"Rory McIlroy",66,NA,2110.417,234,"ScramblingAverageDistancetoHole",2014
139,139,"Seung Yul Noh",92,NA,3360.167,375,"ScramblingAverageDistancetoHole",2014
139,139,"Carl Pettersson",91,NA,4106.667,456,"ScramblingAverageDistancetoHole",2014
139,139,"Patrick Reed",92,NA,3681.25,409,"ScramblingAverageDistancetoHole",2014
139,139,"Scott Stallings",77,NA,3326.75,370,"ScramblingAverageDistancetoHole",2014
139,139,"Lee Westwood",57,NA,2250.667,250,"ScramblingAverageDistancetoHole",2014
149,149,"Brice Garnett",92,NA,3893.083,430,"ScramblingAverageDistancetoHole",2014
149,149,"Will Ma Kenzie",82,NA,3707.083,410,"ScramblingAverageDistancetoHole",2014
149,149,"Pat Perez",84,NA,3843,423,"ScramblingAverageDistancetoHole",2014
149,149,"Johnson Wagner",69,NA,3015.083,332,"ScramblingAverageDistancetoHole",2014
153,153,"Erik Compton",88,NA,4040.417,441,"ScramblingAverageDistancetoHole",2014
153,153,"John Peterson",62,NA,2952.083,321,"ScramblingAverageDistancetoHole",2014
155,155,"Aaron Baddeley",74,NA,3393.167,367,"ScramblingAverageDistancetoHole",2014
155,155,"Chesson Hadley",84,NA,3612.583,389,"ScramblingAverageDistancetoHole",2014
157,157,"Martin Kaymer",65,NA,2477.917,264,"ScramblingAverageDistancetoHole",2014
157,157,"David Lingmerth",80,NA,3737.75,398,"ScramblingAverageDistancetoHole",2014
157,157,"Kevin Stadler",90,NA,2790.5,297,"ScramblingAverageDistancetoHole",2014
160,160,"Angel Cabrera",69,NA,3200.667,336,"ScramblingAverageDistancetoHole",2014
160,160,"Hunter Mahan",88,NA,3504.333,369,"ScramblingAverageDistancetoHole",2014
160,160,"Kyle Stanley",87,NA,3492.833,367,"ScramblingAverageDistancetoHole",2014
163,163,"Jim Renner",61,NA,2777.5,290,"ScramblingAverageDistancetoHole",2014
164,164,"James Driscoll",71,NA,3495.5,357,"ScramblingAverageDistancetoHole",2014
164,164,"Andrew Loupe",65,NA,2769.25,285,"ScramblingAverageDistancetoHole",2014
166,166,"Billy Horschel",92,NA,3034.083,308,"ScramblingAverageDistancetoHole",2014
166,166,"Wes Roach",67,NA,2823.583,288,"ScramblingAverageDistancetoHole",2014
168,168,"Nicholas Thompson",85,NA,3769.583,378,"ScramblingAverageDistancetoHole",2014
169,169,"Kevin Kisner",85,NA,3867.5,382,"ScramblingAverageDistancetoHole",2014
170,170,"Russell Henley",92,NA,4284.083,419,"ScramblingAverageDistancetoHole",2014
170,170,"Hudson Swafford",75,NA,2812.583,275,"ScramblingAverageDistancetoHole",2014
172,172,"Derek Ernst",80,NA,3717.083,359,"ScramblingAverageDistancetoHole",2014
173,173,"Charlie Beljan",76,NA,3867.833,372,"ScramblingAverageDistancetoHole",2014
173,173,"Jim Herman",62,NA,2767.417,266,"ScramblingAverageDistancetoHole",2014
175,175,"Tommy Gainey",73,NA,3656.083,343,"ScramblingAverageDistancetoHole",2014
176,176,"Justin Hicks",103,NA,4765,436,"ScramblingAverageDistancetoHole",2014
177,177,"Troy Matteson",62,NA,3150.917,285,"ScramblingAverageDistancetoHole",2014
