"Scrambling30ydsRTPScore_RANKTHISWEEK_2014","Scrambling30ydsRTPScore_RANKLASTWEEK_2014","Scrambling30ydsRTPScore_PLAYERNAME_2014","Scrambling30ydsRTPScore_ROUNDS_2014","Scrambling30ydsRTPScore_AVGRTP_2014","Scrambling30ydsRTPScore_TOTALHOLES_2014","Scrambling30ydsRTPScore_TOTALRTP_2014","stat_name","year"
1,1,"Heath Slocum",71,0.6,55,33,"Scrambling30ydsRTPScore",2014
2,2,"Jim Furyk",84,0.608,51,31,"Scrambling30ydsRTPScore",2014
3,3,"Sergio Garcia",61,0.621,29,18,"Scrambling30ydsRTPScore",2014
4,4,"Tim Wilkinson",86,0.656,96,63,"Scrambling30ydsRTPScore",2014
5,5,"Jason Day",54,0.659,44,29,"Scrambling30ydsRTPScore",2014
6,6,"Ryan Moore",86,0.683,60,41,"Scrambling30ydsRTPScore",2014
7,7,"Bill Haas",107,0.702,84,59,"Scrambling30ydsRTPScore",2014
8,8,"Ted Potter Jr",68,0.707,58,41,"Scrambling30ydsRTPScore",2014
9,9,"Ryan Palmer",85,0.712,66,47,"Scrambling30ydsRTPScore",2014
9,9,"Robert Streb",75,0.712,52,37,"Scrambling30ydsRTPScore",2014
11,11,"Brian Davis",93,0.713,94,67,"Scrambling30ydsRTPScore",2014
12,12,"Harris English",95,0.721,86,62,"Scrambling30ydsRTPScore",2014
13,13,"Brian Stuard",91,0.722,79,57,"Scrambling30ydsRTPScore",2014
14,14,"Stuart Appleby",92,0.726,117,85,"Scrambling30ydsRTPScore",2014
15,15,"Brendon Todd",108,0.731,108,79,"Scrambling30ydsRTPScore",2014
16,16,"Russell Knox",92,0.737,76,56,"Scrambling30ydsRTPScore",2014
17,17,"Ernie Els",85,0.741,85,63,"Scrambling30ydsRTPScore",2014
18,18,"Chris Kirk",105,0.743,105,78,"Scrambling30ydsRTPScore",2014
19,19,"Chris Stroud",88,0.744,82,61,"Scrambling30ydsRTPScore",2014
20,20,"Hideki Matsuyama",82,0.745,51,38,"Scrambling30ydsRTPScore",2014
21,21,"Sangmoon Bae",76,0.757,70,53,"Scrambling30ydsRTPScore",2014
21,21,"Jerry Kelly",80,0.757,74,56,"Scrambling30ydsRTPScore",2014
23,23,"Kevin Na",94,0.763,80,61,"Scrambling30ydsRTPScore",2014
23,23,"Will Wilcox",51,0.763,38,29,"Scrambling30ydsRTPScore",2014
25,25,"Phil Mickelson",71,0.768,56,43,"Scrambling30ydsRTPScore",2014
26,26,"Spencer Levin",59,0.769,65,50,"Scrambling30ydsRTPScore",2014
26,26,"Carl Pettersson",91,0.769,91,70,"Scrambling30ydsRTPScore",2014
28,28,"Brandt Snedeker",89,0.772,79,61,"Scrambling30ydsRTPScore",2014
29,29,"Ben Crane",81,0.773,97,75,"Scrambling30ydsRTPScore",2014
29,29,"Josh Teater",90,0.773,88,68,"Scrambling30ydsRTPScore",2014
31,31,"Webb Simpson",87,0.774,93,72,"Scrambling30ydsRTPScore",2014
32,32,"Danny Lee",84,0.779,68,53,"Scrambling30ydsRTPScore",2014
33,33,"Martin Flores",85,0.782,78,61,"Scrambling30ydsRTPScore",2014
34,34,"Scott Langley",95,0.784,102,80,"Scrambling30ydsRTPScore",2014
35,35,"Graeme McDowell",66,0.786,56,44,"Scrambling30ydsRTPScore",2014
36,36,"Brian Gay",81,0.788,85,67,"Scrambling30ydsRTPScore",2014
36,36,"Matt Kuchar",91,0.788,66,52,"Scrambling30ydsRTPScore",2014
38,38,"Chad Collins",78,0.789,90,71,"Scrambling30ydsRTPScore",2014
39,39,"Briny Baird",50,0.79,62,49,"Scrambling30ydsRTPScore",2014
39,39,"Hunter Mahan",88,0.79,81,64,"Scrambling30ydsRTPScore",2014
41,41,"Stewart Cink",91,0.791,91,72,"Scrambling30ydsRTPScore",2014
42,42,"JB Holmes",86,0.792,96,76,"Scrambling30ydsRTPScore",2014
43,43,"JJ Henry",91,0.793,92,73,"Scrambling30ydsRTPScore",2014
43,43,"Marc Leishman",81,0.793,87,69,"Scrambling30ydsRTPScore",2014
43,43,"Daniel Summerhays",98,0.793,82,65,"Scrambling30ydsRTPScore",2014
46,46,"Zach Johnson",97,0.795,83,66,"Scrambling30ydsRTPScore",2014
47,47,"Luke Guthrie",85,0.8,95,76,"Scrambling30ydsRTPScore",2014
48,48,"Woody Austin",63,0.803,76,61,"Scrambling30ydsRTPScore",2014
48,48,"Jason Kokrak",65,0.803,61,49,"Scrambling30ydsRTPScore",2014
48,48,"Martin Laird",66,0.803,66,53,"Scrambling30ydsRTPScore",2014
51,51,"Lee Westwood",57,0.804,56,45,"Scrambling30ydsRTPScore",2014
52,52,"KJ Choi",80,0.805,77,62,"Scrambling30ydsRTPScore",2014
53,53,"Louis Oosthuizen",50,0.806,36,29,"Scrambling30ydsRTPScore",2014
54,54,"Matt Every",85,0.807,83,67,"Scrambling30ydsRTPScore",2014
54,54,"John Senden",99,0.807,83,67,"Scrambling30ydsRTPScore",2014
56,56,"Chad Campbell",57,0.808,52,42,"Scrambling30ydsRTPScore",2014
56,56,"Richard Lee",80,0.808,78,63,"Scrambling30ydsRTPScore",2014
58,58,"Freddie Jacobson",91,0.813,96,78,"Scrambling30ydsRTPScore",2014
59,59,"Andrew Svoboda",77,0.814,70,57,"Scrambling30ydsRTPScore",2014
60,60,"Billy Horschel",92,0.815,81,66,"Scrambling30ydsRTPScore",2014
61,61,"William McGirt",96,0.817,82,67,"Scrambling30ydsRTPScore",2014
