"TenthTeeLateLowestRound_RANKTHISWEEK_2005","TenthTeeLateLowestRound_RANKLASTWEEK_2005","TenthTeeLateLowestRound_PLAYERNAME_2005","TenthTeeLateLowestRound_ROUNDS_2005","TenthTeeLateLowestRound_LOWRND_2005","stat_name","year"
1,1,"Carl Pettersson",109,61,"TenthTeeLateLowestRound",2005
2,2,"Briny Baird",98,62,"TenthTeeLateLowestRound",2005
2,2,"Freddie Jacobson",72,62,"TenthTeeLateLowestRound",2005
2,2,"Scott Verplank",87,62,"TenthTeeLateLowestRound",2005
2,2,"Charles Warren",89,62,"TenthTeeLateLowestRound",2005
6,6,"Woody Austin",100,63,"TenthTeeLateLowestRound",2005
6,6,"Glen Day",80,63,"TenthTeeLateLowestRound",2005
6,6,"Joe Durant",81,63,"TenthTeeLateLowestRound",2005
6,6,"David Edwards",25,63,"TenthTeeLateLowestRound",2005
6,6,"Jeff Maggert",79,63,"TenthTeeLateLowestRound",2005
6,6,"Hunter Mahan",103,63,"TenthTeeLateLowestRound",2005
6,6,"Billy Mayfair",114,63,"TenthTeeLateLowestRound",2005
6,6,"Ryan Moore",48,63,"TenthTeeLateLowestRound",2005
6,6,"DA Points",94,63,"TenthTeeLateLowestRound",2005
6,6,"Mario Tiziani",67,63,"TenthTeeLateLowestRound",2005
16,16,"Cameron Beckman",96,64,"TenthTeeLateLowestRound",2005
16,16,"Jeff Brehaut",71,64,"TenthTeeLateLowestRound",2005
16,16,"Danny Briggs",70,64,"TenthTeeLateLowestRound",2005
16,16,"Tim Clark",92,64,"TenthTeeLateLowestRound",2005
16,16,"Jay Delsing",37,64,"TenthTeeLateLowestRound",2005
16,16,"Brad Faxon",75,64,"TenthTeeLateLowestRound",2005
16,16,"Todd Fischer",99,64,"TenthTeeLateLowestRound",2005
16,16,"Fred Funk",102,64,"TenthTeeLateLowestRound",2005
16,16,"Scott Gutschewski",86,64,"TenthTeeLateLowestRound",2005
16,16,"Ryuji Imada",78,64,"TenthTeeLateLowestRound",2005
16,16,"Kent Jones",99,64,"TenthTeeLateLowestRound",2005
16,16,"Jerry Kelly",101,64,"TenthTeeLateLowestRound",2005
16,16,"Justin Leonard",78,64,"TenthTeeLateLowestRound",2005
16,16,"Thomas Levet",54,64,"TenthTeeLateLowestRound",2005
16,16,"JL Lewis",98,64,"TenthTeeLateLowestRound",2005
16,16,"Peter Lonard",85,64,"TenthTeeLateLowestRound",2005
16,16,"Colin Montgomerie",20,64,"TenthTeeLateLowestRound",2005
16,16,"Joe Ogilvie",103,64,"TenthTeeLateLowestRound",2005
16,16,"Ian Poulter",62,64,"TenthTeeLateLowestRound",2005
16,16,"Jeff Sluman",94,64,"TenthTeeLateLowestRound",2005
16,16,"Kevin Stadler",96,64,"TenthTeeLateLowestRound",2005
16,16,"DJ Trahan",81,64,"TenthTeeLateLowestRound",2005
