"GIRPuttingAvg35_RANKTHISWEEK_2009","GIRPuttingAvg35_RANKLASTWEEK_2009","GIRPuttingAvg35_PLAYERNAME_2009","GIRPuttingAvg35_ROUNDS_2009","GIRPuttingAvg35_PctMADE_2009","GIRPuttingAvg35_ATTEMPTS_2009","GIRPuttingAvg35_PUTTSMADE_2009","stat_name","year"
1,1,"Patrick Sheehan",51,0.91,77,7,"GIRPuttingAvg35",2009
2,2,"Brian Gay",96,0.75,147,11,"GIRPuttingAvg35",2009
3,3,"John Merrick",91,0.72,125,9,"GIRPuttingAvg35",2009
4,4,"Nick OHern",90,0.7,158,11,"GIRPuttingAvg35",2009
5,5,"Lucas Glover",93,0.69,160,11,"GIRPuttingAvg35",2009
6,6,"Joe Durant",62,0.68,88,6,"GIRPuttingAvg35",2009
7,7,"Tim Petrovic",97,0.65,185,12,"GIRPuttingAvg35",2009
8,8,"Jeff Overton",92,0.64,141,9,"GIRPuttingAvg35",2009
9,9,"Bubba Watson",73,0.63,128,8,"GIRPuttingAvg35",2009
10,10,"Kevin Sutherland",96,0.62,161,10,"GIRPuttingAvg35",2009
10,10,"Mike Weir",85,0.62,113,7,"GIRPuttingAvg35",2009
12,12,"Joe Ogilvie",85,0.61,147,9,"GIRPuttingAvg35",2009
12,12,"Charlie Wi",92,0.61,165,10,"GIRPuttingAvg35",2009
12,12,"Tiger Woods",64,0.61,98,6,"GIRPuttingAvg35",2009
15,15,"Chris Riley",77,0.6,133,8,"GIRPuttingAvg35",2009
15,15,"David Toms",98,0.6,133,8,"GIRPuttingAvg35",2009
17,17,"Ted Purdy",101,0.59,186,11,"GIRPuttingAvg35",2009
17,17,"Webb Simpson",94,0.59,153,9,"GIRPuttingAvg35",2009
19,19,"Woody Austin",84,0.57,141,8,"GIRPuttingAvg35",2009
19,19,"Hunter Mahan",94,0.57,158,9,"GIRPuttingAvg35",2009
21,21,"Jerry Kelly",90,0.56,143,8,"GIRPuttingAvg35",2009
21,21,"Casey Wittenberg",71,0.56,108,6,"GIRPuttingAvg35",2009
23,23,"Matt Bettencourt",98,0.55,181,10,"GIRPuttingAvg35",2009
23,23,"Carl Pettersson",86,0.55,146,8,"GIRPuttingAvg35",2009
25,25,"Zach Johnson",94,0.54,166,9,"GIRPuttingAvg35",2009
25,25,"Kenny Perry",92,0.54,149,8,"GIRPuttingAvg35",2009
25,25,"DJ Trahan",96,0.54,167,9,"GIRPuttingAvg35",2009
28,28,"Kris Blanks",60,0.53,76,4,"GIRPuttingAvg35",2009
28,28,"Bill Haas",91,0.53,190,10,"GIRPuttingAvg35",2009
28,28,"Greg Kraft",51,0.53,76,4,"GIRPuttingAvg35",2009
28,28,"Ian Poulter",59,0.53,75,4,"GIRPuttingAvg35",2009
28,28,"Gary Woodland",53,0.53,76,4,"GIRPuttingAvg35",2009
33,33,"Tommy Armour III",58,0.51,79,4,"GIRPuttingAvg35",2009
33,33,"Pat Perez",74,0.51,137,7,"GIRPuttingAvg35",2009
35,35,"Tim Clark",81,0.5,100,5,"GIRPuttingAvg35",2009
35,35,"Kevin Na",91,0.5,139,7,"GIRPuttingAvg35",2009
35,35,"Chez Reavie",81,0.5,140,7,"GIRPuttingAvg35",2009
35,35,"Johnson Wagner",81,0.5,159,8,"GIRPuttingAvg35",2009
39,39,"Ben Crane",93,0.49,185,9,"GIRPuttingAvg35",2009
39,39,"Ryuji Imada",85,0.49,144,7,"GIRPuttingAvg35",2009
39,39,"David Mathis",82,0.49,163,8,"GIRPuttingAvg35",2009
39,39,"James Nitties",86,0.49,163,8,"GIRPuttingAvg35",2009
43,43,"Bart Bryant",58,0.46,108,5,"GIRPuttingAvg35",2009
44,44,"Alex Cejka",82,0.44,135,6,"GIRPuttingAvg35",2009
44,44,"Jeff Klauk",97,0.44,203,9,"GIRPuttingAvg35",2009
46,46,"Greg Chalmers",85,0.43,140,6,"GIRPuttingAvg35",2009
46,46,"Peter Lonard",86,0.43,163,7,"GIRPuttingAvg35",2009
46,46,"Justin Rose",71,0.43,117,5,"GIRPuttingAvg35",2009
49,49,"Brad Adamonis",70,0.42,120,5,"GIRPuttingAvg35",2009
49,49,"Glen Day",79,0.42,144,6,"GIRPuttingAvg35",2009
49,49,"Bob Heintz",59,0.42,96,4,"GIRPuttingAvg35",2009
49,49,"Andres Romero",58,0.42,95,4,"GIRPuttingAvg35",2009
49,49,"Jimmy Walker",74,0.42,119,5,"GIRPuttingAvg35",2009
54,54,"Ben Curtis",63,0.41,121,5,"GIRPuttingAvg35",2009
54,54,"Paul Goydos",79,0.41,123,5,"GIRPuttingAvg35",2009
54,54,"Davis Love III",89,0.41,169,7,"GIRPuttingAvg35",2009
54,54,"Billy Mayfair",83,0.41,170,7,"GIRPuttingAvg35",2009
54,54,"Rod Pampling",72,0.41,123,5,"GIRPuttingAvg35",2009
54,54,"Chris Stroud",88,0.41,171,7,"GIRPuttingAvg35",2009
54,54,"Jay Williamson",69,0.41,122,5,"GIRPuttingAvg35",2009
61,61,"Scott McCarron",91,0.4,202,8,"GIRPuttingAvg35",2009
62,62,"DA Points",99,0.39,181,7,"GIRPuttingAvg35",2009
63,63,"Fred Couples",54,0.38,79,3,"GIRPuttingAvg35",2009
63,63,"Mathew Goggin",76,0.38,133,5,"GIRPuttingAvg35",2009
63,63,"Martin Laird",72,0.38,156,6,"GIRPuttingAvg35",2009
63,63,"Spencer Levin",75,0.38,156,6,"GIRPuttingAvg35",2009
63,63,"Heath Slocum",95,0.38,159,6,"GIRPuttingAvg35",2009
68,68,"Marc Leishman",91,0.37,187,7,"GIRPuttingAvg35",2009
68,68,"Steve Marino",98,0.37,190,7,"GIRPuttingAvg35",2009
68,68,"Ryan Palmer",78,0.37,136,5,"GIRPuttingAvg35",2009
68,68,"Marc Turnesa",77,0.37,163,6,"GIRPuttingAvg35",2009
72,72,"Steve Elkington",70,0.36,140,5,"GIRPuttingAvg35",2009
72,72,"Corey Pavin",73,0.36,112,4,"GIRPuttingAvg35",2009
72,72,"Rory Sabbatini",81,0.36,111,4,"GIRPuttingAvg35",2009
75,75,"Dustin Johnson",85,0.35,113,4,"GIRPuttingAvg35",2009
75,75,"Scott Verplank",88,0.35,143,5,"GIRPuttingAvg35",2009
75,75,"Nick Watney",86,0.35,143,5,"GIRPuttingAvg35",2009
78,78,"Bob Estes",78,0.34,147,5,"GIRPuttingAvg35",2009
78,78,"Brad Faxon",59,0.34,89,3,"GIRPuttingAvg35",2009
78,78,"Retief Goosen",74,0.34,117,4,"GIRPuttingAvg35",2009
78,78,"Kevin Stadler",65,0.34,117,4,"GIRPuttingAvg35",2009
78,78,"Kevin Streelman",97,0.34,203,7,"GIRPuttingAvg35",2009
83,83,"Todd Hamilton",83,0.33,121,4,"GIRPuttingAvg35",2009
83,83,"John Rollins",92,0.33,181,6,"GIRPuttingAvg35",2009
83,83,"Bo Van Pelt",100,0.33,181,6,"GIRPuttingAvg35",2009
