"1PuttsperRound_RANKTHISWEEK_2012","1PuttsperRound_RANKLASTWEEK_2012","1PuttsperRound_PLAYERNAME_2012","1PuttsperRound_ROUNDS_2012","1PuttsperRound_AVG_2012","1PuttsperRound_TOTAL1PUTTS_2012","1PuttsperRound_TOTALROUNDS_2012","stat_name","year"
1,1,"Brandt Snedeker",81,7.97,622,78,"1PuttsperRound",2012
2,2,"Aaron Baddeley",73,7.96,573,72,"1PuttsperRound",2012
3,3,"Greg Chalmers",88,7.79,678,87,"1PuttsperRound",2012
4,4,"YE Yang",64,7.73,479,62,"1PuttsperRound",2012
5,5,"Jonas Blixt",72,7.72,556,72,"1PuttsperRound",2012
6,6,"Phil Mickelson",79,7.7,608,79,"1PuttsperRound",2012
7,7,"Jason Day",57,7.67,422,55,"1PuttsperRound",2012
7,7,"Zach Johnson",95,7.67,721,94,"1PuttsperRound",2012
9,9,"Ian Poulter",57,7.61,426,56,"1PuttsperRound",2012
10,10,"Padraig Harrington",67,7.54,475,63,"1PuttsperRound",2012
11,11,"Brian Gay",91,7.52,654,87,"1PuttsperRound",2012
12,12,"Carl Pettersson",92,7.51,691,92,"1PuttsperRound",2012
13,13,"Ryuji Imada",78,7.5,570,76,"1PuttsperRound",2012
14,14,"Charlie Wi",86,7.48,643,86,"1PuttsperRound",2012
15,15,"Tom Gillis",75,7.47,560,75,"1PuttsperRound",2012
16,16,"Kevin Na",80,7.43,587,79,"1PuttsperRound",2012
17,17,"Ben Crane",73,7.42,534,72,"1PuttsperRound",2012
18,18,"Robert Karlsson",54,7.4,385,52,"1PuttsperRound",2012
18,18,"Rory Sabbatini",84,7.4,622,84,"1PuttsperRound",2012
20,20,"Matt Kuchar",86,7.39,606,82,"1PuttsperRound",2012
20,20,"Pat Perez",81,7.39,584,79,"1PuttsperRound",2012
22,22,"Geoff Ogilvy",73,7.38,531,72,"1PuttsperRound",2012
23,23,"Brian Harman",101,7.35,742,101,"1PuttsperRound",2012
23,23,"Rory McIlroy",60,7.35,397,54,"1PuttsperRound",2012
23,23,"Scott Piercy",95,7.35,698,95,"1PuttsperRound",2012
26,26,"Spencer Levin",81,7.34,580,79,"1PuttsperRound",2012
27,27,"Bob Estes",78,7.33,572,78,"1PuttsperRound",2012
27,27,"Dustin Johnson",70,7.33,491,67,"1PuttsperRound",2012
27,27,"Ryan Palmer",81,7.33,594,81,"1PuttsperRound",2012
30,30,"Chris Couch",61,7.32,432,59,"1PuttsperRound",2012
31,31,"Ryan Moore",89,7.28,648,89,"1PuttsperRound",2012
32,32,"Keegan Bradley",90,7.27,640,88,"1PuttsperRound",2012
32,32,"Bo Van Pelt",84,7.27,603,83,"1PuttsperRound",2012
34,34,"John Daly",50,7.26,334,46,"1PuttsperRound",2012
34,34,"Tommy Gainey",98,7.26,711,98,"1PuttsperRound",2012
36,36,"Harrison Frazar",56,7.24,391,54,"1PuttsperRound",2012
37,37,"Webb Simpson",77,7.22,549,76,"1PuttsperRound",2012
38,38,"Sangmoon Bae",81,7.21,555,77,"1PuttsperRound",2012
38,38,"Jeff Overton",101,7.21,728,101,"1PuttsperRound",2012
38,38,"Michael Thompson",80,7.21,577,80,"1PuttsperRound",2012
38,38,"Tiger Woods",69,7.21,483,67,"1PuttsperRound",2012
42,42,"Derek Lamely",64,7.2,461,64,"1PuttsperRound",2012
43,43,"Luke Donald",63,7.19,446,62,"1PuttsperRound",2012
43,43,"Charl Schwartzel",56,7.19,388,54,"1PuttsperRound",2012
45,45,"Jason Dufner",83,7.18,589,82,"1PuttsperRound",2012
46,46,"Ken Duke",104,7.16,745,104,"1PuttsperRound",2012
47,47,"Chris DiMarco",83,7.15,579,81,"1PuttsperRound",2012
47,47,"Justin Leonard",79,7.15,536,75,"1PuttsperRound",2012
49,49,"Stuart Appleby",75,7.14,507,71,"1PuttsperRound",2012
50,50,"Bud Cauley",99,7.12,705,99,"1PuttsperRound",2012
50,50,"Colt Knost",79,7.12,548,77,"1PuttsperRound",2012
52,52,"JJ Killeen",101,7.11,690,97,"1PuttsperRound",2012
52,52,"Graeme McDowell",55,7.11,384,54,"1PuttsperRound",2012
52,52,"Bryce Molder",83,7.11,562,79,"1PuttsperRound",2012
