"FairwayApproachRTPScore_RANKTHISWEEK_2013","FairwayApproachRTPScore_RANKLASTWEEK_2013","FairwayApproachRTPScore_PLAYERNAME_2013","FairwayApproachRTPScore_ROUNDS_2013","FairwayApproachRTPScore_AVGRTP_2013","stat_name","year"
52,52,"Charley Hoffman",84,-0.084,"FairwayApproachRTPScore",2013
55,55,"Roberto Castro",97,-0.083,"FairwayApproachRTPScore",2013
56,56,"Harris English",95,-0.081,"FairwayApproachRTPScore",2013
56,56,"Jason Kokrak",78,-0.081,"FairwayApproachRTPScore",2013
58,58,"David Lynn",70,-0.08,"FairwayApproachRTPScore",2013
59,59,"Jason Bohn",70,-0.079,"FairwayApproachRTPScore",2013
59,59,"Gary Woodland",94,-0.079,"FairwayApproachRTPScore",2013
61,61,"Kevin Chappell",80,-0.078,"FairwayApproachRTPScore",2013
61,61,"Martin Flores",83,-0.078,"FairwayApproachRTPScore",2013
61,61,"Brad Fritsch",81,-0.078,"FairwayApproachRTPScore",2013
61,61,"James Hahn",78,-0.078,"FairwayApproachRTPScore",2013
65,65,"John Rollins",77,-0.076,"FairwayApproachRTPScore",2013
66,66,"Stuart Appleby",88,-0.075,"FairwayApproachRTPScore",2013
66,66,"Brandt Jobe",62,-0.075,"FairwayApproachRTPScore",2013
66,66,"Richard Lee",81,-0.075,"FairwayApproachRTPScore",2013
66,66,"Patrick Reed",83,-0.075,"FairwayApproachRTPScore",2013
70,70,"Bud Cauley",67,-0.072,"FairwayApproachRTPScore",2013
70,70,"Jason Dufner",78,-0.072,"FairwayApproachRTPScore",2013
72,72,"Tag Ridings",69,-0.07,"FairwayApproachRTPScore",2013
73,73,"Tim Clark",64,-0.069,"FairwayApproachRTPScore",2013
73,73,"Carl Pettersson",82,-0.069,"FairwayApproachRTPScore",2013
73,73,"Ian Poulter",59,-0.069,"FairwayApproachRTPScore",2013
73,73,"Robert Streb",75,-0.069,"FairwayApproachRTPScore",2013
77,77,"Jeff Maggert",63,-0.068,"FairwayApproachRTPScore",2013
77,77,"Scott Stallings",79,-0.068,"FairwayApproachRTPScore",2013
79,79,"Robert Karlsson",56,-0.067,"FairwayApproachRTPScore",2013
80,80,"Greg Chalmers",77,-0.066,"FairwayApproachRTPScore",2013
80,80,"James Driscoll",76,-0.066,"FairwayApproachRTPScore",2013
80,80,"Ted Potter Jr",65,-0.066,"FairwayApproachRTPScore",2013
80,80,"Chez Reavie",72,-0.066,"FairwayApproachRTPScore",2013
84,84,"Josh Teater",86,-0.065,"FairwayApproachRTPScore",2013
85,85,"Ken Duke",87,-0.064,"FairwayApproachRTPScore",2013
85,85,"Jim Herman",59,-0.064,"FairwayApproachRTPScore",2013
85,85,"John Huh",88,-0.064,"FairwayApproachRTPScore",2013
85,85,"Pat Perez",69,-0.064,"FairwayApproachRTPScore",2013
85,85,"Shawn Stefani",63,-0.064,"FairwayApproachRTPScore",2013
90,90,"Fabian Gomez",65,-0.063,"FairwayApproachRTPScore",2013
90,90,"Martin Kaymer",61,-0.063,"FairwayApproachRTPScore",2013
90,90,"George McNeill",68,-0.063,"FairwayApproachRTPScore",2013
90,90,"Ryan Moore",72,-0.063,"FairwayApproachRTPScore",2013
94,94,"Doug LaBelle II",72,-0.062,"FairwayApproachRTPScore",2013
95,95,"Cameron Tringale",80,-0.061,"FairwayApproachRTPScore",2013
96,96,"Stewart Cink",71,-0.06,"FairwayApproachRTPScore",2013
96,96,"Brian Harman",89,-0.06,"FairwayApproachRTPScore",2013
96,96,"Steve LeBrun",66,-0.06,"FairwayApproachRTPScore",2013
96,96,"Graeme McDowell",53,-0.06,"FairwayApproachRTPScore",2013
96,96,"Chris Stroud",88,-0.06,"FairwayApproachRTPScore",2013
96,96,"Nicholas Thompson",99,-0.06,"FairwayApproachRTPScore",2013
102,102,"Peter Hanson",45,-0.059,"FairwayApproachRTPScore",2013
102,102,"Scott Piercy",78,-0.059,"FairwayApproachRTPScore",2013
102,102,"David Toms",49,-0.059,"FairwayApproachRTPScore",2013
105,105,"Greg Owen",73,-0.058,"FairwayApproachRTPScore",2013
106,106,"Lucas Glover",65,-0.057,"FairwayApproachRTPScore",2013
106,106,"Kyle Stanley",71,-0.057,"FairwayApproachRTPScore",2013
106,106,"Brendan Steele",86,-0.057,"FairwayApproachRTPScore",2013
106,106,"Vaughn Taylor",50,-0.057,"FairwayApproachRTPScore",2013
110,110,"Sangmoon Bae",83,-0.056,"FairwayApproachRTPScore",2013
110,110,"Scott Brown",65,-0.056,"FairwayApproachRTPScore",2013
112,112,"Marc Leishman",77,-0.054,"FairwayApproachRTPScore",2013
112,112,"Justin Leonard",86,-0.054,"FairwayApproachRTPScore",2013
114,114,"Vijay Singh",61,-0.053,"FairwayApproachRTPScore",2013
115,115,"Ricky Barnes",74,-0.052,"FairwayApproachRTPScore",2013
115,115,"Alistair Presnell",59,-0.052,"FairwayApproachRTPScore",2013
117,117,"Angel Cabrera",73,-0.051,"FairwayApproachRTPScore",2013
118,118,"Erik Compton",74,-0.05,"FairwayApproachRTPScore",2013
118,118,"Lee Westwood",70,-0.05,"FairwayApproachRTPScore",2013
120,120,"Robert Garrigus",69,-0.049,"FairwayApproachRTPScore",2013
121,121,"JJ Henry",83,-0.048,"FairwayApproachRTPScore",2013
121,121,"Cameron Percy",68,-0.048,"FairwayApproachRTPScore",2013
121,121,"Dicky Pride",71,-0.048,"FairwayApproachRTPScore",2013
121,121,"Aaron Watkins",46,-0.048,"FairwayApproachRTPScore",2013
121,121,"Charlie Wi",75,-0.048,"FairwayApproachRTPScore",2013
126,126,"Jonas Blixt",76,-0.047,"FairwayApproachRTPScore",2013
126,126,"Ben Crane",62,-0.047,"FairwayApproachRTPScore",2013
126,126,"Padraig Harrington",52,-0.047,"FairwayApproachRTPScore",2013
126,126,"Scott Langley",79,-0.047,"FairwayApproachRTPScore",2013
130,130,"Henrik Norlander",70,-0.046,"FairwayApproachRTPScore",2013
131,131,"Ben Kohles",75,-0.045,"FairwayApproachRTPScore",2013
132,132,"Ernie Els",63,-0.043,"FairwayApproachRTPScore",2013
132,132,"Luke Guthrie",82,-0.043,"FairwayApproachRTPScore",2013
132,132,"Lee Williams",62,-0.043,"FairwayApproachRTPScore",2013
135,135,"DH Lee",65,-0.042,"FairwayApproachRTPScore",2013
136,136,"Seung Yul Noh",71,-0.041,"FairwayApproachRTPScore",2013
136,136,"Andrew Svoboda",46,-0.041,"FairwayApproachRTPScore",2013
138,138,"John Senden",79,-0.04,"FairwayApproachRTPScore",2013
138,138,"YE Yang",56,-0.04,"FairwayApproachRTPScore",2013
140,140,"David Lingmerth",68,-0.039,"FairwayApproachRTPScore",2013
140,140,"Sean OHair",56,-0.039,"FairwayApproachRTPScore",2013
142,142,"David Mathis",71,-0.038,"FairwayApproachRTPScore",2013
142,142,"Michael Thompson",66,-0.038,"FairwayApproachRTPScore",2013
142,142,"DJ Trahan",48,-0.038,"FairwayApproachRTPScore",2013
145,145,"Troy Matteson",68,-0.036,"FairwayApproachRTPScore",2013
146,146,"Tim Herron",45,-0.035,"FairwayApproachRTPScore",2013
146,146,"Justin Hicks",79,-0.035,"FairwayApproachRTPScore",2013
146,146,"Brian Stuard",78,-0.035,"FairwayApproachRTPScore",2013
149,149,"Aaron Baddeley",68,-0.034,"FairwayApproachRTPScore",2013
149,149,"DA Points",87,-0.034,"FairwayApproachRTPScore",2013
151,151,"Andres Romero",63,-0.032,"FairwayApproachRTPScore",2013
151,151,"Bo Van Pelt",72,-0.032,"FairwayApproachRTPScore",2013
153,153,"Ben Curtis",59,-0.031,"FairwayApproachRTPScore",2013
154,154,"Scott Gardiner",61,-0.029,"FairwayApproachRTPScore",2013
154,154,"Brian Gay",79,-0.029,"FairwayApproachRTPScore",2013
154,154,"Jin Park",52,-0.029,"FairwayApproachRTPScore",2013
157,157,"Nicolas Colsaerts",50,-0.028,"FairwayApproachRTPScore",2013
157,157,"Martin Laird",68,-0.028,"FairwayApproachRTPScore",2013
159,159,"Trevor Immelman",73,-0.027,"FairwayApproachRTPScore",2013
159,159,"Mark Wilson",56,-0.027,"FairwayApproachRTPScore",2013
161,161,"Tom Gillis",69,-0.026,"FairwayApproachRTPScore",2013
161,161,"Rod Pampling",46,-0.026,"FairwayApproachRTPScore",2013
163,163,"Will Claxton",67,-0.024,"FairwayApproachRTPScore",2013
164,164,"Robert Allenby",58,-0.018,"FairwayApproachRTPScore",2013
165,165,"Derek Ernst",58,-0.016,"FairwayApproachRTPScore",2013
166,166,"Bobby Gates",49,-0.015,"FairwayApproachRTPScore",2013
167,167,"Tommy Gainey",84,-0.013,"FairwayApproachRTPScore",2013
167,167,"Ryo Ishikawa",72,-0.013,"FairwayApproachRTPScore",2013
169,169,"Stephen Ames",49,-0.012,"FairwayApproachRTPScore",2013
169,169,"Mike Weir",60,-0.012,"FairwayApproachRTPScore",2013
171,171,"Darron Stiles",51,-0.01,"FairwayApproachRTPScore",2013
172,172,"Casey Wittenberg",72,-0.009,"FairwayApproachRTPScore",2013
173,173,"Geoff Ogilvy",57,-0.002,"FairwayApproachRTPScore",2013
174,174,"Colt Knost",69,-0.001,"FairwayApproachRTPScore",2013
175,175,"Charlie Beljan",62,0.003,"FairwayApproachRTPScore",2013
176,176,"Justin Bolli",59,0.005,"FairwayApproachRTPScore",2013
177,177,"Michael Bradley",56,0.014,"FairwayApproachRTPScore",2013
178,178,"Johnson Wagner",64,0.016,"FairwayApproachRTPScore",2013
179,179,"Eric Meierdierks",48,0.026,"FairwayApproachRTPScore",2013
180,180,"Luke List",65,0.032,"FairwayApproachRTPScore",2013
