"Par4BirdieorBetterLeaders_RANKTHISWEEK_2008","Par4BirdieorBetterLeaders_RANKLASTWEEK_2008","Par4BirdieorBetterLeaders_PLAYERNAME_2008","Par4BirdieorBetterLeaders_ROUNDS_2008","Par4BirdieorBetterLeaders_Pct_2008","Par4BirdieorBetterLeaders_PAR4BIRDIESORBETTER_2008","Par4BirdieorBetterLeaders_PAR4HOLES_2008","stat_name","year"
1,1,"John Huston",56,19.56,115,588,"Par4BirdieorBetterLeaders",2008
2,2,"Ryan Palmer",69,19.03,142,746,"Par4BirdieorBetterLeaders",2008
3,3,"Kenny Perry",97,18.66,198,1061,"Par4BirdieorBetterLeaders",2008
4,4,"Tommy Gainey",60,18.27,118,646,"Par4BirdieorBetterLeaders",2008
5,5,"Justin Leonard",101,18.19,191,1050,"Par4BirdieorBetterLeaders",2008
6,6,"Pat Perez",93,18.13,182,1004,"Par4BirdieorBetterLeaders",2008
7,7,"Anthony Kim",81,18.1,164,906,"Par4BirdieorBetterLeaders",2008
8,8,"Scott Verplank",82,18.04,162,898,"Par4BirdieorBetterLeaders",2008
9,9,"Padraig Harrington",52,18,99,550,"Par4BirdieorBetterLeaders",2008
10,10,"Chad Campbell",94,17.95,186,1036,"Par4BirdieorBetterLeaders",2008
11,11,"Vaughn Taylor",103,17.91,202,1128,"Par4BirdieorBetterLeaders",2008
12,12,"Rory Sabbatini",77,17.81,150,842,"Par4BirdieorBetterLeaders",2008
13,13,"Robert Garrigus",90,17.74,171,964,"Par4BirdieorBetterLeaders",2008
13,13,"Jason Gore",94,17.74,177,998,"Par4BirdieorBetterLeaders",2008
15,15,"John Mallinger",95,17.68,184,1041,"Par4BirdieorBetterLeaders",2008
16,16,"Greg Kraft",63,17.66,119,674,"Par4BirdieorBetterLeaders",2008
17,17,"Camilo Villegas",79,17.63,153,868,"Par4BirdieorBetterLeaders",2008
18,18,"Phil Mickelson",80,17.58,150,853,"Par4BirdieorBetterLeaders",2008
19,19,"Mark Hensby",71,17.53,132,753,"Par4BirdieorBetterLeaders",2008
20,20,"Tim Clark",90,17.51,174,994,"Par4BirdieorBetterLeaders",2008
21,21,"Mark Wilson",107,17.5,204,1166,"Par4BirdieorBetterLeaders",2008
22,22,"Nathan Green",95,17.46,177,1014,"Par4BirdieorBetterLeaders",2008
23,23,"Ben Crane",86,17.41,163,936,"Par4BirdieorBetterLeaders",2008
24,24,"Steve Elkington",84,17.35,156,899,"Par4BirdieorBetterLeaders",2008
25,25,"Tim Herron",97,17.34,185,1067,"Par4BirdieorBetterLeaders",2008
26,26,"Scott McCarron",63,17.25,118,684,"Par4BirdieorBetterLeaders",2008
27,27,"Brian Davis",108,17.24,201,1166,"Par4BirdieorBetterLeaders",2008
28,28,"Dudley Hart",74,17.2,139,808,"Par4BirdieorBetterLeaders",2008
29,29,"Dustin Johnson",92,17.16,169,985,"Par4BirdieorBetterLeaders",2008
30,30,"Robert Allenby",108,17.13,198,1156,"Par4BirdieorBetterLeaders",2008
31,31,"Gavin Coles",54,17.1,99,579,"Par4BirdieorBetterLeaders",2008
32,32,"Dean Wilson",109,17.08,202,1183,"Par4BirdieorBetterLeaders",2008
33,33,"Jeff Overton",103,17.06,188,1102,"Par4BirdieorBetterLeaders",2008
34,34,"Tim Petrovic",97,17.05,177,1038,"Par4BirdieorBetterLeaders",2008
35,35,"David Toms",70,16.98,128,754,"Par4BirdieorBetterLeaders",2008
36,36,"Cameron Beckman",87,16.92,157,928,"Par4BirdieorBetterLeaders",2008
37,37,"Michael Letzig",88,16.91,162,958,"Par4BirdieorBetterLeaders",2008
38,38,"Alejandro Canizares",52,16.84,95,564,"Par4BirdieorBetterLeaders",2008
39,39,"Steve Marino",119,16.79,219,1304,"Par4BirdieorBetterLeaders",2008
40,40,"Ken Duke",116,16.77,210,1252,"Par4BirdieorBetterLeaders",2008
40,40,"Brian Gay",102,16.77,189,1127,"Par4BirdieorBetterLeaders",2008
42,42,"Bob Tway",70,16.71,126,754,"Par4BirdieorBetterLeaders",2008
43,43,"Martin Laird",98,16.7,177,1060,"Par4BirdieorBetterLeaders",2008
44,44,"Michael Allen",91,16.67,160,960,"Par4BirdieorBetterLeaders",2008
45,45,"Nicholas Thompson",113,16.65,203,1219,"Par4BirdieorBetterLeaders",2008
46,46,"Bill Haas",99,16.64,177,1064,"Par4BirdieorBetterLeaders",2008
47,47,"Kent Jones",68,16.62,120,722,"Par4BirdieorBetterLeaders",2008
48,48,"Kevin Stadler",90,16.58,160,965,"Par4BirdieorBetterLeaders",2008
