"TenthTeeLateLowestRound_RANKTHISWEEK_2006","TenthTeeLateLowestRound_RANKLASTWEEK_2006","TenthTeeLateLowestRound_PLAYERNAME_2006","TenthTeeLateLowestRound_ROUNDS_2006","TenthTeeLateLowestRound_LOWRND_2006","stat_name","year"
1,1,"Freddie Jacobson",56,62,"TenthTeeLateLowestRound",2006
2,2,"Woody Austin",107,63,"TenthTeeLateLowestRound",2006
2,2,"Mark Calcavecchia",94,63,"TenthTeeLateLowestRound",2006
2,2,"Chad Campbell",91,63,"TenthTeeLateLowestRound",2006
2,2,"Paul Goydos",72,63,"TenthTeeLateLowestRound",2006
2,2,"Will Ma Kenzie",91,63,"TenthTeeLateLowestRound",2006
2,2,"Billy Mayfair",94,63,"TenthTeeLateLowestRound",2006
2,2,"Rod Pampling",89,63,"TenthTeeLateLowestRound",2006
2,2,"John Senden",96,63,"TenthTeeLateLowestRound",2006
10,10,"Arjun Atwal",97,64,"TenthTeeLateLowestRound",2006
10,10,"Eric Axley",91,64,"TenthTeeLateLowestRound",2006
10,10,"Doug Barron",74,64,"TenthTeeLateLowestRound",2006
10,10,"Henrik Bjornstad",97,64,"TenthTeeLateLowestRound",2006
10,10,"Bob Estes",85,64,"TenthTeeLateLowestRound",2006
10,10,"Robert Garrigus",85,64,"TenthTeeLateLowestRound",2006
10,10,"Brian Gay",107,64,"TenthTeeLateLowestRound",2006
10,10,"Nathan Green",108,64,"TenthTeeLateLowestRound",2006
10,10,"Mathias Gronberg",92,64,"TenthTeeLateLowestRound",2006
10,10,"Brian Henninger",39,64,"TenthTeeLateLowestRound",2006
10,10,"Brandt Jobe",91,64,"TenthTeeLateLowestRound",2006
10,10,"Robert Karlsson",20,64,"TenthTeeLateLowestRound",2006
10,10,"Frank Lickliter II",99,64,"TenthTeeLateLowestRound",2006
10,10,"Shigeki Maruyama",94,64,"TenthTeeLateLowestRound",2006
10,10,"Troy Matteson",101,64,"TenthTeeLateLowestRound",2006
10,10,"Graeme McDowell",44,64,"TenthTeeLateLowestRound",2006
10,10,"Corey Pavin",74,64,"TenthTeeLateLowestRound",2006
10,10,"Ian Poulter",53,64,"TenthTeeLateLowestRound",2006
10,10,"Justin Rose",98,64,"TenthTeeLateLowestRound",2006
10,10,"Patrick Sheehan",104,64,"TenthTeeLateLowestRound",2006
10,10,"Darron Stiles",44,64,"TenthTeeLateLowestRound",2006
10,10,"Omar Uresti",61,64,"TenthTeeLateLowestRound",2006
10,10,"Nick Watney",97,64,"TenthTeeLateLowestRound",2006
33,33,"Stephen Ames",63,65,"TenthTeeLateLowestRound",2006
33,33,"Rich Beem",85,65,"TenthTeeLateLowestRound",2006
33,33,"Shane Bertsch",104,65,"TenthTeeLateLowestRound",2006
33,33,"Jason Bohn",104,65,"TenthTeeLateLowestRound",2006
33,33,"Jeff Brehaut",100,65,"TenthTeeLateLowestRound",2006
33,33,"Daniel Chopra",110,65,"TenthTeeLateLowestRound",2006
33,33,"Kris Cox",83,65,"TenthTeeLateLowestRound",2006
33,33,"Ben Crane",85,65,"TenthTeeLateLowestRound",2006
33,33,"Ben Curtis",86,65,"TenthTeeLateLowestRound",2006
33,33,"Joe Durant",101,65,"TenthTeeLateLowestRound",2006
33,33,"Ernie Els",69,65,"TenthTeeLateLowestRound",2006
33,33,"Steve Flesch",119,65,"TenthTeeLateLowestRound",2006
33,33,"Jim Furyk",89,65,"TenthTeeLateLowestRound",2006
33,33,"Jay Haas",25,65,"TenthTeeLateLowestRound",2006
33,33,"JJ Henry",96,65,"TenthTeeLateLowestRound",2006
33,33,"Charley Hoffman",100,65,"TenthTeeLateLowestRound",2006
33,33,"JB Holmes",81,65,"TenthTeeLateLowestRound",2006
33,33,"John Huston",74,65,"TenthTeeLateLowestRound",2006
33,33,"Zach Johnson",98,65,"TenthTeeLateLowestRound",2006
33,33,"Kent Jones",103,65,"TenthTeeLateLowestRound",2006
33,33,"Thomas Levet",53,65,"TenthTeeLateLowestRound",2006
33,33,"Davis Love III",85,65,"TenthTeeLateLowestRound",2006
33,33,"Hunter Mahan",98,65,"TenthTeeLateLowestRound",2006
33,33,"Bob May",65,65,"TenthTeeLateLowestRound",2006
33,33,"Shaun Micheel",96,65,"TenthTeeLateLowestRound",2006
33,33,"Phil Mickelson",74,65,"TenthTeeLateLowestRound",2006
33,33,"Joe Ogilvie",95,65,"TenthTeeLateLowestRound",2006
33,33,"Jeff Overton",95,65,"TenthTeeLateLowestRound",2006
33,33,"Ryan Palmer",101,65,"TenthTeeLateLowestRound",2006
33,33,"Jesper Parnevik",84,65,"TenthTeeLateLowestRound",2006
33,33,"DA Points",82,65,"TenthTeeLateLowestRound",2006
33,33,"Ted Purdy",103,65,"TenthTeeLateLowestRound",2006
33,33,"John Riegger",49,65,"TenthTeeLateLowestRound",2006
33,33,"Chris Riley",86,65,"TenthTeeLateLowestRound",2006
33,33,"Joey Sindelar",90,65,"TenthTeeLateLowestRound",2006
33,33,"Jeff Sluman",101,65,"TenthTeeLateLowestRound",2006
33,33,"Mike Small",27,65,"TenthTeeLateLowestRound",2006
33,33,"Kevin Sutherland",100,65,"TenthTeeLateLowestRound",2006
33,33,"Bo Van Pelt",102,65,"TenthTeeLateLowestRound",2006
33,33,"Bubba Watson",83,65,"TenthTeeLateLowestRound",2006
33,33,"Brett Wetterich",82,65,"TenthTeeLateLowestRound",2006
74,74,"Robert Allenby",79,66,"TenthTeeLateLowestRound",2006
74,74,"Stuart Appleby",83,66,"TenthTeeLateLowestRound",2006
74,74,"Tommy Armour III",65,66,"TenthTeeLateLowestRound",2006
74,74,"Aaron Baddeley",78,66,"TenthTeeLateLowestRound",2006
74,74,"Mark Brooks",90,66,"TenthTeeLateLowestRound",2006
74,74,"Olin Browne",108,66,"TenthTeeLateLowestRound",2006
74,74,"Bart Bryant",87,66,"TenthTeeLateLowestRound",2006
74,74,"Alex Cejka",93,66,"TenthTeeLateLowestRound",2006
74,74,"KJ Choi",93,66,"TenthTeeLateLowestRound",2006
74,74,"Tim Clark",80,66,"TenthTeeLateLowestRound",2006
74,74,"John Cook",67,66,"TenthTeeLateLowestRound",2006
74,74,"Robert Damron",91,66,"TenthTeeLateLowestRound",2006
74,74,"Marco Dawson",87,66,"TenthTeeLateLowestRound",2006
74,74,"Stuart Deane",4,66,"TenthTeeLateLowestRound",2006
74,74,"Brent Delahoussaye",4,66,"TenthTeeLateLowestRound",2006
74,74,"Jay Delsing",39,66,"TenthTeeLateLowestRound",2006
74,74,"David Duval",71,66,"TenthTeeLateLowestRound",2006
74,74,"Steve Elkington",52,66,"TenthTeeLateLowestRound",2006
74,74,"Todd Fischer",101,66,"TenthTeeLateLowestRound",2006
74,74,"Harrison Frazar",95,66,"TenthTeeLateLowestRound",2006
74,74,"Fred Funk",106,66,"TenthTeeLateLowestRound",2006
74,74,"Bill Glasson",47,66,"TenthTeeLateLowestRound",2006
74,74,"Lucas Glover",105,66,"TenthTeeLateLowestRound",2006
74,74,"Jason Gore",86,66,"TenthTeeLateLowestRound",2006
74,74,"Matt Hansen",68,66,"TenthTeeLateLowestRound",2006
74,74,"Padraig Harrington",54,66,"TenthTeeLateLowestRound",2006
74,74,"Tim Herron",82,66,"TenthTeeLateLowestRound",2006
74,74,"Lee Janzen",79,66,"TenthTeeLateLowestRound",2006
74,74,"Jerry Kelly",100,66,"TenthTeeLateLowestRound",2006
74,74,"Skip Kendall",72,66,"TenthTeeLateLowestRound",2006
74,74,"Greg Kraft",79,66,"TenthTeeLateLowestRound",2006
74,74,"Stephen Leaney",84,66,"TenthTeeLateLowestRound",2006
74,74,"Ian Leggatt",80,66,"TenthTeeLateLowestRound",2006
74,74,"Justin Leonard",83,66,"TenthTeeLateLowestRound",2006
74,74,"Peter Lonard",77,66,"TenthTeeLateLowestRound",2006
74,74,"Steve Lowery",99,66,"TenthTeeLateLowestRound",2006
74,74,"Daisuke Maruyama",83,66,"TenthTeeLateLowestRound",2006
74,74,"David McKenzie",82,66,"TenthTeeLateLowestRound",2006
74,74,"Spike McRoy",20,66,"TenthTeeLateLowestRound",2006
74,74,"Arron Oberholser",82,66,"TenthTeeLateLowestRound",2006
74,74,"Geoff Ogilvy",76,66,"TenthTeeLateLowestRound",2006
74,74,"Tom Pernice Jr",108,66,"TenthTeeLateLowestRound",2006
74,74,"Kenny Perry",73,66,"TenthTeeLateLowestRound",2006
74,74,"Jyoti Randhawa",6,66,"TenthTeeLateLowestRound",2006
74,74,"Rory Sabbatini",84,66,"TenthTeeLateLowestRound",2006
74,74,"Jason Schultz",77,66,"TenthTeeLateLowestRound",2006
74,74,"Vaughn Taylor",88,66,"TenthTeeLateLowestRound",2006
74,74,"David Toms",76,66,"TenthTeeLateLowestRound",2006
74,74,"Bob Tway",81,66,"TenthTeeLateLowestRound",2006
74,74,"Camilo Villegas",95,66,"TenthTeeLateLowestRound",2006
74,74,"Duffy Waldorf",96,66,"TenthTeeLateLowestRound",2006
74,74,"Charles Warren",93,66,"TenthTeeLateLowestRound",2006
74,74,"Ron Whittaker",81,66,"TenthTeeLateLowestRound",2006
74,74,"Jay Williamson",48,66,"TenthTeeLateLowestRound",2006
74,74,"Garrett Willis",27,66,"TenthTeeLateLowestRound",2006
74,74,"Dean Wilson",115,66,"TenthTeeLateLowestRound",2006
130,130,"Jason Allred",6,67,"TenthTeeLateLowestRound",2006
130,130,"Billy Andrade",78,67,"TenthTeeLateLowestRound",2006
130,130,"Briny Baird",81,67,"TenthTeeLateLowestRound",2006
130,130,"Brian Bateman",69,67,"TenthTeeLateLowestRound",2006
130,130,"Cameron Beckman",48,67,"TenthTeeLateLowestRound",2006
130,130,"John Bickerton",14,67,"TenthTeeLateLowestRound",2006
130,130,"David Branshaw",98,67,"TenthTeeLateLowestRound",2006
130,130,"Tom Byrum",28,67,"TenthTeeLateLowestRound",2006
130,130,"Stewart Cink",93,67,"TenthTeeLateLowestRound",2006
130,130,"Jose Coceres",38,67,"TenthTeeLateLowestRound",2006
130,130,"Fred Couples",52,67,"TenthTeeLateLowestRound",2006
130,130,"John Daly",51,67,"TenthTeeLateLowestRound",2006
130,130,"James Driscoll",80,67,"TenthTeeLateLowestRound",2006
130,130,"Simon Dyson",8,67,"TenthTeeLateLowestRound",2006
130,130,"Danny Ellis",68,67,"TenthTeeLateLowestRound",2006
130,130,"John Engler Jr",69,67,"TenthTeeLateLowestRound",2006
130,130,"Matt Every",8,67,"TenthTeeLateLowestRound",2006
