"AverageApproachDistanceBirdieorBetter_RANKTHISWEEK_2016","AverageApproachDistanceBirdieorBetter_RANKLASTWEEK_2016","AverageApproachDistanceBirdieorBetter_PLAYERNAME_2016","AverageApproachDistanceBirdieorBetter_ROUNDS_2016","AverageApproachDistanceBirdieorBetter_AVGYARDS_2016","AverageApproachDistanceBirdieorBetter_TOTALDISTANCEINCHES_2016","AverageApproachDistanceBirdieorBetter_NUMBEROFAPPROACHSHOTS_2016","stat_name","year"
18,21,"DA Points",32,160.4,363784,63,"AverageApproachDistanceBirdieorBetter",2016
18,32,"Brendon Todd",43,160.4,542854,94,"AverageApproachDistanceBirdieorBetter",2016
20,15,"John Senden",48,160.5,832003,144,"AverageApproachDistanceBirdieorBetter",2016
21,26,"Shane Bertsch",30,161,376639,65,"AverageApproachDistanceBirdieorBetter",2016
22,23,"Jason Bohn",37,161.4,633260,109,"AverageApproachDistanceBirdieorBetter",2016
23,17,"Vaughn Taylor",30,161.5,534981,92,"AverageApproachDistanceBirdieorBetter",2016
24,27,"Dicky Pride",33,161.7,407404,70,"AverageApproachDistanceBirdieorBetter",2016
25,28,"Zach Johnson",42,162.2,788496,135,"AverageApproachDistanceBirdieorBetter",2016
26,37,"Ryan Moore",40,163,569258,97,"AverageApproachDistanceBirdieorBetter",2016
27,16,"Jamie Donaldson",28,163.1,399273,68,"AverageApproachDistanceBirdieorBetter",2016
27,20,"Brian Stuard",24,163.1,399174,68,"AverageApproachDistanceBirdieorBetter",2016
29,29,"Mark Wilson",42,163.2,534675,91,"AverageApproachDistanceBirdieorBetter",2016
30,30,"Rob Oppenheim",37,163.3,558383,95,"AverageApproachDistanceBirdieorBetter",2016
31,32,"KJ Choi",47,163.5,794537,135,"AverageApproachDistanceBirdieorBetter",2016
31,32,"Bryce Molder",50,163.5,823812,140,"AverageApproachDistanceBirdieorBetter",2016
33,24,"Cameron Smith",45,164,501863,85,"AverageApproachDistanceBirdieorBetter",2016
34,30,"Jason Gore",51,164.4,739632,125,"AverageApproachDistanceBirdieorBetter",2016
34,35,"Luke Guthrie",31,164.4,390547,66,"AverageApproachDistanceBirdieorBetter",2016
36,39,"Ben Crane",48,164.6,740711,125,"AverageApproachDistanceBirdieorBetter",2016
36,36,"Rhein Gibson",36,164.6,444445,75,"AverageApproachDistanceBirdieorBetter",2016
38,22,"Hunter Mahan",43,164.9,611288,103,"AverageApproachDistanceBirdieorBetter",2016
39,39,"Matt Kuchar",46,165.2,695614,117,"AverageApproachDistanceBirdieorBetter",2016
40,41,"Steve Stricker",25,165.4,464351,78,"AverageApproachDistanceBirdieorBetter",2016
41,37,"David Hearn",55,166,842833,141,"AverageApproachDistanceBirdieorBetter",2016
42,48,"Davis Love III",40,166.3,682360,114,"AverageApproachDistanceBirdieorBetter",2016
43,58,"Henrik Norlander",41,166.6,521729,87,"AverageApproachDistanceBirdieorBetter",2016
44,46,"Jerry Kelly",44,166.7,413983,69,"AverageApproachDistanceBirdieorBetter",2016
45,49,"Carl Pettersson",31,167.6,518818,86,"AverageApproachDistanceBirdieorBetter",2016
46,50,"Jason Dufner",53,167.7,802928,133,"AverageApproachDistanceBirdieorBetter",2016
47,52,"Ken Duke",26,167.8,326199,54,"AverageApproachDistanceBirdieorBetter",2016
47,56,"Martin Piller",37,167.8,549744,91,"AverageApproachDistanceBirdieorBetter",2016
49,53,"Zac Blair",56,168.1,810819,134,"AverageApproachDistanceBirdieorBetter",2016
50,53,"Luke Donald",49,168.7,619391,102,"AverageApproachDistanceBirdieorBetter",2016
51,47,"Chris Stroud",52,168.9,857351,141,"AverageApproachDistanceBirdieorBetter",2016
52,43,"Ricky Barnes",57,169.2,974345,160,"AverageApproachDistanceBirdieorBetter",2016
52,50,"Michael Kim",62,169.2,1065894,175,"AverageApproachDistanceBirdieorBetter",2016
54,45,"Brian Harman",60,169.3,1005390,165,"AverageApproachDistanceBirdieorBetter",2016
54,44,"Tom Hoge",47,169.3,755877,124,"AverageApproachDistanceBirdieorBetter",2016
56,92,"Robert Allenby",35,169.6,329684,54,"AverageApproachDistanceBirdieorBetter",2016
57,59,"Lucas Lee",22,169.7,238201,39,"AverageApproachDistanceBirdieorBetter",2016
57,59,"Seung Yul Noh",54,169.7,977402,160,"AverageApproachDistanceBirdieorBetter",2016
59,59,"Kevin Streelman",46,170.6,663274,108,"AverageApproachDistanceBirdieorBetter",2016
60,75,"Geoff Ogilvy",37,170.8,473483,77,"AverageApproachDistanceBirdieorBetter",2016
60,57,"Kyle Stanley",57,170.8,1045035,170,"AverageApproachDistanceBirdieorBetter",2016
62,65,"Stewart Cink",45,171.1,714615,116,"AverageApproachDistanceBirdieorBetter",2016
63,68,"Derek Fathauer",58,171.2,893697,145,"AverageApproachDistanceBirdieorBetter",2016
64,42,"George McNeill",33,171.7,519096,84,"AverageApproachDistanceBirdieorBetter",2016
65,91,"Cameron Tringale",47,172.3,862173,139,"AverageApproachDistanceBirdieorBetter",2016
66,55,"Chesson Hadley",51,172.4,800806,129,"AverageApproachDistanceBirdieorBetter",2016
66,65,"Nick Taylor",57,172.4,936999,151,"AverageApproachDistanceBirdieorBetter",2016
68,62,"Jamie Lovemark",57,172.5,1229811,198,"AverageApproachDistanceBirdieorBetter",2016
68,63,"Kyle Reifers",63,172.5,1031047,166,"AverageApproachDistanceBirdieorBetter",2016
70,86,"Morgan Hoffmann",43,173,809655,130,"AverageApproachDistanceBirdieorBetter",2016
71,110,"Thomas Aiken",42,173.1,523594,84,"AverageApproachDistanceBirdieorBetter",2016
72,76,"Steve Marino",40,173.3,561534,90,"AverageApproachDistanceBirdieorBetter",2016
73,64,"Bill Haas",42,173.4,611740,98,"AverageApproachDistanceBirdieorBetter",2016
74,70,"Roberto Castro",55,173.6,1024928,164,"AverageApproachDistanceBirdieorBetter",2016
74,82,"DJ Trahan",23,173.6,281184,45,"AverageApproachDistanceBirdieorBetter",2016
76,78,"Ernie Els",34,173.7,581427,93,"AverageApproachDistanceBirdieorBetter",2016
76,83,"Kevin Na",52,173.7,812763,130,"AverageApproachDistanceBirdieorBetter",2016
78,67,"Spencer Levin",62,173.8,1026181,164,"AverageApproachDistanceBirdieorBetter",2016
78,93,"Michael Thompson",46,173.8,719346,115,"AverageApproachDistanceBirdieorBetter",2016
80,101,"Bronson Burgoon",53,173.9,795239,127,"AverageApproachDistanceBirdieorBetter",2016
81,89,"Russell Henley",42,174.3,796750,127,"AverageApproachDistanceBirdieorBetter",2016
81,89,"Chez Reavie",56,174.3,985282,157,"AverageApproachDistanceBirdieorBetter",2016
83,83,"Scott Brown",59,174.4,853909,136,"AverageApproachDistanceBirdieorBetter",2016
84,71,"James Hahn",45,174.5,804048,128,"AverageApproachDistanceBirdieorBetter",2016
84,87,"Jeff Overton",51,174.5,929828,148,"AverageApproachDistanceBirdieorBetter",2016
86,93,"Brandt Snedeker",47,174.6,898828,143,"AverageApproachDistanceBirdieorBetter",2016
87,74,"Jonas Blixt",46,174.7,886887,141,"AverageApproachDistanceBirdieorBetter",2016
88,71,"Blayne Barber",44,174.8,836807,133,"AverageApproachDistanceBirdieorBetter",2016
89,87,"Lucas Glover",53,174.9,1045123,166,"AverageApproachDistanceBirdieorBetter",2016
89,79,"Will Wilcox",47,174.9,868869,138,"AverageApproachDistanceBirdieorBetter",2016
91,96,"Chris Kirk",51,175.1,888778,141,"AverageApproachDistanceBirdieorBetter",2016
91,122,"David Lingmerth",54,175.1,825728,131,"AverageApproachDistanceBirdieorBetter",2016
93,98,"Byeong Hun An",23,175.3,353428,56,"AverageApproachDistanceBirdieorBetter",2016
93,71,"Erik Compton",45,175.3,649955,103,"AverageApproachDistanceBirdieorBetter",2016
93,77,"JJ Henry",44,175.3,769950,122,"AverageApproachDistanceBirdieorBetter",2016
93,99,"Hudson Swafford",52,175.3,895956,142,"AverageApproachDistanceBirdieorBetter",2016
97,68,"Alex Cejka",47,175.5,688596,109,"AverageApproachDistanceBirdieorBetter",2016
98,105,"Cameron Percy",22,175.7,272053,43,"AverageApproachDistanceBirdieorBetter",2016
99,110,"Ryan Palmer",46,176.2,1021299,161,"AverageApproachDistanceBirdieorBetter",2016
100,106,"Justin Thomas",53,176.4,869958,137,"AverageApproachDistanceBirdieorBetter",2016
101,115,"Louis Oosthuizen",25,176.5,209667,33,"AverageApproachDistanceBirdieorBetter",2016
102,79,"Jim Herman",55,176.6,781929,123,"AverageApproachDistanceBirdieorBetter",2016
102,110,"Si Woo Kim",63,176.6,1131828,178,"AverageApproachDistanceBirdieorBetter",2016
102,158,"Webb Simpson",34,176.6,680167,107,"AverageApproachDistanceBirdieorBetter",2016
105,102,"Francesco Molinari",36,176.7,706089,111,"AverageApproachDistanceBirdieorBetter",2016
105,127,"Tyrone Van Aswegen",67,176.7,1068413,168,"AverageApproachDistanceBirdieorBetter",2016
107,137,"DH Lee",35,176.8,471091,74,"AverageApproachDistanceBirdieorBetter",2016
108,118,"Freddie Jacobson",54,176.9,879062,138,"AverageApproachDistanceBirdieorBetter",2016
109,119,"Pat Perez",28,177.1,363463,57,"AverageApproachDistanceBirdieorBetter",2016
109,119,"Bernd Wiesberger",23,177.1,248712,39,"AverageApproachDistanceBirdieorBetter",2016
111,113,"Andres Gonzales",46,177.2,644397,101,"AverageApproachDistanceBirdieorBetter",2016
111,106,"Vijay Singh",42,177.2,809942,127,"AverageApproachDistanceBirdieorBetter",2016
111,102,"Steve Wheatcroft",53,177.2,835604,131,"AverageApproachDistanceBirdieorBetter",2016
114,99,"Graham DeLaet",50,177.3,1040577,163,"AverageApproachDistanceBirdieorBetter",2016
114,96,"Mark Hubbard",73,177.3,1263764,198,"AverageApproachDistanceBirdieorBetter",2016
116,114,"Charles Howell III",63,177.4,1226323,192,"AverageApproachDistanceBirdieorBetter",2016
117,79,"Dawie van der Walt",48,177.5,766870,120,"AverageApproachDistanceBirdieorBetter",2016
118,126,"Brice Garnett",29,177.6,306858,48,"AverageApproachDistanceBirdieorBetter",2016
118,139,"Greg Owen",56,177.6,933370,146,"AverageApproachDistanceBirdieorBetter",2016
120,127,"Billy Horschel",45,177.7,850621,133,"AverageApproachDistanceBirdieorBetter",2016
121,117,"Patton Kizzire",57,177.8,1107252,173,"AverageApproachDistanceBirdieorBetter",2016
121,129,"Russell Knox",48,177.8,620984,97,"AverageApproachDistanceBirdieorBetter",2016
121,115,"Boo Weekley",53,177.8,928098,145,"AverageApproachDistanceBirdieorBetter",2016
124,83,"Hideki Matsuyama",40,177.9,768355,120,"AverageApproachDistanceBirdieorBetter",2016
125,122,"Matt Every",34,178,595974,93,"AverageApproachDistanceBirdieorBetter",2016
125,125,"William McGirt",54,178,1230347,192,"AverageApproachDistanceBirdieorBetter",2016
125,131,"Wes Roach",33,178,422838,66,"AverageApproachDistanceBirdieorBetter",2016
128,132,"Keegan Bradley",40,178.1,577064,90,"AverageApproachDistanceBirdieorBetter",2016
129,133,"Aaron Baddeley",51,178.3,828040,129,"AverageApproachDistanceBirdieorBetter",2016
129,133,"Miguel Angel Carballo",24,178.3,295234,46,"AverageApproachDistanceBirdieorBetter",2016
131,138,"Ben Martin",48,178.4,989296,154,"AverageApproachDistanceBirdieorBetter",2016
131,102,"Patrick Reed",53,178.4,783501,122,"AverageApproachDistanceBirdieorBetter",2016
133,135,"Graeme McDowell",33,178.5,501116,78,"AverageApproachDistanceBirdieorBetter",2016
133,135,"Rory Sabbatini",40,178.5,488426,76,"AverageApproachDistanceBirdieorBetter",2016
135,119,"Kevin Kisner",49,178.8,869038,135,"AverageApproachDistanceBirdieorBetter",2016
136,141,"John Huh",51,179,1050131,163,"AverageApproachDistanceBirdieorBetter",2016
137,95,"Brendan Steele",48,179.1,876688,136,"AverageApproachDistanceBirdieorBetter",2016
138,144,"Charley Hoffman",49,179.5,910961,141,"AverageApproachDistanceBirdieorBetter",2016
138,152,"Hiroshi Iwata",51,179.5,620479,96,"AverageApproachDistanceBirdieorBetter",2016
138,108,"Johnson Wagner",44,179.5,814429,126,"AverageApproachDistanceBirdieorBetter",2016
141,108,"Steven Bowditch",40,179.8,621430,96,"AverageApproachDistanceBirdieorBetter",2016
142,146,"Retief Goosen",37,180.2,674595,104,"AverageApproachDistanceBirdieorBetter",2016
142,139,"Brett Stegmaier",57,180.2,1018526,157,"AverageApproachDistanceBirdieorBetter",2016
144,122,"Sam Saunders",40,180.3,551859,85,"AverageApproachDistanceBirdieorBetter",2016
145,156,"Smylie Kaufman",57,181.1,1127900,173,"AverageApproachDistanceBirdieorBetter",2016
145,148,"Carlos Ortiz",47,181.1,743370,114,"AverageApproachDistanceBirdieorBetter",2016
147,154,"Shane Lowry",35,181.2,450153,69,"AverageApproachDistanceBirdieorBetter",2016
148,148,"Scott Langley",41,181.7,627918,96,"AverageApproachDistanceBirdieorBetter",2016
149,157,"Martin Laird",46,181.8,916517,140,"AverageApproachDistanceBirdieorBetter",2016
149,129,"Sean OHair",45,181.8,942330,144,"AverageApproachDistanceBirdieorBetter",2016
151,160,"Brooks Koepka",39,182,772962,118,"AverageApproachDistanceBirdieorBetter",2016
152,161,"Branden Grace",31,182.1,380151,58,"AverageApproachDistanceBirdieorBetter",2016
153,142,"Harold Varner III",58,182.6,1249160,190,"AverageApproachDistanceBirdieorBetter",2016
154,159,"Emiliano Grillo",47,183,896155,136,"AverageApproachDistanceBirdieorBetter",2016
155,145,"Daniel Berger",52,183.3,897417,136,"AverageApproachDistanceBirdieorBetter",2016
155,161,"Camilo Villegas",50,183.3,871164,132,"AverageApproachDistanceBirdieorBetter",2016
157,165,"Dustin Johnson",37,183.5,653979,99,"AverageApproachDistanceBirdieorBetter",2016
158,150,"Kevin Chappell",49,183.6,984987,149,"AverageApproachDistanceBirdieorBetter",2016
158,154,"Brendon de Jonge",55,183.6,773302,117,"AverageApproachDistanceBirdieorBetter",2016
160,166,"Scott Piercy",45,184.1,735622,111,"AverageApproachDistanceBirdieorBetter",2016
160,163,"Scott Pinckney",53,184.1,874699,132,"AverageApproachDistanceBirdieorBetter",2016
162,185,"Danny Lee",53,184.2,941641,142,"AverageApproachDistanceBirdieorBetter",2016
163,173,"Shawn Stefani",45,184.4,623851,94,"AverageApproachDistanceBirdieorBetter",2016
164,168,"Whee Kim",54,184.5,843588,127,"AverageApproachDistanceBirdieorBetter",2016
165,169,"Jason Day",36,184.6,677898,102,"AverageApproachDistanceBirdieorBetter",2016
165,164,"Fabian Gomez",49,184.6,1030224,155,"AverageApproachDistanceBirdieorBetter",2016
167,170,"Troy Merritt",41,184.7,684784,103,"AverageApproachDistanceBirdieorBetter",2016
168,171,"Charl Schwartzel",29,184.9,539283,81,"AverageApproachDistanceBirdieorBetter",2016
169,150,"Derek Ernst",36,185,446196,67,"AverageApproachDistanceBirdieorBetter",2016
170,166,"Adam Hadwin",53,185.5,1128615,169,"AverageApproachDistanceBirdieorBetter",2016
171,185,"Chad Collins",45,185.9,809960,121,"AverageApproachDistanceBirdieorBetter",2016
171,171,"Andrew Loupe",50,185.9,1157536,173,"AverageApproachDistanceBirdieorBetter",2016
173,178,"Paul Casey",39,186,569295,85,"AverageApproachDistanceBirdieorBetter",2016
174,174,"Chad Campbell",54,186.4,973068,145,"AverageApproachDistanceBirdieorBetter",2016
175,175,"Jordan Spieth",34,186.7,638665,95,"AverageApproachDistanceBirdieorBetter",2016
176,179,"Marc Leishman",41,187,666573,99,"AverageApproachDistanceBirdieorBetter",2016
177,182,"Andy Sullivan",25,187.2,370744,55,"AverageApproachDistanceBirdieorBetter",2016
178,194,"Scott Stallings",46,187.3,870031,129,"AverageApproachDistanceBirdieorBetter",2016
179,190,"Patrick Rodgers",49,187.4,998631,148,"AverageApproachDistanceBirdieorBetter",2016
180,182,"Daniel Summerhays",55,187.9,1061994,157,"AverageApproachDistanceBirdieorBetter",2016
181,181,"Robert Garrigus",34,188,548137,81,"AverageApproachDistanceBirdieorBetter",2016
182,176,"Harris English",51,188.1,792325,117,"AverageApproachDistanceBirdieorBetter",2016
182,146,"JB Holmes",39,188.1,785349,116,"AverageApproachDistanceBirdieorBetter",2016
182,152,"Robert Streb",51,188.1,731247,108,"AverageApproachDistanceBirdieorBetter",2016
185,182,"Padraig Harrington",38,188.3,759314,112,"AverageApproachDistanceBirdieorBetter",2016
186,188,"Matthew Fitzpatrick",23,188.4,284854,42,"AverageApproachDistanceBirdieorBetter",2016
186,188,"Jimmy Walker",43,188.4,976879,144,"AverageApproachDistanceBirdieorBetter",2016
188,191,"Bubba Watson",30,188.7,563766,83,"AverageApproachDistanceBirdieorBetter",2016
189,176,"Jason Kokrak",52,189.2,987704,145,"AverageApproachDistanceBirdieorBetter",2016
189,179,"Jhonattan Vegas",49,189.2,960432,141,"AverageApproachDistanceBirdieorBetter",2016
191,200,"Sung Kang",51,190.9,934579,136,"AverageApproachDistanceBirdieorBetter",2016
192,202,"Angel Cabrera",42,191.4,750910,109,"AverageApproachDistanceBirdieorBetter",2016
193,192,"Gary Woodland",45,191.5,903102,131,"AverageApproachDistanceBirdieorBetter",2016
194,199,"Luke List",51,191.8,952841,138,"AverageApproachDistanceBirdieorBetter",2016
195,195,"Adam Scott",39,192.1,795405,115,"AverageApproachDistanceBirdieorBetter",2016
195,201,"Henrik Stenson",30,192.1,553232,80,"AverageApproachDistanceBirdieorBetter",2016
197,205,"Matt Jones",45,192.7,651928,94,"AverageApproachDistanceBirdieorBetter",2016
197,197,"Ian Poulter",37,192.7,409300,59,"AverageApproachDistanceBirdieorBetter",2016
199,203,"Anirban Lahiri",44,192.8,617863,89,"AverageApproachDistanceBirdieorBetter",2016
200,187,"Rory McIlroy",37,194.2,712997,102,"AverageApproachDistanceBirdieorBetter",2016
201,193,"Phil Mickelson",37,194.5,784181,112,"AverageApproachDistanceBirdieorBetter",2016
202,198,"Rickie Fowler",42,195.1,1018265,145,"AverageApproachDistanceBirdieorBetter",2016
203,196,"Tony Finau",49,195.9,923663,131,"AverageApproachDistanceBirdieorBetter",2016
204,207,"Sergio Garcia",28,196.9,318929,45,"AverageApproachDistanceBirdieorBetter",2016
204,206,"Ollie Schniederjans",23,196.9,510246,72,"AverageApproachDistanceBirdieorBetter",2016
206,208,"Andres Romero",22,198.4,271366,38,"AverageApproachDistanceBirdieorBetter",2016
207,204,"Justin Rose",35,201.6,769305,106,"AverageApproachDistanceBirdieorBetter",2016
