"DrivingDistance_RANKTHISWEEK_2015","DrivingDistance_RANKLASTWEEK_2015","DrivingDistance_PLAYERNAME_2015","DrivingDistance_ROUNDS_2015","DrivingDistance_AVG_2015","DrivingDistance_TOTALDISTANCE_2015","DrivingDistance_TOTALDRIVES_2015","stat_name","year"
90,90,"Rory Sabbatini",81,290,44074,152,"DrivingDistance",2015
92,92,"Sangmoon Bae",98,289.8,53911,186,"DrivingDistance",2015
93,93,"Oscar Fraustro",58,289.5,30691,106,"DrivingDistance",2015
93,93,"David Lingmerth",90,289.5,49223,170,"DrivingDistance",2015
93,93,"Kevin Streelman",95,289.5,48052,166,"DrivingDistance",2015
93,93,"Bo Van Pelt",81,289.5,45159,156,"DrivingDistance",2015
97,97,"Webb Simpson",81,289.4,45146,156,"DrivingDistance",2015
98,98,"Gonzalo Fdez Castano",81,289.3,43974,152,"DrivingDistance",2015
98,98,"Michael Thompson",83,289.3,46280,160,"DrivingDistance",2015
100,100,"Ryo Ishikawa",90,289.2,48578,168,"DrivingDistance",2015
101,101,"Derek Fathauer",81,288.8,43903,152,"DrivingDistance",2015
101,101,"Michael Putnam",87,288.8,46210,160,"DrivingDistance",2015
103,103,"Blayne Barber",76,288.6,42718,148,"DrivingDistance",2015
104,104,"Matt Kuchar",97,288.5,53658,186,"DrivingDistance",2015
105,105,"Erik Compton",86,288.4,49020,170,"DrivingDistance",2015
105,105,"Brandt Snedeker",98,288.4,51920,180,"DrivingDistance",2015
107,107,"Steve Wheatcroft",87,288.3,47276,164,"DrivingDistance",2015
108,108,"Scott Brown",97,288.2,55336,192,"DrivingDistance",2015
108,108,"Adam Hadwin",95,288.2,53029,184,"DrivingDistance",2015
110,110,"Ben Martin",93,288.1,51851,180,"DrivingDistance",2015
110,110,"John Peterson",84,288.1,48402,168,"DrivingDistance",2015
112,112,"Kyle Reifers",96,288,52407,182,"DrivingDistance",2015
113,113,"Brian Harman",90,287.9,51255,178,"DrivingDistance",2015
114,114,"Kevin Kisner",104,287.8,59862,208,"DrivingDistance",2015
115,115,"Bill Lunde",50,287.7,25893,90,"DrivingDistance",2015
116,116,"Jonas Blixt",78,287.6,37389,130,"DrivingDistance",2015
117,117,"Jonathan Byrd",69,287.5,34782,121,"DrivingDistance",2015
118,118,"Jonathan Randolph",72,287.2,40203,140,"DrivingDistance",2015
119,119,"Brice Garnett",81,287.1,43070,150,"DrivingDistance",2015
119,119,"Andrew Svoboda",80,287.1,44207,154,"DrivingDistance",2015
121,121,"Jason Dufner",76,286.7,36692,128,"DrivingDistance",2015
121,121,"Ian Poulter",68,286.7,34978,122,"DrivingDistance",2015
123,123,"Matt Every",73,286.6,35534,124,"DrivingDistance",2015
124,124,"Eric Axley",57,286.4,30932,108,"DrivingDistance",2015
125,125,"Chez Reavie",56,286.3,31494,110,"DrivingDistance",2015
126,126,"George McNeill",93,286.2,53225,186,"DrivingDistance",2015
127,127,"Nicholas Thompson",90,286,46912,164,"DrivingDistance",2015
128,128,"Chris Kirk",76,285.8,39439,138,"DrivingDistance",2015
129,129,"Tyrone Van Aswegen",58,285.6,30277,106,"DrivingDistance",2015
130,130,"Brendon de Jonge",106,285.3,57635,202,"DrivingDistance",2015
131,131,"Chad Campbell",97,285.2,55327,194,"DrivingDistance",2015
131,131,"Troy Merritt",91,285.2,49623,174,"DrivingDistance",2015
133,133,"John Merrick",78,285,41606,146,"DrivingDistance",2015
134,134,"Jeff Overton",94,284.8,49554,174,"DrivingDistance",2015
135,135,"Pat Perez",96,284.6,52364,184,"DrivingDistance",2015
136,136,"Russell Knox",96,284.4,54605,192,"DrivingDistance",2015
137,137,"Daniel Summerhays",101,284,57365,202,"DrivingDistance",2015
138,138,"Luke Guthrie",84,283.9,43727,154,"DrivingDistance",2015
139,139,"Spencer Levin",99,283.7,54461,192,"DrivingDistance",2015
139,139,"SJ Park",79,283.7,43126,152,"DrivingDistance",2015
141,141,"Ricky Barnes",82,283.3,41926,148,"DrivingDistance",2015
141,141,"Alex Cejka",94,283.3,52119,184,"DrivingDistance",2015
141,141,"Jim Renner",68,283.3,36827,130,"DrivingDistance",2015
144,144,"Fabian Gomez",83,283.2,46448,164,"DrivingDistance",2015
145,145,"Danny Lee",120,283.1,65103,230,"DrivingDistance",2015
146,146,"Chris Stroud",84,283,45275,160,"DrivingDistance",2015
147,147,"Robert Allenby",63,282.7,30534,108,"DrivingDistance",2015
148,148,"Zach Johnson",90,282.6,48615,172,"DrivingDistance",2015
148,148,"Ryan Moore",81,282.6,39568,140,"DrivingDistance",2015
150,150,"Whee Kim",71,282.4,38976,138,"DrivingDistance",2015
151,151,"Jim Furyk",71,281.9,36084,128,"DrivingDistance",2015
152,152,"Cameron Tringale",96,281.8,54114,192,"DrivingDistance",2015
153,153,"Francesco Molinari",56,281.6,29849,106,"DrivingDistance",2015
154,154,"Greg Chalmers",58,281.5,27583,98,"DrivingDistance",2015
155,155,"DA Points",72,280.8,38744,138,"DrivingDistance",2015
156,156,"David Hearn",97,280.6,54445,194,"DrivingDistance",2015
157,157,"Scott Langley",94,280.5,51323,183,"DrivingDistance",2015
158,158,"William McGirt",103,280.4,57762,206,"DrivingDistance",2015
159,159,"Kevin Na",98,280.1,48732,174,"DrivingDistance",2015
160,160,"Roberto Castro",54,279.8,25185,90,"DrivingDistance",2015
160,160,"John Huh",102,279.8,56527,202,"DrivingDistance",2015
162,162,"Mark Wilson",89,279.2,47456,170,"DrivingDistance",2015
163,163,"Tim Wilkinson",73,279.1,36840,132,"DrivingDistance",2015
164,164,"Andrew Putnam",68,278.7,35114,126,"DrivingDistance",2015
165,165,"Mark Hubbard",79,278.5,42325,152,"DrivingDistance",2015
166,166,"Chad Collins",79,278.4,43438,156,"DrivingDistance",2015
167,167,"Steven Alker",62,278.3,33396,120,"DrivingDistance",2015
168,168,"Ken Duke",93,278.1,48946,176,"DrivingDistance",2015
169,169,"Bryce Molder",91,277.9,48359,174,"DrivingDistance",2015
170,170,"Jerry Kelly",79,277.2,43515,157,"DrivingDistance",2015
171,171,"Jason Bohn",95,277.1,52655,190,"DrivingDistance",2015
172,172,"Luke Donald",71,277,37123,134,"DrivingDistance",2015
173,173,"Colt Knost",90,276.6,47030,170,"DrivingDistance",2015
174,174,"KJ Choi",66,276.5,32070,116,"DrivingDistance",2015
174,174,"Brian Stuard",97,276.5,48666,176,"DrivingDistance",2015
176,176,"Brendon Todd",96,276.4,48638,176,"DrivingDistance",2015
177,177,"Heath Slocum",57,275.8,26480,96,"DrivingDistance",2015
178,178,"Brian Davis",86,275.5,42983,156,"DrivingDistance",2015
179,179,"Jon Curran",83,273.5,43209,158,"DrivingDistance",2015
180,180,"Zac Blair",108,273.1,56528,207,"DrivingDistance",2015
181,181,"Billy Hurley III",83,271.9,40778,150,"DrivingDistance",2015
182,182,"Justin Leonard",61,271.6,33131,122,"DrivingDistance",2015
183,183,"Ben Crane",62,271,30893,114,"DrivingDistance",2015
184,184,"David Toms",62,270,31315,116,"DrivingDistance",2015
