"DrivingPct300320AllDrives_RANKTHISWEEK_2006","DrivingPct300320AllDrives_RANKLASTWEEK_2006","DrivingPct300320AllDrives_PLAYERNAME_2006","DrivingPct300320AllDrives_ROUNDS_2006","DrivingPct300320AllDrives_Pct_2006","DrivingPct300320AllDrives_TOTALDRIVESFOR300320_2006","DrivingPct300320AllDrives_TOTALDRIVESOVERALL_2006","DrivingPct300320AllDrives_RELATIVETOPAR_2006","stat_name","year"
1,1,"John Daly",51,34.67,199,574,-0.06,"DrivingPct300320AllDrives",2006
2,2,"JB Holmes",81,30.68,270,880,-0.022,"DrivingPct300320AllDrives",2006
3,3,"Brett Wetterich",82,28.99,294,1014,-0.156,"DrivingPct300320AllDrives",2006
4,4,"Charley Hoffman",100,28.35,351,1238,-0.154,"DrivingPct300320AllDrives",2006
5,5,"Harrison Frazar",95,27.77,291,1048,-0.131,"DrivingPct300320AllDrives",2006
6,6,"Tag Ridings",103,27.02,338,1251,-0.089,"DrivingPct300320AllDrives",2006
7,7,"Scott Gutschewski",53,26.27,165,628,-0.23,"DrivingPct300320AllDrives",2006
8,8,"Jonathan Byrd",66,26.17,196,749,-0.163,"DrivingPct300320AllDrives",2006
9,9,"Phil Mickelson",74,25.84,170,658,-0.218,"DrivingPct300320AllDrives",2006
10,10,"Davis Love III",85,25.81,206,798,-0.146,"DrivingPct300320AllDrives",2006
11,11,"Ryan Hietala",61,25.7,183,712,-0.016,"DrivingPct300320AllDrives",2006
12,12,"Robert Garrigus",85,25.63,265,1034,-0.094,"DrivingPct300320AllDrives",2006
13,13,"Chris Smith",67,25.52,209,819,-0.139,"DrivingPct300320AllDrives",2006
14,14,"Tiger Woods",55,25.48,132,518,-0.348,"DrivingPct300320AllDrives",2006
15,15,"Matt Hansen",68,24.88,201,808,-0.124,"DrivingPct300320AllDrives",2006
16,16,"Bubba Dickerson",98,24.35,292,1199,-0.134,"DrivingPct300320AllDrives",2006
17,17,"Jeff Overton",95,24.18,294,1216,-0.126,"DrivingPct300320AllDrives",2006
18,18,"Daniel Chopra",110,24.16,303,1254,-0.182,"DrivingPct300320AllDrives",2006
19,19,"Camilo Villegas",95,24.04,275,1144,-0.193,"DrivingPct300320AllDrives",2006
20,20,"Chris Couch",75,23.93,223,932,-0.175,"DrivingPct300320AllDrives",2006
21,21,"Troy Matteson",101,23.63,290,1227,-0.128,"DrivingPct300320AllDrives",2006
22,22,"Lucas Glover",105,23.34,281,1204,-0.238,"DrivingPct300320AllDrives",2006
23,23,"Will Ma Kenzie",91,23.18,242,1044,-0.132,"DrivingPct300320AllDrives",2006
24,24,"Charles Warren",93,23.05,260,1128,-0.177,"DrivingPct300320AllDrives",2006
24,24,"Bubba Watson",83,23.05,231,1002,-0.1,"DrivingPct300320AllDrives",2006
26,26,"Charles Howell III",96,22.76,251,1103,-0.199,"DrivingPct300320AllDrives",2006
27,27,"Nick Watney",97,22.58,271,1200,-0.17,"DrivingPct300320AllDrives",2006
28,28,"Mathias Gronberg",92,22.57,249,1103,-0.141,"DrivingPct300320AllDrives",2006
29,29,"Alex Aragon",63,22.41,169,754,-0.047,"DrivingPct300320AllDrives",2006
30,30,"Rich Beem",85,22.36,203,908,-0.192,"DrivingPct300320AllDrives",2006
31,31,"Kris Cox",83,22.31,224,1004,-0.134,"DrivingPct300320AllDrives",2006
32,32,"James Driscoll",80,22.26,236,1060,-0.123,"DrivingPct300320AllDrives",2006
33,33,"Nicholas Thompson",96,22.24,242,1088,-0.087,"DrivingPct300320AllDrives",2006
34,34,"Brandt Jobe",91,21.72,212,976,-0.203,"DrivingPct300320AllDrives",2006
35,35,"Jon Mills",68,21.69,164,756,-0.122,"DrivingPct300320AllDrives",2006
36,36,"Bill Haas",99,21.62,265,1226,-0.189,"DrivingPct300320AllDrives",2006
37,37,"Bo Van Pelt",102,21.58,271,1256,-0.181,"DrivingPct300320AllDrives",2006
38,38,"Vijay Singh",103,21.51,253,1176,-0.245,"DrivingPct300320AllDrives",2006
39,39,"Jason Gore",86,21.49,217,1010,-0.078,"DrivingPct300320AllDrives",2006
39,39,"John Senden",96,21.49,237,1103,-0.215,"DrivingPct300320AllDrives",2006
41,41,"Mathew Goggin",72,21.06,171,812,-0.094,"DrivingPct300320AllDrives",2006
42,42,"Henrik Bjornstad",97,20.82,259,1244,-0.116,"DrivingPct300320AllDrives",2006
43,43,"Geoff Ogilvy",76,20.77,152,732,-0.191,"DrivingPct300320AllDrives",2006
44,44,"Fred Couples",52,20.54,92,448,0.011,"DrivingPct300320AllDrives",2006
45,45,"Adam Scott",70,20.53,146,711,-0.137,"DrivingPct300320AllDrives",2006
46,46,"Ryan Palmer",101,20.45,234,1144,-0.184,"DrivingPct300320AllDrives",2006
47,47,"Roger Tambellini",64,20.27,150,740,-0.193,"DrivingPct300320AllDrives",2006
48,48,"Kenny Perry",73,19.76,166,840,-0.139,"DrivingPct300320AllDrives",2006
49,49,"Trevor Immelman",86,19.67,200,1017,-0.235,"DrivingPct300320AllDrives",2006
50,50,"Jimmy Walker",60,19.62,153,780,-0.144,"DrivingPct300320AllDrives",2006
51,51,"Pat Perez",50,19.56,115,588,-0.096,"DrivingPct300320AllDrives",2006
52,52,"Jonathan Kaye",95,19.4,233,1201,-0.167,"DrivingPct300320AllDrives",2006
53,53,"Retief Goosen",68,19.31,124,642,-0.145,"DrivingPct300320AllDrives",2006
54,54,"Tim Herron",82,19.21,166,864,-0.108,"DrivingPct300320AllDrives",2006
55,55,"John Rollins",93,19.15,203,1060,-0.202,"DrivingPct300320AllDrives",2006
56,56,"Paul Stankowski",70,19.02,167,878,-0.108,"DrivingPct300320AllDrives",2006
57,57,"JJ Henry",96,18.62,200,1074,-0.12,"DrivingPct300320AllDrives",2006
58,58,"Carlos Franco",86,18.53,199,1074,-0.131,"DrivingPct300320AllDrives",2006
59,59,"Sean OHair",100,18.48,197,1066,-0.152,"DrivingPct300320AllDrives",2006
59,59,"Greg Owen",79,18.48,160,866,-0.194,"DrivingPct300320AllDrives",2006
61,61,"Craig Barlow",77,18.35,149,812,-0.208,"DrivingPct300320AllDrives",2006
62,62,"Rory Sabbatini",84,18.05,161,892,-0.224,"DrivingPct300320AllDrives",2006
63,63,"Sergio Garcia",59,18,99,550,-0.162,"DrivingPct300320AllDrives",2006
64,64,"Eric Axley",91,17.91,197,1100,-0.203,"DrivingPct300320AllDrives",2006
64,64,"Bob May",65,17.91,134,748,-0.164,"DrivingPct300320AllDrives",2006
66,66,"David Duval",71,17.79,132,742,-0.167,"DrivingPct300320AllDrives",2006
67,67,"Freddie Jacobson",56,17.59,133,756,-0.105,"DrivingPct300320AllDrives",2006
68,68,"Michael Allen",84,17.46,176,1008,-0.114,"DrivingPct300320AllDrives",2006
69,69,"Chad Campbell",91,17.45,163,934,-0.129,"DrivingPct300320AllDrives",2006
70,70,"Ian Leggatt",80,17.42,170,976,-0.094,"DrivingPct300320AllDrives",2006
71,71,"Jesper Parnevik",84,17.39,177,1018,-0.266,"DrivingPct300320AllDrives",2006
72,72,"Robert Allenby",79,17.34,145,836,-0.159,"DrivingPct300320AllDrives",2006
73,73,"Jason Schultz",77,17.22,156,906,-0.083,"DrivingPct300320AllDrives",2006
74,74,"Wes Short Jr",96,16.95,202,1192,-0.104,"DrivingPct300320AllDrives",2006
75,75,"Joe Ogilvie",95,16.87,184,1091,-0.168,"DrivingPct300320AllDrives",2006
76,76,"Brian Bateman",69,16.81,138,821,-0.087,"DrivingPct300320AllDrives",2006
77,77,"DJ Trahan",92,16.79,178,1060,-0.23,"DrivingPct300320AllDrives",2006
78,78,"Justin Rose",98,16.76,201,1199,-0.209,"DrivingPct300320AllDrives",2006
79,79,"Marco Dawson",87,16.59,178,1073,-0.185,"DrivingPct300320AllDrives",2006
80,80,"Kevin Sutherland",100,16.34,198,1212,-0.227,"DrivingPct300320AllDrives",2006
81,81,"Jeff Gove",91,16.24,183,1127,-0.142,"DrivingPct300320AllDrives",2006
82,82,"Hunter Mahan",98,16.07,199,1238,-0.121,"DrivingPct300320AllDrives",2006
83,83,"Ted Purdy",103,15.98,179,1120,-0.229,"DrivingPct300320AllDrives",2006
84,84,"Danny Ellis",68,15.87,133,838,-0.188,"DrivingPct300320AllDrives",2006
85,85,"Ernie Els",69,15.75,103,654,-0.155,"DrivingPct300320AllDrives",2006
86,86,"Stewart Cink",93,15.48,157,1014,-0.248,"DrivingPct300320AllDrives",2006
87,87,"John Huston",74,15.38,139,904,-0.137,"DrivingPct300320AllDrives",2006
88,88,"Len Mattiace",59,15.35,111,723,-0.063,"DrivingPct300320AllDrives",2006
89,89,"Patrick Sheehan",104,15.33,186,1213,-0.215,"DrivingPct300320AllDrives",2006
90,90,"Stuart Appleby",83,15.29,137,896,-0.146,"DrivingPct300320AllDrives",2006
91,91,"David Howell",52,15,63,420,-0.111,"DrivingPct300320AllDrives",2006
92,92,"Steve Lowery",99,14.97,173,1156,-0.237,"DrivingPct300320AllDrives",2006
93,93,"Rod Pampling",89,14.57,132,906,-0.205,"DrivingPct300320AllDrives",2006
94,94,"Bob Tway",81,14.53,136,936,-0.118,"DrivingPct300320AllDrives",2006
95,95,"John Engler Jr",69,14.43,127,880,-0.126,"DrivingPct300320AllDrives",2006
96,96,"Jose Maria Olazabal",62,14.31,78,545,-0.141,"DrivingPct300320AllDrives",2006
97,97,"Shaun Micheel",96,14.3,155,1084,-0.194,"DrivingPct300320AllDrives",2006
98,98,"Vance Veazey",59,14.15,107,756,-0.15,"DrivingPct300320AllDrives",2006
99,99,"JP Hayes",55,14.08,98,696,-0.245,"DrivingPct300320AllDrives",2006
100,100,"Thomas Levet",53,13.99,94,672,-0.064,"DrivingPct300320AllDrives",2006
101,101,"Tom Lehman",70,13.91,91,654,-0.11,"DrivingPct300320AllDrives",2006
102,102,"Jason Bohn",104,13.85,172,1242,-0.174,"DrivingPct300320AllDrives",2006
