"Back9LowestRound_RANKTHISWEEK_2016","Back9LowestRound_RANKLASTWEEK_2016","Back9LowestRound_PLAYERNAME_2016","Back9LowestRound_ROUNDS_2016","Back9LowestRound_LOWRND_2016","stat_name","year"
1,1,"Smylie Kaufman",57,29,"Back9LowestRound",2016
1,1,"William McGirt",54,29,"Back9LowestRound",2016
1,1,"Brendan Steele",48,29,"Back9LowestRound",2016
1,1,"Shawn Stefani",45,29,"Back9LowestRound",2016
5,5,"Scott Brown",59,30,"Back9LowestRound",2016
5,5,"Bronson Burgoon",53,30,"Back9LowestRound",2016
5,5,"Rickie Fowler",42,30,"Back9LowestRound",2016
5,5,"Brian Harman",60,30,"Back9LowestRound",2016
5,5,"Russell Henley",42,30,"Back9LowestRound",2016
5,5,"Jim Herman",55,30,"Back9LowestRound",2016
5,5,"Chris Kirk",51,30,"Back9LowestRound",2016
5,5,"Patton Kizzire",57,30,"Back9LowestRound",2016
5,5,"Marc Leishman",41,30,"Back9LowestRound",2016
5,5,"David Lingmerth",54,30,"Back9LowestRound",2016
5,5,"Ben Martin",48,30,"Back9LowestRound",2016
5,5,"Francesco Molinari",36,30,"Back9LowestRound",2016
5,5,"Kevin Na",52,30,"Back9LowestRound",2016
5,5,"Sean OHair",45,30,"Back9LowestRound",2016
5,5,"Jeff Overton",51,30,"Back9LowestRound",2016
5,5,"Greg Owen",56,30,"Back9LowestRound",2016
5,5,"Ryan Palmer",46,30,"Back9LowestRound",2016
5,5,"Chez Reavie",56,30,"Back9LowestRound",2016
5,5,"Brendon Todd",43,30,"Back9LowestRound",2016
5,5,"DJ Trahan",23,30,"Back9LowestRound",2016
5,5,"Harold Varner III",58,30,"Back9LowestRound",2016
5,5,"Jimmy Walker",43,30,"Back9LowestRound",2016
5,5,"Will Wilcox",47,30,"Back9LowestRound",2016
28,28,"Tyler Aldridge",53,31,"Back9LowestRound",2016
28,28,"Byeong Hun An",23,31,"Back9LowestRound",2016
28,28,"Stuart Appleby",39,31,"Back9LowestRound",2016
28,28,"Aaron Baddeley",51,31,"Back9LowestRound",2016
28,28,"Ricky Barnes",57,31,"Back9LowestRound",2016
28,28,"Daniel Berger",52,31,"Back9LowestRound",2016
28,28,"Jonas Blixt",46,31,"Back9LowestRound",2016
28,28,"Jason Bohn",37,31,"Back9LowestRound",2016
28,28,"Miguel Angel Carballo",24,31,"Back9LowestRound",2016
28,28,"Roberto Castro",55,31,"Back9LowestRound",2016
28,28,"Alex Cejka",47,31,"Back9LowestRound",2016
28,28,"Stewart Cink",45,31,"Back9LowestRound",2016
28,28,"Chad Collins",45,31,"Back9LowestRound",2016
28,28,"Jason Day",36,31,"Back9LowestRound",2016
28,28,"Graham DeLaet",50,31,"Back9LowestRound",2016
28,28,"Luke Donald",49,31,"Back9LowestRound",2016
28,28,"Jason Dufner",53,31,"Back9LowestRound",2016
28,28,"Harris English",51,31,"Back9LowestRound",2016
28,28,"Derek Fathauer",58,31,"Back9LowestRound",2016
28,28,"Tony Finau",49,31,"Back9LowestRound",2016
28,28,"Lucas Glover",53,31,"Back9LowestRound",2016
28,28,"Andres Gonzales",46,31,"Back9LowestRound",2016
28,28,"Jason Gore",51,31,"Back9LowestRound",2016
28,28,"Branden Grace",31,31,"Back9LowestRound",2016
