"Approach100125yardsRTPScore_RANKTHISWEEK_2010","Approach100125yardsRTPScore_RANKLASTWEEK_2010","Approach100125yardsRTPScore_PLAYERNAME_2010","Approach100125yardsRTPScore_ROUNDS_2010","Approach100125yardsRTPScore_AVGRTP_2010","stat_name","year"
1,1,"Justin Leonard",89,-0.336,"Approach100125yardsRTPScore",2010
2,2,"Chris Riley",73,-0.33,"Approach100125yardsRTPScore",2010
3,3,"Rory Sabbatini",79,-0.314,"Approach100125yardsRTPScore",2010
4,4,"Ryan Moore",80,-0.296,"Approach100125yardsRTPScore",2010
5,5,"Ben Curtis",78,-0.291,"Approach100125yardsRTPScore",2010
6,6,"Garrett Willis",82,-0.28,"Approach100125yardsRTPScore",2010
7,7,"Adam Scott",70,-0.272,"Approach100125yardsRTPScore",2010
7,7,"Dean Wilson",54,-0.272,"Approach100125yardsRTPScore",2010
9,9,"Brendon de Jonge",114,-0.263,"Approach100125yardsRTPScore",2010
9,9,"Spencer Levin",110,-0.263,"Approach100125yardsRTPScore",2010
11,11,"Charley Hoffman",85,-0.252,"Approach100125yardsRTPScore",2010
12,12,"Matt Every",60,-0.25,"Approach100125yardsRTPScore",2010
12,12,"Phil Mickelson",76,-0.25,"Approach100125yardsRTPScore",2010
14,14,"Brent Delahoussaye",57,-0.247,"Approach100125yardsRTPScore",2010
15,15,"Freddie Jacobson",83,-0.246,"Approach100125yardsRTPScore",2010
16,16,"Tom Pernice Jr",74,-0.245,"Approach100125yardsRTPScore",2010
16,16,"Vijay Singh",75,-0.245,"Approach100125yardsRTPScore",2010
18,18,"Stewart Cink",84,-0.244,"Approach100125yardsRTPScore",2010
19,19,"Jerry Kelly",99,-0.237,"Approach100125yardsRTPScore",2010
20,20,"George McNeill",79,-0.236,"Approach100125yardsRTPScore",2010
21,21,"Jim Furyk",76,-0.235,"Approach100125yardsRTPScore",2010
21,21,"Skip Kendall",58,-0.235,"Approach100125yardsRTPScore",2010
23,23,"Ernie Els",72,-0.234,"Approach100125yardsRTPScore",2010
24,24,"Webb Simpson",98,-0.228,"Approach100125yardsRTPScore",2010
25,25,"Robert Allenby",76,-0.226,"Approach100125yardsRTPScore",2010
26,26,"Charles Howell III",103,-0.225,"Approach100125yardsRTPScore",2010
26,26,"Nick Watney",91,-0.225,"Approach100125yardsRTPScore",2010
28,28,"Brenden Pappas",66,-0.224,"Approach100125yardsRTPScore",2010
29,29,"Brian Gay",101,-0.22,"Approach100125yardsRTPScore",2010
30,30,"David Duval",71,-0.217,"Approach100125yardsRTPScore",2010
31,31,"Bryce Molder",84,-0.216,"Approach100125yardsRTPScore",2010
31,31,"Cameron Tringale",55,-0.216,"Approach100125yardsRTPScore",2010
33,33,"Mathew Goggin",85,-0.214,"Approach100125yardsRTPScore",2010
33,33,"Jeff Maggert",76,-0.214,"Approach100125yardsRTPScore",2010
35,35,"Camilo Villegas",78,-0.211,"Approach100125yardsRTPScore",2010
36,36,"Ryan Palmer",84,-0.208,"Approach100125yardsRTPScore",2010
37,37,"Stuart Appleby",101,-0.207,"Approach100125yardsRTPScore",2010
37,37,"Chad Collins",87,-0.207,"Approach100125yardsRTPScore",2010
37,37,"JB Holmes",100,-0.207,"Approach100125yardsRTPScore",2010
40,40,"Luke Donald",71,-0.205,"Approach100125yardsRTPScore",2010
40,40,"Mike Weir",59,-0.205,"Approach100125yardsRTPScore",2010
40,40,"YE Yang",72,-0.205,"Approach100125yardsRTPScore",2010
43,43,"Woody Austin",93,-0.203,"Approach100125yardsRTPScore",2010
44,44,"DA Points",90,-0.202,"Approach100125yardsRTPScore",2010
45,45,"Bo Van Pelt",104,-0.201,"Approach100125yardsRTPScore",2010
46,46,"Scott Piercy",88,-0.2,"Approach100125yardsRTPScore",2010
46,46,"Kevin Stadler",86,-0.2,"Approach100125yardsRTPScore",2010
48,48,"Tim Clark",88,-0.196,"Approach100125yardsRTPScore",2010
48,48,"David Toms",86,-0.196,"Approach100125yardsRTPScore",2010
50,50,"Billy Mayfair",78,-0.195,"Approach100125yardsRTPScore",2010
51,51,"Aron Price",70,-0.193,"Approach100125yardsRTPScore",2010
52,52,"Heath Slocum",97,-0.191,"Approach100125yardsRTPScore",2010
53,53,"Rory McIlroy",54,-0.189,"Approach100125yardsRTPScore",2010
53,53,"Scott Verplank",74,-0.189,"Approach100125yardsRTPScore",2010
55,55,"Marc Leishman",87,-0.188,"Approach100125yardsRTPScore",2010
56,56,"Jeff Overton",89,-0.186,"Approach100125yardsRTPScore",2010
57,57,"Zach Johnson",93,-0.184,"Approach100125yardsRTPScore",2010
57,57,"Jarrod Lyle",54,-0.184,"Approach100125yardsRTPScore",2010
57,57,"Will Ma Kenzie",72,-0.184,"Approach100125yardsRTPScore",2010
57,57,"Carl Pettersson",99,-0.184,"Approach100125yardsRTPScore",2010
57,57,"Paul Stankowski",62,-0.184,"Approach100125yardsRTPScore",2010
62,62,"Ben Crane",85,-0.183,"Approach100125yardsRTPScore",2010
62,62,"Richard Johnson",90,-0.183,"Approach100125yardsRTPScore",2010
64,64,"Charlie Wi",95,-0.182,"Approach100125yardsRTPScore",2010
65,65,"Ryuji Imada",90,-0.18,"Approach100125yardsRTPScore",2010
65,65,"Jeff Quinney",91,-0.18,"Approach100125yardsRTPScore",2010
65,65,"Justin Rose",78,-0.18,"Approach100125yardsRTPScore",2010
68,68,"Tim Petrovic",105,-0.179,"Approach100125yardsRTPScore",2010
69,69,"John Mallinger",78,-0.177,"Approach100125yardsRTPScore",2010
70,70,"Paul Goydos",78,-0.176,"Approach100125yardsRTPScore",2010
70,70,"Dustin Johnson",83,-0.176,"Approach100125yardsRTPScore",2010
72,72,"KJ Choi",82,-0.174,"Approach100125yardsRTPScore",2010
73,73,"Sean OHair",84,-0.172,"Approach100125yardsRTPScore",2010
74,74,"Ricky Barnes",103,-0.171,"Approach100125yardsRTPScore",2010
74,74,"Matt Kuchar",97,-0.171,"Approach100125yardsRTPScore",2010
76,76,"Kris Blanks",91,-0.169,"Approach100125yardsRTPScore",2010
76,76,"Jason Bohn",84,-0.169,"Approach100125yardsRTPScore",2010
78,78,"Chris Stroud",90,-0.168,"Approach100125yardsRTPScore",2010
79,79,"Bob Estes",79,-0.164,"Approach100125yardsRTPScore",2010
79,79,"Brad Faxon",58,-0.164,"Approach100125yardsRTPScore",2010
