"Scrambling_RANKTHISWEEK_2011","Scrambling_RANKLASTWEEK_2011","Scrambling_PLAYERNAME_2011","Scrambling_ROUNDS_2011","Scrambling_Pct_2011","Scrambling_PARORBETTER_2011","Scrambling_MISSEDGIR_2011","stat_name","year"
166,166,"DJ Brigman",67,53.49,222,415,"Scrambling",2011
167,167,"Ben Martin",74,52.93,235,444,"Scrambling",2011
168,168,"Rich Beem",53,52.89,192,363,"Scrambling",2011
169,169,"Andres Gonzales",60,52.85,176,333,"Scrambling",2011
169,169,"Boo Weekley",66,52.85,167,316,"Scrambling",2011
171,171,"Marc Turnesa",54,52.8,170,322,"Scrambling",2011
172,172,"David Duval",67,52.66,228,433,"Scrambling",2011
172,172,"Martin Piller",63,52.66,218,414,"Scrambling",2011
174,174,"Kevin Stadler",88,52.39,241,460,"Scrambling",2011
175,175,"Steven Bowditch",86,52.33,281,537,"Scrambling",2011
176,176,"Angel Cabrera",50,52.17,156,299,"Scrambling",2011
177,177,"Fabian Gomez",84,52.1,248,476,"Scrambling",2011
178,178,"Rocco Mediate",53,51.8,187,361,"Scrambling",2011
179,179,"Michael Bradley",74,51.72,211,408,"Scrambling",2011
180,180,"Bobby Gates",82,51.49,242,470,"Scrambling",2011
181,181,"Dustin Johnson",72,51.24,207,404,"Scrambling",2011
182,182,"Ernie Els",71,51.07,191,374,"Scrambling",2011
183,183,"Derek Lamely",65,50.83,214,421,"Scrambling",2011
184,184,"Bubba Watson",85,50.82,218,429,"Scrambling",2011
185,185,"Justin Hicks",60,50.47,162,321,"Scrambling",2011
186,186,"Alex Prugh",82,47.91,229,478,"Scrambling",2011
