"Scrambling_RANKTHISWEEK_2011","Scrambling_RANKLASTWEEK_2011","Scrambling_PLAYERNAME_2011","Scrambling_ROUNDS_2011","Scrambling_Pct_2011","Scrambling_PARORBETTER_2011","Scrambling_MISSEDGIR_2011","stat_name","year"
1,1,"Greg Chalmers",88,65.17,391,600,"Scrambling",2011
2,2,"Steve Stricker",70,64.93,274,422,"Scrambling",2011
3,3,"Jason Day",76,64.64,298,461,"Scrambling",2011
4,4,"Zach Johnson",79,63.98,302,472,"Scrambling",2011
5,5,"Woody Austin",59,63.92,202,316,"Scrambling",2011
5,5,"Charles Howell III",108,63.92,372,582,"Scrambling",2011
7,7,"Brian Gay",90,63.78,361,566,"Scrambling",2011
8,8,"Luke Donald",73,63.71,251,394,"Scrambling",2011
9,9,"Kevin Na",84,63.5,374,589,"Scrambling",2011
10,10,"Rod Pampling",72,63.1,248,393,"Scrambling",2011
11,11,"Mark Wilson",89,62.97,335,532,"Scrambling",2011
12,12,"Nick Watney",80,62.96,289,459,"Scrambling",2011
13,13,"Matt Kuchar",94,62.91,329,523,"Scrambling",2011
14,14,"Jerry Kelly",85,62.55,304,486,"Scrambling",2011
15,15,"Bryce Molder",82,62.5,315,504,"Scrambling",2011
16,16,"Webb Simpson",98,62.22,331,532,"Scrambling",2011
17,17,"Phil Mickelson",79,62.01,284,458,"Scrambling",2011
18,18,"Justin Leonard",82,61.97,321,518,"Scrambling",2011
19,19,"Dean Wilson",62,61.63,257,417,"Scrambling",2011
20,20,"Chris Riley",76,61.62,281,456,"Scrambling",2011
21,21,"Ben Curtis",66,61.58,250,406,"Scrambling",2011
22,22,"Brandt Snedeker",85,61.45,330,537,"Scrambling",2011
23,23,"Ben Crane",76,61.31,271,442,"Scrambling",2011
23,23,"YE Yang",63,61.31,244,398,"Scrambling",2011
25,25,"David Toms",78,61.21,243,397,"Scrambling",2011
26,26,"Nathan Green",81,60.92,318,522,"Scrambling",2011
27,27,"KJ Choi",77,60.87,280,460,"Scrambling",2011
27,27,"Chris Couch",73,60.87,280,460,"Scrambling",2011
27,27,"Billy Mayfair",94,60.87,308,506,"Scrambling",2011
30,30,"Michael Connell",76,60.81,301,495,"Scrambling",2011
30,30,"David Mathis",83,60.81,301,495,"Scrambling",2011
32,32,"Michael Thompson",79,60.75,277,456,"Scrambling",2011
33,33,"Blake Adams",116,60.63,422,696,"Scrambling",2011
34,34,"Freddie Jacobson",92,60.62,334,551,"Scrambling",2011
35,35,"Stephen Ames",69,60.59,246,406,"Scrambling",2011
36,36,"Scott McCarron",65,60.56,261,431,"Scrambling",2011
37,37,"Kevin Streelman",90,60.5,337,557,"Scrambling",2011
38,38,"Tim Petrovic",88,60.49,346,572,"Scrambling",2011
39,39,"Chris DiMarco",93,60.47,338,559,"Scrambling",2011
40,40,"Robert Karlsson",61,60.41,235,389,"Scrambling",2011
41,41,"Spencer Levin",113,60.35,379,628,"Scrambling",2011
42,42,"Brendon de Jonge",105,60.33,368,610,"Scrambling",2011
43,43,"Steve Elkington",50,60.26,182,302,"Scrambling",2011
44,44,"Sergio Garcia",61,60.16,219,364,"Scrambling",2011
45,45,"Ryan Moore",79,60.08,301,501,"Scrambling",2011
46,46,"Briny Baird",60,60,180,300,"Scrambling",2011
47,47,"Ryan Palmer",82,59.96,313,522,"Scrambling",2011
48,48,"Hunter Haas",96,59.93,335,559,"Scrambling",2011
49,49,"Padraig Harrington",60,59.84,228,381,"Scrambling",2011
50,50,"Charl Schwartzel",58,59.77,205,343,"Scrambling",2011
51,51,"William McGirt",103,59.75,334,559,"Scrambling",2011
52,52,"Geoff Ogilvy",69,59.68,265,444,"Scrambling",2011
53,53,"David Hearn",88,59.47,267,449,"Scrambling",2011
54,54,"Jimmy Walker",79,59.45,305,513,"Scrambling",2011
55,55,"Aaron Baddeley",77,59.44,277,466,"Scrambling",2011
56,56,"Paul Stankowski",78,59.42,268,451,"Scrambling",2011
57,57,"Shane Bertsch",62,59.33,213,359,"Scrambling",2011
58,58,"Nick OHern",89,59.22,302,510,"Scrambling",2011
59,59,"Joe Durant",71,59.1,211,357,"Scrambling",2011
60,60,"Tim Herron",85,59.08,296,501,"Scrambling",2011
60,60,"Martin Laird",77,59.08,270,457,"Scrambling",2011
62,62,"Brian Davis",105,59,364,617,"Scrambling",2011
62,62,"Adam Scott",60,59,200,339,"Scrambling",2011
64,64,"Charlie Wi",83,58.93,320,543,"Scrambling",2011
65,65,"Ryuji Imada",83,58.8,314,534,"Scrambling",2011
66,66,"Robert Allenby",84,58.76,285,485,"Scrambling",2011
67,67,"Brandt Jobe",100,58.72,313,533,"Scrambling",2011
68,68,"Bo Van Pelt",92,58.69,304,518,"Scrambling",2011
69,69,"Shaun Micheel",77,58.64,285,486,"Scrambling",2011
70,70,"Jason Dufner",78,58.62,272,464,"Scrambling",2011
71,71,"Marc Leishman",87,58.53,326,557,"Scrambling",2011
72,72,"Kevin Chappell",78,58.46,266,455,"Scrambling",2011
72,72,"Carl Pettersson",95,58.46,335,573,"Scrambling",2011
72,72,"Vaughn Taylor",89,58.46,318,544,"Scrambling",2011
75,75,"Anthony Kim",72,58.45,287,491,"Scrambling",2011
76,76,"Jim Furyk",87,58.37,293,502,"Scrambling",2011
77,77,"DA Points",89,58.36,328,562,"Scrambling",2011
78,78,"Pat Perez",76,58.35,276,473,"Scrambling",2011
79,79,"Bill Haas",93,58.3,295,506,"Scrambling",2011
80,80,"JP Hayes",56,58.29,218,374,"Scrambling",2011
81,81,"Retief Goosen",50,58.28,183,314,"Scrambling",2011
82,82,"DJ Trahan",91,58.27,296,508,"Scrambling",2011
83,83,"Jason Bohn",74,58.25,240,412,"Scrambling",2011
84,84,"Rory Sabbatini",85,58.23,290,498,"Scrambling",2011
85,85,"Jim Renner",65,58.22,209,359,"Scrambling",2011
86,86,"Gary Woodland",93,58.2,298,512,"Scrambling",2011
87,87,"Michael Putnam",67,58.17,235,404,"Scrambling",2011
88,88,"Garrett Willis",71,58.14,257,442,"Scrambling",2011
89,89,"Trevor Immelman",84,58.09,280,482,"Scrambling",2011
90,90,"Nate Smith",66,58.07,241,415,"Scrambling",2011
91,91,"John Merrick",71,58.03,206,355,"Scrambling",2011
92,92,"Hunter Mahan",92,58,290,500,"Scrambling",2011
92,92,"Roland Thatcher",67,58,250,431,"Scrambling",2011
94,94,"Kris Blanks",92,57.94,292,504,"Scrambling",2011
95,95,"Justin Rose",79,57.92,245,423,"Scrambling",2011
96,96,"Johnson Wagner",81,57.8,263,455,"Scrambling",2011
97,97,"Steve Marino",76,57.69,270,468,"Scrambling",2011
97,97,"Cameron Tringale",110,57.69,360,624,"Scrambling",2011
99,99,"Chris Kirk",87,57.66,301,522,"Scrambling",2011
100,100,"Scott Piercy",78,57.58,262,455,"Scrambling",2011
101,101,"Matt McQuillan",59,57.57,213,370,"Scrambling",2011
102,102,"Chad Campbell",99,57.54,290,504,"Scrambling",2011
103,103,"Chris Stroud",88,57.31,286,499,"Scrambling",2011
104,104,"Jarrod Lyle",83,57.3,310,541,"Scrambling",2011
105,105,"Vijay Singh",79,57.23,273,477,"Scrambling",2011
106,106,"Jonathan Byrd",83,57.2,290,507,"Scrambling",2011
107,107,"Stewart Cink",72,57.08,242,424,"Scrambling",2011
108,108,"Steve Flesch",88,57,346,607,"Scrambling",2011
109,109,"Joe Ogilvie",75,56.98,257,451,"Scrambling",2011
110,110,"Matt Jones",71,56.96,274,481,"Scrambling",2011
111,111,"Alex Cejka",59,56.94,205,360,"Scrambling",2011
112,112,"James Driscoll",71,56.91,243,427,"Scrambling",2011
113,113,"Cameron Beckman",71,56.76,252,444,"Scrambling",2011
114,114,"Bill Lunde",92,56.7,275,485,"Scrambling",2011
115,115,"Scott Gutschewski",67,56.68,225,397,"Scrambling",2011
115,115,"Sung Kang",63,56.68,212,374,"Scrambling",2011
117,117,"Ricky Barnes",78,56.6,266,470,"Scrambling",2011
118,118,"Jim Herman",69,56.53,199,352,"Scrambling",2011
119,119,"Joseph Bramlett",73,56.51,230,407,"Scrambling",2011
120,120,"Andres Romero",77,56.48,279,494,"Scrambling",2011
121,121,"Troy Merritt",63,56.35,222,394,"Scrambling",2011
122,122,"Ian Poulter",52,56.33,178,316,"Scrambling",2011
123,123,"John Rollins",85,56.28,260,462,"Scrambling",2011
124,124,"George McNeill",69,56.23,221,393,"Scrambling",2011
125,125,"Keegan Bradley",91,56.18,300,534,"Scrambling",2011
126,126,"JJ Henry",96,56.03,288,514,"Scrambling",2011
127,127,"Camilo Villegas",69,55.99,257,459,"Scrambling",2011
128,128,"Stuart Appleby",65,55.9,251,449,"Scrambling",2011
129,129,"Tom Gillis",55,55.86,186,333,"Scrambling",2011
130,130,"Paul Goydos",81,55.79,289,518,"Scrambling",2011
131,131,"Arjun Atwal",91,55.65,335,602,"Scrambling",2011
132,132,"Troy Matteson",91,55.58,299,538,"Scrambling",2011
133,133,"Tommy Gainey",104,55.39,329,594,"Scrambling",2011
134,134,"Tag Ridings",87,55.37,294,531,"Scrambling",2011
135,135,"Colt Knost",80,55.34,280,506,"Scrambling",2011
136,136,"Alexandre Rocha",65,55.21,180,326,"Scrambling",2011
137,137,"Aron Price",58,55.19,170,308,"Scrambling",2011
138,138,"Daniel Summerhays",75,55.07,266,483,"Scrambling",2011
139,139,"Rickie Fowler",84,55.02,285,518,"Scrambling",2011
140,140,"Chez Reavie",92,55,286,520,"Scrambling",2011
141,141,"Matt Bettencourt",84,54.97,315,573,"Scrambling",2011
142,142,"Bio Kim",71,54.85,260,474,"Scrambling",2011
142,142,"Kevin Kisner",70,54.85,249,454,"Scrambling",2011
144,144,"Lee Janzen",62,54.84,204,372,"Scrambling",2011
145,145,"John Senden",94,54.77,270,493,"Scrambling",2011
146,146,"Sean OHair",71,54.74,254,464,"Scrambling",2011
147,147,"Jeff Overton",92,54.73,318,581,"Scrambling",2011
148,148,"Jhonattan Vegas",84,54.66,258,472,"Scrambling",2011
149,149,"Heath Slocum",89,54.53,247,453,"Scrambling",2011
149,149,"Brendan Steele",89,54.53,295,541,"Scrambling",2011
151,151,"Kent Jones",76,54.5,236,433,"Scrambling",2011
152,152,"Josh Teater",104,54.45,318,584,"Scrambling",2011
153,153,"Zack Miller",86,54.26,306,564,"Scrambling",2011
154,154,"Will Strickler",51,54.21,174,321,"Scrambling",2011
155,155,"Richard Johnson",64,54.19,207,382,"Scrambling",2011
156,156,"Kyle Stanley",98,54.17,279,515,"Scrambling",2011
157,157,"Harrison Frazar",58,54.08,212,392,"Scrambling",2011
158,158,"JB Holmes",57,54.06,173,320,"Scrambling",2011
159,159,"Billy Horschel",75,54.03,221,409,"Scrambling",2011
160,160,"Graeme McDowell",50,54.01,155,287,"Scrambling",2011
161,161,"Davis Love III",70,54,216,400,"Scrambling",2011
162,162,"Lucas Glover",74,53.74,244,454,"Scrambling",2011
163,163,"Charley Hoffman",93,53.64,295,550,"Scrambling",2011
164,164,"Robert Garrigus",83,53.56,271,506,"Scrambling",2011
165,165,"Scott Stallings",84,53.52,251,469,"Scrambling",2011
