"Approach100125yardsRTPScore_RANKTHISWEEK_2005","Approach100125yardsRTPScore_RANKLASTWEEK_2005","Approach100125yardsRTPScore_PLAYERNAME_2005","Approach100125yardsRTPScore_ROUNDS_2005","Approach100125yardsRTPScore_AVGRTP_2005","stat_name","year"
1,1,"Tiger Woods",76,-0.311,"Approach100125yardsRTPScore",2005
2,2,"Charles Howell III",95,-0.276,"Approach100125yardsRTPScore",2005
3,3,"Zach Johnson",96,-0.273,"Approach100125yardsRTPScore",2005
3,3,"Brett Quigley",96,-0.273,"Approach100125yardsRTPScore",2005
5,5,"John Huston",90,-0.271,"Approach100125yardsRTPScore",2005
6,6,"Jonathan Kaye",77,-0.25,"Approach100125yardsRTPScore",2005
7,7,"Brad Faxon",75,-0.247,"Approach100125yardsRTPScore",2005
8,8,"Chris DiMarco",83,-0.236,"Approach100125yardsRTPScore",2005
9,9,"Stuart Appleby",84,-0.231,"Approach100125yardsRTPScore",2005
10,10,"Padraig Harrington",50,-0.228,"Approach100125yardsRTPScore",2005
11,11,"David Hearn",68,-0.225,"Approach100125yardsRTPScore",2005
11,11,"Larry Mize",54,-0.225,"Approach100125yardsRTPScore",2005
13,13,"Gavin Coles",70,-0.223,"Approach100125yardsRTPScore",2005
14,14,"Davis Love III",80,-0.222,"Approach100125yardsRTPScore",2005
15,15,"Tim Herron",100,-0.217,"Approach100125yardsRTPScore",2005
16,16,"Bob Heintz",67,-0.215,"Approach100125yardsRTPScore",2005
17,17,"Doug Barron",70,-0.214,"Approach100125yardsRTPScore",2005
17,17,"Jim Furyk",94,-0.214,"Approach100125yardsRTPScore",2005
19,19,"Richard Johnson",50,-0.209,"Approach100125yardsRTPScore",2005
20,20,"Chris Anderson",66,-0.208,"Approach100125yardsRTPScore",2005
20,20,"Jesper Parnevik",84,-0.208,"Approach100125yardsRTPScore",2005
20,20,"Vaughn Taylor",99,-0.208,"Approach100125yardsRTPScore",2005
23,23,"Steve Stricker",62,-0.203,"Approach100125yardsRTPScore",2005
24,24,"Darron Stiles",78,-0.2,"Approach100125yardsRTPScore",2005
25,25,"Ben Crane",78,-0.198,"Approach100125yardsRTPScore",2005
26,26,"Mark OMeara",66,-0.195,"Approach100125yardsRTPScore",2005
27,27,"Hank Kuehne",84,-0.194,"Approach100125yardsRTPScore",2005
28,28,"Bob Estes",92,-0.192,"Approach100125yardsRTPScore",2005
29,29,"Robert Gamez",91,-0.19,"Approach100125yardsRTPScore",2005
30,30,"Glen Hnatiuk",59,-0.184,"Approach100125yardsRTPScore",2005
31,31,"Paul Claxton",79,-0.182,"Approach100125yardsRTPScore",2005
32,32,"Olin Browne",99,-0.181,"Approach100125yardsRTPScore",2005
32,32,"Stewart Cink",98,-0.181,"Approach100125yardsRTPScore",2005
34,34,"Jay Haas",54,-0.179,"Approach100125yardsRTPScore",2005
34,34,"Corey Pavin",77,-0.179,"Approach100125yardsRTPScore",2005
36,36,"Andrew Magee",82,-0.177,"Approach100125yardsRTPScore",2005
37,37,"Mike Weir",71,-0.176,"Approach100125yardsRTPScore",2005
38,38,"Justin Leonard",78,-0.173,"Approach100125yardsRTPScore",2005
39,39,"Rocco Mediate",73,-0.17,"Approach100125yardsRTPScore",2005
40,40,"Jason Bohn",91,-0.168,"Approach100125yardsRTPScore",2005
41,41,"Woody Austin",100,-0.167,"Approach100125yardsRTPScore",2005
41,41,"Justin Bolli",65,-0.167,"Approach100125yardsRTPScore",2005
43,43,"Marco Dawson",82,-0.165,"Approach100125yardsRTPScore",2005
43,43,"Rod Pampling",89,-0.165,"Approach100125yardsRTPScore",2005
45,45,"Carl Pettersson",109,-0.164,"Approach100125yardsRTPScore",2005
45,45,"Bob Tway",87,-0.164,"Approach100125yardsRTPScore",2005
47,47,"Fred Couples",72,-0.162,"Approach100125yardsRTPScore",2005
47,47,"Tom Lehman",69,-0.162,"Approach100125yardsRTPScore",2005
47,47,"David Toms",87,-0.162,"Approach100125yardsRTPScore",2005
50,50,"Dean Wilson",86,-0.161,"Approach100125yardsRTPScore",2005
51,51,"Phil Mickelson",81,-0.159,"Approach100125yardsRTPScore",2005
51,51,"Charlie Wi",67,-0.159,"Approach100125yardsRTPScore",2005
53,53,"Bart Bryant",91,-0.158,"Approach100125yardsRTPScore",2005
53,53,"Pat Perez",89,-0.158,"Approach100125yardsRTPScore",2005
55,55,"Tim Clark",92,-0.155,"Approach100125yardsRTPScore",2005
55,55,"Hunter Haas",83,-0.155,"Approach100125yardsRTPScore",2005
57,57,"Justin Rose",99,-0.154,"Approach100125yardsRTPScore",2005
58,58,"Billy Andrade",83,-0.152,"Approach100125yardsRTPScore",2005
58,58,"JP Hayes",63,-0.152,"Approach100125yardsRTPScore",2005
58,58,"Stephen Leaney",89,-0.152,"Approach100125yardsRTPScore",2005
58,58,"Patrick Sheehan",114,-0.152,"Approach100125yardsRTPScore",2005
62,62,"Briny Baird",98,-0.151,"Approach100125yardsRTPScore",2005
62,62,"Brian Gay",101,-0.151,"Approach100125yardsRTPScore",2005
64,64,"Brian Davis",75,-0.15,"Approach100125yardsRTPScore",2005
65,65,"Greg Owen",84,-0.149,"Approach100125yardsRTPScore",2005
66,66,"Mark Calcavecchia",92,-0.148,"Approach100125yardsRTPScore",2005
67,67,"Jeff Maggert",79,-0.146,"Approach100125yardsRTPScore",2005
67,67,"Tjaart van der Walt",56,-0.146,"Approach100125yardsRTPScore",2005
69,69,"Geoff Ogilvy",97,-0.145,"Approach100125yardsRTPScore",2005
70,70,"Joey Sindelar",104,-0.142,"Approach100125yardsRTPScore",2005
71,71,"Luke Donald",67,-0.141,"Approach100125yardsRTPScore",2005
71,71,"JL Lewis",98,-0.141,"Approach100125yardsRTPScore",2005
73,73,"Harrison Frazar",105,-0.14,"Approach100125yardsRTPScore",2005
73,73,"Roland Thatcher",75,-0.14,"Approach100125yardsRTPScore",2005
75,75,"Retief Goosen",71,-0.139,"Approach100125yardsRTPScore",2005
76,76,"Joe Ogilvie",103,-0.138,"Approach100125yardsRTPScore",2005
77,77,"Freddie Jacobson",72,-0.136,"Approach100125yardsRTPScore",2005
77,77,"Frank Lickliter II",100,-0.136,"Approach100125yardsRTPScore",2005
77,77,"Billy Mayfair",114,-0.136,"Approach100125yardsRTPScore",2005
80,80,"James Driscoll",73,-0.135,"Approach100125yardsRTPScore",2005
81,81,"Craig Barlow",81,-0.134,"Approach100125yardsRTPScore",2005
81,81,"Fred Funk",102,-0.134,"Approach100125yardsRTPScore",2005
81,81,"Ryuji Imada",78,-0.134,"Approach100125yardsRTPScore",2005
81,81,"Brandt Jobe",96,-0.134,"Approach100125yardsRTPScore",2005
81,81,"Rob Rashell",65,-0.134,"Approach100125yardsRTPScore",2005
86,86,"Steve Elkington",67,-0.132,"Approach100125yardsRTPScore",2005
86,86,"Brendan Jones",81,-0.132,"Approach100125yardsRTPScore",2005
86,86,"Ryan Palmer",101,-0.132,"Approach100125yardsRTPScore",2005
89,89,"Sean OHair",103,-0.131,"Approach100125yardsRTPScore",2005
90,90,"Robert Allenby",95,-0.129,"Approach100125yardsRTPScore",2005
91,91,"Jeff Brehaut",71,-0.128,"Approach100125yardsRTPScore",2005
