"ShortGameRating_RANKTHISWEEK_2006","ShortGameRating_RANKLASTWEEK_2006","ShortGameRating_PLAYERNAME_2006","ShortGameRating_EVENTS_2006","ShortGameRating_RATING_2006","stat_name","year"
1,1,"Thongchai Jaidee",1,8.8,"ShortGameRating",2006
2,2,"David Gossett",1,8.5,"ShortGameRating",2006
3,3,"Joel Edwards",1,8.3,"ShortGameRating",2006
4,4,"Scott Miller",1,8.1,"ShortGameRating",2006
5,5,"Brian Henninger",5,7.9,"ShortGameRating",2006
6,6,"Michael Bradley",1,7.8,"ShortGameRating",2006
6,6,"Richard Scott",1,7.8,"ShortGameRating",2006
8,8,"David Edwards",1,7.7,"ShortGameRating",2006
8,8,"Loren Roberts",2,7.7,"ShortGameRating",2006
10,10,"Andrew Magee",3,7.6,"ShortGameRating",2006
10,10,"Mark OMeara",6,7.6,"ShortGameRating",2006
10,10,"Scott Piercy",3,7.6,"ShortGameRating",2006
10,10,"Garrett Willis",3,7.6,"ShortGameRating",2006
14,14,"John Cook",8,7.4,"ShortGameRating",2006
14,14,"Stephen Gangluff",1,7.4,"ShortGameRating",2006
16,16,"Jason Allred",1,7.3,"ShortGameRating",2006
16,16,"Paul Casey",3,7.3,"ShortGameRating",2006
16,16,"Victor Ciesielski",1,7.3,"ShortGameRating",2006
16,16,"Rob Oppenheim",1,7.3,"ShortGameRating",2006
16,16,"Mike Small",4,7.3,"ShortGameRating",2006
21,21,"Joe Ogilvie",15,7.2,"ShortGameRating",2006
21,21,"Jose Maria Olazabal",7,7.2,"ShortGameRating",2006
23,23,"Cameron Beckman",6,7.1,"ShortGameRating",2006
23,23,"Luke Donald",10,7.1,"ShortGameRating",2006
23,23,"Ernie Els",11,7.1,"ShortGameRating",2006
23,23,"Brian Gay",21,7.1,"ShortGameRating",2006
23,23,"Shingo Katayama",2,7.1,"ShortGameRating",2006
23,23,"Neal Lancaster",4,7.1,"ShortGameRating",2006
23,23,"Steve Stricker",12,7.1,"ShortGameRating",2006
30,30,"Michael Allen",15,7,"ShortGameRating",2006
30,30,"Brendan Jones",3,7,"ShortGameRating",2006
30,30,"Bernhard Langer",12,7,"ShortGameRating",2006
30,30,"Rod Pampling",16,7,"ShortGameRating",2006
30,30,"Scott Parel",1,7,"ShortGameRating",2006
30,30,"Grant Waite",1,7,"ShortGameRating",2006
30,30,"Willie Wood",2,7,"ShortGameRating",2006
37,37,"David Berganio Jr",1,6.9,"ShortGameRating",2006
37,37,"Chad Campbell",16,6.9,"ShortGameRating",2006
37,37,"Tim Clark",15,6.9,"ShortGameRating",2006
37,37,"Jay Haas",3,6.9,"ShortGameRating",2006
37,37,"Bill Haas",17,6.9,"ShortGameRating",2006
37,37,"Padraig Harrington",9,6.9,"ShortGameRating",2006
37,37,"Trevor Immelman",17,6.9,"ShortGameRating",2006
37,37,"Shigeki Maruyama",14,6.9,"ShortGameRating",2006
37,37,"Chris Riley",12,6.9,"ShortGameRating",2006
37,37,"Rory Sabbatini",15,6.9,"ShortGameRating",2006
37,37,"Azuma Yano",1,6.9,"ShortGameRating",2006
48,48,"Billy Andrade",13,6.8,"ShortGameRating",2006
48,48,"Michael Connell",3,6.8,"ShortGameRating",2006
48,48,"Steve Flesch",22,6.8,"ShortGameRating",2006
48,48,"Jim Furyk",15,6.8,"ShortGameRating",2006
48,48,"Jerry Kelly",14,6.8,"ShortGameRating",2006
48,48,"Thomas Levet",8,6.8,"ShortGameRating",2006
48,48,"Kevin Na",5,6.8,"ShortGameRating",2006
48,48,"Corey Pavin",10,6.8,"ShortGameRating",2006
48,48,"Ian Poulter",10,6.8,"ShortGameRating",2006
48,48,"Jyoti Randhawa",1,6.8,"ShortGameRating",2006
48,48,"Vijay Singh",22,6.8,"ShortGameRating",2006
48,48,"Mike Sposa",9,6.8,"ShortGameRating",2006
48,48,"Vaughn Taylor",17,6.8,"ShortGameRating",2006
