"FirstTeeLateRound1ScoringAverage_RANKTHISWEEK_2006","FirstTeeLateRound1ScoringAverage_RANKLASTWEEK_2006","FirstTeeLateRound1ScoringAverage_PLAYERNAME_2006","FirstTeeLateRound1ScoringAverage__2006","FirstTeeLateRound1ScoringAverage_AVG_2006","FirstTeeLateRound1ScoringAverage_TOTALSTROKES_2006","FirstTeeLateRound1ScoringAverage_TOTALROUNDS_2006","stat_name","year"
1,1,"Omar Uresti",NA,68.33,205,3,"FirstTeeLateRound1ScoringAverage",2006
1,1,"Mike Weir",NA,68.33,205,3,"FirstTeeLateRound1ScoringAverage",2006
3,3,"Tiger Woods",NA,68.38,547,8,"FirstTeeLateRound1ScoringAverage",2006
4,4,"Phil Mickelson",NA,68.4,342,5,"FirstTeeLateRound1ScoringAverage",2006
5,5,"Arron Oberholser",NA,68.75,275,4,"FirstTeeLateRound1ScoringAverage",2006
6,6,"Jim Furyk",NA,68.88,551,8,"FirstTeeLateRound1ScoringAverage",2006
7,7,"Michael Allen",NA,69,207,3,"FirstTeeLateRound1ScoringAverage",2006
8,8,"Jonathan Byrd",NA,69.2,346,5,"FirstTeeLateRound1ScoringAverage",2006
9,9,"Jeff Gove",NA,69.25,554,8,"FirstTeeLateRound1ScoringAverage",2006
10,10,"Stuart Appleby",NA,69.38,555,8,"FirstTeeLateRound1ScoringAverage",2006
11,11,"Trevor Immelman",NA,69.43,486,7,"FirstTeeLateRound1ScoringAverage",2006
11,11,"Adam Scott",NA,69.43,486,7,"FirstTeeLateRound1ScoringAverage",2006
13,13,"Charley Hoffman",NA,69.5,556,8,"FirstTeeLateRound1ScoringAverage",2006
13,13,"Vaughn Taylor",NA,69.5,278,4,"FirstTeeLateRound1ScoringAverage",2006
15,15,"Billy Andrade",NA,69.67,418,6,"FirstTeeLateRound1ScoringAverage",2006
16,16,"Vijay Singh",NA,69.73,767,11,"FirstTeeLateRound1ScoringAverage",2006
17,17,"Justin Rose",NA,69.75,558,8,"FirstTeeLateRound1ScoringAverage",2006
18,18,"Steve Flesch",NA,69.8,698,10,"FirstTeeLateRound1ScoringAverage",2006
19,19,"Charles Warren",NA,69.83,419,6,"FirstTeeLateRound1ScoringAverage",2006
20,20,"Alex Cejka",NA,69.9,699,10,"FirstTeeLateRound1ScoringAverage",2006
21,21,"Aaron Baddeley",NA,70,350,5,"FirstTeeLateRound1ScoringAverage",2006
21,21,"Brian Gay",NA,70,630,9,"FirstTeeLateRound1ScoringAverage",2006
21,21,"Brent Geiberger",NA,70,350,5,"FirstTeeLateRound1ScoringAverage",2006
21,21,"Freddie Jacobson",NA,70,210,3,"FirstTeeLateRound1ScoringAverage",2006
25,25,"KJ Choi",NA,70.25,562,8,"FirstTeeLateRound1ScoringAverage",2006
25,25,"Bob Estes",NA,70.25,281,4,"FirstTeeLateRound1ScoringAverage",2006
25,25,"Frank Lickliter II",NA,70.25,562,8,"FirstTeeLateRound1ScoringAverage",2006
25,25,"Steve Stricker",NA,70.25,562,8,"FirstTeeLateRound1ScoringAverage",2006
25,25,"Kirk Triplett",NA,70.25,281,4,"FirstTeeLateRound1ScoringAverage",2006
30,30,"Retief Goosen",NA,70.29,492,7,"FirstTeeLateRound1ScoringAverage",2006
30,30,"Kenny Perry",NA,70.29,492,7,"FirstTeeLateRound1ScoringAverage",2006
32,32,"Ryuji Imada",NA,70.33,422,6,"FirstTeeLateRound1ScoringAverage",2006
32,32,"Hunter Mahan",NA,70.33,633,9,"FirstTeeLateRound1ScoringAverage",2006
32,32,"Ian Poulter",NA,70.33,211,3,"FirstTeeLateRound1ScoringAverage",2006
32,32,"Jason Schultz",NA,70.33,422,6,"FirstTeeLateRound1ScoringAverage",2006
32,32,"Tjaart van der Walt",NA,70.33,211,3,"FirstTeeLateRound1ScoringAverage",2006
37,37,"Chad Campbell",NA,70.5,705,10,"FirstTeeLateRound1ScoringAverage",2006
37,37,"Ernie Els",NA,70.5,564,8,"FirstTeeLateRound1ScoringAverage",2006
37,37,"Lucas Glover",NA,70.5,141,2,"FirstTeeLateRound1ScoringAverage",2006
37,37,"Ryan Hietala",NA,70.5,282,4,"FirstTeeLateRound1ScoringAverage",2006
