"LateLowestRound_RANKTHISWEEK_2008","LateLowestRound_RANKLASTWEEK_2008","LateLowestRound_PLAYERNAME_2008","LateLowestRound__2008","LateLowestRound_LOWRND_2008","stat_name","year"
1,1,"Kevin Stadler",NA,61,"LateLowestRound",2008
1,1,"Roland Thatcher",NA,61,"LateLowestRound",2008
1,1,"Mike Weir",NA,61,"LateLowestRound",2008
1,1,"Charlie Wi",NA,61,"LateLowestRound",2008
5,5,"Stephen Ames",NA,62,"LateLowestRound",2008
5,5,"Briny Baird",NA,62,"LateLowestRound",2008
5,5,"Tim Clark",NA,62,"LateLowestRound",2008
5,5,"Gavin Coles",NA,62,"LateLowestRound",2008
5,5,"Brian Gay",NA,62,"LateLowestRound",2008
5,5,"Paul Goydos",NA,62,"LateLowestRound",2008
5,5,"Nathan Green",NA,62,"LateLowestRound",2008
5,5,"JJ Henry",NA,62,"LateLowestRound",2008
5,5,"Zach Johnson",NA,62,"LateLowestRound",2008
5,5,"Marc Turnesa",NA,62,"LateLowestRound",2008
5,5,"Bob Tway",NA,62,"LateLowestRound",2008
16,16,"Ryan Armour",NA,63,"LateLowestRound",2008
16,16,"Cameron Beckman",NA,63,"LateLowestRound",2008
16,16,"Rich Beem",NA,63,"LateLowestRound",2008
16,16,"Brian Davis",NA,63,"LateLowestRound",2008
16,16,"Chris DiMarco",NA,63,"LateLowestRound",2008
16,16,"Ken Duke",NA,63,"LateLowestRound",2008
16,16,"Bob Estes",NA,63,"LateLowestRound",2008
16,16,"Mathew Goggin",NA,63,"LateLowestRound",2008
16,16,"John Huston",NA,63,"LateLowestRound",2008
16,16,"Richard Johnson",NA,63,"LateLowestRound",2008
16,16,"Dustin Johnson",NA,63,"LateLowestRound",2008
16,16,"Matt Jones",NA,63,"LateLowestRound",2008
16,16,"Matt Kuchar",NA,63,"LateLowestRound",2008
16,16,"Doug LaBelle II",NA,63,"LateLowestRound",2008
16,16,"Martin Laird",NA,63,"LateLowestRound",2008
16,16,"John Mallinger",NA,63,"LateLowestRound",2008
16,16,"Troy Matteson",NA,63,"LateLowestRound",2008
16,16,"Rod Pampling",NA,63,"LateLowestRound",2008
16,16,"Pat Perez",NA,63,"LateLowestRound",2008
16,16,"Rory Sabbatini",NA,63,"LateLowestRound",2008
16,16,"Vijay Singh",NA,63,"LateLowestRound",2008
