"Approach5075yardsRTPScore_RANKTHISWEEK_2012","Approach5075yardsRTPScore_RANKLASTWEEK_2012","Approach5075yardsRTPScore_PLAYERNAME_2012","Approach5075yardsRTPScore_ROUNDS_2012","Approach5075yardsRTPScore_AVGRTP_2012","stat_name","year"
1,1,"Martin Laird",77,-0.75,"Approach5075yardsRTPScore",2012
2,2,"Nick OHern",78,-0.529,"Approach5075yardsRTPScore",2012
3,3,"Charley Hoffman",88,-0.478,"Approach5075yardsRTPScore",2012
4,4,"Justin Rose",69,-0.471,"Approach5075yardsRTPScore",2012
5,5,"Graeme McDowell",55,-0.429,"Approach5075yardsRTPScore",2012
6,6,"Bill Lunde",83,-0.412,"Approach5075yardsRTPScore",2012
7,7,"Nathan Green",73,-0.4,"Approach5075yardsRTPScore",2012
7,7,"Kevin Kisner",69,-0.4,"Approach5075yardsRTPScore",2012
7,7,"David Mathis",83,-0.4,"Approach5075yardsRTPScore",2012
10,10,"Sean OHair",84,-0.391,"Approach5075yardsRTPScore",2012
11,11,"DA Points",88,-0.385,"Approach5075yardsRTPScore",2012
12,12,"Camilo Villegas",79,-0.375,"Approach5075yardsRTPScore",2012
13,13,"Greg Owen",90,-0.368,"Approach5075yardsRTPScore",2012
14,14,"Ian Poulter",57,-0.333,"Approach5075yardsRTPScore",2012
15,15,"Aaron Baddeley",73,-0.318,"Approach5075yardsRTPScore",2012
16,16,"Ricky Barnes",92,-0.316,"Approach5075yardsRTPScore",2012
17,17,"Jonas Blixt",72,-0.313,"Approach5075yardsRTPScore",2012
18,18,"Cameron Beckman",81,-0.308,"Approach5075yardsRTPScore",2012
18,18,"Bob Estes",78,-0.308,"Approach5075yardsRTPScore",2012
18,18,"Tom Pernice Jr",62,-0.308,"Approach5075yardsRTPScore",2012
21,21,"Russell Knox",72,-0.3,"Approach5075yardsRTPScore",2012
22,22,"Rod Pampling",88,-0.286,"Approach5075yardsRTPScore",2012
23,23,"Brian Gay",91,-0.28,"Approach5075yardsRTPScore",2012
23,23,"Phil Mickelson",79,-0.28,"Approach5075yardsRTPScore",2012
25,25,"Jim Furyk",85,-0.273,"Approach5075yardsRTPScore",2012
26,26,"Louis Oosthuizen",65,-0.267,"Approach5075yardsRTPScore",2012
27,27,"Billy Hurley III",70,-0.261,"Approach5075yardsRTPScore",2012
27,27,"William McGirt",96,-0.261,"Approach5075yardsRTPScore",2012
29,29,"Ben Curtis",62,-0.25,"Approach5075yardsRTPScore",2012
29,29,"Matt Every",80,-0.25,"Approach5075yardsRTPScore",2012
31,31,"Bubba Watson",68,-0.235,"Approach5075yardsRTPScore",2012
32,32,"Zach Johnson",95,-0.231,"Approach5075yardsRTPScore",2012
33,33,"Freddie Jacobson",61,-0.222,"Approach5075yardsRTPScore",2012
34,34,"Kevin Streelman",89,-0.217,"Approach5075yardsRTPScore",2012
35,35,"Luke Donald",63,-0.214,"Approach5075yardsRTPScore",2012
35,35,"Mathew Goggin",65,-0.214,"Approach5075yardsRTPScore",2012
35,35,"Daniel Summerhays",81,-0.214,"Approach5075yardsRTPScore",2012
38,38,"Martin Flores",95,-0.211,"Approach5075yardsRTPScore",2012
39,39,"John Merrick",83,-0.208,"Approach5075yardsRTPScore",2012
40,40,"Matt Bettencourt",80,-0.2,"Approach5075yardsRTPScore",2012
40,40,"Steve Stricker",73,-0.2,"Approach5075yardsRTPScore",2012
42,42,"Gavin Coles",72,-0.19,"Approach5075yardsRTPScore",2012
43,43,"Pat Perez",81,-0.182,"Approach5075yardsRTPScore",2012
44,44,"Bill Haas",79,-0.176,"Approach5075yardsRTPScore",2012
