"TenthTeeEarlyScoringAverage_RANKTHISWEEK_2011","TenthTeeEarlyScoringAverage_RANKLASTWEEK_2011","TenthTeeEarlyScoringAverage_PLAYERNAME_2011","TenthTeeEarlyScoringAverage_ROUNDS_2011","TenthTeeEarlyScoringAverage_AVG_2011","TenthTeeEarlyScoringAverage_TOTALSTROKES_2011","TenthTeeEarlyScoringAverage_TOTAL10THTEEEARLYRDS_2011","stat_name","year"
43,43,"Jerry Kelly",85,70,910,13,"TenthTeeEarlyScoringAverage",2011
43,43,"Phil Mickelson",79,70,1260,18,"TenthTeeEarlyScoringAverage",2011
43,43,"Jhonattan Vegas",84,70,1610,23,"TenthTeeEarlyScoringAverage",2011
50,50,"Kris Blanks",92,70.05,1331,19,"TenthTeeEarlyScoringAverage",2011
50,50,"JJ Henry",96,70.05,1331,19,"TenthTeeEarlyScoringAverage",2011
52,52,"Kevin Na",84,70.07,981,14,"TenthTeeEarlyScoringAverage",2011
53,53,"Will Strickler",51,70.1,701,10,"TenthTeeEarlyScoringAverage",2011
54,54,"William McGirt",103,70.12,1753,25,"TenthTeeEarlyScoringAverage",2011
55,55,"Jason Bohn",74,70.13,1122,16,"TenthTeeEarlyScoringAverage",2011
55,55,"Troy Matteson",91,70.13,1052,15,"TenthTeeEarlyScoringAverage",2011
57,57,"Brian Gay",90,70.15,912,13,"TenthTeeEarlyScoringAverage",2011
57,57,"Chris Kirk",87,70.15,912,13,"TenthTeeEarlyScoringAverage",2011
57,57,"Kevin Streelman",90,70.15,1403,20,"TenthTeeEarlyScoringAverage",2011
60,60,"KJ Choi",77,70.17,1263,18,"TenthTeeEarlyScoringAverage",2011
60,60,"David Duval",67,70.17,842,12,"TenthTeeEarlyScoringAverage",2011
62,62,"Woody Austin",59,70.2,1053,15,"TenthTeeEarlyScoringAverage",2011
63,63,"Bubba Watson",85,70.21,1334,19,"TenthTeeEarlyScoringAverage",2011
64,64,"Keegan Bradley",91,70.26,1335,19,"TenthTeeEarlyScoringAverage",2011
65,65,"Trevor Immelman",84,70.3,1406,20,"TenthTeeEarlyScoringAverage",2011
66,66,"Spencer Levin",113,70.31,1125,16,"TenthTeeEarlyScoringAverage",2011
67,67,"Vijay Singh",79,70.35,1196,17,"TenthTeeEarlyScoringAverage",2011
68,68,"Briny Baird",60,70.36,774,11,"TenthTeeEarlyScoringAverage",2011
68,68,"Dean Wilson",62,70.36,985,14,"TenthTeeEarlyScoringAverage",2011
70,70,"Jim Renner",65,70.42,845,12,"TenthTeeEarlyScoringAverage",2011
71,71,"Stewart Cink",72,70.43,986,14,"TenthTeeEarlyScoringAverage",2011
71,71,"Tim Petrovic",88,70.43,1479,21,"TenthTeeEarlyScoringAverage",2011
73,73,"Joe Ogilvie",75,70.47,1057,15,"TenthTeeEarlyScoringAverage",2011
73,73,"Scott Piercy",78,70.47,1057,15,"TenthTeeEarlyScoringAverage",2011
75,75,"Cameron Tringale",110,70.48,1621,23,"TenthTeeEarlyScoringAverage",2011
76,76,"Carl Pettersson",95,70.5,1128,16,"TenthTeeEarlyScoringAverage",2011
76,76,"Michael Thompson",79,70.5,1269,18,"TenthTeeEarlyScoringAverage",2011
78,78,"Blake Adams",116,70.53,1340,19,"TenthTeeEarlyScoringAverage",2011
78,78,"Heath Slocum",89,70.53,1340,19,"TenthTeeEarlyScoringAverage",2011
80,80,"George McNeill",69,70.54,917,13,"TenthTeeEarlyScoringAverage",2011
81,81,"Padraig Harrington",60,70.57,988,14,"TenthTeeEarlyScoringAverage",2011
81,81,"Tim Herron",85,70.57,1482,21,"TenthTeeEarlyScoringAverage",2011
81,81,"Ian Poulter",52,70.57,494,7,"TenthTeeEarlyScoringAverage",2011
84,84,"Steve Elkington",50,70.62,918,13,"TenthTeeEarlyScoringAverage",2011
85,85,"Ernie Els",71,70.63,1342,19,"TenthTeeEarlyScoringAverage",2011
86,86,"Charley Hoffman",93,70.64,989,14,"TenthTeeEarlyScoringAverage",2011
87,87,"James Driscoll",71,70.65,1201,17,"TenthTeeEarlyScoringAverage",2011
87,87,"Pat Perez",76,70.65,1201,17,"TenthTeeEarlyScoringAverage",2011
89,89,"Robert Garrigus",83,70.67,848,12,"TenthTeeEarlyScoringAverage",2011
89,89,"Davis Love III",70,70.67,1060,15,"TenthTeeEarlyScoringAverage",2011
89,89,"Chris Riley",76,70.67,1484,21,"TenthTeeEarlyScoringAverage",2011
92,92,"Stephen Ames",69,70.68,1555,22,"TenthTeeEarlyScoringAverage",2011
92,92,"Joe Durant",71,70.68,1343,19,"TenthTeeEarlyScoringAverage",2011
94,94,"Chris DiMarco",93,70.7,1414,20,"TenthTeeEarlyScoringAverage",2011
95,95,"Chez Reavie",92,70.71,990,14,"TenthTeeEarlyScoringAverage",2011
95,95,"Chris Stroud",88,70.71,990,14,"TenthTeeEarlyScoringAverage",2011
97,97,"Hunter Mahan",92,70.74,1344,19,"TenthTeeEarlyScoringAverage",2011
98,98,"David Hearn",88,70.75,1698,24,"TenthTeeEarlyScoringAverage",2011
98,98,"Kent Jones",76,70.75,1132,16,"TenthTeeEarlyScoringAverage",2011
100,100,"Michael Bradley",74,70.78,637,9,"TenthTeeEarlyScoringAverage",2011
100,100,"Bo Van Pelt",92,70.78,637,9,"TenthTeeEarlyScoringAverage",2011
102,102,"Colt Knost",80,70.79,1699,24,"TenthTeeEarlyScoringAverage",2011
103,103,"Josh Teater",104,70.8,1416,20,"TenthTeeEarlyScoringAverage",2011
104,104,"Steve Marino",76,70.81,1133,16,"TenthTeeEarlyScoringAverage",2011
105,105,"Charlie Wi",83,70.82,1558,22,"TenthTeeEarlyScoringAverage",2011
106,106,"Paul Goydos",81,70.83,1629,23,"TenthTeeEarlyScoringAverage",2011
106,106,"Nate Smith",66,70.83,850,12,"TenthTeeEarlyScoringAverage",2011
108,108,"Ben Martin",74,70.85,921,13,"TenthTeeEarlyScoringAverage",2011
108,108,"John Rollins",85,70.85,921,13,"TenthTeeEarlyScoringAverage",2011
110,110,"DJ Trahan",91,70.86,992,14,"TenthTeeEarlyScoringAverage",2011
111,111,"Arjun Atwal",91,70.88,1205,17,"TenthTeeEarlyScoringAverage",2011
111,111,"Jonathan Byrd",83,70.88,1205,17,"TenthTeeEarlyScoringAverage",2011
113,113,"Justin Leonard",82,70.9,1489,21,"TenthTeeEarlyScoringAverage",2011
114,114,"Adam Scott",60,70.91,780,11,"TenthTeeEarlyScoringAverage",2011
115,115,"Anthony Kim",72,70.93,993,14,"TenthTeeEarlyScoringAverage",2011
116,116,"Steve Flesch",88,70.96,1916,27,"TenthTeeEarlyScoringAverage",2011
117,117,"Robert Karlsson",61,71,497,7,"TenthTeeEarlyScoringAverage",2011
117,117,"Geoff Ogilvy",69,71,781,11,"TenthTeeEarlyScoringAverage",2011
117,117,"Ryan Palmer",82,71,710,10,"TenthTeeEarlyScoringAverage",2011
117,117,"Scott Stallings",84,71,781,11,"TenthTeeEarlyScoringAverage",2011
117,117,"Johnson Wagner",81,71,923,13,"TenthTeeEarlyScoringAverage",2011
122,122,"Michael Connell",76,71.05,1350,19,"TenthTeeEarlyScoringAverage",2011
122,122,"Zack Miller",86,71.05,1350,19,"TenthTeeEarlyScoringAverage",2011
124,124,"Scott McCarron",65,71.06,1279,18,"TenthTeeEarlyScoringAverage",2011
125,125,"Aaron Baddeley",77,71.08,853,12,"TenthTeeEarlyScoringAverage",2011
125,125,"Ryan Moore",79,71.08,924,13,"TenthTeeEarlyScoringAverage",2011
127,127,"Stuart Appleby",65,71.11,640,9,"TenthTeeEarlyScoringAverage",2011
127,127,"Joseph Bramlett",73,71.11,1280,18,"TenthTeeEarlyScoringAverage",2011
129,129,"Ben Curtis",66,71.13,569,8,"TenthTeeEarlyScoringAverage",2011
129,129,"Alex Prugh",82,71.13,1067,15,"TenthTeeEarlyScoringAverage",2011
129,129,"Alexandre Rocha",65,71.13,1138,16,"TenthTeeEarlyScoringAverage",2011
132,132,"Tag Ridings",87,71.14,1494,21,"TenthTeeEarlyScoringAverage",2011
133,133,"Justin Rose",79,71.15,925,13,"TenthTeeEarlyScoringAverage",2011
134,134,"Kevin Chappell",78,71.21,1353,19,"TenthTeeEarlyScoringAverage",2011
135,135,"Nick OHern",89,71.22,1282,18,"TenthTeeEarlyScoringAverage",2011
136,136,"Billy Horschel",75,71.24,1211,17,"TenthTeeEarlyScoringAverage",2011
136,136,"Bryce Molder",82,71.24,1211,17,"TenthTeeEarlyScoringAverage",2011
138,138,"Andres Gonzales",60,71.25,855,12,"TenthTeeEarlyScoringAverage",2011
139,139,"Freddie Jacobson",92,71.31,927,13,"TenthTeeEarlyScoringAverage",2011
140,140,"Harrison Frazar",58,71.33,642,9,"TenthTeeEarlyScoringAverage",2011
140,140,"Garrett Willis",71,71.33,856,12,"TenthTeeEarlyScoringAverage",2011
142,142,"Kevin Kisner",70,71.38,928,13,"TenthTeeEarlyScoringAverage",2011
142,142,"Jimmy Walker",79,71.38,928,13,"TenthTeeEarlyScoringAverage",2011
144,144,"Jim Herman",69,71.4,714,10,"TenthTeeEarlyScoringAverage",2011
144,144,"Charl Schwartzel",58,71.4,357,5,"TenthTeeEarlyScoringAverage",2011
146,146,"Troy Merritt",63,71.42,857,12,"TenthTeeEarlyScoringAverage",2011
147,147,"Ryuji Imada",83,71.46,929,13,"TenthTeeEarlyScoringAverage",2011
148,148,"Cameron Beckman",71,71.5,1144,16,"TenthTeeEarlyScoringAverage",2011
148,148,"Retief Goosen",50,71.5,572,8,"TenthTeeEarlyScoringAverage",2011
148,148,"Bill Lunde",92,71.5,1287,18,"TenthTeeEarlyScoringAverage",2011
151,151,"Sung Kang",63,71.53,1073,15,"TenthTeeEarlyScoringAverage",2011
152,152,"Boo Weekley",66,71.54,930,13,"TenthTeeEarlyScoringAverage",2011
153,153,"Angel Cabrera",50,71.56,644,9,"TenthTeeEarlyScoringAverage",2011
154,154,"Jarrod Lyle",83,71.57,1503,21,"TenthTeeEarlyScoringAverage",2011
155,155,"Aron Price",58,71.58,859,12,"TenthTeeEarlyScoringAverage",2011
156,156,"Rocco Mediate",53,71.62,931,13,"TenthTeeEarlyScoringAverage",2011
157,157,"Shane Bertsch",62,71.63,1146,16,"TenthTeeEarlyScoringAverage",2011
158,158,"Marc Turnesa",54,71.64,788,11,"TenthTeeEarlyScoringAverage",2011
159,159,"Dustin Johnson",72,71.67,860,12,"TenthTeeEarlyScoringAverage",2011
160,160,"Matt Jones",71,71.7,717,10,"TenthTeeEarlyScoringAverage",2011
160,160,"Graeme McDowell",50,71.7,717,10,"TenthTeeEarlyScoringAverage",2011
162,162,"Matt Bettencourt",84,71.71,1004,14,"TenthTeeEarlyScoringAverage",2011
163,163,"Fabian Gomez",84,71.72,1291,18,"TenthTeeEarlyScoringAverage",2011
164,164,"David Mathis",83,71.73,1076,15,"TenthTeeEarlyScoringAverage",2011
165,165,"DJ Brigman",67,71.75,1148,16,"TenthTeeEarlyScoringAverage",2011
166,166,"Andres Romero",77,71.8,1077,15,"TenthTeeEarlyScoringAverage",2011
167,167,"Matt McQuillan",59,71.83,431,6,"TenthTeeEarlyScoringAverage",2011
167,167,"Kevin Stadler",88,71.83,1293,18,"TenthTeeEarlyScoringAverage",2011
169,169,"Bio Kim",71,71.9,719,10,"TenthTeeEarlyScoringAverage",2011
169,169,"Sean OHair",71,71.9,719,10,"TenthTeeEarlyScoringAverage",2011
171,171,"Nathan Green",81,71.92,935,13,"TenthTeeEarlyScoringAverage",2011
172,172,"Scott Gutschewski",67,72,1152,16,"TenthTeeEarlyScoringAverage",2011
173,173,"Steven Bowditch",86,72.06,1225,17,"TenthTeeEarlyScoringAverage",2011
174,174,"Richard Johnson",64,72.09,793,11,"TenthTeeEarlyScoringAverage",2011
175,175,"Michael Putnam",67,72.13,1082,15,"TenthTeeEarlyScoringAverage",2011
176,176,"Bobby Gates",82,72.14,1010,14,"TenthTeeEarlyScoringAverage",2011
177,177,"Daniel Summerhays",75,72.47,1232,17,"TenthTeeEarlyScoringAverage",2011
178,178,"JP Hayes",56,72.57,1016,14,"TenthTeeEarlyScoringAverage",2011
178,178,"JB Holmes",57,72.57,508,7,"TenthTeeEarlyScoringAverage",2011
180,180,"Justin Hicks",60,72.67,654,9,"TenthTeeEarlyScoringAverage",2011
181,181,"Rich Beem",53,72.73,800,11,"TenthTeeEarlyScoringAverage",2011
182,182,"Derek Lamely",65,72.75,1164,16,"TenthTeeEarlyScoringAverage",2011
182,182,"Marc Leishman",87,72.75,873,12,"TenthTeeEarlyScoringAverage",2011
184,184,"Shaun Micheel",77,72.76,1237,17,"TenthTeeEarlyScoringAverage",2011
185,185,"Martin Piller",63,73,949,13,"TenthTeeEarlyScoringAverage",2011
186,186,"Camilo Villegas",69,73.36,1027,14,"TenthTeeEarlyScoringAverage",2011
