"Puttingfrom1520_RANKTHISWEEK_2016","Puttingfrom1520_RANKLASTWEEK_2016","Puttingfrom1520_PLAYERNAME_2016","Puttingfrom1520_ROUNDS_2016","Puttingfrom1520_PctMADE_2016","Puttingfrom1520_ATTEMPTS_2016","Puttingfrom1520_PUTTSMADE_2016","stat_name","year"
1,1,"Rory McIlroy",37,40,35,14,"Puttingfrom1520",2016
2,2,"Jamie Donaldson",28,38.46,39,15,"Puttingfrom1520",2016
3,3,"Ernie Els",34,33.33,51,17,"Puttingfrom1520",2016
4,4,"Matthew Fitzpatrick",23,30,20,6,"Puttingfrom1520",2016
5,5,"Hudson Swafford",52,28.57,77,22,"Puttingfrom1520",2016
6,12,"Henrik Norlander",41,27.78,54,15,"Puttingfrom1520",2016
7,6,"JB Holmes",39,27.66,47,13,"Puttingfrom1520",2016
8,12,"Bill Haas",42,27.45,51,14,"Puttingfrom1520",2016
9,9,"Steve Wheatcroft",53,26.98,63,17,"Puttingfrom1520",2016
10,29,"Patton Kizzire",57,26.97,89,24,"Puttingfrom1520",2016
11,10,"Jason Bohn",37,26.92,52,14,"Puttingfrom1520",2016
12,8,"Daniel Berger",52,26.76,71,19,"Puttingfrom1520",2016
13,7,"Fabian Gomez",49,26.19,84,22,"Puttingfrom1520",2016
14,11,"Peter Malnati",53,26.15,65,17,"Puttingfrom1520",2016
15,16,"Johnson Wagner",44,26.03,73,19,"Puttingfrom1520",2016
16,15,"Adam Hadwin",53,26,100,26,"Puttingfrom1520",2016
17,20,"Jordan Spieth",34,25.93,27,7,"Puttingfrom1520",2016
17,20,"Jimmy Walker",43,25.93,54,14,"Puttingfrom1520",2016
19,18,"David Hearn",55,25.84,89,23,"Puttingfrom1520",2016
20,22,"Dustin Johnson",37,25.81,31,8,"Puttingfrom1520",2016
21,25,"Morgan Hoffmann",43,25.71,70,18,"Puttingfrom1520",2016
22,24,"Chris Stroud",52,25.53,94,24,"Puttingfrom1520",2016
23,12,"Hunter Mahan",43,25.49,51,13,"Puttingfrom1520",2016
24,16,"Rob Oppenheim",37,25,44,11,"Puttingfrom1520",2016
24,25,"Henrik Stenson",30,25,20,5,"Puttingfrom1520",2016
24,23,"Will Wilcox",47,25,64,16,"Puttingfrom1520",2016
27,30,"Aaron Baddeley",51,24.66,73,18,"Puttingfrom1520",2016
28,33,"Zach Johnson",42,24.19,62,15,"Puttingfrom1520",2016
29,19,"Harris English",51,24,50,12,"Puttingfrom1520",2016
29,34,"Billy Hurley III",22,24,25,6,"Puttingfrom1520",2016
31,36,"Brendon Todd",43,23.73,59,14,"Puttingfrom1520",2016
32,59,"Blayne Barber",44,23.53,68,16,"Puttingfrom1520",2016
32,37,"Luke Guthrie",31,23.53,34,8,"Puttingfrom1520",2016
34,38,"Spencer Levin",62,23.38,77,18,"Puttingfrom1520",2016
35,39,"Steve Stricker",25,23.26,43,10,"Puttingfrom1520",2016
36,25,"Webb Simpson",34,22.64,53,12,"Puttingfrom1520",2016
37,43,"Brian Gay",22,22.58,31,7,"Puttingfrom1520",2016
38,44,"Shane Bertsch",30,22.5,40,9,"Puttingfrom1520",2016
38,32,"Phil Mickelson",37,22.5,40,9,"Puttingfrom1520",2016
40,46,"Smylie Kaufman",57,22.37,76,17,"Puttingfrom1520",2016
41,25,"Hideki Matsuyama",40,22.22,63,14,"Puttingfrom1520",2016
41,47,"Bernd Wiesberger",23,22.22,18,4,"Puttingfrom1520",2016
41,58,"Tim Wilkinson",40,22.22,54,12,"Puttingfrom1520",2016
44,35,"Cameron Tringale",47,22.09,86,19,"Puttingfrom1520",2016
45,49,"Carl Pettersson",31,22,50,11,"Puttingfrom1520",2016
46,57,"Danny Lee",53,21.95,82,18,"Puttingfrom1520",2016
47,52,"Seung Yul Noh",54,21.88,96,21,"Puttingfrom1520",2016
48,42,"George McNeill",33,21.82,55,12,"Puttingfrom1520",2016
48,41,"Patrick Reed",53,21.82,55,12,"Puttingfrom1520",2016
50,62,"Martin Laird",46,21.54,65,14,"Puttingfrom1520",2016
51,31,"Kelly Kraft",35,21.43,42,9,"Puttingfrom1520",2016
52,87,"Chesson Hadley",51,21.35,89,19,"Puttingfrom1520",2016
53,52,"Brian Stuard",24,21.21,33,7,"Puttingfrom1520",2016
54,50,"Greg Owen",56,21.18,85,18,"Puttingfrom1520",2016
55,61,"Chris Kirk",51,21.13,71,15,"Puttingfrom1520",2016
56,62,"Russell Knox",48,21.05,57,12,"Puttingfrom1520",2016
56,99,"Anirban Lahiri",44,21.05,57,12,"Puttingfrom1520",2016
56,62,"Andrew Landry",24,21.05,19,4,"Puttingfrom1520",2016
59,65,"Jon Curran",55,20.97,62,13,"Puttingfrom1520",2016
60,67,"Bryce Molder",50,20.93,86,18,"Puttingfrom1520",2016
61,60,"Erik Compton",45,20.69,58,12,"Puttingfrom1520",2016
62,45,"Carlos Ortiz",47,20.59,68,14,"Puttingfrom1520",2016
63,51,"Ben Martin",48,20.51,78,16,"Puttingfrom1520",2016
63,70,"Scott Piercy",45,20.51,39,8,"Puttingfrom1520",2016
