"FirstTeeEarlyRound1ScoringAverage_RANKTHISWEEK_2014","FirstTeeEarlyRound1ScoringAverage_RANKLASTWEEK_2014","FirstTeeEarlyRound1ScoringAverage_PLAYERNAME_2014","FirstTeeEarlyRound1ScoringAverage__2014","FirstTeeEarlyRound1ScoringAverage_AVG_2014","FirstTeeEarlyRound1ScoringAverage_TOTALSTROKES_2014","FirstTeeEarlyRound1ScoringAverage_TOTALROUNDS_2014","stat_name","year"
1,1,"Chris Kirk",NA,67.33,606,9,"FirstTeeEarlyRound1ScoringAverage",2014
2,2,"Keegan Bradley",NA,67.6,338,5,"FirstTeeEarlyRound1ScoringAverage",2014
3,3,"Danny Lee",NA,68,204,3,"FirstTeeEarlyRound1ScoringAverage",2014
4,4,"Ryan Moore",NA,68.33,410,6,"FirstTeeEarlyRound1ScoringAverage",2014
5,5,"Tim Wilkinson",NA,68.4,342,5,"FirstTeeEarlyRound1ScoringAverage",2014
6,6,"Michael Putnam",NA,68.6,343,5,"FirstTeeEarlyRound1ScoringAverage",2014
7,7,"Charles Howell III",NA,68.69,893,13,"FirstTeeEarlyRound1ScoringAverage",2014
8,8,"Brice Garnett",NA,68.78,619,9,"FirstTeeEarlyRound1ScoringAverage",2014
9,9,"James Hahn",NA,68.8,344,5,"FirstTeeEarlyRound1ScoringAverage",2014
9,9,"Kevin Kisner",NA,68.8,344,5,"FirstTeeEarlyRound1ScoringAverage",2014
9,9,"Martin Laird",NA,68.8,344,5,"FirstTeeEarlyRound1ScoringAverage",2014
12,12,"Michael Thompson",NA,68.88,551,8,"FirstTeeEarlyRound1ScoringAverage",2014
13,13,"Jonathan Byrd",NA,69,414,6,"FirstTeeEarlyRound1ScoringAverage",2014
13,13,"Jim Herman",NA,69,207,3,"FirstTeeEarlyRound1ScoringAverage",2014
13,13,"Russell Knox",NA,69,414,6,"FirstTeeEarlyRound1ScoringAverage",2014
13,13,"Brooks Koepka",NA,69,345,5,"FirstTeeEarlyRound1ScoringAverage",2014
13,13,"Charlie Wi",NA,69,345,5,"FirstTeeEarlyRound1ScoringAverage",2014
18,18,"Rory Sabbatini",NA,69.2,692,10,"FirstTeeEarlyRound1ScoringAverage",2014
19,19,"Brendon Todd",NA,69.25,277,4,"FirstTeeEarlyRound1ScoringAverage",2014
20,20,"Scott Langley",NA,69.29,485,7,"FirstTeeEarlyRound1ScoringAverage",2014
20,20,"Jeff Overton",NA,69.29,485,7,"FirstTeeEarlyRound1ScoringAverage",2014
22,22,"Rory McIlroy",NA,69.33,208,3,"FirstTeeEarlyRound1ScoringAverage",2014
23,23,"Ryan Palmer",NA,69.4,347,5,"FirstTeeEarlyRound1ScoringAverage",2014
24,24,"Retief Goosen",NA,69.43,486,7,"FirstTeeEarlyRound1ScoringAverage",2014
25,25,"Dustin Johnson",NA,69.5,139,2,"FirstTeeEarlyRound1ScoringAverage",2014
25,25,"Hunter Mahan",NA,69.5,417,6,"FirstTeeEarlyRound1ScoringAverage",2014
25,25,"Tyrone Van Aswegen",NA,69.5,278,4,"FirstTeeEarlyRound1ScoringAverage",2014
28,28,"Rickie Fowler",NA,69.6,348,5,"FirstTeeEarlyRound1ScoringAverage",2014
28,28,"Andrew Svoboda",NA,69.6,696,10,"FirstTeeEarlyRound1ScoringAverage",2014
30,30,"Ricky Barnes",NA,69.67,418,6,"FirstTeeEarlyRound1ScoringAverage",2014
30,30,"Kevin Na",NA,69.67,627,9,"FirstTeeEarlyRound1ScoringAverage",2014
32,32,"Sangmoon Bae",NA,69.78,628,9,"FirstTeeEarlyRound1ScoringAverage",2014
33,33,"Robert Streb",NA,69.83,419,6,"FirstTeeEarlyRound1ScoringAverage",2014
34,34,"Vijay Singh",NA,69.86,489,7,"FirstTeeEarlyRound1ScoringAverage",2014
35,35,"JJ Henry",NA,69.88,559,8,"FirstTeeEarlyRound1ScoringAverage",2014
36,36,"Pat Perez",NA,69.89,629,9,"FirstTeeEarlyRound1ScoringAverage",2014
37,37,"Gonzalo Fdez Castano",NA,70,280,4,"FirstTeeEarlyRound1ScoringAverage",2014
37,37,"Brian Harman",NA,70,770,11,"FirstTeeEarlyRound1ScoringAverage",2014
37,37,"Davis Love III",NA,70,210,3,"FirstTeeEarlyRound1ScoringAverage",2014
37,37,"Ted Potter Jr",NA,70,420,6,"FirstTeeEarlyRound1ScoringAverage",2014
37,37,"Adam Scott",NA,70,140,2,"FirstTeeEarlyRound1ScoringAverage",2014
37,37,"Josh Teater",NA,70,420,6,"FirstTeeEarlyRound1ScoringAverage",2014
37,37,"Johnson Wagner",NA,70,490,7,"FirstTeeEarlyRound1ScoringAverage",2014
44,44,"Kevin Chappell",NA,70.13,561,8,"FirstTeeEarlyRound1ScoringAverage",2014
44,44,"Seung Yul Noh",NA,70.13,561,8,"FirstTeeEarlyRound1ScoringAverage",2014
46,46,"Jimmy Walker",NA,70.17,421,6,"FirstTeeEarlyRound1ScoringAverage",2014
47,47,"Scott Brown",NA,70.2,702,10,"FirstTeeEarlyRound1ScoringAverage",2014
47,47,"Brendan Steele",NA,70.2,351,5,"FirstTeeEarlyRound1ScoringAverage",2014
49,49,"Stewart Cink",NA,70.22,632,9,"FirstTeeEarlyRound1ScoringAverage",2014
50,50,"Charley Hoffman",NA,70.25,562,8,"FirstTeeEarlyRound1ScoringAverage",2014
50,50,"Camilo Villegas",NA,70.25,281,4,"FirstTeeEarlyRound1ScoringAverage",2014
52,52,"John Senden",NA,70.27,773,11,"FirstTeeEarlyRound1ScoringAverage",2014
53,53,"Paul Casey",NA,70.29,492,7,"FirstTeeEarlyRound1ScoringAverage",2014
54,54,"Zach Johnson",NA,70.33,211,3,"FirstTeeEarlyRound1ScoringAverage",2014
54,54,"Henrik Stenson",NA,70.33,211,3,"FirstTeeEarlyRound1ScoringAverage",2014
56,56,"Bryce Molder",NA,70.4,352,5,"FirstTeeEarlyRound1ScoringAverage",2014
57,57,"Kevin Stadler",NA,70.44,634,9,"FirstTeeEarlyRound1ScoringAverage",2014
58,58,"Carl Pettersson",NA,70.46,916,13,"FirstTeeEarlyRound1ScoringAverage",2014
