"FairwayProximity_RANKTHISWEEK_2005","FairwayProximity_RANKLASTWEEK_2005","FairwayProximity_PLAYERNAME_2005","FairwayProximity_ROUNDS_2005","FairwayProximity_AVG_2005","FairwayProximity_ATTEMPTS_2005","FairwayProximity_TOTALDISTANCEFEET_2005","FairwayProximity_RELATIVETOPAR_2005","stat_name","year"
27,27,"Joey Sindelar",104,NA,1376,42044.25,-106,"FairwayProximity",2005
27,27,"Heath Slocum",103,NA,1291,39476.75,-81,"FairwayProximity",2005
33,33,"Ben Crane",78,NA,829,25455,-95,"FairwayProximity",2005
33,33,"Fred Funk",102,NA,1244,38146.417,-55,"FairwayProximity",2005
33,33,"Jeff Sluman",94,NA,1196,36628.417,-74,"FairwayProximity",2005
33,33,"Darron Stiles",78,NA,972,29796,-67,"FairwayProximity",2005
37,37,"Stewart Cink",98,NA,951,29230.917,-110,"FairwayProximity",2005
38,38,"Justin Rose",99,NA,1175,36193,-92,"FairwayProximity",2005
39,39,"Stephen Ames",82,NA,824,25499.583,-71,"FairwayProximity",2005
39,39,"Padraig Harrington",50,NA,491,15197.583,-50,"FairwayProximity",2005
39,39,"Geoff Ogilvy",97,NA,960,29668.75,-74,"FairwayProximity",2005
39,39,"Jose Maria Olazabal",55,NA,532,16452.083,-59,"FairwayProximity",2005
39,39,"Bo Van Pelt",112,NA,1239,38324.583,-119,"FairwayProximity",2005
44,44,"Jason Bohn",91,NA,1091,33790.333,-106,"FairwayProximity",2005
44,44,"Mark Calcavecchia",92,NA,1051,32551.417,-72,"FairwayProximity",2005
44,44,"Carlos Franco",78,NA,868,26909.417,-83,"FairwayProximity",2005
44,44,"Jonathan Kaye",77,NA,871,26975.167,-84,"FairwayProximity",2005
44,44,"Franklin Langham",91,NA,987,30608.75,-31,"FairwayProximity",2005
44,44,"Corey Pavin",77,NA,858,26606.333,-78,"FairwayProximity",2005
44,44,"Phillip Price",77,NA,883,27388.917,-51,"FairwayProximity",2005
44,44,"Steve Stricker",62,NA,724,22425.167,-74,"FairwayProximity",2005
44,44,"Scott Verplank",87,NA,965,29895.75,-104,"FairwayProximity",2005
53,53,"Stuart Appleby",84,NA,841,26155.583,-63,"FairwayProximity",2005
53,53,"Woody Austin",100,NA,1182,36766.75,-95,"FairwayProximity",2005
53,53,"Dudley Hart",84,NA,990,30751.917,-96,"FairwayProximity",2005
53,53,"Rod Pampling",89,NA,890,27653.167,-85,"FairwayProximity",2005
53,53,"Vaughn Taylor",99,NA,1216,37842.333,-118,"FairwayProximity",2005
53,53,"Omar Uresti",84,NA,1073,33360.5,-61,"FairwayProximity",2005
59,59,"Tom Byrum",83,NA,1098,34206.583,-34,"FairwayProximity",2005
59,59,"Tim Clark",92,NA,880,27402.75,-75,"FairwayProximity",2005
61,61,"Brandt Jobe",96,NA,1032,32265.75,-93,"FairwayProximity",2005
62,62,"Marco Dawson",82,NA,1060,33239.833,-80,"FairwayProximity",2005
62,62,"Brenden Pappas",51,NA,599,18778.333,-62,"FairwayProximity",2005
64,64,"Arron Oberholser",65,NA,703,22081.417,-47,"FairwayProximity",2005
64,64,"Rory Sabbatini",81,NA,761,23878.667,-40,"FairwayProximity",2005
64,64,"Patrick Sheehan",114,NA,1296,40764.833,-75,"FairwayProximity",2005
64,64,"Bob Tway",87,NA,895,28131.417,-95,"FairwayProximity",2005
64,64,"Brett Wetterich",76,NA,824,25874.75,-53,"FairwayProximity",2005
69,69,"Billy Andrade",83,NA,999,31489.083,-83,"FairwayProximity",2005
70,70,"Mathias Gronberg",60,NA,721,22772.75,-71,"FairwayProximity",2005
70,70,"Tom Lehman",69,NA,678,21402.583,-54,"FairwayProximity",2005
70,70,"Hunter Mahan",103,NA,1229,38855.667,-66,"FairwayProximity",2005
73,73,"Jeff Hart",63,NA,877,27743.333,18,"FairwayProximity",2005
73,73,"Davis Love III",80,NA,712,22540.833,-71,"FairwayProximity",2005
73,73,"Sean OHair",103,NA,1129,35765.667,-90,"FairwayProximity",2005
73,73,"DA Points",94,NA,1133,35916.083,-59,"FairwayProximity",2005
77,77,"KJ Choi",78,NA,739,23458.333,-68,"FairwayProximity",2005
77,77,"Brian Gay",101,NA,1308,41561.25,-47,"FairwayProximity",2005
77,77,"Ryan Palmer",101,NA,1045,33153.25,-73,"FairwayProximity",2005
80,80,"Jeff Brehaut",71,NA,911,29036.583,-92,"FairwayProximity",2005
80,80,"Dan Forsman",52,NA,627,19964.333,-40,"FairwayProximity",2005
80,80,"Harrison Frazar",105,NA,1242,39550,-120,"FairwayProximity",2005
80,80,"Tim Petrovic",97,NA,1014,32282.75,-80,"FairwayProximity",2005
84,84,"Michael Allen",90,NA,965,30762.333,-62,"FairwayProximity",2005
84,84,"Joe Durant",81,NA,981,31310.583,-42,"FairwayProximity",2005
84,84,"Carl Pettersson",109,NA,1263,40284.833,-105,"FairwayProximity",2005
84,84,"DJ Trahan",81,NA,929,29648.417,-62,"FairwayProximity",2005
84,84,"Duffy Waldorf",86,NA,1019,32516.833,-54,"FairwayProximity",2005
84,84,"Mark Wilson",74,NA,892,28495.083,-68,"FairwayProximity",2005
90,90,"Doug Barron",70,NA,887,28353,-73,"FairwayProximity",2005
90,90,"Scott Gutschewski",86,NA,908,29044.917,-63,"FairwayProximity",2005
90,90,"Bob Heintz",67,NA,794,25396.5,-75,"FairwayProximity",2005
90,90,"JJ Henry",102,NA,1162,37144.833,-81,"FairwayProximity",2005
90,90,"Frank Lickliter II",100,NA,1147,36705.083,-76,"FairwayProximity",2005
90,90,"Brett Quigley",96,NA,1090,34917.25,-109,"FairwayProximity",2005
90,90,"Kevin Stadler",96,NA,1073,34354.167,-68,"FairwayProximity",2005
97,97,"Zach Johnson",96,NA,1158,37143.667,-113,"FairwayProximity",2005
97,97,"Charles Warren",89,NA,1077,34513.583,-45,"FairwayProximity",2005
99,99,"Rich Beem",66,NA,613,19712.667,-39,"FairwayProximity",2005
99,99,"Ben Curtis",65,NA,681,21903.417,4,"FairwayProximity",2005
99,99,"Steve Lowery",100,NA,1176,37810.417,-81,"FairwayProximity",2005
99,99,"Billy Mayfair",114,NA,1452,46695.417,-126,"FairwayProximity",2005
99,99,"Vijay Singh",111,NA,1101,35408.833,-167,"FairwayProximity",2005
99,99,"Lee Westwood",50,NA,437,14065.25,-8,"FairwayProximity",2005
105,105,"Briny Baird",98,NA,1253,40369.583,-65,"FairwayProximity",2005
105,105,"Brian Davis",75,NA,918,29573.667,-64,"FairwayProximity",2005
105,105,"Richard Johnson",50,NA,648,20884.417,-83,"FairwayProximity",2005
105,105,"JL Lewis",98,NA,1145,36918.5,-87,"FairwayProximity",2005
109,109,"Arjun Atwal",65,NA,824,26663.083,-77,"FairwayProximity",2005
109,109,"Cameron Beckman",96,NA,1158,37439.833,-56,"FairwayProximity",2005
109,109,"Bart Bryant",91,NA,1129,36480.417,-121,"FairwayProximity",2005
109,109,"Gavin Coles",70,NA,912,29490.75,-17,"FairwayProximity",2005
109,109,"Ian Poulter",62,NA,473,15300.833,-12,"FairwayProximity",2005
109,109,"Ted Purdy",122,NA,1361,44043.5,-41,"FairwayProximity",2005
115,115,"David Hearn",68,NA,857,27797.5,-51,"FairwayProximity",2005
116,116,"Jonathan Byrd",103,NA,1201,39004.417,-77,"FairwayProximity",2005
116,116,"Tim Herron",100,NA,1047,34003.25,-125,"FairwayProximity",2005
116,116,"Glen Hnatiuk",59,NA,677,21985.667,-25,"FairwayProximity",2005
116,116,"Freddie Jacobson",72,NA,709,23031.917,-32,"FairwayProximity",2005
116,116,"Neal Lancaster",95,NA,1109,36045.417,-74,"FairwayProximity",2005
116,116,"Phil Mickelson",81,NA,609,19783.333,-61,"FairwayProximity",2005
122,122,"Jim Carter",62,NA,761,24796.75,17,"FairwayProximity",2005
122,122,"John Daly",78,NA,662,21593.417,-43,"FairwayProximity",2005
122,122,"Stephen Leaney",89,NA,1077,35103.75,-59,"FairwayProximity",2005
125,125,"Bradley Hughes",52,NA,688,22463.917,-14,"FairwayProximity",2005
125,125,"Will Ma Kenzie",75,NA,894,29205.833,-46,"FairwayProximity",2005
125,125,"Joe Ogilvie",103,NA,1041,34041.917,-64,"FairwayProximity",2005
125,125,"Craig Perks",67,NA,720,23515.417,18,"FairwayProximity",2005
125,125,"Joey Snyder III",102,NA,1271,41512.583,-67,"FairwayProximity",2005
130,130,"Steve Allan",102,NA,1131,37047.583,-42,"FairwayProximity",2005
130,130,"Brian Bateman",98,NA,1147,37600.167,-58,"FairwayProximity",2005
130,130,"Justin Bolli",65,NA,780,25521.917,-38,"FairwayProximity",2005
130,130,"Hunter Haas",83,NA,940,30811.75,-43,"FairwayProximity",2005
130,130,"Lee Janzen",75,NA,768,25167.833,-20,"FairwayProximity",2005
130,130,"Nick Watney",91,NA,1020,33421.917,-57,"FairwayProximity",2005
136,136,"Brad Faxon",75,NA,752,24687.667,-67,"FairwayProximity",2005
136,136,"Steve Flesch",90,NA,870,28567.833,-24,"FairwayProximity",2005
136,136,"Jay Haas",54,NA,550,18052.75,-27,"FairwayProximity",2005
136,136,"Matt Kuchar",60,NA,794,26069.583,-40,"FairwayProximity",2005
136,136,"Bernhard Langer",67,NA,594,19491.167,-31,"FairwayProximity",2005
136,136,"Greg Owen",84,NA,949,31120.583,-52,"FairwayProximity",2005
136,136,"Chris Smith",93,NA,1137,37285.083,-60,"FairwayProximity",2005
136,136,"Hidemichi Tanaka",106,NA,1352,44425.833,-75,"FairwayProximity",2005
144,144,"Tom Pernice Jr",111,NA,1181,38903.5,-86,"FairwayProximity",2005
144,144,"Tag Ridings",93,NA,1026,33790.25,-98,"FairwayProximity",2005
146,146,"Lucas Glover",88,NA,1024,33776.833,-98,"FairwayProximity",2005
146,146,"Todd Hamilton",94,NA,1001,33038.667,-57,"FairwayProximity",2005
146,146,"Kent Jones",99,NA,1238,40896.417,-53,"FairwayProximity",2005
146,146,"Mike Weir",71,NA,644,21261.167,-22,"FairwayProximity",2005
150,150,"Aaron Baddeley",84,NA,904,29914.5,-63,"FairwayProximity",2005
150,150,"Pat Perez",89,NA,949,31357.5,-50,"FairwayProximity",2005
150,150,"Dean Wilson",86,NA,1092,36098.417,-68,"FairwayProximity",2005
153,153,"Jose Coceres",56,NA,750,24879.833,-28,"FairwayProximity",2005
153,153,"Brent Geiberger",61,NA,720,23892.5,-33,"FairwayProximity",2005
153,153,"Thomas Levet",54,NA,479,15902.167,15,"FairwayProximity",2005
153,153,"Shaun Micheel",81,NA,870,28852.167,-58,"FairwayProximity",2005
153,153,"Mark OMeara",66,NA,689,22846.167,-11,"FairwayProximity",2005
153,153,"Roland Thatcher",75,NA,896,29686,-46,"FairwayProximity",2005
153,153,"Jay Williamson",53,NA,664,22009.417,-26,"FairwayProximity",2005
160,160,"Chris Anderson",66,NA,785,26118.833,-20,"FairwayProximity",2005
161,161,"John Senden",101,NA,1240,41318.167,-96,"FairwayProximity",2005
162,162,"Paul Gow",78,NA,913,30520.417,-41,"FairwayProximity",2005
162,162,"Hank Kuehne",84,NA,856,28602.333,-46,"FairwayProximity",2005
162,162,"Andrew Magee",82,NA,885,29609.417,-25,"FairwayProximity",2005
165,165,"DJ Brigman",76,NA,834,27934.083,13,"FairwayProximity",2005
165,165,"Tom Gillis",77,NA,949,31796.167,-13,"FairwayProximity",2005
165,165,"Kevin Na",88,NA,1056,35387.417,-23,"FairwayProximity",2005
165,165,"John Rollins",97,NA,1104,36995.667,-69,"FairwayProximity",2005
165,165,"Hideto Tanihara",50,NA,594,19880.667,-9,"FairwayProximity",2005
170,170,"Ryuji Imada",78,NA,850,28543.75,-45,"FairwayProximity",2005
171,171,"Kevin Sutherland",89,NA,1000,33651.5,-71,"FairwayProximity",2005
172,172,"Paul Azinger",66,NA,774,26106.333,-28,"FairwayProximity",2005
172,172,"Scott Hend",75,NA,681,23008.917,-15,"FairwayProximity",2005
172,172,"Larry Mize",54,NA,661,22290.083,-16,"FairwayProximity",2005
175,175,"Todd Fischer",99,NA,1209,40894.333,-49,"FairwayProximity",2005
175,175,"Charles Howell III",95,NA,919,31120.667,-84,"FairwayProximity",2005
177,177,"Mark Brooks",72,NA,881,29869.083,-7,"FairwayProximity",2005
177,177,"Paul Claxton",79,NA,959,32524.167,-28,"FairwayProximity",2005
177,177,"Rob Rashell",65,NA,710,24057.25,-6,"FairwayProximity",2005
180,180,"Robert Damron",89,NA,1151,39112.75,-19,"FairwayProximity",2005
180,180,"Steve Jones",56,NA,645,21930.667,-2,"FairwayProximity",2005
182,182,"Danny Briggs",70,NA,875,29810.417,2,"FairwayProximity",2005
182,182,"Skip Kendall",80,NA,1025,34949.917,1,"FairwayProximity",2005
182,182,"Charlie Wi",67,NA,826,28135.917,-31,"FairwayProximity",2005
185,185,"Michael Long",72,NA,867,29648.667,-26,"FairwayProximity",2005
186,186,"John Cook",72,NA,823,28222,-33,"FairwayProximity",2005
186,186,"Glen Day",80,NA,978,33472.5,-40,"FairwayProximity",2005
186,186,"Mario Tiziani",67,NA,814,27863.417,-36,"FairwayProximity",2005
189,189,"Steve Elkington",67,NA,759,26135.083,-67,"FairwayProximity",2005
190,190,"Mark Hensby",70,NA,671,23171.833,-19,"FairwayProximity",2005
191,191,"Daniel Chopra",108,NA,1124,38838.25,-58,"FairwayProximity",2005
191,191,"Scott McCarron",78,NA,788,27227.583,-31,"FairwayProximity",2005
193,193,"Jesper Parnevik",84,NA,863,29995.833,-48,"FairwayProximity",2005
194,194,"James Driscoll",73,NA,759,26436.75,-46,"FairwayProximity",2005
194,194,"Matt Gogel",78,NA,927,32326.833,-9,"FairwayProximity",2005
194,194,"Tjaart van der Walt",56,NA,727,25330.417,-25,"FairwayProximity",2005
197,197,"Matt Davidson",53,NA,692,24330.25,18,"FairwayProximity",2005
198,198,"Chris Riley",67,NA,591,20893.083,27,"FairwayProximity",2005
199,199,"John Elliott",58,NA,622,22839.167,-2,"FairwayProximity",2005
200,200,"Dennis Paulson",63,NA,690,25388.75,10,"FairwayProximity",2005
201,201,"Jason Allred",75,NA,708,26153.75,29,"FairwayProximity",2005
202,202,"Len Mattiace",86,NA,982,38750.417,36,"FairwayProximity",2005
