"ScramblingfromtheSand_RANKTHISWEEK_2006","ScramblingfromtheSand_RANKLASTWEEK_2006","ScramblingfromtheSand_PLAYERNAME_2006","ScramblingfromtheSand_ROUNDS_2006","ScramblingfromtheSand_Pct_2006","ScramblingfromtheSand_SUCCESSES_2006","ScramblingfromtheSand_ATTEMPTS_2006","stat_name","year"
43,43,"Jeff Overton",95,55.56,50,90,"ScramblingfromtheSand",2006
43,43,"John Senden",96,55.56,45,81,"ScramblingfromtheSand",2006
43,43,"Tjaart van der Walt",60,55.56,30,54,"ScramblingfromtheSand",2006
46,46,"Mike Weir",88,55.42,46,83,"ScramblingfromtheSand",2006
47,47,"Dean Wilson",115,55.22,74,134,"ScramblingfromtheSand",2006
48,48,"Sean OHair",100,55.1,54,98,"ScramblingfromtheSand",2006
49,49,"Ian Leggatt",80,55.06,49,89,"ScramblingfromtheSand",2006
50,50,"Jason Bohn",104,55,66,120,"ScramblingfromtheSand",2006
50,50,"Kevin Sutherland",100,55,44,80,"ScramblingfromtheSand",2006
52,52,"Tim Clark",80,54.93,39,71,"ScramblingfromtheSand",2006
53,53,"Marco Dawson",87,54.9,56,102,"ScramblingfromtheSand",2006
54,54,"Arjun Atwal",97,54.87,62,113,"ScramblingfromtheSand",2006
55,55,"Robert Garrigus",85,54.74,52,95,"ScramblingfromtheSand",2006
56,56,"Trevor Immelman",86,54.67,41,75,"ScramblingfromtheSand",2006
56,56,"Arron Oberholser",82,54.67,41,75,"ScramblingfromtheSand",2006
58,58,"David Branshaw",98,54.37,56,103,"ScramblingfromtheSand",2006
59,59,"Daniel Chopra",110,54.26,70,129,"ScramblingfromtheSand",2006
60,60,"Bob Estes",85,53.85,42,78,"ScramblingfromtheSand",2006
60,60,"Freddie Jacobson",56,53.85,35,65,"ScramblingfromtheSand",2006
62,62,"Bernhard Langer",77,53.62,37,69,"ScramblingfromtheSand",2006
63,63,"Tiger Woods",55,53.57,15,28,"ScramblingfromtheSand",2006
64,64,"Tag Ridings",103,53.54,53,99,"ScramblingfromtheSand",2006
65,65,"Fred Funk",106,53.47,54,101,"ScramblingfromtheSand",2006
66,66,"Greg Owen",79,53.45,31,58,"ScramblingfromtheSand",2006
66,66,"Brett Quigley",109,53.45,62,116,"ScramblingfromtheSand",2006
68,68,"DJ Trahan",92,53.4,55,103,"ScramblingfromtheSand",2006
69,69,"Harrison Frazar",95,53.27,57,107,"ScramblingfromtheSand",2006
70,70,"Mark Brooks",90,53.13,51,96,"ScramblingfromtheSand",2006
71,71,"John Huston",74,52.87,46,87,"ScramblingfromtheSand",2006
72,72,"Mike Sposa",68,52.86,37,70,"ScramblingfromtheSand",2006
73,73,"Bubba Dickerson",98,52.83,56,106,"ScramblingfromtheSand",2006
73,73,"Kenny Perry",73,52.83,28,53,"ScramblingfromtheSand",2006
73,73,"Adam Scott",70,52.83,28,53,"ScramblingfromtheSand",2006
76,76,"David McKenzie",82,52.81,47,89,"ScramblingfromtheSand",2006
77,77,"Aaron Baddeley",78,52.71,68,129,"ScramblingfromtheSand",2006
78,78,"Justin Leonard",83,52.63,40,76,"ScramblingfromtheSand",2006
79,79,"Justin Rose",98,52.58,51,97,"ScramblingfromtheSand",2006
79,79,"Heath Slocum",96,52.58,51,97,"ScramblingfromtheSand",2006
81,81,"Carl Pettersson",95,52.54,62,118,"ScramblingfromtheSand",2006
82,82,"Billy Mayfair",94,52.53,52,99,"ScramblingfromtheSand",2006
83,83,"Scott Verplank",88,52.5,42,80,"ScramblingfromtheSand",2006
84,84,"Craig Barlow",77,52.38,33,63,"ScramblingfromtheSand",2006
84,84,"Ian Poulter",53,52.38,22,42,"ScramblingfromtheSand",2006
86,86,"Mathew Goggin",72,52.24,35,67,"ScramblingfromtheSand",2006
87,87,"Steve Lowery",99,52.14,61,117,"ScramblingfromtheSand",2006
88,88,"Kris Cox",83,52,39,75,"ScramblingfromtheSand",2006
89,89,"Lee Janzen",79,51.79,58,112,"ScramblingfromtheSand",2006
90,90,"Jon Mills",68,51.76,44,85,"ScramblingfromtheSand",2006
91,91,"Brad Faxon",78,51.72,60,116,"ScramblingfromtheSand",2006
92,92,"Charley Hoffman",100,51.52,51,99,"ScramblingfromtheSand",2006
93,93,"Charles Warren",93,51.35,38,74,"ScramblingfromtheSand",2006
94,94,"Jeff Maggert",81,51.32,39,76,"ScramblingfromtheSand",2006
95,95,"Robert Gamez",94,51.3,59,115,"ScramblingfromtheSand",2006
95,95,"Bill Haas",99,51.3,59,115,"ScramblingfromtheSand",2006
97,97,"Brian Davis",92,51.24,62,121,"ScramblingfromtheSand",2006
98,98,"Woody Austin",107,51.09,70,137,"ScramblingfromtheSand",2006
98,98,"Jason Gore",86,51.09,47,92,"ScramblingfromtheSand",2006
100,100,"Omar Uresti",61,51.02,25,49,"ScramblingfromtheSand",2006
101,101,"Troy Matteson",101,50.93,55,108,"ScramblingfromtheSand",2006
102,102,"Shigeki Maruyama",94,50.91,56,110,"ScramblingfromtheSand",2006
103,103,"Paul Stankowski",70,50.72,35,69,"ScramblingfromtheSand",2006
103,103,"Vance Veazey",59,50.72,35,69,"ScramblingfromtheSand",2006
105,105,"Thomas Levet",53,50.68,37,73,"ScramblingfromtheSand",2006
106,106,"Brian Bateman",69,50,36,72,"ScramblingfromtheSand",2006
106,106,"Jonathan Byrd",66,50,36,72,"ScramblingfromtheSand",2006
106,106,"Robert Damron",91,50,59,118,"ScramblingfromtheSand",2006
106,106,"Jeff Gove",91,50,39,78,"ScramblingfromtheSand",2006
106,106,"Richard Johnson",94,50,51,102,"ScramblingfromtheSand",2006
106,106,"Steve Jones",83,50,47,94,"ScramblingfromtheSand",2006
106,106,"Skip Kendall",72,50,39,78,"ScramblingfromtheSand",2006
106,106,"Tom Pernice Jr",108,50,52,104,"ScramblingfromtheSand",2006
106,106,"Kirk Triplett",58,50,32,64,"ScramblingfromtheSand",2006
106,106,"Bo Van Pelt",102,50,56,112,"ScramblingfromtheSand",2006
106,106,"Brett Wetterich",82,50,39,78,"ScramblingfromtheSand",2006
117,117,"Kent Jones",103,49.55,55,111,"ScramblingfromtheSand",2006
118,118,"James Driscoll",80,49.53,53,107,"ScramblingfromtheSand",2006
119,119,"Lucas Glover",105,49.52,52,105,"ScramblingfromtheSand",2006
120,120,"Greg Kraft",79,49.43,43,87,"ScramblingfromtheSand",2006
121,121,"Brandt Jobe",91,49.4,41,83,"ScramblingfromtheSand",2006
122,122,"JL Lewis",57,49.33,37,75,"ScramblingfromtheSand",2006
123,123,"Billy Andrade",78,49.3,35,71,"ScramblingfromtheSand",2006
124,124,"Ryan Moore",68,49.28,34,69,"ScramblingfromtheSand",2006
125,125,"Sergio Garcia",59,49.09,27,55,"ScramblingfromtheSand",2006
126,126,"Camilo Villegas",95,48.89,44,90,"ScramblingfromtheSand",2006
127,127,"Charles Howell III",96,48.84,42,86,"ScramblingfromtheSand",2006
128,128,"Stephen Leaney",84,48.72,38,78,"ScramblingfromtheSand",2006
129,129,"David Duval",71,48.48,32,66,"ScramblingfromtheSand",2006
129,129,"Ryan Palmer",101,48.48,48,99,"ScramblingfromtheSand",2006
131,131,"Frank Lickliter II",99,48.45,47,97,"ScramblingfromtheSand",2006
132,132,"Ben Crane",85,48.15,39,81,"ScramblingfromtheSand",2006
133,133,"JB Holmes",81,48.1,38,79,"ScramblingfromtheSand",2006
134,134,"Daisuke Maruyama",83,47.87,45,94,"ScramblingfromtheSand",2006
135,135,"Jesper Parnevik",84,47.83,44,92,"ScramblingfromtheSand",2006
136,136,"Jason Schultz",77,47.73,42,88,"ScramblingfromtheSand",2006
137,137,"Nick Watney",97,47.66,51,107,"ScramblingfromtheSand",2006
138,138,"Danny Ellis",68,47.46,28,59,"ScramblingfromtheSand",2006
139,139,"Olin Browne",108,47.27,52,110,"ScramblingfromtheSand",2006
140,140,"Paul Goydos",72,47.25,43,91,"ScramblingfromtheSand",2006
141,141,"Wes Short Jr",96,47.22,51,108,"ScramblingfromtheSand",2006
142,142,"Len Mattiace",59,47.19,42,89,"ScramblingfromtheSand",2006
143,143,"Retief Goosen",68,47.06,24,51,"ScramblingfromtheSand",2006
144,144,"Pat Perez",50,46.67,28,60,"ScramblingfromtheSand",2006
145,145,"Brent Geiberger",99,46.22,55,119,"ScramblingfromtheSand",2006
146,146,"Ben Curtis",86,46.15,42,91,"ScramblingfromtheSand",2006
146,146,"Shaun Micheel",96,46.15,36,78,"ScramblingfromtheSand",2006
148,148,"Jimmy Walker",60,46.05,35,76,"ScramblingfromtheSand",2006
149,149,"Jim Furyk",89,46.03,29,63,"ScramblingfromtheSand",2006
150,150,"Zach Johnson",98,45.98,40,87,"ScramblingfromtheSand",2006
151,151,"Henrik Bjornstad",97,45.83,44,96,"ScramblingfromtheSand",2006
152,152,"Stephen Ames",63,45.76,27,59,"ScramblingfromtheSand",2006
153,153,"Tim Herron",82,45.68,37,81,"ScramblingfromtheSand",2006
154,154,"Davis Love III",85,45.56,41,90,"ScramblingfromtheSand",2006
155,155,"Larry Mize",53,45.45,20,44,"ScramblingfromtheSand",2006
155,155,"Nicholas Thompson",96,45.45,45,99,"ScramblingfromtheSand",2006
157,157,"Jeff Brehaut",100,45.13,51,113,"ScramblingfromtheSand",2006
158,158,"John Cook",67,45,27,60,"ScramblingfromtheSand",2006
159,159,"Robert Allenby",79,44.78,30,67,"ScramblingfromtheSand",2006
160,160,"Shane Bertsch",104,44.74,68,152,"ScramblingfromtheSand",2006
161,161,"Hunter Mahan",98,44.68,42,94,"ScramblingfromtheSand",2006
162,162,"Tom Lehman",70,44.64,25,56,"ScramblingfromtheSand",2006
163,163,"Bubba Watson",83,44.55,45,101,"ScramblingfromtheSand",2006
164,164,"Rich Beem",85,44.32,39,88,"ScramblingfromtheSand",2006
165,165,"Matt Hansen",68,44.23,23,52,"ScramblingfromtheSand",2006
166,166,"Alex Cejka",93,44.19,38,86,"ScramblingfromtheSand",2006
167,167,"Joe Durant",101,43.64,48,110,"ScramblingfromtheSand",2006
168,168,"Tommy Armour III",65,43.53,37,85,"ScramblingfromtheSand",2006
169,169,"Briny Baird",81,43.48,30,69,"ScramblingfromtheSand",2006
170,170,"Fred Couples",52,43.1,25,58,"ScramblingfromtheSand",2006
171,171,"Mark Calcavecchia",94,42.86,42,98,"ScramblingfromtheSand",2006
172,172,"DA Points",82,42.72,44,103,"ScramblingfromtheSand",2006
173,173,"Eric Axley",91,42.27,41,97,"ScramblingfromtheSand",2006
174,174,"Bart Bryant",87,42.11,24,57,"ScramblingfromtheSand",2006
175,175,"Bob Tway",81,41.86,36,86,"ScramblingfromtheSand",2006
176,176,"John Daly",51,41.82,23,55,"ScramblingfromtheSand",2006
177,177,"Ryan Hietala",61,41.18,28,68,"ScramblingfromtheSand",2006
178,178,"Todd Fischer",101,41.13,51,124,"ScramblingfromtheSand",2006
179,179,"Patrick Sheehan",104,41.07,46,112,"ScramblingfromtheSand",2006
180,180,"Mathias Gronberg",92,41,41,100,"ScramblingfromtheSand",2006
181,181,"Joey Sindelar",90,40.7,35,86,"ScramblingfromtheSand",2006
182,182,"JJ Henry",96,40.26,31,77,"ScramblingfromtheSand",2006
183,183,"Michael Connell",51,40,22,55,"ScramblingfromtheSand",2006
184,184,"Scott Gutschewski",53,39.62,21,53,"ScramblingfromtheSand",2006
185,185,"Todd Hamilton",72,39.29,33,84,"ScramblingfromtheSand",2006
185,185,"JP Hayes",55,39.29,22,56,"ScramblingfromtheSand",2006
185,185,"Ted Purdy",103,39.29,33,84,"ScramblingfromtheSand",2006
188,188,"Phil Mickelson",74,38.64,17,44,"ScramblingfromtheSand",2006
188,188,"Ron Whittaker",81,38.64,34,88,"ScramblingfromtheSand",2006
190,190,"Will Ma Kenzie",91,37.65,32,85,"ScramblingfromtheSand",2006
191,191,"John Rollins",93,36.56,34,93,"ScramblingfromtheSand",2006
192,192,"Roger Tambellini",64,36.23,25,69,"ScramblingfromtheSand",2006
193,193,"Jonathan Kaye",95,35.11,33,94,"ScramblingfromtheSand",2006
194,194,"Chris Couch",75,32.91,26,79,"ScramblingfromtheSand",2006
195,195,"Chris Smith",67,32.81,21,64,"ScramblingfromtheSand",2006
196,196,"Alex Aragon",63,31.67,19,60,"ScramblingfromtheSand",2006
