"3PuttAvoidanceRound3_RANKTHISWEEK_2007","3PuttAvoidanceRound3_RANKLASTWEEK_2007","3PuttAvoidanceRound3_PLAYERNAME_2007","3PuttAvoidanceRound3__2007","3PuttAvoidanceRound3_Pct_2007","3PuttAvoidanceRound3_TOTAL3PUTTS_2007","3PuttAvoidanceRound3_TOTALHOLES_2007","stat_name","year"
1,1,"Heath Slocum",NA,0.51,2,396,"3PuttAvoidanceRound3",2007
2,2,"Steve Stricker",NA,0.62,2,324,"3PuttAvoidanceRound3",2007
3,3,"Paul Stankowski",NA,0.69,1,144,"3PuttAvoidanceRound3",2007
4,4,"Nick OHern",NA,0.85,2,234,"3PuttAvoidanceRound3",2007
5,5,"Brandt Snedeker",NA,0.97,4,414,"3PuttAvoidanceRound3",2007
6,6,"Richard Johnson",NA,1.11,3,270,"3PuttAvoidanceRound3",2007
7,7,"Bob Tway",NA,1.17,4,342,"3PuttAvoidanceRound3",2007
8,8,"Aaron Baddeley",NA,1.23,4,324,"3PuttAvoidanceRound3",2007
8,8,"Scott Verplank",NA,1.23,4,324,"3PuttAvoidanceRound3",2007
10,10,"Zach Johnson",NA,1.31,4,306,"3PuttAvoidanceRound3",2007
11,11,"Phil Mickelson",NA,1.48,4,270,"3PuttAvoidanceRound3",2007
11,11,"Tiger Woods",NA,1.48,4,270,"3PuttAvoidanceRound3",2007
13,13,"Jay Williamson",NA,1.52,3,198,"3PuttAvoidanceRound3",2007
14,14,"Jesper Parnevik",NA,1.54,5,324,"3PuttAvoidanceRound3",2007
14,14,"Vaughn Taylor",NA,1.54,5,324,"3PuttAvoidanceRound3",2007
16,16,"Brian Gay",NA,1.59,6,378,"3PuttAvoidanceRound3",2007
16,16,"Ryuji Imada",NA,1.59,6,378,"3PuttAvoidanceRound3",2007
18,18,"Kevin Stadler",NA,1.63,5,306,"3PuttAvoidanceRound3",2007
19,19,"Chris Stroud",NA,1.67,3,180,"3PuttAvoidanceRound3",2007
20,20,"Cliff Kresge",NA,1.69,7,414,"3PuttAvoidanceRound3",2007
21,21,"Bo Van Pelt",NA,1.77,7,396,"3PuttAvoidanceRound3",2007
22,22,"Tom Byrum",NA,1.85,2,108,"3PuttAvoidanceRound3",2007
22,22,"Sergio Garcia",NA,1.85,5,270,"3PuttAvoidanceRound3",2007
22,22,"Lee Janzen",NA,1.85,3,162,"3PuttAvoidanceRound3",2007
22,22,"Peter Lonard",NA,1.85,5,270,"3PuttAvoidanceRound3",2007
22,22,"Vijay Singh",NA,1.85,8,432,"3PuttAvoidanceRound3",2007
22,22,"Henrik Stenson",NA,1.85,3,162,"3PuttAvoidanceRound3",2007
28,28,"Daniel Chopra",NA,1.94,7,360,"3PuttAvoidanceRound3",2007
28,28,"Anthony Kim",NA,1.94,7,360,"3PuttAvoidanceRound3",2007
30,30,"Robert Gamez",NA,1.98,5,252,"3PuttAvoidanceRound3",2007
30,30,"Parker McLachlin",NA,1.98,5,252,"3PuttAvoidanceRound3",2007
32,32,"Carl Pettersson",NA,2,9,450,"3PuttAvoidanceRound3",2007
33,33,"Steve Elkington",NA,2.05,7,342,"3PuttAvoidanceRound3",2007
34,34,"Tommy Armour III",NA,2.08,6,288,"3PuttAvoidanceRound3",2007
34,34,"Ben Curtis",NA,2.08,6,288,"3PuttAvoidanceRound3",2007
34,34,"Matt Kuchar",NA,2.08,6,288,"3PuttAvoidanceRound3",2007
