"ProximitytoHolefrom1020yards_RANKTHISWEEK_2015","ProximitytoHolefrom1020yards_RANKLASTWEEK_2015","ProximitytoHolefrom1020yards_PLAYERNAME_2015","ProximitytoHolefrom1020yards_ROUNDS_2015","ProximitytoHolefrom1020yards_AVGDTP_2015","ProximitytoHolefrom1020yards_TOTALDISTANCEFEET_2015","ProximitytoHolefrom1020yards_OFSHOTS_2015","ProximitytoHolefrom1020yards_SCRAMBLINGRANK_2015","stat_name","year"
1,1,"Steven Alker",62,NA,815.75,153,39,"ProximitytoHolefrom1020yards",2015
2,2,"Jonathan Byrd",69,NA,755.75,134,5,"ProximitytoHolefrom1020yards",2015
2,2,"Jerry Kelly",79,NA,990.25,176,7,"ProximitytoHolefrom1020yards",2015
2,2,"Kevin Na",98,NA,1356.583,238,19,"ProximitytoHolefrom1020yards",2015
5,5,"Jordan Spieth",91,NA,1200.833,208,4,"ProximitytoHolefrom1020yards",2015
6,6,"Jon Curran",83,NA,1042.667,180,35,"ProximitytoHolefrom1020yards",2015
7,7,"Chad Collins",79,NA,1067.25,181,1,"ProximitytoHolefrom1020yards",2015
7,7,"Luke Donald",71,NA,839.25,141,46,"ProximitytoHolefrom1020yards",2015
7,7,"Scott Langley",94,NA,1352,230,93,"ProximitytoHolefrom1020yards",2015
7,7,"Webb Simpson",81,NA,1072,180,9,"ProximitytoHolefrom1020yards",2015
7,7,"Mark Wilson",89,NA,1261.167,213,63,"ProximitytoHolefrom1020yards",2015
12,12,"Seung Yul Noh",65,NA,904.333,150,166,"ProximitytoHolefrom1020yards",2015
13,13,"Roberto Castro",54,NA,566.833,93,169,"ProximitytoHolefrom1020yards",2015
13,13,"Chris Kirk",76,NA,974,161,64,"ProximitytoHolefrom1020yards",2015
13,13,"Justin Leonard",61,NA,961.417,157,34,"ProximitytoHolefrom1020yards",2015
13,13,"Justin Thomas",106,NA,1574.917,258,37,"ProximitytoHolefrom1020yards",2015
17,17,"Hideki Matsuyama",95,NA,1271.417,206,30,"ProximitytoHolefrom1020yards",2015
17,17,"Bryce Molder",91,NA,1337.083,218,20,"ProximitytoHolefrom1020yards",2015
17,17,"Cameron Tringale",96,NA,1447.083,236,27,"ProximitytoHolefrom1020yards",2015
20,20,"Blayne Barber",76,NA,1057.75,169,80,"ProximitytoHolefrom1020yards",2015
20,20,"Erik Compton",86,NA,1440.667,230,61,"ProximitytoHolefrom1020yards",2015
20,20,"Matt Kuchar",97,NA,1464.75,235,13,"ProximitytoHolefrom1020yards",2015
20,20,"Vijay Singh",78,NA,1262.333,203,50,"ProximitytoHolefrom1020yards",2015
24,24,"Kevin Chappell",86,NA,1526.667,240,87,"ProximitytoHolefrom1020yards",2015
24,24,"Derek Fathauer",81,NA,1423.333,225,129,"ProximitytoHolefrom1020yards",2015
24,24,"Matt Jones",89,NA,1462.833,232,42,"ProximitytoHolefrom1020yards",2015
24,24,"Patrick Reed",103,NA,1583.667,250,28,"ProximitytoHolefrom1020yards",2015
24,24,"Justin Rose",69,NA,955.667,150,94,"ProximitytoHolefrom1020yards",2015
24,24,"John Senden",80,NA,967.75,152,163,"ProximitytoHolefrom1020yards",2015
30,30,"Jamie Donaldson",50,NA,688.75,108,81,"ProximitytoHolefrom1020yards",2015
30,30,"Sergio Garcia",59,NA,693.25,108,109,"ProximitytoHolefrom1020yards",2015
30,30,"Luke Guthrie",84,NA,1252.333,194,127,"ProximitytoHolefrom1020yards",2015
30,30,"JJ Henry",94,NA,1215.083,189,170,"ProximitytoHolefrom1020yards",2015
30,30,"JB Holmes",89,NA,1380.333,215,85,"ProximitytoHolefrom1020yards",2015
30,30,"Billy Hurley III",83,NA,1287.25,201,10,"ProximitytoHolefrom1020yards",2015
30,30,"Russell Knox",96,NA,1340.583,210,71,"ProximitytoHolefrom1020yards",2015
30,30,"Hunter Mahan",88,NA,1192.917,186,78,"ProximitytoHolefrom1020yards",2015
30,30,"William McGirt",103,NA,1764.417,276,11,"ProximitytoHolefrom1020yards",2015
30,30,"Carl Pettersson",106,NA,2008.167,311,26,"ProximitytoHolefrom1020yards",2015
40,40,"Zac Blair",108,NA,1532.5,235,6,"ProximitytoHolefrom1020yards",2015
40,40,"Jason Day",75,NA,979.417,151,2,"ProximitytoHolefrom1020yards",2015
40,40,"Rickie Fowler",76,NA,1157.583,178,47,"ProximitytoHolefrom1020yards",2015
40,40,"Jim Furyk",71,NA,893.083,138,18,"ProximitytoHolefrom1020yards",2015
40,40,"Ryo Ishikawa",90,NA,1397.083,216,159,"ProximitytoHolefrom1020yards",2015
40,40,"Kevin Kisner",104,NA,1820.917,280,21,"ProximitytoHolefrom1020yards",2015
40,40,"Scott Piercy",90,NA,1512.5,233,105,"ProximitytoHolefrom1020yards",2015
40,40,"DA Points",72,NA,1177.333,182,75,"ProximitytoHolefrom1020yards",2015
40,40,"Kyle Reifers",96,NA,1563,241,40,"ProximitytoHolefrom1020yards",2015
40,40,"Rory Sabbatini",81,NA,1181.917,181,17,"ProximitytoHolefrom1020yards",2015
40,40,"Brandt Snedeker",98,NA,1460.5,226,15,"ProximitytoHolefrom1020yards",2015
40,40,"Brendon Todd",96,NA,1374.75,212,22,"ProximitytoHolefrom1020yards",2015
52,52,"Ben Crane",62,NA,1033.333,157,29,"ProximitytoHolefrom1020yards",2015
52,52,"Jason Dufner",76,NA,898.5,136,162,"ProximitytoHolefrom1020yards",2015
52,52,"Lucas Glover",79,NA,1286,195,164,"ProximitytoHolefrom1020yards",2015
52,52,"Mark Hubbard",79,NA,1176.917,179,38,"ProximitytoHolefrom1020yards",2015
52,52,"Bill Lunde",50,NA,608.083,92,128,"ProximitytoHolefrom1020yards",2015
52,52,"Ryan Moore",81,NA,1203.417,183,65,"ProximitytoHolefrom1020yards",2015
52,52,"Sean OHair",86,NA,1641.25,249,83,"ProximitytoHolefrom1020yards",2015
52,52,"Greg Owen",58,NA,682.25,104,74,"ProximitytoHolefrom1020yards",2015
52,52,"Cameron Percy",72,NA,996.417,151,148,"ProximitytoHolefrom1020yards",2015
52,52,"Andrew Putnam",68,NA,1067.75,162,139,"ProximitytoHolefrom1020yards",2015
52,52,"Jhonattan Vegas",90,NA,1534.333,233,89,"ProximitytoHolefrom1020yards",2015
63,63,"Aaron Baddeley",76,NA,1456.5,219,48,"ProximitytoHolefrom1020yards",2015
63,63,"Jonas Blixt",78,NA,1173.833,176,107,"ProximitytoHolefrom1020yards",2015
63,63,"Scott Brown",97,NA,1612.583,243,55,"ProximitytoHolefrom1020yards",2015
63,63,"Ernie Els",57,NA,750.75,113,144,"ProximitytoHolefrom1020yards",2015
63,63,"Brice Garnett",81,NA,1128.5,169,156,"ProximitytoHolefrom1020yards",2015
63,63,"Brian Harman",90,NA,1593.167,238,77,"ProximitytoHolefrom1020yards",2015
63,63,"Padraig Harrington",60,NA,1110.167,167,137,"ProximitytoHolefrom1020yards",2015
63,63,"David Hearn",97,NA,1294.167,195,131,"ProximitytoHolefrom1020yards",2015
63,63,"Max Homa",78,NA,1557.167,233,90,"ProximitytoHolefrom1020yards",2015
63,63,"Zach Johnson",90,NA,1247.25,187,49,"ProximitytoHolefrom1020yards",2015
63,63,"Marc Leishman",74,NA,1178.917,176,141,"ProximitytoHolefrom1020yards",2015
63,63,"Geoff Ogilvy",50,NA,779.333,117,181,"ProximitytoHolefrom1020yards",2015
63,63,"David Toms",62,NA,1102,165,12,"ProximitytoHolefrom1020yards",2015
63,63,"Johnson Wagner",68,NA,982.583,147,82,"ProximitytoHolefrom1020yards",2015
77,77,"Keegan Bradley",87,NA,1291.667,192,115,"ProximitytoHolefrom1020yards",2015
77,77,"KJ Choi",66,NA,1169.75,174,16,"ProximitytoHolefrom1020yards",2015
77,77,"Tony Finau",106,NA,1811.75,267,149,"ProximitytoHolefrom1020yards",2015
77,77,"Robert Garrigus",70,NA,1228.417,183,176,"ProximitytoHolefrom1020yards",2015
77,77,"Bill Haas",89,NA,1189.583,177,31,"ProximitytoHolefrom1020yards",2015
77,77,"Louis Oosthuizen",68,NA,985.083,146,41,"ProximitytoHolefrom1020yards",2015
77,77,"Ian Poulter",68,NA,939.667,139,54,"ProximitytoHolefrom1020yards",2015
77,77,"Tyrone Van Aswegen",58,NA,734.583,109,116,"ProximitytoHolefrom1020yards",2015
77,77,"Bubba Watson",71,NA,1057.917,156,32,"ProximitytoHolefrom1020yards",2015
86,86,"Steven Bowditch",103,NA,1967.917,287,3,"ProximitytoHolefrom1020yards",2015
86,86,"Alex Cejka",94,NA,1585.333,232,62,"ProximitytoHolefrom1020yards",2015
86,86,"Andres Gonzales",90,NA,1552.083,226,157,"ProximitytoHolefrom1020yards",2015
86,86,"Retief Goosen",81,NA,1449.917,211,85,"ProximitytoHolefrom1020yards",2015
86,86,"David Lingmerth",90,NA,1473.25,215,42,"ProximitytoHolefrom1020yards",2015
86,86,"Phil Mickelson",70,NA,1396.667,204,84,"ProximitytoHolefrom1020yards",2015
86,86,"Ryan Palmer",80,NA,1009.167,148,60,"ProximitytoHolefrom1020yards",2015
86,86,"Pat Perez",96,NA,1632.083,238,69,"ProximitytoHolefrom1020yards",2015
86,86,"Heath Slocum",57,NA,1028.167,151,138,"ProximitytoHolefrom1020yards",2015
86,86,"Henrik Stenson",63,NA,809.667,119,25,"ProximitytoHolefrom1020yards",2015
86,86,"Tim Wilkinson",73,NA,1302.333,191,111,"ProximitytoHolefrom1020yards",2015
97,97,"Brian Davis",86,NA,1644.667,237,56,"ProximitytoHolefrom1020yards",2015
97,97,"Gonzalo Fdez Castano",81,NA,1245.5,179,120,"ProximitytoHolefrom1020yards",2015
97,97,"George McNeill",93,NA,1815.417,263,44,"ProximitytoHolefrom1020yards",2015
97,97,"Patrick Rodgers",57,NA,1035.5,150,145,"ProximitytoHolefrom1020yards",2015
97,97,"Roger Sloan",56,NA,905.833,131,175,"ProximitytoHolefrom1020yards",2015
97,97,"Camilo Villegas",83,NA,1483,215,96,"ProximitytoHolefrom1020yards",2015
97,97,"Steve Wheatcroft",87,NA,1448.333,210,56,"ProximitytoHolefrom1020yards",2015
104,104,"Robert Allenby",63,NA,1073.583,154,180,"ProximitytoHolefrom1020yards",2015
104,104,"John Huh",102,NA,1765.5,251,23,"ProximitytoHolefrom1020yards",2015
104,104,"Jason Kokrak",88,NA,1613.667,230,114,"ProximitytoHolefrom1020yards",2015
104,104,"John Merrick",78,NA,1174.167,167,134,"ProximitytoHolefrom1020yards",2015
104,104,"Michael Putnam",87,NA,1455.583,207,95,"ProximitytoHolefrom1020yards",2015
104,104,"Jim Renner",68,NA,1219.917,175,165,"ProximitytoHolefrom1020yards",2015
104,104,"Charl Schwartzel",67,NA,983,141,168,"ProximitytoHolefrom1020yards",2015
104,104,"Will Wilcox",58,NA,763.417,109,24,"ProximitytoHolefrom1020yards",2015
112,112,"Whee Kim",71,NA,992.75,140,123,"ProximitytoHolefrom1020yards",2015
112,112,"Danny Lee",120,NA,2149.083,302,52,"ProximitytoHolefrom1020yards",2015
112,112,"Davis Love III",51,NA,861.167,121,136,"ProximitytoHolefrom1020yards",2015
112,112,"Jeff Overton",94,NA,1496,211,98,"ProximitytoHolefrom1020yards",2015
112,112,"Robert Streb",110,NA,1748.75,248,79,"ProximitytoHolefrom1020yards",2015
112,112,"Daniel Summerhays",101,NA,1983,281,122,"ProximitytoHolefrom1020yards",2015
112,112,"Nick Taylor",91,NA,1979.583,281,113,"ProximitytoHolefrom1020yards",2015
112,112,"Jimmy Walker",89,NA,1510.167,212,124,"ProximitytoHolefrom1020yards",2015
120,120,"Eric Axley",57,NA,992.167,139,56,"ProximitytoHolefrom1020yards",2015
120,120,"Greg Chalmers",58,NA,781.75,109,132,"ProximitytoHolefrom1020yards",2015
120,120,"Brendon de Jonge",106,NA,1906.5,266,91,"ProximitytoHolefrom1020yards",2015
120,120,"Matt Every",73,NA,1255.333,176,153,"ProximitytoHolefrom1020yards",2015
120,120,"James Hahn",94,NA,1809.583,253,108,"ProximitytoHolefrom1020yards",2015
120,120,"Colt Knost",90,NA,1398.25,194,97,"ProximitytoHolefrom1020yards",2015
120,120,"Brendan Steele",88,NA,1552.917,216,68,"ProximitytoHolefrom1020yards",2015
120,120,"Chris Stroud",84,NA,1358.583,189,71,"ProximitytoHolefrom1020yards",2015
120,120,"Bo Van Pelt",81,NA,1298.75,181,154,"ProximitytoHolefrom1020yards",2015
129,129,"Daniel Berger",97,NA,1738,241,59,"ProximitytoHolefrom1020yards",2015
129,129,"Chad Campbell",97,NA,1818.083,250,88,"ProximitytoHolefrom1020yards",2015
129,129,"Ken Duke",93,NA,1707.75,235,102,"ProximitytoHolefrom1020yards",2015
129,129,"Adam Hadwin",95,NA,1542.5,212,110,"ProximitytoHolefrom1020yards",2015
129,129,"Tom Hoge",83,NA,1339.667,185,106,"ProximitytoHolefrom1020yards",2015
129,129,"SJ Park",79,NA,1326.75,184,8,"ProximitytoHolefrom1020yards",2015
129,129,"Chez Reavie",56,NA,882.75,122,152,"ProximitytoHolefrom1020yards",2015
129,129,"Andres Romero",69,NA,1228.5,169,140,"ProximitytoHolefrom1020yards",2015
129,129,"Scott Stallings",60,NA,914.75,126,171,"ProximitytoHolefrom1020yards",2015
129,129,"Boo Weekley",79,NA,1465.667,202,73,"ProximitytoHolefrom1020yards",2015
129,129,"Gary Woodland",81,NA,1290.667,178,142,"ProximitytoHolefrom1020yards",2015
140,140,"Stewart Cink",77,NA,1160.5,158,117,"ProximitytoHolefrom1020yards",2015
140,140,"Martin Flores",95,NA,1839.667,251,99,"ProximitytoHolefrom1020yards",2015
140,140,"Martin Laird",77,NA,1670.667,228,67,"ProximitytoHolefrom1020yards",2015
140,140,"Sam Saunders",83,NA,1424.083,194,121,"ProximitytoHolefrom1020yards",2015
144,144,"Sangmoon Bae",98,NA,2185,296,45,"ProximitytoHolefrom1020yards",2015
144,144,"Ricky Barnes",82,NA,1669.667,226,69,"ProximitytoHolefrom1020yards",2015
144,144,"Jason Bohn",95,NA,1643,222,51,"ProximitytoHolefrom1020yards",2015
144,144,"Paul Casey",87,NA,1006.667,135,150,"ProximitytoHolefrom1020yards",2015
144,144,"Jason Gore",76,NA,1143.5,155,167,"ProximitytoHolefrom1020yards",2015
144,144,"Dustin Johnson",75,NA,1234.083,166,119,"ProximitytoHolefrom1020yards",2015
144,144,"Carlos Ortiz",100,NA,1872.417,252,158,"ProximitytoHolefrom1020yards",2015
144,144,"Michael Thompson",83,NA,1631.583,221,161,"ProximitytoHolefrom1020yards",2015
152,152,"Harris English",105,NA,1915.75,255,36,"ProximitytoHolefrom1020yards",2015
152,152,"Derek Ernst",75,NA,1607.417,215,135,"ProximitytoHolefrom1020yards",2015
152,152,"Morgan Hoffmann",85,NA,1695.833,227,92,"ProximitytoHolefrom1020yards",2015
152,152,"Spencer Levin",99,NA,1716.667,230,76,"ProximitytoHolefrom1020yards",2015
152,152,"Nicholas Thompson",90,NA,1487.25,198,179,"ProximitytoHolefrom1020yards",2015
157,157,"Russell Henley",87,NA,1231.667,163,130,"ProximitytoHolefrom1020yards",2015
157,157,"Ben Martin",93,NA,1496,198,174,"ProximitytoHolefrom1020yards",2015
157,157,"Francesco Molinari",56,NA,710.083,94,111,"ProximitytoHolefrom1020yards",2015
157,157,"Jonathan Randolph",72,NA,1415.333,187,53,"ProximitytoHolefrom1020yards",2015
157,157,"Shawn Stefani",94,NA,1991.833,264,146,"ProximitytoHolefrom1020yards",2015
157,157,"Brian Stuard",97,NA,1987.167,261,66,"ProximitytoHolefrom1020yards",2015
163,163,"Oscar Fraustro",58,NA,1100.167,144,147,"ProximitytoHolefrom1020yards",2015
163,163,"Adam Scott",51,NA,733.167,96,173,"ProximitytoHolefrom1020yards",2015
163,163,"Kevin Streelman",95,NA,1460.333,190,104,"ProximitytoHolefrom1020yards",2015
166,166,"Billy Horschel",99,NA,1659.167,213,126,"ProximitytoHolefrom1020yards",2015
166,166,"Charles Howell III",105,NA,2201.417,284,151,"ProximitytoHolefrom1020yards",2015
166,166,"Scott Pinckney",88,NA,1536,199,155,"ProximitytoHolefrom1020yards",2015
