"Total1Putts2025_RANKTHISWEEK_2006","Total1Putts2025_RANKLASTWEEK_2006","Total1Putts2025_PLAYERNAME_2006","Total1Putts2025_ROUNDS_2006","Total1Putts2025_TOTAL_2006","Total1Putts2025_TOTALFORALLDISTANCES_2006","Total1Putts2025_PCTOFALL1PUTTS_2006","stat_name","year"
1,1,"Tom Pernice Jr",108,29,661,4.4,"Total1Putts2025",2006
2,2,"Brett Quigley",109,28,675,4.1,"Total1Putts2025",2006
2,2,"Dean Wilson",115,28,682,4.1,"Total1Putts2025",2006
4,4,"Brian Gay",107,25,777,3.2,"Total1Putts2025",2006
5,5,"Jeff Sluman",101,24,592,4.1,"Total1Putts2025",2006
6,6,"Nathan Green",108,23,714,3.2,"Total1Putts2025",2006
6,6,"Shigeki Maruyama",94,23,604,3.8,"Total1Putts2025",2006
6,6,"Troy Matteson",101,23,583,3.9,"Total1Putts2025",2006
9,9,"Woody Austin",107,22,688,3.2,"Total1Putts2025",2006
9,9,"Heath Slocum",96,22,527,4.2,"Total1Putts2025",2006
11,11,"Stewart Cink",93,21,541,3.9,"Total1Putts2025",2006
11,11,"Marco Dawson",87,21,567,3.7,"Total1Putts2025",2006
11,11,"Steve Flesch",119,21,737,2.8,"Total1Putts2025",2006
11,11,"Brent Geiberger",99,21,636,3.3,"Total1Putts2025",2006
11,11,"Richard Johnson",94,21,597,3.5,"Total1Putts2025",2006
11,11,"Tim Petrovic",95,21,589,3.6,"Total1Putts2025",2006
17,17,"Fred Funk",106,20,592,3.4,"Total1Putts2025",2006
17,17,"Hunter Mahan",98,20,600,3.3,"Total1Putts2025",2006
17,17,"Ryan Palmer",101,20,572,3.5,"Total1Putts2025",2006
17,17,"DJ Trahan",92,20,533,3.8,"Total1Putts2025",2006
21,21,"Jeff Brehaut",100,19,561,3.4,"Total1Putts2025",2006
21,21,"Ted Purdy",103,19,530,3.6,"Total1Putts2025",2006
21,21,"Mark Wilson",79,19,510,3.7,"Total1Putts2025",2006
24,24,"Kris Cox",83,18,492,3.7,"Total1Putts2025",2006
24,24,"Brad Faxon",78,18,545,3.3,"Total1Putts2025",2006
24,24,"Daisuke Maruyama",83,18,478,3.8,"Total1Putts2025",2006
24,24,"Wes Short Jr",96,18,585,3.1,"Total1Putts2025",2006
28,28,"Aaron Baddeley",78,17,533,3.2,"Total1Putts2025",2006
28,28,"Ben Curtis",86,17,458,3.7,"Total1Putts2025",2006
28,28,"Robert Gamez",94,17,568,3,"Total1Putts2025",2006
28,28,"Mathias Gronberg",92,17,534,3.2,"Total1Putts2025",2006
28,28,"Trevor Immelman",86,17,505,3.4,"Total1Putts2025",2006
28,28,"Adam Scott",70,17,348,4.9,"Total1Putts2025",2006
28,28,"Hidemichi Tanaka",74,17,444,3.8,"Total1Putts2025",2006
28,28,"Vaughn Taylor",88,17,579,2.9,"Total1Putts2025",2006
36,36,"Stuart Appleby",83,16,465,3.4,"Total1Putts2025",2006
36,36,"John Cook",67,16,394,4.1,"Total1Putts2025",2006
36,36,"Brian Davis",92,16,552,2.9,"Total1Putts2025",2006
36,36,"Carlos Franco",86,16,512,3.1,"Total1Putts2025",2006
36,36,"Harrison Frazar",95,16,562,2.8,"Total1Putts2025",2006
36,36,"Ryuji Imada",105,16,614,2.6,"Total1Putts2025",2006
36,36,"Steve Jones",83,16,474,3.4,"Total1Putts2025",2006
36,36,"DA Points",82,16,515,3.1,"Total1Putts2025",2006
36,36,"Chris Riley",86,16,527,3,"Total1Putts2025",2006
36,36,"Patrick Sheehan",104,16,602,2.7,"Total1Putts2025",2006
46,46,"Paul Azinger",87,15,587,2.6,"Total1Putts2025",2006
46,46,"Henrik Bjornstad",97,15,629,2.4,"Total1Putts2025",2006
46,46,"KJ Choi",93,15,522,2.9,"Total1Putts2025",2006
46,46,"Ben Crane",85,15,461,3.3,"Total1Putts2025",2006
46,46,"Todd Fischer",101,15,657,2.3,"Total1Putts2025",2006
46,46,"Jim Furyk",89,15,485,3.1,"Total1Putts2025",2006
46,46,"Robert Garrigus",85,15,495,3,"Total1Putts2025",2006
46,46,"JJ Henry",96,15,503,3,"Total1Putts2025",2006
46,46,"Charley Hoffman",100,15,623,2.4,"Total1Putts2025",2006
46,46,"Kent Jones",103,15,631,2.4,"Total1Putts2025",2006
46,46,"Billy Mayfair",94,15,509,2.9,"Total1Putts2025",2006
46,46,"Arron Oberholser",82,15,429,3.5,"Total1Putts2025",2006
46,46,"Duffy Waldorf",96,15,554,2.7,"Total1Putts2025",2006
46,46,"Nick Watney",97,15,612,2.5,"Total1Putts2025",2006
60,60,"Shane Bertsch",104,14,646,2.2,"Total1Putts2025",2006
60,60,"Olin Browne",108,14,619,2.3,"Total1Putts2025",2006
60,60,"Jonathan Byrd",66,14,386,3.6,"Total1Putts2025",2006
60,60,"JB Holmes",81,14,438,3.2,"Total1Putts2025",2006
60,60,"Stephen Leaney",84,14,554,2.5,"Total1Putts2025",2006
60,60,"Thomas Levet",53,14,307,4.6,"Total1Putts2025",2006
60,60,"Frank Lickliter II",99,14,603,2.3,"Total1Putts2025",2006
60,60,"Davis Love III",85,14,407,3.4,"Total1Putts2025",2006
60,60,"Steve Lowery",99,14,576,2.4,"Total1Putts2025",2006
60,60,"Len Mattiace",59,14,388,3.6,"Total1Putts2025",2006
60,60,"Sean OHair",100,14,525,2.7,"Total1Putts2025",2006
60,60,"Rod Pampling",89,14,510,2.7,"Total1Putts2025",2006
60,60,"Tag Ridings",103,14,658,2.1,"Total1Putts2025",2006
60,60,"Vance Veazey",59,14,374,3.7,"Total1Putts2025",2006
74,74,"Robert Allenby",79,13,426,3.1,"Total1Putts2025",2006
74,74,"Stephen Ames",63,13,318,4.1,"Total1Putts2025",2006
74,74,"Arjun Atwal",97,13,592,2.2,"Total1Putts2025",2006
74,74,"David Branshaw",98,13,573,2.3,"Total1Putts2025",2006
74,74,"Bubba Dickerson",98,13,569,2.3,"Total1Putts2025",2006
74,74,"Steve Elkington",52,13,295,4.4,"Total1Putts2025",2006
74,74,"Bob Estes",85,13,514,2.5,"Total1Putts2025",2006
74,74,"Todd Hamilton",72,13,408,3.2,"Total1Putts2025",2006
74,74,"David McKenzie",82,13,480,2.7,"Total1Putts2025",2006
74,74,"Jon Mills",68,13,353,3.7,"Total1Putts2025",2006
74,74,"Ryan Moore",68,13,420,3.1,"Total1Putts2025",2006
74,74,"Jose Maria Olazabal",62,13,266,4.9,"Total1Putts2025",2006
74,74,"Jeff Overton",95,13,605,2.1,"Total1Putts2025",2006
74,74,"Jesper Parnevik",84,13,533,2.4,"Total1Putts2025",2006
74,74,"Kenny Perry",73,13,371,3.5,"Total1Putts2025",2006
74,74,"Rory Sabbatini",84,13,456,2.9,"Total1Putts2025",2006
74,74,"Chris Smith",67,13,361,3.6,"Total1Putts2025",2006
74,74,"Paul Stankowski",70,13,423,3.1,"Total1Putts2025",2006
74,74,"Steve Stricker",64,13,397,3.3,"Total1Putts2025",2006
74,74,"David Toms",76,13,448,2.9,"Total1Putts2025",2006
74,74,"Camilo Villegas",95,13,574,2.3,"Total1Putts2025",2006
95,95,"Michael Allen",84,12,540,2.2,"Total1Putts2025",2006
95,95,"Briny Baird",81,12,457,2.6,"Total1Putts2025",2006
95,95,"Mark Brooks",90,12,496,2.4,"Total1Putts2025",2006
95,95,"Daniel Chopra",110,12,690,1.7,"Total1Putts2025",2006
95,95,"Tim Clark",80,12,421,2.9,"Total1Putts2025",2006
95,95,"Chris DiMarco",83,12,429,2.8,"Total1Putts2025",2006
95,95,"Bill Haas",99,12,608,2,"Total1Putts2025",2006
95,95,"Brandt Jobe",91,12,458,2.6,"Total1Putts2025",2006
95,95,"Jerry Kelly",100,12,574,2.1,"Total1Putts2025",2006
95,95,"Tom Lehman",70,12,299,4,"Total1Putts2025",2006
95,95,"Mark OMeara",52,12,274,4.4,"Total1Putts2025",2006
95,95,"Carl Pettersson",95,12,547,2.2,"Total1Putts2025",2006
95,95,"Justin Rose",98,12,600,2,"Total1Putts2025",2006
95,95,"Mike Sposa",68,12,416,2.9,"Total1Putts2025",2006
95,95,"Kevin Sutherland",100,12,583,2.1,"Total1Putts2025",2006
95,95,"Brett Wetterich",82,12,497,2.4,"Total1Putts2025",2006
111,111,"Brian Bateman",69,11,402,2.7,"Total1Putts2025",2006
111,111,"Alex Cejka",93,11,533,2.1,"Total1Putts2025",2006
111,111,"David Duval",71,11,381,2.9,"Total1Putts2025",2006
111,111,"Danny Ellis",68,11,438,2.5,"Total1Putts2025",2006
111,111,"Lucas Glover",105,11,597,1.8,"Total1Putts2025",2006
111,111,"Mathew Goggin",72,11,378,2.9,"Total1Putts2025",2006
111,111,"Jeff Gove",91,11,502,2.2,"Total1Putts2025",2006
111,111,"JP Hayes",55,11,382,2.9,"Total1Putts2025",2006
111,111,"Greg Kraft",79,11,470,2.3,"Total1Putts2025",2006
111,111,"Corey Pavin",74,11,390,2.8,"Total1Putts2025",2006
111,111,"Vijay Singh",103,11,617,1.8,"Total1Putts2025",2006
122,122,"Tommy Armour III",65,10,379,2.6,"Total1Putts2025",2006
122,122,"Eric Axley",91,10,572,1.7,"Total1Putts2025",2006
122,122,"Doug Barron",74,10,513,1.9,"Total1Putts2025",2006
122,122,"Rich Beem",85,10,446,2.2,"Total1Putts2025",2006
122,122,"Mark Calcavecchia",94,10,567,1.8,"Total1Putts2025",2006
122,122,"Michael Connell",51,10,274,3.6,"Total1Putts2025",2006
122,122,"John Daly",51,10,298,3.4,"Total1Putts2025",2006
122,122,"Joe Durant",101,10,631,1.6,"Total1Putts2025",2006
122,122,"Retief Goosen",68,10,330,3,"Total1Putts2025",2006
122,122,"Paul Goydos",72,10,443,2.3,"Total1Putts2025",2006
122,122,"Tim Herron",82,10,415,2.4,"Total1Putts2025",2006
122,122,"Charles Howell III",96,10,523,1.9,"Total1Putts2025",2006
122,122,"Jonathan Kaye",95,10,538,1.9,"Total1Putts2025",2006
122,122,"Bernhard Langer",77,10,428,2.3,"Total1Putts2025",2006
122,122,"Ian Leggatt",80,10,482,2.1,"Total1Putts2025",2006
122,122,"JL Lewis",57,10,356,2.8,"Total1Putts2025",2006
122,122,"Jeff Maggert",81,10,441,2.3,"Total1Putts2025",2006
122,122,"Shaun Micheel",96,10,518,1.9,"Total1Putts2025",2006
122,122,"Geoff Ogilvy",76,10,384,2.6,"Total1Putts2025",2006
122,122,"John Rollins",93,10,508,2,"Total1Putts2025",2006
122,122,"Jerry Smith",94,10,585,1.7,"Total1Putts2025",2006
122,122,"Bob Tway",81,10,460,2.2,"Total1Putts2025",2006
122,122,"Bubba Watson",83,10,482,2.1,"Total1Putts2025",2006
122,122,"Mike Weir",88,10,456,2.2,"Total1Putts2025",2006
146,146,"Jason Bohn",104,9,606,1.5,"Total1Putts2025",2006
146,146,"Greg Chalmers",71,9,425,2.1,"Total1Putts2025",2006
146,146,"James Driscoll",80,9,540,1.7,"Total1Putts2025",2006
146,146,"Jason Gore",86,9,502,1.8,"Total1Putts2025",2006
146,146,"John Huston",74,9,467,1.9,"Total1Putts2025",2006
146,146,"Freddie Jacobson",56,9,385,2.3,"Total1Putts2025",2006
146,146,"Lee Janzen",79,9,489,1.8,"Total1Putts2025",2006
146,146,"Zach Johnson",98,9,528,1.7,"Total1Putts2025",2006
146,146,"Bob May",65,9,357,2.5,"Total1Putts2025",2006
