"HangTime_RANKTHISWEEK_2013","HangTime_RANKLASTWEEK_2013","HangTime_PLAYERNAME_2013","HangTime_ROUNDS_2013","HangTime_AVG_2013","HangTime_TOTALACTUALHANGTIME_2013","HangTime_TOTALATTEMPTS_2013","HangTime_LONGESTACTHANGTIME_2013","HangTime_SHORTESTACTHANGTIME_2013","stat_name","year"
1,1,"Graham DeLaet",94,6.9,466.1,68,7.9,4.8,"HangTime",2013
2,2,"Jason Day",86,6.8,312.7,46,8,3.5,"HangTime",2013
2,2,"Rickie Fowler",75,6.8,369.6,54,7.9,4.3,"HangTime",2013
2,2,"Patrick Reed",83,6.8,432.2,64,8.2,4.3,"HangTime",2013
2,2,"Henrik Stenson",65,6.8,156.7,23,7.6,5.5,"HangTime",2013
2,2,"Josh Teater",86,6.8,399.2,59,8,4.6,"HangTime",2013
7,7,"Angel Cabrera",73,6.7,352.5,53,7.8,5,"HangTime",2013
7,7,"Nick Watney",88,6.7,447.6,67,8.2,4.7,"HangTime",2013
9,9,"Keegan Bradley",88,6.6,383.9,58,7.7,3.7,"HangTime",2013
9,9,"Bud Cauley",67,6.6,337.6,51,7.8,5.2,"HangTime",2013
9,9,"Charley Hoffman",84,6.6,474.6,72,7.6,3.9,"HangTime",2013
9,9,"Billy Horschel",96,6.6,500.5,76,7.8,5,"HangTime",2013
9,9,"Sean OHair",56,6.6,264.1,40,7.6,4,"HangTime",2013
9,9,"John Rollins",77,6.6,427.2,65,7.5,5.5,"HangTime",2013
15,15,"Charlie Beljan",62,6.5,286.4,44,7.5,3.4,"HangTime",2013
15,15,"Luke Guthrie",82,6.5,437.9,67,8.2,4.3,"HangTime",2013
15,15,"Bill Haas",85,6.5,417,64,7.5,4.1,"HangTime",2013
15,15,"James Hahn",78,6.5,403.9,62,7.6,3.5,"HangTime",2013
15,15,"Hunter Mahan",91,6.5,408.2,63,7.6,2.4,"HangTime",2013
15,15,"Rory McIlroy",56,6.5,209.1,32,7.6,4.2,"HangTime",2013
15,15,"Seung Yul Noh",71,6.5,368.9,57,7.6,3.6,"HangTime",2013
15,15,"Geoff Ogilvy",57,6.5,258.7,40,7.5,3.9,"HangTime",2013
15,15,"Pat Perez",69,6.5,414.5,64,7.6,3.8,"HangTime",2013
15,15,"Kevin Stadler",83,6.5,449.2,69,7.5,3.4,"HangTime",2013
15,15,"Kyle Stanley",71,6.5,347,53,8,1.9,"HangTime",2013
15,15,"Cameron Tringale",80,6.5,410.7,63,7.4,5.3,"HangTime",2013
27,27,"Jonas Blixt",76,6.4,425.2,66,7.6,3.7,"HangTime",2013
27,27,"Kevin Chappell",80,6.4,356.3,56,7.2,4.5,"HangTime",2013
27,27,"Nicolas Colsaerts",50,6.4,210.9,33,8.1,4.4,"HangTime",2013
27,27,"Ben Crane",62,6.4,336.9,53,7.5,3.7,"HangTime",2013
27,27,"Derek Ernst",58,6.4,328.8,51,7.9,3.8,"HangTime",2013
27,27,"Matt Every",89,6.4,547.1,85,7.4,4.1,"HangTime",2013
27,27,"Sergio Garcia",65,6.4,223,35,7.7,2.8,"HangTime",2013
27,27,"Scott Gardiner",61,6.4,346.2,54,7.5,4.2,"HangTime",2013
27,27,"Padraig Harrington",52,6.4,184.8,29,7.7,5.2,"HangTime",2013
27,27,"David Hearn",88,6.4,458.9,72,7.4,3.4,"HangTime",2013
27,27,"Morgan Hoffmann",64,6.4,330.8,52,7.5,3.5,"HangTime",2013
27,27,"Matt Jones",83,6.4,415.3,65,7.5,4.1,"HangTime",2013
27,27,"David Lingmerth",68,6.4,386.7,60,7.3,5,"HangTime",2013
27,27,"George McNeill",68,6.4,371.6,58,7.3,4,"HangTime",2013
27,27,"Ryan Palmer",79,6.4,385.3,60,7.9,4.6,"HangTime",2013
27,27,"Jin Park",52,6.4,281.9,44,7,4.3,"HangTime",2013
27,27,"Webb Simpson",92,6.4,389.2,61,7.4,4.8,"HangTime",2013
27,27,"Steve Stricker",51,6.4,205.1,32,7,5.5,"HangTime",2013
27,27,"Vaughn Taylor",50,6.4,244.7,38,7.7,4.5,"HangTime",2013
27,27,"Nicholas Thompson",99,6.4,530.6,83,7.6,4.6,"HangTime",2013
27,27,"Michael Thompson",66,6.4,321.9,50,7.3,5.4,"HangTime",2013
27,27,"Bubba Watson",76,6.4,266.8,42,8.1,3.9,"HangTime",2013
27,27,"Lee Westwood",70,6.4,344.3,54,7.4,2,"HangTime",2013
27,27,"Mark Wilson",56,6.4,308.3,48,7.2,5.1,"HangTime",2013
51,51,"Robert Allenby",58,6.3,294,47,7.3,4.2,"HangTime",2013
51,51,"Roberto Castro",97,6.3,476.5,76,7.4,3.2,"HangTime",2013
51,51,"Brendon de Jonge",110,6.3,527.8,84,7.3,0.8,"HangTime",2013
51,51,"Luke Donald",60,6.3,265.6,42,7.4,1.6,"HangTime",2013
51,51,"Ernie Els",63,6.3,263.2,42,7.3,4.1,"HangTime",2013
51,51,"JJ Henry",83,6.3,307.8,49,7.3,4.3,"HangTime",2013
51,51,"Martin Kaymer",61,6.3,276.5,44,7.3,2.3,"HangTime",2013
51,51,"Martin Laird",68,6.3,282.4,45,7.7,3.2,"HangTime",2013
51,51,"Steve LeBrun",66,6.3,313.5,50,7.3,2.4,"HangTime",2013
51,51,"Richard Lee",81,6.3,425.3,68,7.2,3.8,"HangTime",2013
51,51,"Marc Leishman",77,6.3,382.6,61,7.6,2.4,"HangTime",2013
51,51,"Jeff Maggert",63,6.3,344,55,7.1,5.5,"HangTime",2013
51,51,"Troy Matteson",68,6.3,336.2,53,7.7,3.5,"HangTime",2013
51,51,"Cameron Percy",68,6.3,351.7,56,7.2,4,"HangTime",2013
51,51,"Brandt Snedeker",79,6.3,344.4,55,7.3,4.8,"HangTime",2013
51,51,"Brendan Steele",86,6.3,448.3,71,7.5,4.8,"HangTime",2013
51,51,"Andrew Svoboda",46,6.3,227.4,36,7.2,4.7,"HangTime",2013
51,51,"David Toms",49,6.3,169.3,27,7,4,"HangTime",2013
51,51,"Bo Van Pelt",72,6.3,309,49,7.3,4,"HangTime",2013
51,51,"Johnson Wagner",64,6.3,312.8,50,7.4,4.1,"HangTime",2013
71,71,"Brian Davis",91,6.2,535.8,86,7.4,4.1,"HangTime",2013
71,71,"Harris English",95,6.2,411.1,66,7.5,2.7,"HangTime",2013
71,71,"Brad Fritsch",81,6.2,428.7,69,7.7,4.4,"HangTime",2013
71,71,"Robert Garrigus",69,6.2,228.6,37,7.5,2.3,"HangTime",2013
71,71,"Peter Hanson",45,6.2,206.2,33,7.3,4,"HangTime",2013
71,71,"Tim Herron",45,6.2,237.1,38,7.1,4.4,"HangTime",2013
71,71,"Charles Howell III",87,6.2,474.8,76,7.3,4.4,"HangTime",2013
71,71,"John Huh",88,6.2,444.8,72,7.3,4.4,"HangTime",2013
71,71,"Jerry Kelly",75,6.2,382.9,62,7.2,2.6,"HangTime",2013
71,71,"Chris Kirk",89,6.2,459.4,74,7.2,1.5,"HangTime",2013
71,71,"Colt Knost",69,6.2,370.7,60,7.1,4.9,"HangTime",2013
71,71,"Ben Kohles",75,6.2,372.8,60,7.3,2.5,"HangTime",2013
71,71,"Doug LaBelle II",72,6.2,354.3,57,7.2,3,"HangTime",2013
71,71,"DH Lee",65,6.2,347.2,56,7.2,4.3,"HangTime",2013
71,71,"Henrik Norlander",70,6.2,321.7,52,7.6,2.5,"HangTime",2013
71,71,"Greg Owen",73,6.2,383.1,62,7.3,1.9,"HangTime",2013
71,71,"Ian Poulter",59,6.2,204.4,33,7.2,4.6,"HangTime",2013
71,71,"Chez Reavie",72,6.2,443.9,72,7.1,3.4,"HangTime",2013
71,71,"Justin Rose",62,6.2,241.9,39,7.1,4,"HangTime",2013
71,71,"Charl Schwartzel",69,6.2,292.8,47,7.5,3.4,"HangTime",2013
71,71,"John Senden",79,6.2,358.4,58,7.2,3.4,"HangTime",2013
71,71,"Scott Stallings",79,6.2,380.7,61,7.7,3.6,"HangTime",2013
71,71,"Shawn Stefani",63,6.2,252.8,41,7.5,3.6,"HangTime",2013
71,71,"Kevin Streelman",86,6.2,426.7,69,7.3,3.1,"HangTime",2013
71,71,"Brian Stuard",78,6.2,403,65,7.1,5,"HangTime",2013
71,71,"Aaron Watkins",46,6.2,218.3,35,7.2,4,"HangTime",2013
71,71,"Gary Woodland",94,6.2,327.6,53,7.4,3.6,"HangTime",2013
71,71,"Tiger Woods",61,6.2,174.1,28,7.4,3.9,"HangTime",2013
99,99,"Sangmoon Bae",83,6.1,430.1,71,7.2,3.9,"HangTime",2013
99,99,"Jason Bohn",70,6.1,385.2,63,7.2,4.3,"HangTime",2013
99,99,"Scott Brown",65,6.1,336.2,55,7.1,3,"HangTime",2013
99,99,"Greg Chalmers",77,6.1,427.6,70,7.2,3.9,"HangTime",2013
99,99,"James Driscoll",76,6.1,371.3,61,7.3,2.6,"HangTime",2013
99,99,"Martin Flores",83,6.1,473.2,77,7.4,3.2,"HangTime",2013
99,99,"Bobby Gates",49,6.1,237.2,39,7.2,2.6,"HangTime",2013
99,99,"Brian Gay",79,6.1,434.6,71,6.9,4.2,"HangTime",2013
99,99,"Brian Harman",89,6.1,463.2,76,7.4,3.6,"HangTime",2013
99,99,"Russell Henley",80,6.1,363.5,60,7.1,3.9,"HangTime",2013
99,99,"Zach Johnson",84,6.1,402.1,66,7.1,2.6,"HangTime",2013
99,99,"Robert Karlsson",56,6.1,226.3,37,7.2,2.2,"HangTime",2013
99,99,"David Mathis",71,6.1,357.6,59,7,2.3,"HangTime",2013
99,99,"Phil Mickelson",78,6.1,141,23,7.4,4.5,"HangTime",2013
99,99,"Bryce Molder",82,6.1,414.8,68,7.1,3.1,"HangTime",2013
99,99,"Ryan Moore",72,6.1,329.9,54,7.3,3.2,"HangTime",2013
99,99,"Jeff Overton",78,6.1,419.6,69,7.3,3.4,"HangTime",2013
99,99,"Scott Piercy",78,6.1,290.8,48,7.3,2.6,"HangTime",2013
99,99,"Alistair Presnell",59,6.1,268.2,44,7.1,2.5,"HangTime",2013
99,99,"Tag Ridings",69,6.1,274.9,45,7.2,3.9,"HangTime",2013
99,99,"Rory Sabbatini",86,6.1,396.4,65,7.5,3.8,"HangTime",2013
99,99,"Adam Scott",61,6.1,212.7,35,6.8,4.5,"HangTime",2013
99,99,"Jordan Spieth",82,6.1,413.3,68,7.4,4.2,"HangTime",2013
99,99,"Chris Stroud",88,6.1,460.5,75,7.3,0.8,"HangTime",2013
99,99,"Daniel Summerhays",83,6.1,491.7,80,7.2,4.5,"HangTime",2013
124,124,"Stephen Ames",49,6,226.3,38,6.9,3.9,"HangTime",2013
124,124,"Aaron Baddeley",68,6,280.8,47,7.2,3.8,"HangTime",2013
124,124,"Justin Bolli",59,6,258.8,43,7.2,4.2,"HangTime",2013
124,124,"Steven Bowditch",67,6,341.7,57,7.3,3,"HangTime",2013
124,124,"Stewart Cink",71,6,238,40,7.3,3.1,"HangTime",2013
124,124,"Will Claxton",67,6,324.1,54,7.1,4.4,"HangTime",2013
124,124,"Erik Compton",74,6,336.5,56,7.1,3.2,"HangTime",2013
124,124,"Ben Curtis",59,6,277.9,46,7.1,3,"HangTime",2013
124,124,"Jim Furyk",80,6,363.8,61,7.1,4.4,"HangTime",2013
124,124,"Tom Gillis",69,6,346.5,58,6.9,4.2,"HangTime",2013
124,124,"Lucas Glover",65,6,253,42,7.1,4.1,"HangTime",2013
124,124,"Fabian Gomez",65,6,322.6,54,6.8,4.1,"HangTime",2013
124,124,"Justin Hicks",79,6,328.2,55,6.9,4.6,"HangTime",2013
124,124,"Brandt Jobe",62,6,302.1,50,7.3,4.1,"HangTime",2013
124,124,"William McGirt",75,6,423.9,71,7.1,3,"HangTime",2013
124,124,"Carl Pettersson",82,6,348.9,58,7.2,3.8,"HangTime",2013
124,124,"Andres Romero",63,6,283.9,47,7.2,4.2,"HangTime",2013
124,124,"Jimmy Walker",84,6,428.8,71,7.7,3.4,"HangTime",2013
124,124,"Charlie Wi",75,6,380.7,63,7.1,3.4,"HangTime",2013
124,124,"Lee Williams",62,6,317.7,53,7.3,3,"HangTime",2013
144,144,"Stuart Appleby",88,5.9,429.8,73,7.1,2.7,"HangTime",2013
144,144,"Michael Bradley",56,5.9,193.4,33,7.3,2.3,"HangTime",2013
144,144,"KJ Choi",85,5.9,316.9,54,7,4.1,"HangTime",2013
144,144,"Jason Dufner",78,5.9,372.9,63,7,3.8,"HangTime",2013
144,144,"Jim Herman",59,5.9,207.5,35,6.9,3.2,"HangTime",2013
144,144,"Trevor Immelman",73,5.9,316.5,54,6.7,2.9,"HangTime",2013
144,144,"Ryo Ishikawa",72,5.9,314.9,53,7.1,3.7,"HangTime",2013
144,144,"Dustin Johnson",71,5.9,222.3,38,7.3,3,"HangTime",2013
144,144,"Jason Kokrak",78,5.9,373.7,63,7.2,2.2,"HangTime",2013
144,144,"Matt Kuchar",93,5.9,414.4,70,7.4,2.4,"HangTime",2013
144,144,"Eric Meierdierks",48,5.9,214.1,36,7.4,3.3,"HangTime",2013
144,144,"Rod Pampling",46,5.9,210.9,36,7.2,3.8,"HangTime",2013
144,144,"Dicky Pride",71,5.9,331.6,56,7.1,4.3,"HangTime",2013
144,144,"Darron Stiles",51,5.9,236.1,40,6.7,3.8,"HangTime",2013
144,144,"Robert Streb",75,5.9,343.5,58,7.4,3.1,"HangTime",2013
144,144,"DJ Trahan",48,5.9,193.9,33,7,1.8,"HangTime",2013
144,144,"Boo Weekley",100,5.9,505.2,85,7.3,4.2,"HangTime",2013
