"LateRound1ScoringAverage_RANKTHISWEEK_2007","LateRound1ScoringAverage_RANKLASTWEEK_2007","LateRound1ScoringAverage_PLAYERNAME_2007","LateRound1ScoringAverage__2007","LateRound1ScoringAverage_AVG_2007","LateRound1ScoringAverage_TOTALSTROKES_2007","LateRound1ScoringAverage_TOTALROUNDS_2007","stat_name","year"
1,1,"KJ Choi",NA,68.6,686,10,"LateRound1ScoringAverage",2007
2,2,"Sergio Garcia",NA,69.11,622,9,"LateRound1ScoringAverage",2007
3,3,"Ernie Els",NA,69.25,554,8,"LateRound1ScoringAverage",2007
4,4,"Steve Stricker",NA,69.38,555,8,"LateRound1ScoringAverage",2007
5,5,"Tom Lehman",NA,69.57,487,7,"LateRound1ScoringAverage",2007
6,6,"Michael Allen",NA,69.58,835,12,"LateRound1ScoringAverage",2007
7,7,"Jim Furyk",NA,69.62,905,13,"LateRound1ScoringAverage",2007
8,8,"Arron Oberholser",NA,69.64,766,11,"LateRound1ScoringAverage",2007
8,8,"Jeff Overton",NA,69.64,766,11,"LateRound1ScoringAverage",2007
10,10,"Alex Cejka",NA,69.85,908,13,"LateRound1ScoringAverage",2007
10,10,"Jason Gore",NA,69.85,908,13,"LateRound1ScoringAverage",2007
12,12,"Craig Kanada",NA,69.89,1328,19,"LateRound1ScoringAverage",2007
13,13,"Tommy Armour III",NA,69.92,909,13,"LateRound1ScoringAverage",2007
14,14,"Cameron Beckman",NA,69.93,1049,15,"LateRound1ScoringAverage",2007
15,15,"Justin Rose",NA,70,490,7,"LateRound1ScoringAverage",2007
15,15,"Joey Sindelar",NA,70,700,10,"LateRound1ScoringAverage",2007
15,15,"Scott Verplank",NA,70,630,9,"LateRound1ScoringAverage",2007
18,18,"Kevin Na",NA,70.08,841,12,"LateRound1ScoringAverage",2007
19,19,"Rocco Mediate",NA,70.1,701,10,"LateRound1ScoringAverage",2007
20,20,"Rich Beem",NA,70.13,1052,15,"LateRound1ScoringAverage",2007
21,21,"Tag Ridings",NA,70.22,632,9,"LateRound1ScoringAverage",2007
22,22,"Jesper Parnevik",NA,70.25,843,12,"LateRound1ScoringAverage",2007
22,22,"Jay Williamson",NA,70.25,562,8,"LateRound1ScoringAverage",2007
24,24,"Kenny Perry",NA,70.27,773,11,"LateRound1ScoringAverage",2007
25,25,"Matt Kuchar",NA,70.33,633,9,"LateRound1ScoringAverage",2007
25,25,"Tiger Woods",NA,70.33,422,6,"LateRound1ScoringAverage",2007
27,27,"Corey Pavin",NA,70.36,774,11,"LateRound1ScoringAverage",2007
27,27,"Rory Sabbatini",NA,70.36,985,14,"LateRound1ScoringAverage",2007
29,29,"Duffy Waldorf",NA,70.38,915,13,"LateRound1ScoringAverage",2007
30,30,"Freddie Jacobson",NA,70.45,775,11,"LateRound1ScoringAverage",2007
31,31,"Lucas Glover",NA,70.47,1198,17,"LateRound1ScoringAverage",2007
31,31,"Ryuji Imada",NA,70.47,1057,15,"LateRound1ScoringAverage",2007
33,33,"Craig Barlow",NA,70.5,423,6,"LateRound1ScoringAverage",2007
33,33,"Daniel Chopra",NA,70.5,1269,18,"LateRound1ScoringAverage",2007
33,33,"Bob Estes",NA,70.5,1128,16,"LateRound1ScoringAverage",2007
36,36,"Woody Austin",NA,70.54,917,13,"LateRound1ScoringAverage",2007
37,37,"John Rollins",NA,70.55,776,11,"LateRound1ScoringAverage",2007
38,38,"Brian Gay",NA,70.59,1200,17,"LateRound1ScoringAverage",2007
39,39,"Ben Curtis",NA,70.6,706,10,"LateRound1ScoringAverage",2007
40,40,"Justin Leonard",NA,70.62,918,13,"LateRound1ScoringAverage",2007
41,41,"Stephen Ames",NA,70.64,777,11,"LateRound1ScoringAverage",2007
41,41,"DJ Brigman",NA,70.64,777,11,"LateRound1ScoringAverage",2007
41,41,"Steve Flesch",NA,70.64,989,14,"LateRound1ScoringAverage",2007
41,41,"Will Ma Kenzie",NA,70.64,989,14,"LateRound1ScoringAverage",2007
45,45,"Frank Lickliter II",NA,70.67,1272,18,"LateRound1ScoringAverage",2007
45,45,"Greg Owen",NA,70.67,1060,15,"LateRound1ScoringAverage",2007
45,45,"Michael Putnam",NA,70.67,848,12,"LateRound1ScoringAverage",2007
45,45,"Brandt Snedeker",NA,70.67,1060,15,"LateRound1ScoringAverage",2007
49,49,"Heath Slocum",NA,70.69,919,13,"LateRound1ScoringAverage",2007
49,49,"Brett Wetterich",NA,70.69,919,13,"LateRound1ScoringAverage",2007
51,51,"Stuart Appleby",NA,70.7,707,10,"LateRound1ScoringAverage",2007
52,52,"Steve Elkington",NA,70.73,778,11,"LateRound1ScoringAverage",2007
53,53,"Jarrod Lyle",NA,70.77,920,13,"LateRound1ScoringAverage",2007
54,54,"Michael Sim",NA,70.8,708,10,"LateRound1ScoringAverage",2007
55,55,"John Senden",NA,70.82,779,11,"LateRound1ScoringAverage",2007
56,56,"Adam Scott",NA,70.86,496,7,"LateRound1ScoringAverage",2007
57,57,"Tom Johnson",NA,70.87,1063,15,"LateRound1ScoringAverage",2007
58,58,"Brian Davis",NA,70.88,1134,16,"LateRound1ScoringAverage",2007
58,58,"Geoff Ogilvy",NA,70.88,567,8,"LateRound1ScoringAverage",2007
60,60,"Kevin Sutherland",NA,70.89,638,9,"LateRound1ScoringAverage",2007
61,61,"Peter Lonard",NA,70.92,922,13,"LateRound1ScoringAverage",2007
61,61,"Dicky Pride",NA,70.92,851,12,"LateRound1ScoringAverage",2007
61,61,"Charles Warren",NA,70.92,851,12,"LateRound1ScoringAverage",2007
64,64,"Carl Pettersson",NA,70.94,1135,16,"LateRound1ScoringAverage",2007
65,65,"Steve Allan",NA,71,639,9,"LateRound1ScoringAverage",2007
65,65,"Robert Garrigus",NA,71,994,14,"LateRound1ScoringAverage",2007
65,65,"Anders Hansen",NA,71,568,8,"LateRound1ScoringAverage",2007
65,65,"Brett Quigley",NA,71,1136,16,"LateRound1ScoringAverage",2007
69,69,"Jason Dufner",NA,71.05,1350,19,"LateRound1ScoringAverage",2007
70,70,"Joe Ogilvie",NA,71.06,1137,16,"LateRound1ScoringAverage",2007
71,71,"Briny Baird",NA,71.07,1066,15,"LateRound1ScoringAverage",2007
71,71,"Bob Heintz",NA,71.07,995,14,"LateRound1ScoringAverage",2007
71,71,"Richard Johnson",NA,71.07,1066,15,"LateRound1ScoringAverage",2007
71,71,"Jeff Quinney",NA,71.07,995,14,"LateRound1ScoringAverage",2007
75,75,"Gavin Coles",NA,71.08,924,13,"LateRound1ScoringAverage",2007
75,75,"Darron Stiles",NA,71.08,924,13,"LateRound1ScoringAverage",2007
77,77,"Brendon de Jonge",NA,71.1,711,10,"LateRound1ScoringAverage",2007
78,78,"Marco Dawson",NA,71.14,498,7,"LateRound1ScoringAverage",2007
78,78,"Craig Lile",NA,71.14,996,14,"LateRound1ScoringAverage",2007
80,80,"Sean OHair",NA,71.15,925,13,"LateRound1ScoringAverage",2007
80,80,"DJ Trahan",NA,71.15,925,13,"LateRound1ScoringAverage",2007
80,80,"Charlie Wi",NA,71.15,925,13,"LateRound1ScoringAverage",2007
83,83,"Doug LaBelle II",NA,71.18,1210,17,"LateRound1ScoringAverage",2007
83,83,"Jeff Maggert",NA,71.18,783,11,"LateRound1ScoringAverage",2007
85,85,"Aaron Baddeley",NA,71.2,1068,15,"LateRound1ScoringAverage",2007
85,85,"Zach Johnson",NA,71.2,712,10,"LateRound1ScoringAverage",2007
85,85,"Bo Van Pelt",NA,71.2,1068,15,"LateRound1ScoringAverage",2007
85,85,"Nick Watney",NA,71.2,712,10,"LateRound1ScoringAverage",2007
89,89,"Chris Riley",NA,71.25,570,8,"LateRound1ScoringAverage",2007
90,90,"Cliff Kresge",NA,71.27,784,11,"LateRound1ScoringAverage",2007
91,91,"Johnson Wagner",NA,71.28,1283,18,"LateRound1ScoringAverage",2007
92,92,"Andrew Buckle",NA,71.29,998,14,"LateRound1ScoringAverage",2007
92,92,"Nathan Green",NA,71.29,998,14,"LateRound1ScoringAverage",2007
92,92,"Charles Howell III",NA,71.29,998,14,"LateRound1ScoringAverage",2007
95,95,"Robert Allenby",NA,71.33,642,9,"LateRound1ScoringAverage",2007
95,95,"Troy Matteson",NA,71.33,1070,15,"LateRound1ScoringAverage",2007
97,97,"Hunter Mahan",NA,71.36,785,11,"LateRound1ScoringAverage",2007
97,97,"Steve Marino",NA,71.36,999,14,"LateRound1ScoringAverage",2007
97,97,"Steve Wheatcroft",NA,71.36,999,14,"LateRound1ScoringAverage",2007
100,100,"Craig Bowden",NA,71.38,928,13,"LateRound1ScoringAverage",2007
100,100,"Phil Mickelson",NA,71.38,928,13,"LateRound1ScoringAverage",2007
102,102,"Tim Petrovic",NA,71.41,1214,17,"LateRound1ScoringAverage",2007
103,103,"Vijay Singh",NA,71.42,1357,19,"LateRound1ScoringAverage",2007
104,104,"Chad Campbell",NA,71.43,1000,14,"LateRound1ScoringAverage",2007
105,105,"Mark Calcavecchia",NA,71.44,1286,18,"LateRound1ScoringAverage",2007
105,105,"Ken Duke",NA,71.44,1143,16,"LateRound1ScoringAverage",2007
107,107,"Daisuke Maruyama",NA,71.45,786,11,"LateRound1ScoringAverage",2007
108,108,"Jeff Brehaut",NA,71.5,715,10,"LateRound1ScoringAverage",2007
108,108,"Stewart Cink",NA,71.5,858,12,"LateRound1ScoringAverage",2007
108,108,"Pat Perez",NA,71.5,1001,14,"LateRound1ScoringAverage",2007
108,108,"Jason Schultz",NA,71.5,715,10,"LateRound1ScoringAverage",2007
112,112,"Paul Gow",NA,71.55,787,11,"LateRound1ScoringAverage",2007
113,113,"Brian Bateman",NA,71.57,501,7,"LateRound1ScoringAverage",2007
114,114,"Vaughn Taylor",NA,71.58,859,12,"LateRound1ScoringAverage",2007
115,115,"Billy Andrade",NA,71.6,716,10,"LateRound1ScoringAverage",2007
116,116,"JJ Henry",NA,71.64,788,11,"LateRound1ScoringAverage",2007
116,116,"Boo Weekley",NA,71.64,1003,14,"LateRound1ScoringAverage",2007
118,118,"Tim Clark",NA,71.67,430,6,"LateRound1ScoringAverage",2007
118,118,"JP Hayes",NA,71.67,1075,15,"LateRound1ScoringAverage",2007
120,120,"Eric Axley",NA,71.73,1076,15,"LateRound1ScoringAverage",2007
120,120,"John Merrick",NA,71.73,1076,15,"LateRound1ScoringAverage",2007
122,122,"Bill Haas",NA,71.75,1148,16,"LateRound1ScoringAverage",2007
123,123,"Mark Hensby",NA,71.77,933,13,"LateRound1ScoringAverage",2007
123,123,"Jerry Kelly",NA,71.77,933,13,"LateRound1ScoringAverage",2007
123,123,"Anthony Kim",NA,71.77,933,13,"LateRound1ScoringAverage",2007
123,123,"George McNeill",NA,71.77,933,13,"LateRound1ScoringAverage",2007
127,127,"Ian Poulter",NA,71.8,718,10,"LateRound1ScoringAverage",2007
127,127,"Henrik Stenson",NA,71.8,359,5,"LateRound1ScoringAverage",2007
129,129,"Ryan Moore",NA,71.83,862,12,"LateRound1ScoringAverage",2007
130,130,"Jason Bohn",NA,71.86,503,7,"LateRound1ScoringAverage",2007
130,130,"Kent Jones",NA,71.86,1509,21,"LateRound1ScoringAverage",2007
130,130,"Stephen Leaney",NA,71.86,1006,14,"LateRound1ScoringAverage",2007
