"Total1Putts1015_RANKTHISWEEK_2007","Total1Putts1015_RANKLASTWEEK_2007","Total1Putts1015_PLAYERNAME_2007","Total1Putts1015_ROUNDS_2007","Total1Putts1015_TOTAL_2007","Total1Putts1015_TOTALFORALLDISTANCES_2007","Total1Putts1015_PCTOFALL1PUTTS_2007","stat_name","year"
1,1,"Briny Baird",115,85,702,12.1,"Total1Putts1015",2007
2,2,"Eric Axley",107,83,659,12.6,"Total1Putts1015",2007
2,2,"Ken Duke",112,83,683,12.2,"Total1Putts1015",2007
4,4,"Brian Gay",107,80,740,10.8,"Total1Putts1015",2007
4,4,"Tim Petrovic",106,80,716,11.2,"Total1Putts1015",2007
6,6,"Nathan Green",103,79,658,12,"Total1Putts1015",2007
7,7,"Frank Lickliter II",95,78,594,13.1,"Total1Putts1015",2007
7,7,"Steve Marino",106,78,626,12.5,"Total1Putts1015",2007
9,9,"Daniel Chopra",106,77,692,11.1,"Total1Putts1015",2007
9,9,"Bob Estes",88,77,603,12.8,"Total1Putts1015",2007
9,9,"Kevin Na",84,77,617,12.5,"Total1Putts1015",2007
9,9,"Ryan Palmer",91,77,570,13.5,"Total1Putts1015",2007
9,9,"Heath Slocum",101,77,665,11.6,"Total1Putts1015",2007
9,9,"Bob Tway",103,77,597,12.9,"Total1Putts1015",2007
9,9,"Bo Van Pelt",104,77,657,11.7,"Total1Putts1015",2007
16,16,"Robert Gamez",88,76,481,15.8,"Total1Putts1015",2007
16,16,"Brandt Snedeker",105,76,629,12.1,"Total1Putts1015",2007
18,18,"Robert Garrigus",95,75,548,13.7,"Total1Putts1015",2007
18,18,"Charley Hoffman",97,75,599,12.5,"Total1Putts1015",2007
18,18,"George McNeill",95,75,587,12.8,"Total1Putts1015",2007
21,21,"Ryuji Imada",104,74,694,10.7,"Total1Putts1015",2007
21,21,"John Mallinger",96,74,644,11.5,"Total1Putts1015",2007
23,23,"Ryan Armour",107,73,633,11.5,"Total1Putts1015",2007
23,23,"Woody Austin",95,73,614,11.9,"Total1Putts1015",2007
23,23,"Shigeki Maruyama",84,73,605,12.1,"Total1Putts1015",2007
23,23,"Tom Pernice Jr",104,73,634,11.5,"Total1Putts1015",2007
27,27,"Craig Kanada",109,72,654,11,"Total1Putts1015",2007
27,27,"Cliff Kresge",107,72,684,10.5,"Total1Putts1015",2007
27,27,"John Senden",97,72,524,13.7,"Total1Putts1015",2007
30,30,"Mark Calcavecchia",93,71,550,12.9,"Total1Putts1015",2007
30,30,"Will Ma Kenzie",100,71,609,11.7,"Total1Putts1015",2007
30,30,"Billy Mayfair",98,71,542,13.1,"Total1Putts1015",2007
30,30,"Joe Ogilvie",102,71,641,11.1,"Total1Putts1015",2007
30,30,"Dean Wilson",92,71,537,13.2,"Total1Putts1015",2007
35,35,"Ted Purdy",102,70,553,12.7,"Total1Putts1015",2007
35,35,"Boo Weekley",101,70,529,13.2,"Total1Putts1015",2007
37,37,"Justin Leonard",95,69,590,11.7,"Total1Putts1015",2007
37,37,"Jeff Quinney",95,69,589,11.7,"Total1Putts1015",2007
39,39,"Brendon de Jonge",76,68,447,15.2,"Total1Putts1015",2007
39,39,"Steve Flesch",100,68,621,11,"Total1Putts1015",2007
39,39,"Tim Herron",98,68,557,12.2,"Total1Putts1015",2007
39,39,"Daisuke Maruyama",86,68,509,13.4,"Total1Putts1015",2007
39,39,"Rocco Mediate",72,68,468,14.5,"Total1Putts1015",2007
44,44,"Richard Johnson",93,67,548,12.2,"Total1Putts1015",2007
45,45,"Brian Davis",101,66,606,10.9,"Total1Putts1015",2007
45,45,"JP Hayes",89,66,577,11.4,"Total1Putts1015",2007
45,45,"Kent Jones",97,66,602,11,"Total1Putts1015",2007
45,45,"Ryan Moore",92,66,542,12.2,"Total1Putts1015",2007
45,45,"Sean OHair",98,66,596,11.1,"Total1Putts1015",2007
45,45,"Carl Pettersson",111,66,672,9.8,"Total1Putts1015",2007
45,45,"Joey Sindelar",75,66,417,15.8,"Total1Putts1015",2007
45,45,"Charles Warren",101,66,601,11,"Total1Putts1015",2007
53,53,"Andrew Buckle",77,65,484,13.4,"Total1Putts1015",2007
53,53,"Jason Dufner",100,65,592,11,"Total1Putts1015",2007
53,53,"Bill Haas",93,65,552,11.8,"Total1Putts1015",2007
53,53,"DJ Trahan",99,65,597,10.9,"Total1Putts1015",2007
57,57,"Mathias Gronberg",95,64,628,10.2,"Total1Putts1015",2007
58,58,"Stephen Ames",81,63,423,14.9,"Total1Putts1015",2007
58,58,"Rich Barcelo",80,63,524,12,"Total1Putts1015",2007
58,58,"Cameron Beckman",96,63,560,11.3,"Total1Putts1015",2007
58,58,"Jason Gore",86,63,551,11.4,"Total1Putts1015",2007
58,58,"Mark Hensby",81,63,525,12,"Total1Putts1015",2007
58,58,"Freddie Jacobson",70,63,501,12.6,"Total1Putts1015",2007
58,58,"Anthony Kim",93,63,555,11.4,"Total1Putts1015",2007
58,58,"Vaughn Taylor",91,63,527,12,"Total1Putts1015",2007
66,66,"Glen Day",85,62,507,12.2,"Total1Putts1015",2007
66,66,"Bob Heintz",85,62,535,11.6,"Total1Putts1015",2007
66,66,"Matt Kuchar",85,62,498,12.4,"Total1Putts1015",2007
66,66,"Jeff Maggert",79,62,522,11.9,"Total1Putts1015",2007
70,70,"Lucas Glover",98,61,545,11.2,"Total1Putts1015",2007
70,70,"Charlie Wi",90,61,576,10.6,"Total1Putts1015",2007
72,72,"Steve Elkington",87,60,523,11.5,"Total1Putts1015",2007
72,72,"Doug LaBelle II",104,60,612,9.8,"Total1Putts1015",2007
72,72,"Parker McLachlin",83,60,535,11.2,"Total1Putts1015",2007
75,75,"Stewart Cink",91,59,507,11.6,"Total1Putts1015",2007
75,75,"Mathew Goggin",97,59,577,10.2,"Total1Putts1015",2007
75,75,"John Rollins",102,59,603,9.8,"Total1Putts1015",2007
78,78,"Billy Andrade",88,58,527,11,"Total1Putts1015",2007
78,78,"Aaron Baddeley",83,58,516,11.2,"Total1Putts1015",2007
78,78,"KJ Choi",87,58,493,11.8,"Total1Putts1015",2007
78,78,"Jesper Parnevik",88,58,558,10.4,"Total1Putts1015",2007
78,78,"Vijay Singh",102,58,592,9.8,"Total1Putts1015",2007
83,83,"Chris Couch",76,57,509,11.2,"Total1Putts1015",2007
83,83,"Marco Dawson",73,57,472,12.1,"Total1Putts1015",2007
83,83,"Todd Hamilton",76,57,407,14,"Total1Putts1015",2007
83,83,"JJ Henry",86,57,427,13.3,"Total1Putts1015",2007
83,83,"Tripp Isenhour",86,57,517,11,"Total1Putts1015",2007
83,83,"Jarrod Lyle",77,57,486,11.7,"Total1Putts1015",2007
89,89,"Tommy Armour III",81,56,440,12.7,"Total1Putts1015",2007
89,89,"Alex Cejka",80,56,503,11.1,"Total1Putts1015",2007
89,89,"Stephen Leaney",82,56,483,11.6,"Total1Putts1015",2007
89,89,"Peter Lonard",85,56,510,11,"Total1Putts1015",2007
89,89,"Nick Watney",87,56,473,11.8,"Total1Putts1015",2007
94,94,"Rory Sabbatini",81,55,502,11,"Total1Putts1015",2007
95,95,"Robert Allenby",90,54,483,11.2,"Total1Putts1015",2007
95,95,"Jonathan Byrd",73,54,475,11.4,"Total1Putts1015",2007
95,95,"Charles Howell III",89,54,446,12.1,"Total1Putts1015",2007
95,95,"Jerry Kelly",101,54,531,10.2,"Total1Putts1015",2007
95,95,"Brett Quigley",79,54,425,12.7,"Total1Putts1015",2007
95,95,"Bubba Watson",80,54,471,11.5,"Total1Putts1015",2007
101,101,"Rich Beem",89,53,493,10.8,"Total1Putts1015",2007
101,101,"Scott Gutschewski",67,53,385,13.8,"Total1Putts1015",2007
101,101,"Troy Matteson",87,53,536,9.9,"Total1Putts1015",2007
101,101,"Michael Putnam",96,53,505,10.5,"Total1Putts1015",2007
105,105,"Craig Bowden",78,52,486,10.7,"Total1Putts1015",2007
105,105,"David Branshaw",83,52,497,10.5,"Total1Putts1015",2007
105,105,"Bart Bryant",87,52,507,10.3,"Total1Putts1015",2007
105,105,"JB Holmes",71,52,427,12.2,"Total1Putts1015",2007
105,105,"Shaun Micheel",91,52,462,11.3,"Total1Putts1015",2007
105,105,"Chris Riley",59,52,408,12.7,"Total1Putts1015",2007
105,105,"Mike Weir",82,52,421,12.4,"Total1Putts1015",2007
112,112,"Chad Campbell",96,51,464,11,"Total1Putts1015",2007
112,112,"Fred Funk",65,51,372,13.7,"Total1Putts1015",2007
112,112,"Jeff Gove",103,51,569,9,"Total1Putts1015",2007
112,112,"Zach Johnson",76,51,436,11.7,"Total1Putts1015",2007
112,112,"Craig Lile",77,51,507,10.1,"Total1Putts1015",2007
117,117,"Harrison Frazar",88,50,496,10.1,"Total1Putts1015",2007
117,117,"Lee Janzen",66,50,339,14.7,"Total1Putts1015",2007
117,117,"Geoff Ogilvy",84,50,471,10.6,"Total1Putts1015",2007
117,117,"Rod Pampling",92,50,498,10,"Total1Putts1015",2007
117,117,"Kyle Reifers",71,50,410,12.2,"Total1Putts1015",2007
117,117,"Steve Wheatcroft",73,50,420,11.9,"Total1Putts1015",2007
117,117,"Mark Wilson",87,50,486,10.3,"Total1Putts1015",2007
124,124,"Gavin Coles",87,49,549,8.9,"Total1Putts1015",2007
124,124,"Tom Johnson",74,49,418,11.7,"Total1Putts1015",2007
124,124,"Steve Lowery",74,49,462,10.6,"Total1Putts1015",2007
124,124,"John Merrick",92,49,507,9.7,"Total1Putts1015",2007
124,124,"Dicky Pride",71,49,434,11.3,"Total1Putts1015",2007
124,124,"Johnson Wagner",97,49,552,8.9,"Total1Putts1015",2007
124,124,"Brett Wetterich",88,49,452,10.8,"Total1Putts1015",2007
131,131,"Steve Allan",63,48,376,12.8,"Total1Putts1015",2007
131,131,"Bryce Molder",56,48,341,14.1,"Total1Putts1015",2007
131,131,"Adam Scott",69,48,385,12.5,"Total1Putts1015",2007
131,131,"Steve Stricker",81,48,488,9.8,"Total1Putts1015",2007
135,135,"Stuart Appleby",74,47,419,11.2,"Total1Putts1015",2007
135,135,"DJ Brigman",67,47,351,13.4,"Total1Putts1015",2007
135,135,"Tim Clark",66,47,426,11,"Total1Putts1015",2007
135,135,"Luke Donald",69,47,377,12.5,"Total1Putts1015",2007
135,135,"Matt Hendrix",63,47,352,13.4,"Total1Putts1015",2007
135,135,"Kevin Sutherland",85,47,457,10.3,"Total1Putts1015",2007
135,135,"Kirk Triplett",77,47,446,10.5,"Total1Putts1015",2007
142,142,"Paul Gow",70,46,385,11.9,"Total1Putts1015",2007
142,142,"Hunter Mahan",91,46,480,9.6,"Total1Putts1015",2007
142,142,"Kenny Perry",83,46,500,9.2,"Total1Putts1015",2007
142,142,"David Toms",80,46,458,10,"Total1Putts1015",2007
146,146,"Michael Allen",74,45,429,10.5,"Total1Putts1015",2007
146,146,"Jim Furyk",84,45,447,10.1,"Total1Putts1015",2007
148,148,"Sergio Garcia",68,44,397,11.1,"Total1Putts1015",2007
148,148,"Pat Perez",84,44,455,9.7,"Total1Putts1015",2007
148,148,"Jason Schultz",63,44,362,12.2,"Total1Putts1015",2007
148,148,"Scott Verplank",82,44,421,10.5,"Total1Putts1015",2007
148,148,"Camilo Villegas",82,44,486,9.1,"Total1Putts1015",2007
153,153,"Jason Bohn",57,42,361,11.6,"Total1Putts1015",2007
153,153,"Ben Curtis",80,42,444,9.5,"Total1Putts1015",2007
153,153,"Nick OHern",72,42,384,10.9,"Total1Putts1015",2007
153,153,"Arron Oberholser",69,42,396,10.6,"Total1Putts1015",2007
153,153,"Henrik Stenson",52,42,258,16.3,"Total1Putts1015",2007
153,153,"Chris Tidland",59,42,350,12,"Total1Putts1015",2007
153,153,"Duffy Waldorf",69,42,372,11.3,"Total1Putts1015",2007
160,160,"Chris DiMarco",79,41,436,9.4,"Total1Putts1015",2007
160,160,"Greg Owen",81,41,441,9.3,"Total1Putts1015",2007
160,160,"Michael Sim",52,41,356,11.5,"Total1Putts1015",2007
160,160,"Kevin Stadler",95,41,466,8.8,"Total1Putts1015",2007
164,164,"Michael Boyd",61,40,364,11,"Total1Putts1015",2007
164,164,"Chris Stroud",66,40,383,10.4,"Total1Putts1015",2007
164,164,"Tiger Woods",63,40,313,12.8,"Total1Putts1015",2007
167,167,"John Daly",59,39,336,11.6,"Total1Putts1015",2007
167,167,"Jeff Overton",60,39,361,10.8,"Total1Putts1015",2007
169,169,"Padraig Harrington",64,38,368,10.3,"Total1Putts1015",2007
169,169,"Phil Mickelson",73,38,375,10.1,"Total1Putts1015",2007
169,169,"Justin Rose",63,38,284,13.4,"Total1Putts1015",2007
172,172,"Jeff Brehaut",59,37,323,11.5,"Total1Putts1015",2007
172,172,"Corey Pavin",81,37,510,7.3,"Total1Putts1015",2007
172,172,"Ian Poulter",63,37,287,12.9,"Total1Putts1015",2007
172,172,"Jaco Van Zyl",51,37,307,12.1,"Total1Putts1015",2007
176,176,"Joe Durant",88,36,432,8.3,"Total1Putts1015",2007
176,176,"Paul Goydos",60,36,362,9.9,"Total1Putts1015",2007
176,176,"Jeff Sluman",60,36,269,13.4,"Total1Putts1015",2007
179,179,"Ernie Els",59,35,309,11.3,"Total1Putts1015",2007
179,179,"Tag Ridings",52,35,330,10.6,"Total1Putts1015",2007
181,181,"Darron Stiles",65,34,336,10.1,"Total1Putts1015",2007
181,181,"Jay Williamson",50,34,337,10.1,"Total1Putts1015",2007
183,183,"Bubba Dickerson",51,33,296,11.1,"Total1Putts1015",2007
184,184,"Craig Barlow",52,32,288,11.1,"Total1Putts1015",2007
184,184,"Davis Love III",66,32,331,9.7,"Total1Putts1015",2007
186,186,"Brian Bateman",55,31,322,9.6,"Total1Putts1015",2007
187,187,"Jose Maria Olazabal",52,30,281,10.7,"Total1Putts1015",2007
187,187,"Paul Stankowski",52,30,283,10.6,"Total1Putts1015",2007
189,189,"Trevor Immelman",74,28,346,8.1,"Total1Putts1015",2007
189,189,"Tom Lehman",62,28,314,8.9,"Total1Putts1015",2007
191,191,"Mark Brooks",53,27,269,10,"Total1Putts1015",2007
192,192,"Tom Byrum",50,26,260,10,"Total1Putts1015",2007
193,193,"Retief Goosen",50,25,241,10.4,"Total1Putts1015",2007
193,193,"Anders Hansen",55,25,221,11.3,"Total1Putts1015",2007
195,195,"Jose Coceres",50,22,309,7.1,"Total1Putts1015",2007
196,196,"Jim Rutledge",59,20,277,7.2,"Total1Putts1015",2007
