"PercentageofYardagecoveredbyTeeShots_RANKTHISWEEK_2013","PercentageofYardagecoveredbyTeeShots_RANKLASTWEEK_2013","PercentageofYardagecoveredbyTeeShots_PLAYERNAME_2013","PercentageofYardagecoveredbyTeeShots_ROUNDS_2013","PercentageofYardagecoveredbyTeeShots_AVGPct_2013","PercentageofYardagecoveredbyTeeShots_TOTALSHOTDISTANCE_2013","PercentageofYardagecoveredbyTeeShots_TOTALDISTANCE_2013","stat_name","year"
106,106,"Tim Herron",45,61.13,170591.7,279047,"PercentageofYardagecoveredbyTeeShots",2013
107,107,"Tiger Woods",61,61.12,168714.4,276040,"PercentageofYardagecoveredbyTeeShots",2013
108,108,"Ryan Moore",72,61.11,222616.8,364296,"PercentageofYardagecoveredbyTeeShots",2013
109,109,"Rod Pampling",46,61.1,136142.1,222830,"PercentageofYardagecoveredbyTeeShots",2013
110,110,"Tom Gillis",69,61.07,232535.2,380777,"PercentageofYardagecoveredbyTeeShots",2013
110,110,"John Senden",79,61.07,238507.4,390536,"PercentageofYardagecoveredbyTeeShots",2013
112,112,"George McNeill",68,61.06,249140.5,408011,"PercentageofYardagecoveredbyTeeShots",2013
112,112,"Alistair Presnell",59,61.06,177736.1,291087,"PercentageofYardagecoveredbyTeeShots",2013
112,112,"Brandt Snedeker",79,61.06,227332,372313,"PercentageofYardagecoveredbyTeeShots",2013
115,115,"Robert Karlsson",56,61.03,144184.4,236240,"PercentageofYardagecoveredbyTeeShots",2013
116,116,"David Lingmerth",68,61.01,221657.3,363320,"PercentageofYardagecoveredbyTeeShots",2013
117,117,"John Merrick",79,61,265328.4,434942,"PercentageofYardagecoveredbyTeeShots",2013
118,118,"Chad Campbell",78,60.97,279461.3,458369,"PercentageofYardagecoveredbyTeeShots",2013
119,119,"Roberto Castro",97,60.96,326653,535821,"PercentageofYardagecoveredbyTeeShots",2013
120,120,"Ricky Barnes",74,60.95,251149.3,412060,"PercentageofYardagecoveredbyTeeShots",2013
120,120,"James Driscoll",76,60.95,245028.5,402001,"PercentageofYardagecoveredbyTeeShots",2013
120,120,"JJ Henry",83,60.95,288068.7,472618,"PercentageofYardagecoveredbyTeeShots",2013
123,123,"Brandt Jobe",62,60.94,206594.9,338997,"PercentageofYardagecoveredbyTeeShots",2013
124,124,"Stuart Appleby",88,60.91,304969.6,500659,"PercentageofYardagecoveredbyTeeShots",2013
124,124,"William McGirt",75,60.91,274062.2,449934,"PercentageofYardagecoveredbyTeeShots",2013
126,126,"Geoff Ogilvy",57,60.86,162334.5,266713,"PercentageofYardagecoveredbyTeeShots",2013
127,127,"Cameron Tringale",80,60.82,291511.3,479303,"PercentageofYardagecoveredbyTeeShots",2013
128,128,"Ben Crane",62,60.81,211848.1,348364,"PercentageofYardagecoveredbyTeeShots",2013
128,128,"Daniel Summerhays",83,60.81,301670.1,496109,"PercentageofYardagecoveredbyTeeShots",2013
130,130,"Zach Johnson",84,60.57,257372.6,424941,"PercentageofYardagecoveredbyTeeShots",2013
131,131,"Tim Clark",64,60.53,163470.3,270048,"PercentageofYardagecoveredbyTeeShots",2013
131,131,"Jeff Maggert",63,60.53,218327.7,360700,"PercentageofYardagecoveredbyTeeShots",2013
133,133,"Luke Guthrie",82,60.52,251798.5,416025,"PercentageofYardagecoveredbyTeeShots",2013
133,133,"Chez Reavie",72,60.52,257414.1,425331,"PercentageofYardagecoveredbyTeeShots",2013
135,135,"Ted Potter Jr",65,60.51,212013.8,350369,"PercentageofYardagecoveredbyTeeShots",2013
136,136,"John Huh",88,60.44,289267.1,478575,"PercentageofYardagecoveredbyTeeShots",2013
137,137,"Mark Wilson",56,60.43,191880.3,317504,"PercentageofYardagecoveredbyTeeShots",2013
138,138,"Graeme McDowell",53,60.39,142238.7,235540,"PercentageofYardagecoveredbyTeeShots",2013
139,139,"David Mathis",71,60.29,237206.7,393475,"PercentageofYardagecoveredbyTeeShots",2013
140,140,"Johnson Wagner",64,60.25,199772.9,331549,"PercentageofYardagecoveredbyTeeShots",2013
141,141,"David Hearn",88,60.19,281090.7,467012,"PercentageofYardagecoveredbyTeeShots",2013
141,141,"Casey Wittenberg",72,60.19,233829.4,388479,"PercentageofYardagecoveredbyTeeShots",2013
143,143,"KJ Choi",85,60.17,241291.8,401010,"PercentageofYardagecoveredbyTeeShots",2013
144,144,"Michael Thompson",66,60.1,202793.2,337442,"PercentageofYardagecoveredbyTeeShots",2013
145,145,"Justin Hicks",79,60.07,251425.7,418521,"PercentageofYardagecoveredbyTeeShots",2013
146,146,"Charlie Wi",75,60.06,251775.2,419233,"PercentageofYardagecoveredbyTeeShots",2013
147,147,"Justin Bolli",59,60.05,175730.1,292647,"PercentageofYardagecoveredbyTeeShots",2013
148,148,"Stephen Ames",49,60.04,166580.5,277445,"PercentageofYardagecoveredbyTeeShots",2013
149,149,"Brian Davis",91,60.03,316843.2,527815,"PercentageofYardagecoveredbyTeeShots",2013
149,149,"Brian Stuard",78,60.03,240096.8,399932,"PercentageofYardagecoveredbyTeeShots",2013
151,151,"DH Lee",65,60.02,221647.9,369268,"PercentageofYardagecoveredbyTeeShots",2013
152,152,"DA Points",87,59.98,260562,434442,"PercentageofYardagecoveredbyTeeShots",2013
153,153,"Ben Curtis",59,59.88,177416.6,296286,"PercentageofYardagecoveredbyTeeShots",2013
154,154,"Michael Bradley",56,59.86,162607.4,271635,"PercentageofYardagecoveredbyTeeShots",2013
155,155,"Robert Allenby",58,59.83,198845.6,332346,"PercentageofYardagecoveredbyTeeShots",2013
156,156,"Bob Estes",66,59.82,235685.4,394014,"PercentageofYardagecoveredbyTeeShots",2013
157,157,"Ben Kohles",75,59.8,235265,393414,"PercentageofYardagecoveredbyTeeShots",2013
158,158,"Trevor Immelman",73,59.78,236067.3,394898,"PercentageofYardagecoveredbyTeeShots",2013
159,159,"Jason Bohn",70,59.68,249915.9,418739,"PercentageofYardagecoveredbyTeeShots",2013
159,159,"Scott Langley",79,59.68,242252.8,405899,"PercentageofYardagecoveredbyTeeShots",2013
159,159,"David Lynn",70,59.68,214511.6,359413,"PercentageofYardagecoveredbyTeeShots",2013
162,162,"Lee Williams",62,59.67,192569.1,322708,"PercentageofYardagecoveredbyTeeShots",2013
163,163,"Doug LaBelle II",72,59.63,223671.2,375070,"PercentageofYardagecoveredbyTeeShots",2013
164,164,"Darron Stiles",51,59.62,157830.6,264707,"PercentageofYardagecoveredbyTeeShots",2013
165,165,"Ken Duke",87,59.57,284348.2,477330,"PercentageofYardagecoveredbyTeeShots",2013
166,166,"Brian Gay",79,59.56,267769.2,449564,"PercentageofYardagecoveredbyTeeShots",2013
166,166,"Aaron Watkins",46,59.56,132363.9,222218,"PercentageofYardagecoveredbyTeeShots",2013
168,168,"Chris Stroud",88,59.54,294459,494592,"PercentageofYardagecoveredbyTeeShots",2013
169,169,"Greg Chalmers",77,59.53,264836.4,444888,"PercentageofYardagecoveredbyTeeShots",2013
169,169,"Richard Lee",81,59.53,272839,458304,"PercentageofYardagecoveredbyTeeShots",2013
171,171,"David Toms",49,59.47,120355.7,202369,"PercentageofYardagecoveredbyTeeShots",2013
172,172,"Justin Leonard",86,59.45,283843.7,477443,"PercentageofYardagecoveredbyTeeShots",2013
173,173,"Luke Donald",60,59.39,174192.4,293290,"PercentageofYardagecoveredbyTeeShots",2013
174,174,"Dicky Pride",71,59.32,221421.5,373273,"PercentageofYardagecoveredbyTeeShots",2013
175,175,"Jerry Kelly",75,59.22,239689.3,404763,"PercentageofYardagecoveredbyTeeShots",2013
176,176,"Jim Furyk",80,59.04,241637.5,409289,"PercentageofYardagecoveredbyTeeShots",2013
177,177,"Bryce Molder",82,58.89,265013.7,450032,"PercentageofYardagecoveredbyTeeShots",2013
178,178,"Jin Park",52,58.81,160341.6,272657,"PercentageofYardagecoveredbyTeeShots",2013
179,179,"Colt Knost",69,58.74,216060.1,367808,"PercentageofYardagecoveredbyTeeShots",2013
180,180,"Mike Weir",60,58.4,174905.3,299506,"PercentageofYardagecoveredbyTeeShots",2013
