"BirdieorBetterPercentageLeftRough_RANKTHISWEEK_2007","BirdieorBetterPercentageLeftRough_RANKLASTWEEK_2007","BirdieorBetterPercentageLeftRough_PLAYERNAME_2007","BirdieorBetterPercentageLeftRough_ROUNDS_2007","BirdieorBetterPercentageLeftRough_Pct_2007","BirdieorBetterPercentageLeftRough_TOTALBIRDIES_2007","BirdieorBetterPercentageLeftRough_TOTALHOLES_2007","stat_name","year"
39,39,"Jeff Maggert",79,16.53,20,121,"BirdieorBetterPercentageLeftRough",2007
40,40,"Todd Hamilton",76,16.48,15,91,"BirdieorBetterPercentageLeftRough",2007
41,41,"Rich Barcelo",80,16.38,19,116,"BirdieorBetterPercentageLeftRough",2007
42,42,"Kevin Sutherland",85,16.26,20,123,"BirdieorBetterPercentageLeftRough",2007
43,43,"Ian Poulter",63,16.13,10,62,"BirdieorBetterPercentageLeftRough",2007
44,44,"Rich Beem",89,16.1,19,118,"BirdieorBetterPercentageLeftRough",2007
45,45,"Charlie Wi",90,16,20,125,"BirdieorBetterPercentageLeftRough",2007
46,46,"Ryuji Imada",104,15.95,26,163,"BirdieorBetterPercentageLeftRough",2007
47,47,"Retief Goosen",50,15.87,10,63,"BirdieorBetterPercentageLeftRough",2007
48,48,"Mathias Gronberg",95,15.82,28,177,"BirdieorBetterPercentageLeftRough",2007
49,49,"Brett Quigley",79,15.79,21,133,"BirdieorBetterPercentageLeftRough",2007
50,50,"Kevin Stadler",95,15.72,25,159,"BirdieorBetterPercentageLeftRough",2007
51,51,"Tom Pernice Jr",104,15.7,19,121,"BirdieorBetterPercentageLeftRough",2007
52,52,"John Merrick",92,15.6,17,109,"BirdieorBetterPercentageLeftRough",2007
53,53,"Camilo Villegas",82,15.45,17,110,"BirdieorBetterPercentageLeftRough",2007
54,54,"Kevin Na",84,15.33,21,137,"BirdieorBetterPercentageLeftRough",2007
55,55,"Mark Calcavecchia",93,15.32,19,124,"BirdieorBetterPercentageLeftRough",2007
56,56,"Chris Couch",76,15.17,22,145,"BirdieorBetterPercentageLeftRough",2007
57,57,"Rory Sabbatini",81,15.09,16,106,"BirdieorBetterPercentageLeftRough",2007
58,58,"Woody Austin",95,15,18,120,"BirdieorBetterPercentageLeftRough",2007
59,59,"Joe Durant",88,14.94,13,87,"BirdieorBetterPercentageLeftRough",2007
60,60,"Mathew Goggin",97,14.88,18,121,"BirdieorBetterPercentageLeftRough",2007
61,61,"George McNeill",95,14.84,19,128,"BirdieorBetterPercentageLeftRough",2007
62,62,"Jason Dufner",100,14.81,24,162,"BirdieorBetterPercentageLeftRough",2007
63,63,"Richard Johnson",93,14.79,21,142,"BirdieorBetterPercentageLeftRough",2007
64,64,"Tommy Armour III",81,14.74,14,95,"BirdieorBetterPercentageLeftRough",2007
65,65,"Craig Barlow",52,14.71,10,68,"BirdieorBetterPercentageLeftRough",2007
66,66,"Daisuke Maruyama",86,14.66,17,116,"BirdieorBetterPercentageLeftRough",2007
67,67,"Will Ma Kenzie",100,14.65,23,157,"BirdieorBetterPercentageLeftRough",2007
67,67,"Bob Tway",103,14.65,29,198,"BirdieorBetterPercentageLeftRough",2007
69,69,"Bart Bryant",87,14.61,13,89,"BirdieorBetterPercentageLeftRough",2007
70,70,"John Rollins",102,14.53,17,117,"BirdieorBetterPercentageLeftRough",2007
71,71,"Paul Gow",70,14.46,12,83,"BirdieorBetterPercentageLeftRough",2007
72,72,"Jonathan Byrd",73,14.42,15,104,"BirdieorBetterPercentageLeftRough",2007
73,73,"Matt Hendrix",63,14.29,13,91,"BirdieorBetterPercentageLeftRough",2007
73,73,"Joe Ogilvie",102,14.29,21,147,"BirdieorBetterPercentageLeftRough",2007
73,73,"Carl Pettersson",111,14.29,24,168,"BirdieorBetterPercentageLeftRough",2007
73,73,"Henrik Stenson",52,14.29,9,63,"BirdieorBetterPercentageLeftRough",2007
73,73,"Bo Van Pelt",104,14.29,22,154,"BirdieorBetterPercentageLeftRough",2007
78,78,"Kenny Perry",83,14.17,18,127,"BirdieorBetterPercentageLeftRough",2007
79,79,"Steve Marino",106,14.07,19,135,"BirdieorBetterPercentageLeftRough",2007
80,80,"Peter Lonard",85,14.02,15,107,"BirdieorBetterPercentageLeftRough",2007
81,81,"Geoff Ogilvy",84,13.95,12,86,"BirdieorBetterPercentageLeftRough",2007
82,82,"Chris Tidland",59,13.92,11,79,"BirdieorBetterPercentageLeftRough",2007
83,83,"Briny Baird",115,13.91,21,151,"BirdieorBetterPercentageLeftRough",2007
83,83,"Brett Wetterich",88,13.91,16,115,"BirdieorBetterPercentageLeftRough",2007
85,85,"Craig Lile",77,13.89,15,108,"BirdieorBetterPercentageLeftRough",2007
86,86,"Bubba Dickerson",51,13.79,12,87,"BirdieorBetterPercentageLeftRough",2007
87,87,"Anthony Kim",93,13.77,19,138,"BirdieorBetterPercentageLeftRough",2007
88,88,"Harrison Frazar",88,13.64,18,132,"BirdieorBetterPercentageLeftRough",2007
88,88,"Paul Goydos",60,13.64,9,66,"BirdieorBetterPercentageLeftRough",2007
88,88,"Bob Heintz",85,13.64,18,132,"BirdieorBetterPercentageLeftRough",2007
88,88,"Jeff Overton",60,13.64,12,88,"BirdieorBetterPercentageLeftRough",2007
92,92,"Vijay Singh",102,13.61,20,147,"BirdieorBetterPercentageLeftRough",2007
93,93,"Heath Slocum",101,13.56,16,118,"BirdieorBetterPercentageLeftRough",2007
94,94,"Michael Putnam",96,13.55,21,155,"BirdieorBetterPercentageLeftRough",2007
95,95,"Boo Weekley",101,13.53,18,133,"BirdieorBetterPercentageLeftRough",2007
96,96,"Billy Andrade",88,13.51,20,148,"BirdieorBetterPercentageLeftRough",2007
97,97,"Eric Axley",107,13.5,27,200,"BirdieorBetterPercentageLeftRough",2007
98,98,"Johnson Wagner",97,13.48,19,141,"BirdieorBetterPercentageLeftRough",2007
98,98,"Mark Wilson",87,13.48,12,89,"BirdieorBetterPercentageLeftRough",2007
100,100,"Charles Howell III",89,13.42,20,149,"BirdieorBetterPercentageLeftRough",2007
101,101,"Michael Boyd",61,13.41,11,82,"BirdieorBetterPercentageLeftRough",2007
101,101,"Duffy Waldorf",69,13.41,11,82,"BirdieorBetterPercentageLeftRough",2007
103,103,"Jarrod Lyle",77,13.39,15,112,"BirdieorBetterPercentageLeftRough",2007
104,104,"KJ Choi",87,13.33,18,135,"BirdieorBetterPercentageLeftRough",2007
104,104,"Jim Furyk",84,13.33,8,60,"BirdieorBetterPercentageLeftRough",2007
106,106,"Arron Oberholser",69,13.21,14,106,"BirdieorBetterPercentageLeftRough",2007
107,107,"Cliff Kresge",107,13.17,27,205,"BirdieorBetterPercentageLeftRough",2007
108,108,"Tim Clark",66,13.16,10,76,"BirdieorBetterPercentageLeftRough",2007
109,109,"Greg Owen",81,13.13,13,99,"BirdieorBetterPercentageLeftRough",2007
110,110,"Chad Campbell",96,13.11,16,122,"BirdieorBetterPercentageLeftRough",2007
111,111,"Doug LaBelle II",104,13.1,19,145,"BirdieorBetterPercentageLeftRough",2007
112,112,"Nick Watney",87,12.98,17,131,"BirdieorBetterPercentageLeftRough",2007
113,113,"Matt Kuchar",85,12.96,14,108,"BirdieorBetterPercentageLeftRough",2007
114,114,"Brendon de Jonge",76,12.93,15,116,"BirdieorBetterPercentageLeftRough",2007
115,115,"Fred Funk",65,12.9,8,62,"BirdieorBetterPercentageLeftRough",2007
116,116,"Luke Donald",69,12.86,9,70,"BirdieorBetterPercentageLeftRough",2007
117,117,"Pat Perez",84,12.71,15,118,"BirdieorBetterPercentageLeftRough",2007
118,118,"Stephen Ames",81,12.64,11,87,"BirdieorBetterPercentageLeftRough",2007
118,118,"Adam Scott",69,12.64,11,87,"BirdieorBetterPercentageLeftRough",2007
120,120,"Cameron Beckman",96,12.4,15,121,"BirdieorBetterPercentageLeftRough",2007
121,121,"Steve Elkington",87,12.37,12,97,"BirdieorBetterPercentageLeftRough",2007
122,122,"Chris DiMarco",79,12.3,15,122,"BirdieorBetterPercentageLeftRough",2007
123,123,"Tim Petrovic",106,12.18,19,156,"BirdieorBetterPercentageLeftRough",2007
124,124,"Trevor Immelman",74,12.16,9,74,"BirdieorBetterPercentageLeftRough",2007
125,125,"Ryan Armour",107,12.1,15,124,"BirdieorBetterPercentageLeftRough",2007
126,126,"Phil Mickelson",73,12.07,14,116,"BirdieorBetterPercentageLeftRough",2007
127,127,"Michael Sim",52,12.05,10,83,"BirdieorBetterPercentageLeftRough",2007
128,128,"Shigeki Maruyama",84,12.03,16,133,"BirdieorBetterPercentageLeftRough",2007
129,129,"Craig Kanada",109,12,18,150,"BirdieorBetterPercentageLeftRough",2007
129,129,"Shaun Micheel",91,12,12,100,"BirdieorBetterPercentageLeftRough",2007
131,131,"Justin Leonard",95,11.96,11,92,"BirdieorBetterPercentageLeftRough",2007
132,132,"Alex Cejka",80,11.85,16,135,"BirdieorBetterPercentageLeftRough",2007
133,133,"Chris Stroud",66,11.84,9,76,"BirdieorBetterPercentageLeftRough",2007
134,134,"Steve Lowery",74,11.82,13,110,"BirdieorBetterPercentageLeftRough",2007
135,135,"John Senden",97,11.72,15,128,"BirdieorBetterPercentageLeftRough",2007
136,136,"DJ Brigman",67,11.7,11,94,"BirdieorBetterPercentageLeftRough",2007
137,137,"Sean OHair",98,11.63,15,129,"BirdieorBetterPercentageLeftRough",2007
138,138,"Hunter Mahan",91,11.54,12,104,"BirdieorBetterPercentageLeftRough",2007
138,138,"Jason Schultz",63,11.54,9,78,"BirdieorBetterPercentageLeftRough",2007
140,140,"Jim Rutledge",59,11.48,7,61,"BirdieorBetterPercentageLeftRough",2007
141,141,"Steve Flesch",100,11.43,16,140,"BirdieorBetterPercentageLeftRough",2007
142,142,"Nick OHern",72,11.4,13,114,"BirdieorBetterPercentageLeftRough",2007
143,143,"Mark Hensby",81,11.38,14,123,"BirdieorBetterPercentageLeftRough",2007
144,144,"Jeff Gove",103,11.35,16,141,"BirdieorBetterPercentageLeftRough",2007
145,145,"Jose Coceres",50,11.11,5,45,"BirdieorBetterPercentageLeftRough",2007
145,145,"Glen Day",85,11.11,12,108,"BirdieorBetterPercentageLeftRough",2007
145,145,"Tom Lehman",62,11.11,9,81,"BirdieorBetterPercentageLeftRough",2007
145,145,"Ted Purdy",102,11.11,13,117,"BirdieorBetterPercentageLeftRough",2007
145,145,"Justin Rose",63,11.11,8,72,"BirdieorBetterPercentageLeftRough",2007
150,150,"Scott Gutschewski",67,11,11,100,"BirdieorBetterPercentageLeftRough",2007
151,151,"Brandt Snedeker",105,10.96,16,146,"BirdieorBetterPercentageLeftRough",2007
152,152,"Andrew Buckle",77,10.92,13,119,"BirdieorBetterPercentageLeftRough",2007
152,152,"Kent Jones",97,10.92,13,119,"BirdieorBetterPercentageLeftRough",2007
152,152,"Troy Matteson",87,10.92,13,119,"BirdieorBetterPercentageLeftRough",2007
155,155,"Tom Johnson",74,10.89,11,101,"BirdieorBetterPercentageLeftRough",2007
156,156,"Jaco Van Zyl",51,10.84,9,83,"BirdieorBetterPercentageLeftRough",2007
157,157,"Rocco Mediate",72,10.64,10,94,"BirdieorBetterPercentageLeftRough",2007
157,157,"David Toms",80,10.64,10,94,"BirdieorBetterPercentageLeftRough",2007
159,159,"Charles Warren",101,10.63,17,160,"BirdieorBetterPercentageLeftRough",2007
160,160,"Lee Janzen",66,10.42,10,96,"BirdieorBetterPercentageLeftRough",2007
161,161,"Darron Stiles",65,10.39,8,77,"BirdieorBetterPercentageLeftRough",2007
162,162,"Jerry Kelly",101,10.38,11,106,"BirdieorBetterPercentageLeftRough",2007
163,163,"David Branshaw",83,10.17,12,118,"BirdieorBetterPercentageLeftRough",2007
164,164,"Davis Love III",66,10.16,13,128,"BirdieorBetterPercentageLeftRough",2007
165,165,"Bryce Molder",56,10.14,7,69,"BirdieorBetterPercentageLeftRough",2007
166,166,"Kyle Reifers",71,10.1,10,99,"BirdieorBetterPercentageLeftRough",2007
167,167,"Michael Allen",74,10,9,90,"BirdieorBetterPercentageLeftRough",2007
167,167,"Jeff Quinney",95,10,11,110,"BirdieorBetterPercentageLeftRough",2007
169,169,"Parker McLachlin",83,9.9,10,101,"BirdieorBetterPercentageLeftRough",2007
170,170,"Steve Wheatcroft",73,9.89,9,91,"BirdieorBetterPercentageLeftRough",2007
171,171,"Zach Johnson",76,9.84,6,61,"BirdieorBetterPercentageLeftRough",2007
172,172,"DJ Trahan",99,9.7,13,134,"BirdieorBetterPercentageLeftRough",2007
173,173,"Ben Curtis",80,9.62,10,104,"BirdieorBetterPercentageLeftRough",2007
174,174,"Stuart Appleby",74,9.52,8,84,"BirdieorBetterPercentageLeftRough",2007
175,175,"Chris Riley",59,9.23,6,65,"BirdieorBetterPercentageLeftRough",2007
176,176,"Paul Stankowski",52,9.18,9,98,"BirdieorBetterPercentageLeftRough",2007
177,177,"Tripp Isenhour",86,9.02,11,122,"BirdieorBetterPercentageLeftRough",2007
178,178,"Stephen Leaney",82,8.94,11,123,"BirdieorBetterPercentageLeftRough",2007
179,179,"Kirk Triplett",77,8.79,8,91,"BirdieorBetterPercentageLeftRough",2007
180,180,"Aaron Baddeley",83,8.49,9,106,"BirdieorBetterPercentageLeftRough",2007
181,181,"Mark Brooks",53,8.47,5,59,"BirdieorBetterPercentageLeftRough",2007
182,182,"Brian Bateman",55,8.11,6,74,"BirdieorBetterPercentageLeftRough",2007
183,183,"Billy Mayfair",98,8.05,7,87,"BirdieorBetterPercentageLeftRough",2007
184,184,"JJ Henry",86,8,8,100,"BirdieorBetterPercentageLeftRough",2007
184,184,"Jeff Sluman",60,8,6,75,"BirdieorBetterPercentageLeftRough",2007
186,186,"Ryan Palmer",91,7.74,13,168,"BirdieorBetterPercentageLeftRough",2007
187,187,"Tom Byrum",50,7.55,4,53,"BirdieorBetterPercentageLeftRough",2007
188,188,"Brian Gay",107,7.48,8,107,"BirdieorBetterPercentageLeftRough",2007
189,189,"Steve Stricker",81,7.07,7,99,"BirdieorBetterPercentageLeftRough",2007
190,190,"Anders Hansen",55,7.02,4,57,"BirdieorBetterPercentageLeftRough",2007
191,191,"Dicky Pride",71,6.9,6,87,"BirdieorBetterPercentageLeftRough",2007
192,192,"Jeff Brehaut",59,6.85,5,73,"BirdieorBetterPercentageLeftRough",2007
193,193,"Gavin Coles",87,6.73,7,104,"BirdieorBetterPercentageLeftRough",2007
193,193,"Tim Herron",98,6.73,7,104,"BirdieorBetterPercentageLeftRough",2007
195,195,"Corey Pavin",81,6.19,6,97,"BirdieorBetterPercentageLeftRough",2007
196,196,"Robert Gamez",88,3.57,3,84,"BirdieorBetterPercentageLeftRough",2007
